# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Fisherman ^nn+nom+++=Fisherman
of ^in++++=of
Pass ^vb++++=Pass
Christian ^jj++++=Christian
If ^cs+cnd+++=If
ever ^rb++++=ever
you ^pp2+pp2+++=you
go ^vb++++=go
to ^to++++=to
Pass ^vbi++++=Pass
Christian ^nn++++=Christian
in ^in++++=in
July ^nr++++=July
and ^cc++++=and
you ^pp2+pp2+++=you
should ^md+nec+++=should
go ^vb++++=go,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
only ^rb+down+++=only
to ^to++++=to
learn ^vbi+vprv+++=learn
how ^wrb+who+whcl++=how
many ^ap++++=many
colors ^nns++++=colors
the ^ati++++=the
sea ^nn++++=sea
can ^md+pos+++=can
wear ^vb++++=wear
between ^in++++=between
breakfast ^nn++++=breakfast
and ^cc++++=and
moonrise ^vb++++=moonrise
you ^pp2+pp2+++=you
will ^md+prd+++=will
find ^vb+vprv+++=find
the ^ati++++=the
winds ^nns++++=winds
in ^in++++=in
perpetual ^jj+atrb+++=perpetual
disagreement ^nn+nom+++=disagreement.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
pine ^nn++++=pine
woods ^nns++++=woods
comes ^vbz++++=comes
one ^pn++++=one,
, ^zz++++=EXTRAWORD
resinous ^jj++++=resinous,
, ^zz++++=EXTRAWORD
fragrant ^jj++++=fragrant,
, ^zz++++=EXTRAWORD
cold ^jj++++=cold,
, ^zz++++=EXTRAWORD
wandering ^vbg+++xvbg+=wandering
through ^in++++=through
the ^ati++++=the
long ^jj+atrb+++=long
needles ^nps++++=needles
with ^in++++=with
a ^at++++=a
sound ^nn++++=sound
like ^in++++=like
rain ^nn++++=rain;
; ^zz++++=EXTRAWORD
from ^in++++=from
the ^ati++++=the
Gulf ^nn++++=Gulf
comes ^vbz++++=comes
another ^dt++++=another,
, ^zz++++=EXTRAWORD
warm ^jj++++=warm
and ^cc+phrs+++=and
soft ^jj++++=soft
and ^cc+phrs+++=and
languorous ^jj++++=languorous,
, ^zz++++=EXTRAWORD
with ^in++++=with
salt ^nn++++=salt
upon ^in++++=upon
its ^pp$+it+++=its
lips ^nns++++=lips.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
meet ^vb++++=meet
among ^in++++=among
the ^ati++++=the
cottages ^nns+nom+++=cottages,
, ^zz++++=EXTRAWORD
dispute ^nn++++=dispute
over ^in++++=over
the ^ati++++=the
white ^jj+atrb+++=white
shell ^nn++++=shell
roads ^nns++++=roads,
, ^zz++++=EXTRAWORD
shake ^vb++++=shake
the ^ati++++=the
oleanders ^nns+nom+++=oleanders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
finally ^rb++++=finally
escape ^vb++++=escape
together ^nn+nom+++=together
across ^in+pl+++=across
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
reconciled ^xvbn+++xvbn+=reconciled,
, ^zz++++=EXTRAWORD
perhaps ^rb+cnj+++=perhaps,
, ^zz++++=EXTRAWORD
by ^in++++=by
its ^pp$+it+++=its
beauty ^nn++++=beauty.
. ^zz++++=EXTRAWORD
Annette ^np+nom++??+=Annette
Valmont ^np+++??+=Valmont
declared ^vbd+vpub++xvbn+=declared
that ^tht+vcmp+++=that
she ^pp3a+pp3+++=she
could ^md+pos+++=could
distinguish ^vb++++=distinguish
them ^pp3o+pp3+++=them
with ^in++++=with
her ^pp$+pp3+++=her
eyes ^nns++++=eyes
closed ^vbd+++xvbn+=closed.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
north ^np+pl+++=north
wind ^nn++++=wind
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Wake
wake ^vb++++=EXTRAWORD
and ^cc++++=and
be ^vb+be+vrb++=be
sensible, ^nn+++??+=sensible,'"
'" ^nn+++??+=EXTRAWORD
she ^pp3a+pp3+++=she
told ^vbd+vpub+tht0+xvbnx+=told
her ^pp$+pp3+++=her
cousin ^nn++++=cousin
Philip ^np++++=Philip,
, ^zz++++=EXTRAWORD
" ^zz++++="and
and ^cc++++=EXTRAWORD
the ^ati++++=the
south ^np+pl+++=south
wind ^nn++++=wind
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='Go
go ^vb++++=EXTRAWORD
to ^to++++=to
sleep ^vbi++++=sleep
and ^cc++++=and
dream. ^nn+++??+=dream.'"
'" ^nn+++??+=EXTRAWORD
" ^zz++++="Hum,"
hum ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Philip ^np++++=Philip.
. ^zz++++=EXTRAWORD
Philip ^np++++=Philip's
's ^$++++=EXTRAWORD
" ^zz++++="Hum"
hum ^nn+++??+=EXTRAWORD
" ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
an ^at++++=an
instrument ^nn+nom+++=instrument
of ^in++++=of
wide ^jj+atrb+++=wide
compass ^nn++++=compass.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
could ^md+pos+++=could
express ^jjb+atrb+++=express
disbelief ^nn++++=disbelief,
, ^zz++++=EXTRAWORD
displeasure ^nn++++=displeasure,
, ^zz++++=EXTRAWORD
jealousy ^nn++++=jealousy,
, ^zz++++=EXTRAWORD
fatigue ^nn++++=fatigue,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
that ^dt+dem+++=that
superior ^jj+atrb+++=superior
masculine ^jj+atrb+++=masculine
patience ^nn+nom+++=patience
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
often ^rb++++=often
least ^rbt++++=least
patient ^nn++++=patient
when ^wrb+who+++=when
it ^pp3+it+++=it
appears ^vbz+seem+++=appears
most ^ql+emph+++=most
resigned ^jj+++xvbn+=resigned.
. ^zz++++=EXTRAWORD
On ^in++++=On
this ^dt+dem+++=this
occasion ^nn++++=occasion
it ^pp3+it+++=it
