# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Blue ^jj++++=Blue-Bordered
- ^zz++++=EXTRAWORD
bordered ^vwbn+++xvbn+=EXTRAWORD
Handkerchief ^nn++++=Handkerchief
In ^in++++=In
a ^at++++=a
country ^nn++++=country
where ^wrb+who+++=where
cattle ^nns++++=cattle
wandered ^vbd+++xvbn+=wandered
farther ^rbr++++=farther
than ^in++++=than
witnesses ^nns+nom+++=witnesses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
brands ^nns++++=brands
supplied ^vbd+++xvbn+=supplied
the ^ati++++=the
testimony ^nn++++=testimony
which ^whp+rel+obj++=which
fences ^nns++++=fences,
, ^zz++++=EXTRAWORD
deeds ^nns++++=deeds,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
constables ^nns++++=constables
supplied ^vbd+++xvbn+=supplied
elsewhere ^rb+cnj+++=elsewhere,
, ^zz++++=EXTRAWORD
the ^ati++++=the
charge ^nn++++=charge
against ^in++++=against
Jim ^np++++=Jim
Basset ^np+++??+=Basset
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
light ^nn++++=light
one ^pn++++=one.
. ^zz++++=EXTRAWORD
No ^at++++=No
man ^nn++++=man
had ^vbd+hvd+aux++=had
seen ^vprf++tht0+xvbnx+=seen
him ^pp3o+pp3+++=him
run ^vbd+++xvbn+=run
the ^ati++++=the
iron ^nn++++=iron;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
two ^cd++++=two
steers ^nn++++=steers
from ^in++++=from
the ^ati++++=the
Double ^jj+atrb+++=Double
Spur ^nn++++=Spur
had ^vbd+hvd+aux++=had
appeared ^vprf+++xvbnx+=appeared
upon ^in++++=upon
his ^pp$+pp3+++=his
claim ^nn++++=claim
with ^in++++=with
a ^at++++=a
blurred ^jj+++xvbn+=blurred
mark ^np++++=mark
at ^rb++++=at
the ^ati++++=the
ribs ^nns++++=ribs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Abel ^np+++??+=Abel
Strake ^np+++??+=Strake
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
prompt ^vb++++=prompt
to ^to+vcmp+++=to
explain ^vbi+vpub+++=explain
both ^abx++++=both
the ^ati++++=the
blur ^nn++++=blur
and ^cc++++=and
Jim ^np++++=Jim.
. ^zz++++=EXTRAWORD
Abel ^np+++??+=Abel
was ^vbd+bedz+vrb++=was
a ^at++++=a
steady ^jj+atrb+++=steady
young ^jj+atrb+++=young
cattleman ^nn+nom+++=cattleman,
, ^zz++++=EXTRAWORD
the ^ati++++=the
owner ^nn++++=owner
of ^in++++=of
six ^cd++++=six
hundred ^cd++++=hundred
head ^jjb++++=head,
, ^zz++++=EXTRAWORD
a ^at++++=a
new ^jj+atrb+++=new
board ^nn++++=board
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
jealousy ^nn++++=jealousy
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
being ^vbg+beg++xvbg+=being
prosperous ^jj++++=prosperous,
, ^zz++++=EXTRAWORD
passed ^j+++xvbn+=passed
readily ^rb++++=readily
for ^in++++=for
moral ^jj+atrb+++=moral
indignation ^nn+nom+++=indignation.
. ^zz++++=EXTRAWORD
Jim ^np++++=Jim
had ^vb+hv+vrb++=had
eighty ^cd++++=eighty
poor ^jj+atrb+++=poor
cattle ^nns++++=cattle,
, ^zz++++=EXTRAWORD
a ^at++++=a
dugout ^nn++++=dugout
above ^jjb+atrb+++=above
Willow ^nn++++=Willow
Creek ^nn++++=Creek,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
evidence ^nn+nom+++=evidence
except ^in++++=except
his ^pp$+pp3+++=his
word ^nn++++=word.
. ^zz++++=EXTRAWORD
Under ^in++++=Under
such ^abl++++=such
circumstances ^nns+nom+++=circumstances
the ^ati++++=the
valley ^nn++++=valley
accepted ^vbd+vprv++xvbn+=accepted
Abel ^np++++=Abel's
's ^$++++=EXTRAWORD
account ^nn++++=account.
. ^zz++++=EXTRAWORD
To ^to++++=To
alter ^vbi++++=alter
a ^at++++=a
brand ^nn++++=brand
was ^vbd+bedz+vrb++=was
more ^rbr++++=more
than ^in++++=than
theft ^nn++++=theft.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
disturbed ^jj+++xvbn+=disturbed
that ^tht+jcmp+++=that
rude ^jj+atrb+++=rude
scripture ^nn++++=scripture
by ^in++++=by
which ^whp+rel+pied++=which
ownership ^nn+nom+++=ownership
was ^vbd+bedz+aux++=was
read ^vpsv++agls+xvbnx+=read
upon ^in++++=upon
the ^ati++++=the
moving ^jj+atrb++xvbg+=moving
herds ^nns++++=herds.
. ^zz++++=EXTRAWORD
A ^at++++=A
horse ^nn++++=horse
might ^md+pos+++=might
be ^vb+be+aux++=be
borrowed ^vpsv++agls+xvbnx+=borrowed,
, ^zz++++=EXTRAWORD
a ^at++++=a
fence ^nn++++=fence
cut ^vbd+++xvbn+=cut,
, ^zz++++=EXTRAWORD
even ^rb++++=even
a ^at++++=a
man ^nn++++=man
struck ^vbd+++xvbn+=struck,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
reconciliation ^nn+nom+++=reconciliation
remain ^vb++++=remain
