# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Prize ^nn++++=PRIZE
Lodger ^np+++??+=LODGER
To ^in++++=To
the ^ati++++=the
Londoner ^nn+nom+++=Londoner
whose ^whp+rel+obj++=whose
knowledge ^nn++++=knowledge
of ^in++++=of
his ^pp$+pp3+++=his
native ^jj+atrb+++=native
city ^nn++++=city
is ^vbz+bez+aux++=is
bounded ^vpsv++agls+xvbnx+=bounded
eastward ^rb++++=eastward
by ^in++++=by
the ^ati++++=the
Law ^nn++++=Law
Courts ^nns++++=Courts
and ^cc++++=and
northward ^jjb++++=northward
by ^in++++=by
Regent ^np++++=Regent's
's ^$++++=EXTRAWORD
Park ^npl++++=Park,
, ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
regions ^nns++++=regions
beyond ^in++++=beyond
may ^md+pos+++=may
appear ^vb+seem+++=appear
less ^ql++++=less
as ^cs+sub+++=as
inhabited ^xvbn+++xvbn+=inhabited
districts ^nns++++=districts
than ^in++++=than
as ^ql++++=as
names ^nns++++=names
printed ^vbd+++xvbn+=printed
upon ^in++++=upon
the ^ati++++=the
fronts ^nns++++=fronts
of ^in++++=of
omnibuses ^nns+++??+=omnibuses.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
has ^vbz+hvz+aux++=has
heard ^vprf+++xvbnx+=heard
of ^in++++=of
Holloway ^np++++=Holloway;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
believes ^vbz+vprv+++=believes
Stoke ^np++++=Stoke
Newington ^np++++=Newington
to ^to++++=to
exist ^vbi++++=exist;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
associates ^nns+nom+++=associates
Highbury ^np+++??+=Highbury
with ^in++++=with
football ^nn++++=football
and ^cc++++=and
Finsbury ^np++++=Finsbury
Park ^nn++++=Park
with ^in++++=with
occasional ^nn++++=occasional
smoke ^vb++++=smoke
seen ^vbd+vprv++xvbn+=seen
from ^in++++=from
a ^at++++=a
railway ^nn++++=railway
carriage ^nn+nom+++=carriage.
. ^zz++++=EXTRAWORD
Of ^in++++=Of
Islington ^np+++??+=Islington
he ^pp3a+pp3+++=he
may ^md+pos+++=may
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
it ^pp3+it+++=it
possesses ^nns+nom+++=possesses
a ^at++++=a
long ^rb++++=long
road ^npl++++=road,
, ^zz++++=EXTRAWORD
a ^at++++=a
town ^nn++++=town
hall ^nn++++=hall,
, ^zz++++=EXTRAWORD
innumerable ^jj+atrb+++=innumerable
chapels ^nns++++=chapels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
population ^nn+nom+++=population
sufficient ^jj++++=sufficient
to ^to+jcmp+++=to
affect ^vbi++++=affect
an ^at++++=an
election ^nn+nom+++=election.
. ^zz++++=EXTRAWORD
But ^cs+sub+++=But
that ^cs"++++=that
men ^vbz++++=men
are ^vb+ber+aux++=are
born ^vpsv++agls+xvbnx+=born
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
grow ^vb++++=grow
prosperous ^jj++++=prosperous
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
take ^vb++++=take
their ^pp$+pp3+++=their
pleasures ^nns++++=pleasures
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
die ^vb++++=die
there ^rn+pl+++=there
without ^in++++=without
once ^rb+tm+++=once
suffering ^vbg+++xvbg+=suffering
from ^in++++=from
the ^ati++++=the
consciousness ^nns+nom+++=consciousness
that ^tht+ncmp+++=that
they ^pp3a+pp3+++=they
dwell ^vb++++=dwell
outside ^jjb++++=outside
the ^ati++++=the
true ^jj+atrb+++=true
circumference ^nn+nom+++=circumference
of ^in++++=of
civilization ^nn+nom+++=civilization
this ^dt+dem+++=this
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
slow ^jj+pred+++=slow
to ^to+jcmp+++=to
understand ^vbi+vprv+++=understand.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Islington ^np+++??+=Islington
is ^vbz+bez+vrb++=is,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
for ^in++++=for
generations ^nns+nom+++=generations
has ^vbz+hvz+aux++=has
been ^vprf+ben+vrb+xvbnx+=been,
, ^zz++++=EXTRAWORD
a ^at++++=a
world ^nn++++=world
complete ^jj++++=complete
in ^in++++=in
itself ^ppl++++=itself.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
tradesmen ^nns++++=tradesmen
are ^vb+ber+aux++=are
acquainted ^vpsv++agls+xvbnx+=acquainted
with ^in++++=with
one ^cd1++++=one
another ^dt++++=another's
's ^vbz+bez+vrb++0=EXTRAWORD
pecuniary ^nn+nom+++=pecuniary
standing ^vwbg+++xvbg+=standing;
; ^zz++++=EXTRAWORD
its ^pp$+it+++=its
widows ^nns++++=widows
exchange ^nn++++=exchange
exact ^jj+atrb+++=exact
intelligence ^nn+nom+++=intelligence
concerning ^in++++=concerning
rents ^nns++++=rents,
, ^zz++++=EXTRAWORD
servants ^nns+nom+++=servants,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
moral ^jj+atrb+++=moral
character ^nn+nom+++=character
of ^in++++=of
lodgers ^nns+nom+++=lodgers;
; ^zz++++=EXTRAWORD
its ^pp$+it+++=its
bachelors ^nns++++=bachelors
become ^vb++++=become
local ^jj+atrb+++=local
institutions ^nns+nom+++=institutions;
; ^zz++++=EXTRAWORD
its ^pp$+it+++=its
households ^nns++++=households
rise ^nn++++=rise
and ^cc++++=and
decline ^nn++++=decline
under ^in++++=under
the ^ati++++=the
observation ^nn+nom+++=observation
of ^in++++=of
neighbours ^nns++++=neighbours
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
unable ^jj++++=unable
to ^to+jcmp+++=to
repeat ^vbi++++=repeat
the ^ati++++=the
Creed ^nn++++=Creed
without ^in++++=without
hesitation ^nn+nom+++=hesitation,
, ^zz++++=EXTRAWORD
remember ^nn+nom+++=remember
infallibly ^jj++++=infallibly
who ^whp+who+++=who
occupied ^vbd+++xvbn+=occupied
the ^ati++++=the
first ^od++++=first
floor ^nn++++=floor
at ^in++++=at
Number ^nn++++=Number
Seventeen ^cd++++=Seventeen
in ^in++++=in
the ^ati++++=the
year ^nn++++=year
of ^in++++=of
the ^ati++++=the
great ^jj+atrb+++=great
frost ^np++++=frost.
. ^zz++++=EXTRAWORD
Here ^rn+pl+++=Here
modest ^jj+atrb+++=modest
prosperity ^nn+nom+++=prosperity
maintains ^vbz+vpub+++=maintains
itself ^ppl++++=itself
without ^in++++=without
splendour ^nn++++=splendour,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
respectability ^nn+nom+++=respectability,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
never ^rb++++=never
quite ^rb++++=quite
at ^rb++++=at
ease ^nn++++=ease,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
seldom ^rb++splt++=seldom
driven ^vpsv++agls+xvbnx+=driven
to ^to+vcmp+++=to
confess ^nns+nom+++=confess
defeat ^nn++++=defeat.
. ^zz++++=EXTRAWORD
Archibald ^np++++=Archibald
Jordan ^np++++=Jordan
belonged ^vbd+++xvbn+=belonged
