When ^wrb+who+++=When
Miss ^npt++++=Miss
Emily ^np++++=Emily
Grierson ^np+++??+=Grierson
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
our ^pp$+pp1+++=our
town ^nn++++=town
discovered ^vbd+vprv++xvbn+=discovered
that ^tht+vcmp+++=that
a ^at++++=a
house ^npl++++=house
may ^md+pos+++=may
keep ^vb++++=keep
time ^nn++++=time
differently ^rb++++=differently
from ^in++++=from
the ^ati++++=the
clocks ^nns++++=clocks
outside ^jjb++++=outside
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
For ^in++++=For
nearly ^rb+down+++=nearly
fifty ^cd++++=fifty
years ^nns++++=years
the ^ati++++=the
courthouse ^nn+++??+=courthouse
bell ^nn++++=bell
had ^vbd+hvd+aux++=had
divided ^vprf+++xvbnx+=divided
our ^pp$+pp1+++=our
days ^nns++++=days,
, ^zz++++=EXTRAWORD
the ^ati++++=the
freight ^nn++++=freight
trains ^nns++++=trains
had ^vbd+hvd+aux++=had
entered ^vprf+++xvbnx+=entered
Jefferson ^np++++=Jefferson
shrieking ^vwbg+++xvbg+=shrieking
through ^in++++=through
the ^ati++++=the
bottoms ^nns++++=bottoms,
, ^zz++++=EXTRAWORD
the ^ati++++=the
cotton ^nn++++=cotton
gin ^nn++++=gin
had ^vbd+hvd+aux++=had
raised ^vprf+++xvbnx+=raised
its ^pp$+it+++=its
silver ^nn++++=silver
dust ^nn++++=dust
beyond ^in++++=beyond
the ^ati++++=the
creek ^nn++++=creek,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
automobiles ^nns++++=automobiles
had ^vbd+hvd+aux++=had
multiplied ^vprf+++xvbnx+=multiplied
in ^in++++=in
the ^ati++++=the
square ^nn++++=square
until ^cs+sub+++=until
hitching ^nn++++=hitching
posts ^nns++++=posts
seemed ^vbd+seem++xvbn+=seemed
relics ^nns++++=relics
of ^in++++=of
an ^at++++=an
older ^jjr++++=older
and ^cc++++=and
more ^rbr++++=more
ceremonious ^jj+atrb+++=ceremonious
species ^nn++++=species.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
behind ^in+pl+++=behind
the ^ati++++=the
leaning ^jj+atrb++xvbg+=leaning
cedars ^nns+++??+=cedars
on ^in++++=on
Grierson ^np+++??+=Grierson
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
time ^nn++++=time
had ^vbd+hvd+aux++=had
settled ^vprf+++xvbnx+=settled
