# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Two ^cd++++=Two
Pumpkin ^np+++??+=Pumpkin
Seeds ^nns++++=Seeds
Of ^in++++=Of
all ^abn++++=all
the ^ati++++=the
stories ^nns++++=stories
their ^pp$+pp3+++=their
father ^npt++++=father
told ^vbd+vpub++xvbn+=told
them ^pp3o+pp3+++=them
when ^wrb+who+++=when
the ^ati++++=the
wind ^nn++++=wind
went ^vbd+++xvbn+=went
crying ^nvbg+++xvbg+=crying
round ^in++++=round
the ^ati++++=the
corners ^nns+nom+++=corners
of ^in++++=of
the ^ati++++=the
house ^nn++++=house,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
fire ^nn++++=fire
snapped ^vbd+++xvbn+=snapped
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
something ^pn++++=something
private ^jj++++=private
to ^to++++=to
laugh ^vbi++++=laugh
about ^in+strn+++=about,
, ^zz++++=EXTRAWORD
the ^ati++++=the
children ^nns++++=children
liked ^vbd+++xvbn+=liked
best ^jjt++++=best
the ^ati++++=the
story ^nn++++=story
of ^in++++=of
the ^ati++++=the
Two ^cd++++=Two
Pumpkin ^np+++??+=Pumpkin
Seeds ^nns++++=Seeds.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
liked ^vbd+++xvbnx+=liked
it ^pp3+it+++=it
because ^cs+cos+++=because
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
an ^at++++=an
old ^jj+atrb+++=old
story ^nn++++=story,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
because ^cs+cos+++=because
they ^pp3a+pp3+++=they
knew ^vbd+vprv++xvbnx+=knew
exactly ^rb++++=exactly
where ^wrb+who+++=where
to ^to++++=to
interrupt ^vbi++++=interrupt
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
because ^cs+cos+++=because
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
no ^at++++=no
moral ^nn++++=moral.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
so ^rb+cnj+++=so,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ruth ^np+++??+=Ruth.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
not ^xnot++not++=not,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ned ^np+++??+=Ned.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
a ^at++++=a
moral ^jj++++=moral
when ^wrb+who+++=when
papa ^npt++++=papa
tells ^vbz++++=tells
it ^pp3+it+++=it
right ^jj++++=right."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
why ^wrb+who+++=why
it ^pp3+it+++=it
generally ^rb+down+++=generally
has ^vbz+hvz+vrb++=has
none ^rb+cnj+++=none,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Ned ^np+++??+=Ned.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
father ^nn++++=father,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+aux++=was
sitting ^vbg+++xvbgx+=sitting
before ^in++++=before
the ^ati++++=the
fire ^nn++++=fire
with ^in++++=with
Ruth ^np+++??+=Ruth
on ^in++++=on
one ^cd1++++=one
knee ^nn++++=knee
and ^cc++++=and
no ^at++++=no
room ^nn++++=room
at ^rb++++=at
all ^abn++++=all
for ^in++++=for
Ned ^np+++??+=Ned
on ^in++++=on
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
Ned ^np+++??+=Ned
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
three ^cd++++=three
attempts ^vb++++=attempts
to ^to+vcmp+++=to
get ^vbi++++=get
there ^rn+pl+++=there,
, ^zz++++=EXTRAWORD
said ^vb+++xvbn+=said
that ^tht+vcmp+++=that
a ^at++++=a
