# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Heroine ^nn++++=Heroine
Millie ^np+++??+=Millie
Ordered ^vbd+vsua++xvbn+=Ordered
Millie ^np+++??+=Millie
Whitcomb ^np+++??+=Whitcomb
sold ^vwbn+++xvbn+=sold
gloves ^nns++++=gloves
at ^in++++=at
Bascom ^np+++??+=Bascom's,
's, ^nn+++??+=EXTRAWORD
which ^whp+rel+subj++=which
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
as ^ql++++=as
strangers ^nns+nom+++=strangers
sometimes ^rb++++=sometimes
supposed ^jj+++xvbn+=supposed,
, ^zz++++=EXTRAWORD
a ^at++++=a
mere ^jjb+atrb+++=mere
store ^nn++++=store.
. ^zz++++=EXTRAWORD
Bascom ^np++++=Bascom's
's ^$++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
the ^ati++++=the
town ^nn++++=town
directory ^nn++++=directory,
, ^zz++++=EXTRAWORD
weather ^nn++++=weather
bureau ^nn++++=bureau,
, ^zz++++=EXTRAWORD
employment ^nn+nom+++=employment
office ^nn++++=office,
, ^zz++++=EXTRAWORD
matrimonial ^jj+atrb+++=matrimonial
agency ^nn++++=agency,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
court ^nn++++=court
of ^in++++=of
appeals ^nns+nom+++=appeals,
, ^zz++++=EXTRAWORD
with ^in++++=with
dry ^jj+atrb+++=dry
goods ^nns++++=goods
thrown ^vwbn+++xvbn+=thrown
in ^in+strn+++=in.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Phelps ^np++++=Phelps
bought ^vbd+++xvbn+=bought
black ^jj+atrb+++=black
ribbon ^nn++++=ribbon
on ^in++++=on
Tuesday ^nr++++=Tuesday,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clerks ^nns++++=clerks
knew ^vwbn+vprv++xvbn+=knew
by ^in++++=by
Wednesday ^nr++++=Wednesday
which ^whp+rel+obj++=which
relative ^nn++++=relative
was ^vbd+bedz+aux++=was
failing ^nvbg+++xvbg+=failing.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Carrie ^np++++=Carrie
Bell ^nn++++=Bell
