# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Rube ^np+++??+=RUBE
Breaks ^nns++++=BREAKS
Into ^in++++=INTO
Fast ^jj+atrb+++=FAST
Company ^nn++++=COMPANY
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf++tht0+xvbnx+=seen
pitchers ^nns+nom+++=pitchers
come ^vb++++=come
and ^cc++++=and
pitchers ^nns+nom+++=pitchers
go ^vb++++=go
in ^in++++=in
twenty ^cd++++=twenty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
years ^nns++++=years
of ^in++++=of
baseball ^nn++++=baseball.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
watched ^vprf+++xvbnx+=watched
lean ^vb++++=lean
boys ^nns++++=boys
with ^in++++=with
whips ^nns++++=whips
for ^in++++=for
arms ^nns++++=arms
burn ^vb++++=burn
out ^rp+pl+++=out
before ^in++++=before
the ^ati++++=the
Fourth ^od++++=Fourth
of ^in++++=of
July ^nr++++=July,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
old ^jj+atrb+++=old
fellows ^nns++++=fellows
with ^in++++=with
no ^at++++=no
more ^rbr++++=more
speed ^nn++++=speed
than ^in++++=than
a ^at++++=a
grocer ^nn++++=grocer's
's ^$++++=EXTRAWORD
clerk ^nn++++=clerk
fool ^jjb++++=fool
the ^ati++++=the
best ^jjt+atrb+++=best
batters ^nns+nom+++=batters
in ^in++++=in
the ^ati++++=the
land ^nn++++=land
by ^in++++=by
putting ^xvbg+++xvbg+=putting
the ^ati++++=the
ball ^nn++++=ball
where ^wrb+who+++=where
bats ^nns++++=bats
could ^md+pos+++=could
not ^xnot++not++=not
meet ^vb++++=meet
it ^pp3+it+++=it
square ^jj++++=square.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
courage ^nn+nom+++=courage
without ^in++++=without
skill ^nn++++=skill,
, ^zz++++=EXTRAWORD
skill ^nn++++=skill
without ^in++++=without
judgment ^nn+nom+++=judgment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
both ^abx++++=both
of ^in++++=of
them ^pp3o+pp3+++=them
without ^in++++=without
the ^ati++++=the
iron ^nn++++=iron
nerve ^nn++++=nerve
that ^tht+rel+subj++=that
holds ^vbz+vprv+++=holds
a ^at++++=a
man ^nn++++=man
together ^nn+nom+++=together
when ^wrb+who+++=when
three ^cd++++=three
runners ^nns+nom+++=runners
are ^vb+ber+aux++=are
dancing ^vbg+++xvbgx+=dancing
off ^in+pl+++=off
the ^ati++++=the
sacks ^nns++++=sacks
and ^cc++++=and
twenty ^cd++++=twenty
thousand ^cd++++=thousand
throats ^nns++++=throats
are ^vb+ber+aux++=are
roaring ^vbg+++xvbgx+=roaring
for ^in++++=for
his ^pp$+pp3+++=his
ruin ^nn++++=ruin.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
I ^pp1a+pp1+++=I
never ^rb++++=never
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
equal ^nn++++=equal
of ^in++++=of
Whittaker ^nn+nom+++=Whittaker
Hurtle ^np++++=Hurtle's
's ^$++++=EXTRAWORD
first ^rb++++=first
game ^nn++++=game
in ^in++++=in
fast ^jj+atrb+++=fast
company ^nn++++=company.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
called ^vbd+++xvbn+=called
him ^pp3o+pp3+++=him
the ^ati++++=the
Rube ^np+++??+=Rube.
. ^zz++++=EXTRAWORD
That ^dt+dem+++=That
name ^nn++++=name
stuck ^vbd+++xvbn+=stuck
to ^in++++=to
him ^pp3o+pp3+++=him
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
came ^vbd+++xvbnx+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
hills ^nns++++=hills
wearing ^vwbg+++xvbg+=wearing
trousers ^nns+nom+++=trousers
too ^ql++++=too
short ^jj++++=short,
, ^zz++++=EXTRAWORD
boots ^nns++++=boots
too ^rb++++=too
heavy ^jj++++=heavy,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
straw ^nn++++=straw
hat ^nn++++=hat
that ^tht+rel+++=that
appeared ^vb+++xvbn+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+aux+xvbn+=been
used ^vpsv++agls+xvbnx+=used
in ^in++++=in
several ^ap++++=several
seasons ^nns++++=seasons
of ^in++++=of
harvesting ^xvbg+++xvbg+=harvesting.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
six ^cd++++=six
feet ^nns++++=feet
four ^cd++++=four
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
an ^at++++=an
inch ^nn++++=inch,
, ^zz++++=EXTRAWORD
broad ^jj++++=broad
through ^in++++=through
the ^ati++++=the
shoulders ^nns+nom+++=shoulders,
, ^zz++++=EXTRAWORD
loose ^jj++++=loose
in ^in++++=in
the ^ati++++=the
joints ^nns++++=joints,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^ql++++=so
long ^rb++++=long
in ^in++++=in
the ^ati++++=the
arms ^nns++++=arms
that ^tht+rel+++=that
when ^wrb+who+++=when
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
easy ^jj++++=easy
his ^pp$+pp3+++=his
hands ^nns++++=hands
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
hang ^vbi++++=hang
somewhere ^rb++++=somewhere
near ^rb++++=near
his ^pp$+pp3+++=his
knees ^nns++++=knees.
. ^zz++++=EXTRAWORD
Off ^in+pl+++=Off
the ^ati++++=the
field ^nn++++=field
he ^pp3a+pp3+++=he
moved ^vbd+++xvbnx+=moved
as ^cs+sub+++=as
if ^cs+cnd+++=if
each ^dt++++=each
foot ^nn++++=foot
had ^md"++pmd"++=had
to ^md+nec+++=to
wait ^vb++++=wait
for ^in++++=for
separate ^jj+atrb+++=separate
instructions ^nns+nom+++=instructions.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
field ^nn++++=field
well ^rb+cnj+++=well,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
another ^dt++++=another
matter ^nn++++=matter.
. ^zz++++=EXTRAWORD
Chicago ^np++++=Chicago
bought ^vbd+++xvbn+=bought
him ^pp3o+pp3+++=him
from ^in++++=from
my ^pp$+pp1+++=my
club ^nn++++=club
late ^jj++++=late
in ^in++++=in
August ^nr++++=August.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
selling ^nvbg+++xvbg+=selling
a ^at++++=a
pennant ^nn+nom+++=pennant,
, ^zz++++=EXTRAWORD
Mac ^np++++=Mac,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Nan ^np++++=Nan
told ^vbd+vpub++xvbn+=told
me ^pp1o+pp1+++=me
when ^wrb+who+++=when
the ^ati++++=the
papers ^nns++++=papers
printed ^vbd+++xvbn+=printed
the ^ati++++=the
news ^nn++++=news.
. ^zz++++=EXTRAWORD
Nan ^np++++=Nan
was ^vbd+bedz+vrb++=was
the ^ati++++=the
Rube ^np++++=Rube's
's ^$++++=EXTRAWORD
wife ^nn++++=wife,
, ^zz++++=EXTRAWORD
a ^at++++=a
slim ^jj++++=slim,
, ^zz++++=EXTRAWORD
bright ^jj++++=bright-eyed
- ^zz++++=EXTRAWORD
eyed ^vbd+++xvbn+=EXTRAWORD
girl ^nn++++=girl
who ^whp+rel+subj++=who
knew ^vbd+vprv++xvbn+=knew
a ^at++++=a
sacrifice ^nn++++=sacrifice
from ^in++++=from
a ^at++++=a
squeeze ^vb++++=squeeze
play ^nn++++=play
and ^cc++++=and
could ^md+pos+++=could
tell ^vb++++=tell
by ^in++++=by
the ^ati++++=the
sound ^nn++++=sound
of ^in++++=of
a ^at++++=a
hit ^nn+++xvbn+=hit
whether ^cs+who+++=whether
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
fair ^jj+pred+++=fair
or ^cc++++=or
foul ^nn++++=foul.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
followed ^vprf++tht0+xvbnx+=followed
our ^pp$+pp1+++=our
club ^nn++++=club
through ^in++++=through
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
railroad ^nn++++=railroad
wrecks ^nns++++=wrecks,
, ^zz++++=EXTRAWORD
double ^jj++++=double-headers,
- ^zz++++=EXTRAWORD
headers ^nns+nom+++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
six ^cd++++=six-game
- ^zz++++=EXTRAWORD
game ^nn++++=EXTRAWORD
losing ^vwbg+++xvbg+=losing
streaks ^nns++++=streaks.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
men ^nns++++=men
on ^in++++=on
my ^pp$+pp1+++=my
pay ^nn++++=pay
roll ^nn++++=roll
who ^whp+rel+subj++=who
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
half ^abn++++=half
as ^ql++++=as
much ^ap++++=much
baseball ^nn++++=baseball.
. ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
selling ^nvbg+++xvbg+=selling
a ^at++++=a
pitcher ^nn++++=pitcher,"
