# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Marble ^nn++++=MARBLE
Interpreter ^nn+nom+++=INTERPRETER
During ^in++++=During
a ^at++++=a
summer ^nn++++=summer
which ^whp+rel+obj++=which
I ^pp1a+pp1+++=I
passed ^vbd+++xvbnx+=passed
upon ^in++++=upon
Martha ^np++++=Martha's
's ^$++++=EXTRAWORD
Vineyard ^nn++++=Vineyard
partly ^rb+down+++=partly
in ^in++++=in
obedience ^nn+nom+++=obedience
to ^in++++=to
a ^at++++=a
physician ^nn++++=physician
who ^whp+rel+subj++=who
believed ^vbd+vprv+tht0+xvbn+=believed
the ^ati++++=the
salt ^jj+atrb+++=salt
wind ^nn++++=wind
would ^md+prd+++=would
strengthen ^vb++++=strengthen
my ^pp$+pp1+++=my
lungs ^nns++++=lungs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
partly ^rb+down+++=partly
because ^cs+cos+++=because
a ^at++++=a
certain ^jj+atrb+++=certain
weariness ^nns+nom+++=weariness
of ^in++++=of
mankind ^nn++++=mankind
had ^vbd+hvd+aux++=had
persuaded ^vprf+++xvbnx+=persuaded
me ^pp1o+pp1+++=me
that ^cs+sub+++=that
solitude ^nn++++=solitude
might ^md+pos+++=might
strengthen ^vb++++=strengthen
my ^pp$+pp1+++=my
spirit ^nn++++=spirit
I ^pp1a+pp1+++=I
became ^vbd+++xvbnx+=became
acquainted ^vbd+++xvbn+=acquainted
with ^in++++=with
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Ichabod ^np++++=Ichabod
Wigglesworth ^np+++??+=Wigglesworth,
, ^zz++++=EXTRAWORD
carver ^jjr++++=carver
of ^in++++=of
tombstones ^nns+++??+=tombstones.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
thither ^rb++++=thither
from ^in++++=from
the ^ati++++=the
mainland ^nn++++=mainland,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not,
, ^zz++++=EXTRAWORD
as ^ql++++=as
he ^pp3a+pp3+++=he
frankly ^rb++++=frankly
confessed ^vbd+vpub++xvbn+=confessed,
, ^zz++++=EXTRAWORD
for ^in++++=for
the ^ati++++=the
beauty ^nn++++=beauty
of ^in++++=of
the ^ati++++=the
island ^nn++++=island,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
for ^in++++=for
its ^pp$+it+++=its
healthfulness ^nns+nom+++=healthfulness,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
even ^rb++++=even
for ^in++++=for
the ^ati++++=the
excellent ^jj++++=excellent
bluefish ^jj++++=bluefish
that ^dt+pdem+++=that
were ^vbd+bed+aux++=were
daily ^jj+pred+++=daily
drawn ^vwbn+++xvbn+=drawn
from ^in++++=from
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
because ^cs+cos+++=because
the ^ati++++=the
inhabitants ^nns+nom+++=inhabitants,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
sufficiently ^rb++++=sufficiently
ingenious ^jj++++=ingenious
in ^in++++=in
most ^ql+emph+++=most
affairs ^nns++++=affairs
of ^in++++=of
life ^nn++++=life
and ^cc++++=and
death ^nn++++=death,
, ^zz++++=EXTRAWORD
had ^vb+hv+aux++=had
long ^rb++splt++=long
been ^vprf+ben+aux+xvbnx+=been
accustomed ^vpsv++agls+xvbnx+=accustomed
to ^in++++=to
import ^nn++++=import
their ^pp$+pp3+++=their
memorial ^nn++++=memorial
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
" ^zz++++="There's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
poor ^jj+atrb+++=poor
economy ^nn++++=economy
in ^in++++=in
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Wigglesworth ^np++++=Wigglesworth.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
dead ^jj++++=dead
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
know ^vb+vprv+++=know
whether ^cs+who+++=whether
their ^pp$+pp3+++=their
gravestones ^nns++++=gravestones
cross ^vb++++=cross
the ^ati++++=the
Sound ^nn++++=Sound;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
living ^jj+++xvbg+=living
ought ^md+nec+++=ought
not ^xnot++not++=not
to ^to++++=to
pay ^vbi++++=pay
freight ^nn++++=freight
on ^in++++=on
their ^pp$+pp3+++=their
sorrow ^nn++++=sorrow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
observation ^nn+nom+++=observation
was ^vbd+bedz+aux++=was
delivered ^vpsv++agls+xvbnx+=delivered
on ^in++++=on
the ^ati++++=the
morning ^nn++++=morning
of ^in++++=of
our ^pp$+pp1+++=our
first ^rb++++=first
meeting ^nvbg+++xvbg+=meeting,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
he ^pp3a+pp3+++=he
stood ^vbd+++xvbnx+=stood
before ^in++++=before
a ^rb++++=a
little ^rb"++++=little
workshop ^nn++++=workshop
near ^in+pl+++=near
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
arrayed ^vwbn+++xvbn+=arrayed
in ^in++++=in
a ^at++++=a
leathern ^jj+atrb++xvbn+=leathern
apron ^nn++++=apron,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
mallet ^nn++++=mallet
in ^in++++=in
one ^cd1++++=one
hand ^nn++++=hand
and ^cc++++=and
a ^at++++=a
chisel ^nn++++=chisel
in ^in++++=in
the ^ati++++=the
other ^ap++++=other.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
short ^jj++++=short,
, ^zz++++=EXTRAWORD
round ^in+strn+++=round,
, ^zz++++=EXTRAWORD
brisk ^jj+atrb+++=brisk
old ^jj+atrb+++=old
man ^nn++++=man,
, ^zz++++=EXTRAWORD
whose ^whp+rel+subj++=whose
countenance ^nn+nom+++=countenance
had ^vbd+hvd+aux++=had
acquired ^vprf+++xvbnx+=acquired
no ^at++++=no
sepulchral ^jj+atrb+++=sepulchral
solemnity ^nn+nom+++=solemnity
from ^in++++=from
his ^pp$+pp3+++=his
trade ^nn++++=trade.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
contrary ^nn+nom+++=contrary,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks
were ^vbd+bed+vrb++=were
rosy ^jj+pred+++=rosy,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
