There ^ex+pex+++=There
are ^vb+ber+vrb++=are
ball ^nn++++=ball
games ^nns++++=games
a ^at++++=a
man ^nn++++=man
remembers ^nns+nom+++=remembers
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
won ^vbd+++xvbnx+=won
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ball ^nn++++=ball
games ^nns++++=games
he ^pp3a+pp3+++=he
remembers ^nns+nom+++=remembers
because ^cs+cos+++=because
he ^pp3a+pp3+++=he
lost ^vbd+++xvbnx+=lost
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
games ^nns++++=games
which ^whp+rel+subj++=which
remain ^vb++++=remain
bright ^jj++++=bright
in ^in++++=in
his ^pp$+pp3+++=his
mind ^nn++++=mind
because ^cs+cos+++=because
somebody ^pn++++=somebody
else ^rb+cnj+++=else
took ^vbd+++xvbn+=took
the ^ati++++=the
medicine ^nn++++=medicine.
. ^zz++++=EXTRAWORD
The ^ati++++=The
most ^ql+emph+++=most
memorable ^jj+atrb+++=memorable
game ^nn++++=game
I ^pp1a+pp1+++=I
ever ^rb++++=ever
played ^vbd+++xvbn+=played
belonged ^vprf+++xvbn+=belonged
to ^in++++=to
the ^ati++++=the
third ^nn++++=third
class ^nn++++=class.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
happened ^vbd+++xvbn+=happened
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
covering ^vbg+++xvbgx+=covering
second ^od++++=second
base ^nn++++=base
for ^in++++=for
Rochester ^np+nom++??+=Rochester,
, ^zz++++=EXTRAWORD
in ^in++++=in
a ^at++++=a
season ^nn++++=season
when ^wrb+who+++=when
we ^pp1a+pp1+++=we
had ^vb+hv+vrb++=had
a ^at++++=a
club ^nn++++=club
good ^jj++++=good
enough ^qlp++++=enough
to ^to++++=to
lick ^vbi++++=lick
anything ^pn++++=anything
in ^in++++=in
our ^pp$+pp1+++=our
league ^nn++++=league
