# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
True ^jj+atrb+++=True
History ^nn++++=History
of ^in++++=of
Miss ^npt++++=Miss
Muffet ^np++++=Muffet
> ^zz++++=>
Little ^ap++++=Little
Miss ^npt++++=Miss
Muffet ^np++++=Muffet
> ^zz++++=>
Sat ^vbd+++xvbn+=Sat
on ^in++++=on
a ^at++++=a
tuffet ^nn+++??+=tuffet,
, ^zz++++=EXTRAWORD
> ^zz++++=>
Eating ^nvbg+++xvbg+=Eating
her ^pp$+pp3+++=her
curds ^vbz+++??+=curds
and ^cc++++=and
whey ^nn+++??+=whey;
; ^zz++++=EXTRAWORD
> ^zz++++=>
There ^ex+pex+++=There
came ^vbd+++xvbn+=came
a ^at++++=a
great ^jj+atrb+++=great
spider ^nn++++=spider,
, ^zz++++=EXTRAWORD
> ^zz++++=>
And ^cc++++=And
sat ^vbd+++xvbn+=sat
down ^rb+phrv+++=down
beside ^in+pl+++=beside
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
> ^zz++++=>
And ^cc++++=And
frightened ^jj+++xvbn+=frightened
Miss ^npt++++=Miss
Muffet ^np++++=Muffet
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
have ^vb+hv+aux++=have
heard ^vprf+++xvbnx+=heard
these ^dt+dem+++=these
lines ^nns++++=lines,
, ^zz++++=EXTRAWORD
of ^in+emph+++=of
course ^nn+emph"+++=course;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
perhaps ^rb++++=perhaps
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
sometimes ^rb++splt++=sometimes
wondered ^vprf+++xvbnx+=wondered
why ^wrb+who+whcl++=why
Miss ^npt++++=Miss
Muffet ^np++++=Muffet
sat ^vbd+++xvbn+=sat
upon ^in++++=upon
a ^at++++=a
tuffet ^nn+++??+=tuffet
instead ^rb+cnj+++=instead
of ^in++++=of
a ^at++++=a
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
why ^wrb+who+++=why
she ^pp3a+pp3+++=she
ate ^vbd+++xvbnx+=ate
curds ^nns+++??+=curds
and ^cc++++=and
whey ^nn+++??+=whey
instead ^rb+cnj+++=instead
of ^in++++=of
cake ^nn++++=cake
and ^cc++++=and
jam ^nn++++=jam.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
is ^vbz+bez+vrb++=is
a ^at++++=a
reason ^nn++++=reason
for ^in++++=for
everything ^pn++++=everything,
, ^zz++++=EXTRAWORD
even ^rb++++=even
in ^in++++=in
a ^at++++=a
nursery ^nn+nom+++=nursery
rhyme ^nn++++=rhyme,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
grown ^xvbn+++xvbn+=grown
persons ^nns++++=persons
do ^vb+do+aux++=do
not ^xnot++not++=not
always ^rb++++=always
take ^vb++++=take
the ^ati++++=the
trouble ^nn++++=trouble
to ^to++++=to
enquire ^vbi++++=enquire
into ^in++++=into
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Muffet ^np++++=Muffet
lived ^vbd+++xvbn+=lived
in ^in++++=in
a ^at++++=a
house ^npl++++=house
so ^ql+emph+++=so
large ^jj++++=large
that ^cs+sub+++=that
a ^at++++=a
stranger ^nn+nom+++=stranger
might ^md+pos+++=might
easily ^rb++splt++=easily
lose ^vb++++=lose
himself ^ppl+pp3+++=himself
between ^in++++=between
the ^ati++++=the
front ^jjb+atrb+++=front
door ^nn++++=door
and ^cc++++=and
breakfast ^nn++++=breakfast-room.
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+aux++=was
built ^vpsv++agls+xvbnx+=built
of ^in++++=of
grey ^np++++=grey
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
with ^in++++=with
marble ^nn++++=marble
steps ^nns++++=steps,
, ^zz++++=EXTRAWORD
granite ^nn++++=granite
pillars ^nns++++=pillars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
enough ^qlp++++=enough
windows ^nns++++=windows
to ^to++++=to
supply ^vbi++++=supply
a ^at++++=a
small ^jj+atrb+++=small
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
servants ^nns+nom+++=servants
to ^to++++=to
open ^vbi++++=open
the ^ati++++=the
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
servants ^nns+nom+++=servants
to ^to++++=to
shut ^vbi++++=shut
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
servants ^nns+nom+++=servants
to ^to++++=to
brush ^vbi++++=brush
the ^ati++++=the
carpets ^nns++++=carpets,
, ^zz++++=EXTRAWORD
servants ^nns+nom+++=servants
to ^in++++=to
dust ^nn++++=dust
the ^ati++++=the
ornaments ^nns+nom+++=ornaments,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
servants ^nns+nom+++=servants
to ^to++++=to
enquire ^vbi++++=enquire
what ^wdt+who+++=what
other ^ap++++=other
servants ^nns+nom+++=servants
had ^vbd+hvd+aux++=had
done ^vprf+++xvbnx+=done.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
was ^vbd+bedz+vrb++=was
a ^at++++=a
personage ^nn+nom+++=personage
of ^in++++=of
great ^jj+atrb+++=great
importance ^nn+nom+++=importance
in ^in++++=in
the ^ati++++=the
City ^nn++++=City.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
went ^vbd+++xvbnx+=went
away ^rp+pl+++=away
every ^at++++=every
morning ^nn++++=morning
in ^in++++=in
a ^at++++=a
shining ^jj+atrb++xvbg+=shining
motor ^nn++++=motor-car,
- ^zz++++=EXTRAWORD
car ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vpsv++agls+xvbn+=returned
in ^in++++=in
time ^nn++++=time
to ^to++++=to
dine ^vbi++++=dine,
, ^zz++++=EXTRAWORD
unless ^cs+cnd+++=unless
he ^pp3a+pp3+++=he
dined ^vbd+++xvbnx+=dined
at ^rb++++=at
his ^pp$+pp3+++=his
club ^nn++++=club,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
generally ^rb+down+++=generally
did ^vbd+dod+vrb++=did.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
mother ^npt++++=mother
was ^vbd+bedz+vrb++=was
a ^at++++=a
beautiful ^jj+atrb+++=beautiful
lady ^nn++++=lady
who ^whp+rel+subj++=who
attended ^xvbn+++xvbn+=attended
concerts ^nns++++=concerts,
, ^zz++++=EXTRAWORD
dinners ^nns+nom+++=dinners,
, ^zz++++=EXTRAWORD
committees ^nns+nom+++=committees,
, ^zz++++=EXTRAWORD
bazaars ^nns++++=bazaars,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
fashionable ^jj+atrb+++=fashionable
lectures ^nns++++=lectures.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
she ^pp3a+pp3+++=she
remained ^vbd+++xvbnx+=remained
at ^rb++++=at
home ^nr++++=home
she ^pp3a+pp3+++=she
rested ^vbd+++xvbnx+=rested
upon ^in++++=upon
a ^at++++=a
sofa ^nn++++=sofa
and ^cc++++=and
read ^vb+vprv++xvbn+=read
novels ^nns++++=novels
about ^in++++=about
neglected ^xvbn+++xvbn+=neglected
children ^nns++++=children.
. ^zz++++=EXTRAWORD
Thus ^rb+cnj+++=Thus
Miss ^npt++++=Miss
Muffet ^np++++=Muffet,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
she ^pp3a+pp3+++=she
possessed ^vbd+++xvbnx+=possessed
a ^at++++=a
nursery ^nn+nom+++=nursery
