# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Afternoon ^nn++++=Afternoon
of ^in++++=of
the ^ati++++=the
Wax ^nn++++=Wax
Lady ^nn++++=Lady
In ^in++++=In
all ^abn++++=all
Fairyland ^nn++++=Fairyland
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
more ^rbr++++=more
troublesome ^jj++++=troublesome
fellow ^jjb++++=fellow
than ^in++++=than
Tanko ^np+++??+=Tanko-Mankie
- ^zz++++=EXTRAWORD
mankie ^nn+++??+=EXTRAWORD
the ^ati++++=the
Yellow ^jj+atrb+++=Yellow
Ryl ^np+++??+=Ryl.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
wicked ^jj++++=wicked,
, ^zz++++=EXTRAWORD
exactly ^rb+cnj+++=exactly,
, ^zz++++=EXTRAWORD
for ^in++++=for
a ^at++++=a
wicked ^jj+atrb+++=wicked
fairy ^nn++++=fairy
does ^vbz+doz+vrb++=does
harm ^nn++++=harm
with ^in++++=with
a ^at++++=a
solemn ^jj+atrb+++=solemn
face ^nn++++=face
and ^cc++++=and
means ^in++++=means
every ^at++++=every
bit ^nn++++=bit
of ^in++++=of
it ^pp3+it+++=it;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Tanko ^np+++??+=Tanko-Mankie
- ^zz++++=EXTRAWORD
mankie ^nn+++??+=EXTRAWORD
played ^vbd+++xvbn+=played
tricks ^nns++++=tricks
merely ^rb+down+++=merely
to ^to++++=to
discover ^nn+nom+++=discover
what ^wdt+who+++=what
would ^md+prd+++=would
happen ^vb+++??+=happen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
afterward ^rb++++=afterward
flew ^vbd+++xvbn+=flew
away ^rp+pl+++=away
before ^cs+sub+++=before
anyone ^pn++++=anyone
could ^md+pos+++=could
ask ^vb++++=ask
him ^pp3o+pp3+++=him
to ^to++++=to
