# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=THE
History ^nn++++=HISTORY
Of ^in++++=OF
Vieux ^np+++??+=VIEUX
Par ^&fw++++=PAR-CHEMINS,
- ^zz++++=EXTRAWORD
chemins ^nns+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
Who ^whp+rel+subj++=WHO
Was ^vbd+bedz+vrb++=WAS
Hanged ^np+++??+=HANGED
Without ^in++++=WITHOUT
Dying ^xvbg+++xvbg+=DYING
An ^at++++=An
old ^jj+atrb+++=old
chronicler ^nn+nom+++=chronicler
of ^in++++=of
Rouen ^np+++??+=Rouen,
, ^zz++++=EXTRAWORD
whose ^whp+rel+obj++=whose
parchment ^nn+nom+++=parchment
was ^vbd+bedz+aux++=was
discovered ^vpsv++agls+xvbnx+=discovered
beneath ^in+pl+++=beneath
three ^cd++++=three
sacks ^nns++++=sacks
of ^in++++=of
ecclesiastical ^jj+atrb+++=ecclesiastical
accounts ^nns++++=accounts
and ^cc++++=and
a ^at++++=a
cheese ^nn++++=cheese
hardened ^vbd+++xvbn+=hardened
to ^in++++=to
the ^ati++++=the
consistency ^nn++++=consistency
of ^in++++=of
Roman ^jj+atrb+++=Roman
law ^nn++++=law,
, ^zz++++=EXTRAWORD
relates ^nns+nom+++=relates
the ^ati++++=the
following ^jj+atrb++xvbg+=following
history ^nn++++=history;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
although ^cs+con+++=although
certain ^jj+atrb+++=certain
grave ^jj+atrb+++=grave
persons ^nns++++=persons
have ^vb+hv+aux++=have
doubted ^vprf+++xvbnx+=doubted
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
grave ^jj+atrb+++=grave
persons ^nns++++=persons
doubt ^vb++++=doubt
everything ^pn++++=everything
except ^in++++=except
what ^wdt+who+++=what
profits ^nns++++=profits
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
set ^vb+++xvbn+=set
it ^pp3+it+++=it
down ^in++++=down
faithfully ^rb+cnj+++=faithfully,
, ^zz++++=EXTRAWORD
adding ^vbg+vpub+tht0+xvbg+=adding
nothing ^pn++++=nothing
save ^in++++=save
those ^dt+dem+++=those
particulars ^nns++++=particulars
without ^in++++=without
which ^whp+rel+pied++=which
truth ^nn++++=truth
commonly ^rb++++=commonly
goes ^vbz++++=goes
naked ^jj++++=naked
and ^cc++++=and
catches ^vbz++++=catches
cold ^jj++++=cold.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
reign ^nn++++=reign
of ^in++++=of
Duke ^npt++++=Duke
Richard ^np++++=Richard
whether ^cs+who+++=whether
the ^ati++++=the
First ^rb+cnj+++=First,
, ^zz++++=EXTRAWORD
Second ^rb+cnj+++=Second,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
that ^cs+sub+++=that
other ^ap++++=other
Richard ^np++++=Richard
whom ^whp+rel+obj++=whom
careless ^jj+atrb+++=careless
historians ^nns++++=historians
have ^vb+hv+aux++=have
misplaced ^vprf+++xvbnx+=misplaced
between ^in++++=between
them ^pp3o+pp3+++=them
there ^ex+pex+++=there
lived ^vprf+++xvbn+=lived
near ^in+pl+++=near
Rouen ^np+++??+=Rouen
a ^at++++=a
certain ^jj+atrb+++=certain
Tryballot ^np+++??+=Tryballot,
, ^zz++++=EXTRAWORD
son ^nn++++=son
of ^in++++=of
Anseau ^np+++??+=Anseau
Tryballot ^np+++??+=Tryballot,
, ^zz++++=EXTRAWORD
a ^at++++=a
merchant ^nn+nom+++=merchant
of ^in++++=of
hemp ^nn+++??+=hemp,
, ^zz++++=EXTRAWORD
salt ^jj+atrb+++=salt
fish ^nns++++=fish,
, ^zz++++=EXTRAWORD
boot ^nn++++=boot-leather,
- ^zz++++=EXTRAWORD
leather ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
old ^jj+atrb+++=old
iron ^nn++++=iron,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
whatever ^nn+nom+++=whatever
else ^rb+cnj+++=else
could ^md+pos+++=could
be ^vb+be+aux++=be
bought ^vpsv++agls+xvbnx+=bought
for ^in++++=for
two ^cd++++=two
deniers ^nns+nom+++=deniers
and ^cc++++=and
sold ^vpsv++agls+xvbn+=sold
for ^in++++=for
four ^cd++++=four.
. ^zz++++=EXTRAWORD
Anseau ^np+++??+=Anseau
was ^vbd+bedz+vrb++=was
so ^ql+emph+++=so
thrifty ^jj++++=thrifty
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
buttoned ^vbd+++xvbnx+=buttoned
his ^pp$+pp3+++=his
purse ^nn++++=purse
before ^in++++=before
sneezing ^xvbg+++xvbg+=sneezing,
, ^zz++++=EXTRAWORD
lest ^cs+sub+++=lest
a ^at++++=a
coin ^nn++++=coin
should ^md+nec+++=should
leap ^vb++++=leap
out ^rp+pl+++=out;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
amassed ^vprf+++xvbn+=amassed,
, ^zz++++=EXTRAWORD
by ^in++++=by
the ^ati++++=the
time ^nn++++=time
death ^nn++++=death
loosened ^vbd+++xvbn+=loosened
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers,
, ^zz++++=EXTRAWORD
two ^cd++++=two
houses ^nns++++=houses,
, ^zz++++=EXTRAWORD
seven ^cd++++=seven
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
a ^at++++=a
vineyard ^nn++++=vineyard
of ^in++++=of
sour ^jj+atrb+++=sour
but ^cc+phrs+++=but
saleable ^jj+atrb+++=saleable
grapes ^nns++++=grapes,
, ^zz++++=EXTRAWORD
twelve ^cd++++=twelve
silver ^nn++++=silver
cups ^nns++++=cups,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
chest ^nn++++=chest
containing ^vwbg+++xvbg+=containing
more ^ql++++=more
crowns ^nns++++=crowns
than ^in++++=than
the ^ati++++=the
parish ^nn++++=parish
priest ^nn++++=priest
had ^vb+hv+vrb++=had
hairs ^nns++++=hairs
upon ^in++++=upon
his ^pp$+pp3+++=his
tonsure ^nn+++??+=tonsure.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
son ^nn++++=son
Tryballot ^np+++??+=Tryballot,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
held ^j+++xvbn+=held
another ^dt++++=another
philosophy ^nn++++=philosophy.
. ^zz++++=EXTRAWORD
From ^in++++=From
infancy ^nn++++=infancy
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
loved ^vprf+++xvbnx+=loved
blackbirds ^nns+++??+=blackbirds,
, ^zz++++=EXTRAWORD
jays ^nns+++??+=jays,
, ^zz++++=EXTRAWORD
rooks ^nns+++??+=rooks,
, ^zz++++=EXTRAWORD
sparrows ^nns++++=sparrows,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^rb++++=all
winged ^jj+atrb+++=winged
