There ^ex+pex+++=There
used ^md"++pmd"++=used
to ^to++++=to
hang ^vb++++=hang
in ^in++++=in
the ^ati++++=the
office ^nn++++=office
of ^in++++=of
a ^at++++=a
cattle ^nns++++=cattle
company ^nn++++=company
at ^rb++++=at
Dodge ^nn++++=Dodge
a ^at++++=a
picture ^nn++++=picture
which ^whp+rel+obj++=which
none ^rb++++=none
of ^in++++=of
us ^pp1o+pp1+++=us
ever ^rb++++=ever
forgot ^vbd+vprv++xvbn+=forgot.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
showed ^vbd+vprv++xvbn+=showed
a ^at++++=a
battle ^nn++++=battle
going ^vwbg+++xvbg+=going
on ^in++++=on
in ^in++++=in
a ^at++++=a
narrow ^jj+atrb+++=narrow
place ^nn++++=place
between ^in++++=between
rocks ^nns++++=rocks,
, ^zz++++=EXTRAWORD
with ^in++++=with
smoke ^nn++++=smoke
laying ^vwbg+++xvbg+=laying
low ^jj++++=low
over ^in++++=over
the ^ati++++=the
ground ^nn++++=ground
and ^cc++++=and
the ^ati++++=the
mounted ^jj+atrb++xvbn+=mounted
men ^nns++++=men
crowded ^vbd+++xvbn+=crowded
together ^nn+nom+++=together
where ^wrb+who+++=where
there ^rn+pl+++=there
did ^vbd+dod+aux++=did
not ^xnot++not++=not
seem ^vb+seem+++=seem
room ^nn++++=room
enough ^dt++++=enough
for ^in++++=for
a ^at++++=a
rabbit ^nn++++=rabbit
to ^to++++=to
turn ^vbi++++=turn.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
foreground ^nn++++=foreground
sat ^vbd+++xvbn+=sat
a ^at++++=a
soldier ^nn++++=soldier
whose ^whp+rel+obj++=whose
leg ^nn++++=leg
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
shattered ^vpsv++agls+xvbnx+=shattered.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
not ^xnot++not++=not
ride ^vb++++=ride
with ^in++++=with
the ^ati++++=the
others ^aps++++=others,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
rifle ^nn++++=rifle
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
dragged ^vprf+++xvbnx+=dragged
himself ^ppl+pp3+++=himself
beside ^in+pl+++=beside
a ^at++++=a
spring ^nn++++=spring
and ^cc++++=and
was ^vbd+bedz+aux++=was
filling ^nvbg+++xvbg+=filling
canteens ^nns+++??+=canteens
for ^in++++=for
the ^ati++++=the
men ^nns++++=men
who ^whp+rel+subj++=who
came ^vbd+++xvbn+=came
back ^jjb++++=back
thirsty ^jj++++=thirsty
from ^in++++=from
the ^ati++++=the
fighting ^nvbg+++xvbg+=fighting.
. ^zz++++=EXTRAWORD
Miller ^np++++=Miller
said ^vbd+vpub+tht0+xvbn+=said
the ^ati++++=the
painter ^nn++++=painter
had ^vbd+hvd+aux++=had
put ^vprf+++xvbnx+=put
more ^rbr++++=more
sense ^nn++++=sense
into ^in++++=into
that ^dt+dem+++=that
one ^cd1++++=one-legged
- ^zz++++=EXTRAWORD
legged ^jj+atrb++xvbn+=EXTRAWORD
man ^nn++++=man
than ^in++++=than
into ^in++++=into
all ^abn++++=all
the ^ati++++=the
generals ^nns+nom+++=generals
in ^in++++=in
the ^ati++++=the
picture ^nn++++=picture.
. ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
man ^nn++++=man
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
out ^rp+pl+++=out
of ^in++++=of
the ^ati++++=the
fight ^nn++++=fight,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
told ^vbd+vpub++xvbnx+=told
us ^pp1o+pp1+++=us,
, ^zz++++=EXTRAWORD
" ^zz++++="so
so ^ql++++=EXTRAWORD
long ^rb++++=long
as ^ql++++=as
he ^pp3a+pp3+++=he
can ^md+pos+++=can
find ^vb+vprv+tht0++=find
something ^pn++++=something
that ^dt+pdem+++=that
needs ^vbz++++=needs
doing ^vwbg+++xvbg+=doing."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
thought ^vbd+++xvbn+=thought
of ^in++++=of
that ^dt+dem+++=that
picture ^nn++++=picture
afterward ^rb++++=afterward
when ^wrb+who+++=when
Jack ^np++++=Jack
Martin ^np++++=Martin
left ^vbd+++xvbn+=left
us ^pp1o+pp1+++=us.
. ^zz++++=EXTRAWORD
Little ^ap++++=Little
Jack ^np++++=Jack
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
