The ^ati++++=The
grey ^jj+atrb+++=grey
prairie ^nn++++=prairie
came ^vbd+++xvbn+=came
down ^rp++++=down
from ^in++++=from
the ^ati++++=the
north ^np+pl+++=north
in ^in++++=in
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
dusty ^jj+atrb+++=dusty
billows ^nns+++??+=billows,
, ^zz++++=EXTRAWORD
broke ^j+++xvbn+=broke
against ^in++++=against
a ^at++++=a
ragged ^jj+atrb+++=ragged
barricade ^nn+++??+=barricade
of ^in++++=of
cottonwoods ^nns+++??+=cottonwoods,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
went ^vbd+++xvbn+=went
crawling ^jj+++xvbg+=crawling
toward ^in++++=toward
the ^ati++++=the
ford ^np++++=ford
as ^cs+sub+++=as
though ^cs+sub+++=though
thirsty ^jj++++=thirsty
enough ^qlp++++=enough
to ^to++++=to
drink ^vbi++++=drink
the ^ati++++=the
river ^nn++++=river
dry ^jj++++=dry.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
remote ^jj++++=remote
and ^cc++++=and
blue ^nn++++=blue,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mountains ^npl++++=mountains
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+aux+xvbn+=been
put ^vpsv++agls+xvbnx+=put
there ^rn+pl+++=there
by ^in++++=by
a ^at++++=a
careless ^jj+atrb+++=careless
stage ^nn++++=stage
carpenter ^nn+nom+++=carpenter
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
to ^to+vcmp+++=to
bring ^vbi++++=bring
them ^pp3o+pp3+++=them
forward ^rb++++=forward.
. ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
the ^ati++++=the
ford ^np++++=ford
squatted ^vbd+++xvbn+=squatted
Bailey ^np++++=Bailey's
's ^$++++=EXTRAWORD
Roadhouse ^nn++++=Roadhouse.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
broad ^jj+atrb+++=broad,
, ^zz++++=EXTRAWORD
low ^jj+atrb+++=low
structure ^nn++++=structure
of ^in++++=of
sun ^nn++++=sun-blackened
- ^zz++++=EXTRAWORD
blackened ^jj+atrb+++=EXTRAWORD
timber ^nn++++=timber
and ^cc++++=and
adobe ^nn+++??+=adobe,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
porch ^nn++++=porch
sagging ^jj++++=sagging
over ^in++++=over
its ^pp$+it+++=its
entrance ^nn+nom+++=entrance
and ^cc++++=and
two ^cd++++=two
dead ^jj+atrb+++=dead
chimneys ^nns++++=chimneys
sticking ^vwbg+++xvbg+=sticking
out ^rp+pl+++=out
of ^in++++=of
its ^pp$+it+++=its
roof ^nn++++=roof
like ^in++++=like
the ^ati++++=the
ears ^nns++++=ears
of ^in++++=of
an ^at++++=an
attentive ^jj+atrb+++=attentive
jackass ^nns+++??+=jackass.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
road ^nn++++=road
it ^pp3+it+++=it
watched ^vbd+++xvbn+=watched
three ^cd++++=three
trails ^nns++++=trails
meet ^vb++++=meet,
, ^zz++++=EXTRAWORD
quarrel ^nn++++=quarrel
briefly ^rb+cnj+++=briefly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
separate ^jj++++=separate.
. ^zz++++=EXTRAWORD
One ^cd1++++=One
went ^vbd+++xvbn+=went
west ^np+pl+++=west
to ^in++++=to
the ^ati++++=the
Bar ^nn++++=Bar
X ^zz++++=X
range ^nn++++=range,
, ^zz++++=EXTRAWORD
one ^cd1++++=one
east ^np+pl+++=east
toward ^in++++=toward
town ^nn++++=town,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
third ^od++++=third
vanished ^vprf+++xvbn+=vanished
among ^in++++=among
southern ^jj+atrb+++=southern
ridges ^nns++++=ridges
where ^wrb+who+++=where
honest ^jj+atrb+++=honest
men ^nns++++=men
were ^vbd+bed+aux++=were
not ^xnot++not++=not
encouraged ^vbd+++xvbn+=encouraged
to ^to+vcmp+++=to
inquire ^vbi++++=inquire
after ^in++++=after
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Bailey ^np++++=Bailey
himself ^ppl+pp3+++=himself
harmonized ^vbd+++xvbn+=harmonized
with ^in++++=with
his ^pp$+pp3+++=his
establishment ^nn+nom+++=establishment.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
long ^rb++++=long
in ^in++++=in
the ^ati++++=the
body ^nn++++=body,
, ^zz++++=EXTRAWORD
short ^jj++++=short
in ^in++++=in
the ^ati++++=the
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale
about ^in++++=about
the ^ati++++=the
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
possessed ^vpsv++agls+xvbn+=possessed
of ^in++++=of
hands ^nns++++=hands
that ^tht+rel+subj++=that
were ^vbd+bed+aux++=were
always ^rb++splt++=always
wiping ^vbg+++xvbgx+=wiping
themselves ^ppls+pp3+++=themselves
upon ^in++++=upon
his ^pp$+pp3+++=his
apron ^nn++++=apron
without ^in++++=without
becoming ^xvbg+++xvbg+=becoming
cleaner ^jjr++++=cleaner.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
