When ^wrb+who+++=When
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Lavinia ^np++++=Lavinia
Pottle ^np+++??+=Pottle
went ^vbd+++xvbn+=went
after ^in++++=after
a ^at++++=a
thousand ^cd++++=thousand
dollars ^nns++++=dollars,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
wore ^vbd+++xvbnx+=wore
her ^pp$+pp3+++=her
best ^jjt+atrb+++=best
hat ^nn++++=hat.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
a ^at++++=a
purple ^jj+atrb+++=purple
wing ^nn++++=wing
on ^in++++=on
one ^cd1++++=one
side ^nn++++=side
and ^cc++++=and
an ^at++++=an
optimistic ^jj+atrb+++=optimistic
buckle ^nn++++=buckle
on ^in++++=on
the ^ati++++=the
other ^ap++++=other,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
was ^vbd+bedz+aux++=was
generally ^rb+down+splt++=generally
reserved ^vpsv++agls+xvbnx+=reserved
for ^in++++=for
funerals ^nns+nom+++=funerals,
, ^zz++++=EXTRAWORD
weddings ^nns++++=weddings,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
assaults ^nns++++=assaults
upon ^in++++=upon
capital ^nn++++=capital.
. ^zz++++=EXTRAWORD
Felix ^np++++=Felix
Winterbottom ^np+++??+=Winterbottom
received ^vbd+++xvbn+=received
her ^pp$+pp3+++=her
in ^in++++=in
the ^ati++++=the
office ^nn++++=office
behind ^in+pl+++=behind
his ^pp$+pp3+++=his
hardware ^nn++++=hardware
store ^nn++++=store.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
lean ^jj++++=lean,
, ^zz++++=EXTRAWORD
gray ^np++++=gray
man ^nn++++=man
with ^in++++=with
eyebrows ^nns++++=eyebrows
like ^in++++=like
two ^cd++++=two
strips ^nns++++=strips
of ^in++++=of
winter ^nn++++=winter
felt ^vbd+vprv++xvbn+=felt.
. ^zz++++=EXTRAWORD
Granville ^np++++=Granville
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
his ^pp$+pp3+++=his
money ^nn++++=money
by ^in++++=by
squeezing ^xvbg+++xvbg+=squeezing
nickels ^nns+++??+=nickels
until ^cs+sub+++=until
the ^ati++++=the
buffaloes ^nn++++=buffaloes
bellowed ^vbd+++xvbn+=bellowed.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Winterbottom ^np++++=Winterbottom,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
began ^vbd+++xvbn+=began
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Pottle ^np++++=Pottle,
, ^zz++++=EXTRAWORD
expanding ^jj+++xvbg+=expanding
beneath ^in+pl+++=beneath
the ^ati++++=the
purple ^jj+atrb+++=purple
wing ^nn++++=wing,
, ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
come ^vprf+++xvbn+=come
in ^in++++=in
the ^ati++++=the
name ^nn++++=name
of ^in++++=of
helpless ^jj+atrb+++=helpless
childhood ^nn+nom+++=childhood."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Whose?"
whose ^whp+who+++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="All
all ^abn++++=EXTRAWORD
childhood ^nn+nom+++=childhood.
. ^zz++++=EXTRAWORD
The ^ati++++=The
future ^jjb+atrb+++=future
citizens ^nns++++=citizens
of ^in++++=of
Granville ^np++++=Granville."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Got
got ^vbd+++xvbn+=EXTRAWORD
enough ^qlp++++=enough
citizens ^nns++++=citizens
now ^rn+tm+++=now."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
is ^vbz+bez+vrb++=is
the ^ati++++=the
day ^nn++++=day
nursery ^nn+nom+++=nursery,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
know ^vb+vprv+++=know
the ^ati++++=the
Browning ^np+++??+=Browning-Tagore
- ^zz++++=EXTRAWORD
tagore ^nn+++??+=EXTRAWORD
Club ^nn++++=Club
has ^vbz+hvz+aux++=has
undertaken ^vprf+++xvbnx+=undertaken
" ^zz++++="
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
know ^vb+vprv+++=know."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
need ^nn++++=need
one ^cd1++++=one
thousand ^cd++++=thousand
dollars ^nns++++=dollars."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="So
