The ^ati++++=The
house ^nn++++=house
of ^in++++=of
Madame ^npt++++=Madame
Carambeau ^np+++??+=Carambeau
stood ^vbd+++xvbn+=stood
at ^rb++++=at
a ^at++++=a
dignified ^jj+atrb+++=dignified
remove ^nn++++=remove
from ^in++++=from
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
an ^at++++=an
iron ^nn++++=iron
fence ^nn++++=fence
which ^whp+rel+subj++=which
terminated ^vbd+++xvbn+=terminated
in ^in++++=in
spear ^nn++++=spear-points
- ^zz++++=EXTRAWORD
points ^nns++++=EXTRAWORD
and ^cc++++=and
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
discouraged ^vprf+++xvbnx+=discouraged,
, ^zz++++=EXTRAWORD
for ^in++++=for
more ^ql++++=more
than ^cs+sub+++=than
half ^abn++++=half
a ^at++++=a
century ^nn++++=century,
, ^zz++++=EXTRAWORD
beggars ^nns++++=beggars,
, ^zz++++=EXTRAWORD
vendors ^nns++++=vendors,
, ^zz++++=EXTRAWORD
dogs ^nns++++=dogs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
all ^abn++++=all
strangers ^nns+nom+++=strangers
not ^xnot++not++=not
provided ^vbd+vsua++xvbn+=provided
with ^in++++=with
a ^at++++=a
proper ^jj+atrb+++=proper
introduction ^nn+nom+++=introduction.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
broad ^jj+atrb+++=broad
Spanish ^jj+atrb+++=Spanish
house ^nn++++=house,
, ^zz++++=EXTRAWORD
yellowed ^xvbn+++xvbn+=yellowed
by ^in++++=by
heat ^nn++++=heat
and ^cc++++=and
age ^nn++++=age,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
deep ^jj+atrb+++=deep
gallery ^nn+nom+++=gallery
running ^vwbg+++xvbg+=running
around ^rp++++=around
it ^pp3+it+++=it
and ^cc++++=and
green ^jj+atrb+++=green
shutters ^nns+nom+++=shutters
that ^tht+rel+subj++=that
excluded ^vbd+++xvbn+=excluded
the ^ati++++=the
afternoon ^nn++++=afternoon
sun ^nn++++=sun.
. ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
courtyard ^nn++++=courtyard
lay ^vbd+++xvbn+=lay
a ^at++++=a
garden ^nn++++=garden
where ^wrb+who+++=where
orange ^jj+atrb+++=orange
trees ^nns++++=trees,
, ^zz++++=EXTRAWORD
myrtles ^nns+++??+=myrtles
and ^cc++++=and
great ^jj++++=great
glossy ^jj++++=glossy-leaved
- ^zz++++=EXTRAWORD
leaved ^jj+atrb++xvbn+=EXTRAWORD
plants ^nns++++=plants
flourished ^vbd+++xvbn+=flourished
in ^in++++=in
a ^at++++=a
rich ^jj+atrb+++=rich
disorder ^nn+nom+++=disorder
which ^whp+rel+obj++=which
Madame ^npt++++=Madame
called ^vbd+++xvbn+=called
arrangement ^nn+nom+++=arrangement.
. ^zz++++=EXTRAWORD
From ^in++++=From
the ^ati++++=the
upper ^jjb+atrb+++=upper
gallery ^nn+nom+++=gallery
one ^cd1++++=one
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
levee ^nn++++=levee,
, ^zz++++=EXTRAWORD
the ^ati++++=the
brown ^np++++=brown
Mississippi ^np+++??+=Mississippi
moving ^vwbg+++xvbg+=moving
with ^in++++=with
immense ^jj+atrb+++=immense
indifference ^nn+nom+++=indifference,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
farther ^rbr++++=farther
off ^in+strn+++=off,
, ^zz++++=EXTRAWORD
the ^ati++++=the
newer ^jjr+atrb+++=newer
quarter ^nn++++=quarter
of ^in++++=of
the ^ati++++=the
city ^nn++++=city
spreading ^vwbg+++xvbg+=spreading
itself ^ppl++++=itself
in ^in++++=in
lawns ^nns++++=lawns,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale
villas ^nns++++=villas
and ^cc++++=and
insolent ^jj+atrb+++=insolent
fresh ^jj+atrb+++=fresh
paint ^nn++++=paint.
. ^zz++++=EXTRAWORD
Madame ^npt++++=Madame
did ^vbd+dod+aux++=did
not ^xnot++not++=not
approve ^vb++++=approve
of ^in++++=of
that ^dt+dem+++=that
quarter ^nn++++=quarter.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
approve ^vb++++=approve
of ^in++++=of
its ^pp$+it+++=its
architecture ^nn++++=architecture,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
language ^nn+nom+++=language,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
people ^nns++++=people,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
manner ^nn++++=manner
of ^in++++=of
cooking ^xvbg+++xvbg+=cooking
rice ^np++++=rice,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
habit ^nn++++=habit
of ^in++++=of
opening ^xvbg+++xvbg+=opening
windows ^nns++++=windows
at ^in++++=at
improper ^jj+atrb+++=improper
hours ^nns++++=hours,
