# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Laundress ^nns+nom++??+=Laundress
of ^in++++=of
Portillon ^np+++??+=Portillon
and ^cc++++=and
the ^ati++++=the
Judge ^np++++=Judge's
's ^$++++=EXTRAWORD
Bodkin ^np+++??+=Bodkin
At ^in++++=At
Portillon ^np+++??+=Portillon,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
so ^rb++++=so
far ^rb+pl+++=far
from ^rb"++++=from
Tours ^nns++++=Tours
that ^tht+rel+obj++=that
a ^at++++=a
good ^jj+atrb+++=good
horse ^nn++++=horse
may ^md+pos+++=may
not ^xnot++not++=not
carry ^vb++++=carry
scandal ^nn++++=scandal
thither ^rb++++=thither
before ^in++++=before
supper ^nn++++=supper,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
lived ^vprf+++xvbn+=lived,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
reign ^nn++++=reign
of ^in++++=of
a ^at++++=a
king ^nn++++=king
whose ^whp+rel+obj++=whose
name ^nn++++=name
I ^pp1a+pp1+++=I
shall ^md+prd+++=shall
spare ^vb++++=spare,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
kings ^nns++++=kings
have ^vb+hv+vrb++=have
long ^jj+atrb+++=long
memories ^nns++++=memories
even ^rb++++=even
when ^wrb+who+++=when
dead ^jj++++=dead,
, ^zz++++=EXTRAWORD
a ^at++++=a
young ^jj+atrb+++=young
laundress ^nns+nom+++=laundress
called ^vbd+++xvbn+=called
Marion ^np++++=Marion.
. ^zz++++=EXTRAWORD
Portillon ^np+++??+=Portillon,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
must ^md+nec+++=must
understand ^vb+vprv+++=understand,
, ^zz++++=EXTRAWORD
stands ^vbz++++=stands
where ^wrb+who+++=where
the ^ati++++=the
Loire ^np+++??+=Loire
takes ^vbz++++=takes
pleasure ^nn++++=pleasure
in ^in++++=in
reflecting ^xvbg+++xvbg+=reflecting
vineyards ^nns++++=vineyards,
, ^zz++++=EXTRAWORD
steeples ^nns++++=steeples,
, ^zz++++=EXTRAWORD
washerwomen ^j+++xvbn+=washerwomen,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
other ^ap++++=other
upright ^jj+atrb+++=upright
things ^nns++++=things
