# ^zz++++=#
The ^ati++++=The
Adventures ^nns++++=Adventures
of ^in++++=of
Oliver ^np++++=Oliver
Bowman ^np+++??+=Bowman
Oliver ^np++++=Oliver
Bowman ^np+++??+=Bowman
had ^vbd+hvd+aux++=had
arrived ^vprf+++xvbnx+=arrived
at ^rb++++=at
the ^ati++++=the
age ^nn++++=age
of ^in++++=of
thirty ^cd++++=thirty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
without ^in++++=without
ever ^rb++++=ever
having ^xvbg+++xvbg+=having
been ^vprf+ben+vrb+xvbn+=been
thoroughly ^rb+amp+++=thoroughly
wet ^jj++++=wet.
. ^zz++++=EXTRAWORD
Rain ^nn++++=Rain
had ^vbd+hvd+aux++=had
touched ^vprf+++xvbnx+=touched
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
certainly ^rb++++=certainly.
. ^zz++++=EXTRAWORD
On ^in++++=On
several ^ap++++=several
occasions ^nns++++=occasions
a ^at++++=a
drop ^vb++++=drop
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
between ^in++++=between
his ^pp$+pp3+++=his
collar ^nn++++=collar
and ^cc++++=and
his ^pp$+pp3+++=his
neck ^nn++++=neck,
, ^zz++++=EXTRAWORD
producing ^vbg+++xvbg+=producing
a ^at++++=a
sensation ^nn+nom+++=sensation
so ^rb+emph+++=so
immediate ^jj++++=immediate
and ^cc+phrs+++=and
personal ^jj++++=personal
that ^cs+sub+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
remembered ^vprf++tht0+xvbnx+=remembered
it ^pp3+it+++=it
for ^in++++=for
days ^nns++++=days;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
had ^vb+hv+aux++=had
never ^rb++splt++=never
been ^vprf+ben+aux+xvbnx+=been
soaked ^vpsv++agls+xvbnx+=soaked,
, ^zz++++=EXTRAWORD
drenched ^xvbn+++xvbn+=drenched,
, ^zz++++=EXTRAWORD
buffeted ^j+++xvbn+=buffeted,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
otherwise ^rb+cnj+++=otherwise
admitted ^vbd+vpub++xvbn+=admitted
into ^in++++=into
that ^dt+dem+++=that
rude ^jj+atrb+++=rude
fraternity ^nn+nom+++=fraternity
of ^in++++=of
persons ^nns++++=persons
who ^whp+rel+subj++=who
return ^vb++++=return
home ^nr++++=home
with ^in++++=with
their ^pp$+pp3+++=their
trousers ^nns+nom+++=trousers
adhering ^vwbg+++xvbg+=adhering
to ^in++++=to
their ^pp$+pp3+++=their
legs ^nns++++=legs.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
possessed ^vbd+++xvbnx+=possessed
waterproof ^jj+atrb+++=waterproof
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
an ^at++++=an
umbrella ^nn++++=umbrella
of ^in++++=of
exceptional ^jj+atrb+++=exceptional
circumference ^nn+nom+++=circumference,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
cab ^nn++++=cab
allowance ^nn+nom+++=allowance
which ^whp+rel+obj++=which
his ^pp$+pp3+++=his
father ^nn++++=father's
's ^$++++=EXTRAWORD
trustees ^nns+nom+++=trustees
regarded ^vwbn+++xvbn+=regarded
as ^ql++++=as
extravagant ^jj++++=extravagant.
. ^zz++++=EXTRAWORD
Between ^in++++=Between
these ^dt+dem+++=these
three ^cd++++=three
defences ^nns+nom+++=defences
and ^cc++++=and
a ^at++++=a
constitutional ^jj+atrb+++=constitutional
caution ^nn+nom+++=caution,
, ^zz++++=EXTRAWORD
the ^ati++++=the
weather ^nn++++=weather
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
reduced ^vpsv++agls+xvbnx+=reduced
for ^in++++=for
him ^pp3o+pp3+++=him
to ^in++++=to
an ^at++++=an
agreeable ^jj+atrb+++=agreeable
spectacle ^nn++++=spectacle
observed ^vbd+vprv++xvbn+=observed
through ^in++++=through
glass ^nn++++=glass.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
sister ^nn++++=sister
Alice ^np++++=Alice
considered ^vwbn+vprv++xvbn+=considered
this ^dt+dem+++=this
deplorable ^jj++++=deplorable.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
never ^rb++splt++=never
experienced ^vprf+++xvbnx+=experienced
anything ^pn++++=anything,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
one ^cd1++++=one
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
cracking ^nvbg+++xvbg+=cracking
a ^at++++=a
walnut ^nn++++=walnut
with ^in++++=with
a ^at++++=a
severity ^nn+nom+++=severity
that ^tht+rel+subj++=that
seemed ^vprf+++xvbn+=seemed
directed ^vbd+++xvbn+=directed
less ^rbr++++=less
against ^in++++=against
the ^ati++++=the
nut ^nn++++=nut
than ^in++++=than
against ^in++++=against
Oliver ^np++++=Oliver's
's ^$++++=EXTRAWORD
character ^nn+nom+++=character.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
sat ^vbd+++xvbnx+=sat
in ^in++++=in
the ^ati++++=the
smaller ^jjr++++=smaller
drawing ^jj+++xvbg+=drawing-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
of ^in++++=of
their ^pp$+pp3+++=their
house ^nn++++=house
in ^in++++=in
Kensington ^np++++=Kensington.
. ^zz++++=EXTRAWORD
Oliver ^np++++=Oliver
occupied ^vbd+++xvbn+=occupied
the ^ati++++=the
sofa ^nn++++=sofa
beneath ^in+pl+++=beneath
the ^ati++++=the
shaded ^jj+atrb++xvbn+=shaded
lamp ^nn++++=lamp
and ^cc++++=and
was ^vbd+bedz+aux++=was
embroidering ^vbg+++xvbgx+=embroidering,
, ^zz++++=EXTRAWORD
in ^in++++=in
silks ^nns++++=silks
of ^in++++=of
a ^at++++=a
very ^ql+amp+++=very
subdued ^jj+atrb+++=subdued
brilliance ^nn+nom+++=brilliance,
, ^zz++++=EXTRAWORD
a ^at++++=a
shepherdess ^nns+nom+++=shepherdess
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
lost ^vprf+++xvbnx+=lost
her ^pp$+pp3+++=her
way ^nn++++=way
among ^in++++=among
lilac ^jj+atrb+++=lilac
bushes ^nns++++=bushes.
. ^zz++++=EXTRAWORD
Alice ^np++++=Alice,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
