# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Sculptor ^np++++=Sculptor's
's ^$++++=EXTRAWORD
Light ^jj++++=Light
In ^in++++=In
the ^ati++++=the
reign ^nn++++=reign
of ^in++++=of
King ^nn++++=King
Charles ^np++++=Charles
the ^ati++++=the
Eighth ^rb+cnj+++=Eighth,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
France ^np++++=France
was ^vbd+bedz+vrb++=was
full ^jj+pred+++=full
of ^in++++=of
Italian ^jj+atrb+++=Italian
songs ^nns++++=songs,
, ^zz++++=EXTRAWORD
Italian ^jj+atrb+++=Italian
poisons ^nns++++=poisons,
, ^zz++++=EXTRAWORD
Italian ^jj+atrb+++=Italian
brocades ^nns+++??+=brocades,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Italian ^jj+atrb+++=Italian
men ^nns++++=men
of ^in++++=of
genius ^nn++++=genius
who ^whp+rel+subj++=who
possessed ^xvbn+++xvbn+=possessed
everything ^pn++++=everything
except ^in++++=except
money ^nn++++=money,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
to ^in++++=to
the ^ati++++=the
court ^nn++++=court
at ^rb++++=at
Amboise ^np+++??+=Amboise
a ^at++++=a
young ^jj+atrb+++=young
Florentine ^jj+atrb+++=Florentine
sculptor ^nn++++=sculptor
named ^vbd+++xvbn+=named
Angelo ^np++++=Angelo
Cappara ^np+++??+=Cappara.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
then ^rn+tm+++=then
in ^in++++=in
the ^ati++++=the
April ^nr++++=April
of ^in++++=of
his ^pp$+pp3+++=his
life ^nn++++=life,
, ^zz++++=EXTRAWORD
having ^vbg+hvg++xvbg+=having
scarcely ^rb+down+++=scarcely
counted ^vbd+++xvbn+=counted
twenty ^cd++++=twenty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
years ^nns++++=years;
; ^zz++++=EXTRAWORD
handsome ^jj++++=handsome
in ^in++++=in
the ^ati++++=the
grave ^jj+atrb+++=grave
