# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Parable ^nn++++=Parable
of ^in++++=of
the ^ati++++=the
Wells ^np++++=Wells
And ^cc++++=And
it ^pp3+it+++=it
came ^vbd+++xvbn+=came
to ^to++++=to
pass ^vbi++++=pass
in ^in++++=in
a ^at++++=a
certain ^jj+atrb+++=certain
land ^nn++++=land
that ^tht+rel+obj++=that
the ^ati++++=the
heavens ^nns++++=heavens
were ^vbd+bed+aux++=were
shut ^vpsv++agls+xvbnx+=shut
up ^rp++++=up,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
rain ^nn++++=rain
fell ^vbd+++xvbn+=fell
upon ^in++++=upon
the ^ati++++=the
fields ^nns++++=fields;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
rivers ^nns++++=rivers
diminished ^vbd+++xvbn+=diminished,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
grass ^nn++++=grass
withered ^vbd+++xvbn+=withered
upon ^in++++=upon
the ^ati++++=the
hills ^nns++++=hills,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
dust ^nn++++=dust
lay ^vbd+++xvbn+=lay
upon ^in++++=upon
the ^ati++++=the
highways ^nns++++=highways
like ^in++++=like
a ^at++++=a
garment ^nn+nom+++=garment.
. ^zz++++=EXTRAWORD
Now ^rn+dspt+++=Now
beneath ^in+pl+++=beneath
the ^ati++++=the
ground ^nn++++=ground
there ^ex+pex+++=there
were ^vbd+bed+vrb++=were
many ^ap++++=many
springs ^nns++++=springs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
water ^nn++++=water
thereof ^rb++++=thereof
was ^vbd+bedz+vrb++=was
sweet ^jj+pred+++=sweet
and ^cc+phrs+++=and
abundant ^jj++++=abundant.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
mouths ^nns++++=mouths
of ^in++++=of
the ^ati++++=the
springs ^nns++++=springs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
wells ^np++++=wells
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
digged ^vpsv++agls+xvbnx+=digged
unto ^in++++=unto
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
were ^vbd+bed+aux++=were
possessed ^vpsv++by+xvbnx+=possessed
by ^in++++=by
a ^ap++++=a
few ^ap"++++=few
men ^nns++++=men,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
called ^vbd+++xvbn+=called
themselves ^ppls+pp3+++=themselves
the ^ati++++=the
Owners ^nns++++=Owners;
; ^zz++++=EXTRAWORD
for ^in++++=for
their ^pp$+pp3+++=their
fathers ^nns+nom+++=fathers
had ^vbd+hvd+aux++=had
set ^vprf+++xvbnx+=set
stones ^nns++++=stones
about ^in++++=about
the ^ati++++=the
wells ^np++++=wells
in ^in++++=in
former ^ap++++=former
times ^nns++++=times
and ^cc++++=and
had ^vbd+hvd+aux++=had
written ^vprf+++xvbnx+=written
their ^pp$+pp3+++=their
names ^nns++++=names
upon ^in++++=upon
the ^ati++++=the
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
the ^ati++++=the
Owners ^nns++++=Owners
said ^vbd+vpub++xvbn+=said
one ^pn++++=one
unto ^in++++=unto
another ^dt++++=another,
, ^zz++++=EXTRAWORD
Behold ^vb++++=Behold,
, ^zz++++=EXTRAWORD
the ^ati++++=the
wells ^np++++=wells
are ^vb+ber+vrb++=are
ours ^pp$$++++=ours,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
our ^pp$+pp1+++=our
names ^nns++++=names
are ^vb+ber+aux++=are
written ^vpsv++agls+xvbnx+=written
upon ^in++++=upon
them ^pp3o+pp3+++=them;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
water ^nn++++=water
also ^rb++++=also
is ^vbz+bez+vrb++=is
ours ^pp$$++++=ours,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
it ^pp3+it+++=it
cometh ^vbz++++=cometh
forth ^rp++++=forth
within ^in++++=within
our ^pp$+pp1+++=our
walls ^nns++++=walls.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
multitude ^nn++++=multitude
possessed ^vbd+++xvbn+=possessed
neither ^dt++neg++=neither
wells ^np++++=wells
nor ^cc++neg++=nor
springs ^nns++++=springs,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
had ^vb+hv+vrb++=had
they ^pp3a+pp3+++=they
wherewithal ^nn+nom+++=wherewithal
to ^to++++=to
quench ^vbi++++=quench
their ^pp$+pp3+++=their
thirst ^nn++++=thirst.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
came ^vbd+++xvbnx+=came
unto ^in++++=unto
the ^ati++++=the
Owners ^nns++++=Owners,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
Sirs ^np+++??+=Sirs,
, ^zz++++=EXTRAWORD
give ^vb++++=give
us ^pp1o+pp1+++=us
water ^nn++++=water,
, ^zz++++=EXTRAWORD
lest ^cs+sub+++=lest
we ^pp1a+pp1+++=we
and ^cc++++=and
our ^pp$+pp1+++=our
little ^jj+atrb+++=little
ones ^cd1s++++=ones
perish ^vb++++=perish.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
Owners ^nns++++=Owners
answered ^vbd+vpub++xvbn+=answered,
, ^zz++++=EXTRAWORD
saying ^vbg+++xvbg+=saying,
, ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
are ^vb+ber+vrb++=are
not ^xnot++not++=not
hard ^jj+atrb+++=hard
men ^nns++++=men,
, ^zz++++=EXTRAWORD
neither ^dt++neg++=neither
do ^vb+do+vrb++=do
we ^pp1a+pp1+++=we
desire ^nn++++=desire
that ^tht+rel+obj++=that
any ^dti++++=any
should ^md+nec+++=should
perish ^vb++++=perish,
, ^zz++++=EXTRAWORD
for ^in++++=for
dead ^jj+atrb+++=dead
men ^nns++++=men
are ^vb+ber+vrb++=are
unprofitable ^jj+atrb+++=unprofitable
customers ^nns+nom+++=customers.
. ^zz++++=EXTRAWORD
Bring ^vb++++=Bring
ye ^pp2+pp2+++=ye
therefore ^rb+cnj+++=therefore
the ^ati++++=the
water ^nn++++=water
from ^in++++=from
the ^ati++++=the
springs ^nns++++=springs
and ^cc++++=and
pour ^&fw++++=pour
it ^pp3+it+++=it
into ^in++++=into
the ^ati++++=the
