# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Ascent ^nn++++=ASCENT
Of ^in++++=OF
Horace ^np++++=HORACE
Nimms ^np+++??+=NIMMS
For ^in++++=For
twenty ^cd++++=twenty-one
- ^zz++++=EXTRAWORD
one ^cd1++++=EXTRAWORD
years ^nns++++=years
Horace ^np++++=Horace
Nimms ^np+++??+=Nimms
had ^vbd+hvd+aux++=had
occupied ^vprf+++xvbnx+=occupied
the ^ati++++=the
cashier ^nn++++=cashier's
's ^$++++=EXTRAWORD
cage ^nn++++=cage
of ^in++++=of
the ^ati++++=the
Amalgamated ^jj+atrb++xvbn+=Amalgamated
Soap ^nn++++=Soap
Corporation ^nn+nom+++=Corporation,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
ninth ^od++++=ninth
floor ^nn++++=floor
of ^in++++=of
the ^ati++++=the
Pemberton ^np+++??+=Pemberton
Building ^vwbg+++xvbg+=Building,
, ^zz++++=EXTRAWORD
lower ^jjr++++=lower
Manhattan ^np+nom++??+=Manhattan,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
during ^in++++=during
that ^dt+dem+++=that
period ^nn++++=period
no ^at++++=no
dollar ^nn++++=dollar
entrusted ^vbd+++xvbn+=entrusted
to ^in++++=to
him ^pp3o+pp3+++=him
had ^vbd+hvd+aux++=had
escaped ^vprf+++xvbnx+=escaped
without ^in++++=without
leaving ^xvbg+++xvbg+=leaving
its ^pp$+it+++=its
name ^nn++++=name,
, ^zz++++=EXTRAWORD
destination ^nn+nom+++=destination,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
exact ^jj+atrb+++=exact
time ^nn++++=time
of ^in++++=of
departure ^nn++++=departure.
. ^zz++++=EXTRAWORD
Horace ^np++++=Horace
was ^vbd+bedz+vrb++=was
forty ^cd++++=forty-seven,
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
five ^cd++++=five
feet ^nns++++=feet
four ^cd++++=four
and ^cc++++=and
three ^cd++++=three-eighths
- ^zz++++=EXTRAWORD
eighths ^nns+++??+=EXTRAWORD
inches ^nns++++=inches
in ^in++++=in
his ^pp$+pp3+++=his
stocking ^nn++++=stocking
feet ^nns++++=feet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
weighed ^vbd+++xvbn+=weighed
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
twenty ^cd++++=twenty-six
- ^zz++++=EXTRAWORD
six ^cd++++=EXTRAWORD
pounds ^nns++++=pounds
before ^in++++=before
breakfast ^nn++++=breakfast.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
brown ^jj+atrb+++=brown
hair ^nn++++=hair
had ^vbd+hvd+aux++=had
retreated ^vprf+++xvbnx+=retreated
from ^in++++=from
bookkeeping ^xvbg+++xvbg+=bookkeeping
but ^cc++++=but
had ^vb+hv+aux++=had
not ^xnot++not++=not
yet ^rb++++=yet
abandoned ^vprf+++xvbn+=abandoned
the ^ati++++=the
ledger ^np++++=ledger
entirely ^rb+amp+++=entirely.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
wore ^vbd+++xvbnx+=wore
sleeve ^nn++++=sleeve
garters ^nns+nom+++=garters,
, ^zz++++=EXTRAWORD
a ^at++++=a
high ^jj+atrb+++=high
collar ^nn++++=collar
softened ^vwbn+++xvbn+=softened
by ^in++++=by
washing ^xvbg+++xvbg+=washing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
black ^jj+atrb+++=black
shoes ^nns++++=shoes
which ^whp+rel+obj++=which
cost ^nn++++=cost
six ^cd++++=six
dollars ^nns++++=dollars
in ^in++++=in
1919 ^cd+date+++=1919
and ^cc++++=and
had ^vb+hv+aux++=had
since ^cs+sub+++=since
received ^vprf+++xvbnx+=received
three ^cd++++=three
soles ^nns++++=soles,
, ^zz++++=EXTRAWORD
two ^cd++++=two
sets ^nns++++=sets
of ^in++++=of
heels ^nns++++=heels,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
more ^rbr++++=more
personal ^jj+atrb+++=personal
attention ^nn+nom+++=attention
than ^in++++=than
many ^ap++++=many
marriages ^nns+nom+++=marriages.
. ^zz++++=EXTRAWORD
Cashiers ^nns+nom+++=Cashiers
are ^vb+ber+aux++=are
commonly ^rb++splt++=commonly
suspected ^vpsv++agls+xvbnx+=suspected
of ^in++++=of
dryness ^nns+nom+++=dryness.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
is ^vbz+bez+vrb++=is
unjust ^jj+pred+++=unjust.
. ^zz++++=EXTRAWORD
Put ^j+++xvbn+=Put
any ^dti++++=any
man ^nn++++=man
for ^in++++=for
two ^cd++++=two
decades ^nns++++=decades
behind ^in+pl+++=behind
brass ^nn++++=brass
bars ^nns++++=bars
with ^in++++=with
thirty ^cd++++=thirty-eight
- ^zz++++=EXTRAWORD
eight ^cd++++=EXTRAWORD
thousand ^cd++++=thousand
dollars ^nns++++=dollars
a ^at++++=a
week ^nn++++=week
passing ^vwbg+++xvbg+=passing
under ^in++++=under
his ^pp$+pp3+++=his
nose ^nn++++=nose
and ^cc++++=and
presently ^rb+tm+++=presently
he ^pp3a+pp3+++=he
will ^md+prd+++=will
develop ^vb++++=develop
either ^dtx++++=either
imagination ^nn+nom+++=imagination
or ^cc++++=or
a ^at++++=a
criminal ^jj+atrb+++=criminal
record ^nn++++=record.
. ^zz++++=EXTRAWORD
Horace ^np++++=Horace
developed ^vbd+++xvbn+=developed
imagination ^nn+nom+++=imagination.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
cage ^nn++++=cage
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
principality ^nn+nom+++=principality.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
stood ^vprf+++xvbn+=stood
the ^ati++++=the
adding ^jj+atrb++xvbg+=adding
machine ^nn++++=machine,
, ^zz++++=EXTRAWORD
black ^jj++++=black
and ^cc++++=and
nickel ^nn++++=nickel-plated,
- ^zz++++=EXTRAWORD
plated ^jj+++xvbn+=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
upright ^jj+atrb+++=upright
handle ^nn++++=handle;
; ^zz++++=EXTRAWORD
the ^ati++++=the
red ^jj+atrb+++=red
cashbook ^nn+++??+=cashbook;
; ^zz++++=EXTRAWORD
the ^ati++++=the
green ^nn++++=green
cashbook ^nn+++??+=cashbook;
; ^zz++++=EXTRAWORD
the ^ati++++=the
petty ^jj++++=petty-cash
- ^zz++++=EXTRAWORD
cash ^nn++++=EXTRAWORD
drawer ^nn++++=drawer;
; ^zz++++=EXTRAWORD
the ^ati++++=the
drawer ^nn++++=drawer
containing ^vwbg+++xvbg+=containing
receipts ^nns++++=receipts;
; ^zz++++=EXTRAWORD
the ^ati++++=the
drawer ^nn++++=drawer
containing ^vwbg+++xvbg+=containing
luncheon ^nn++++=luncheon;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
small ^jj++++=small,
, ^zz++++=EXTRAWORD
square ^nn++++=square
mirror ^nn++++=mirror
in ^in++++=in
which ^whp+rel+pied++=which
Horace ^np++++=Horace
examined ^vwbn+++xvbn+=examined
