# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Three ^cd++++=Three
Merchants ^nns+nom+++=Merchants
of ^in++++=of
Wind ^nn++++=Wind
In ^in++++=In
the ^ati++++=the
good ^jj+atrb+++=good
town ^nn++++=town
of ^in++++=of
Tours ^nns++++=Tours,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
Loire ^np+++??+=Loire
slides ^nns++++=slides
past ^jjb++++=past
the ^ati++++=the
quays ^nns++++=quays
with ^in++++=with
the ^ati++++=the
grave ^jj+atrb+++=grave
face ^nn++++=face
of ^in++++=of
a ^at++++=a
counsellor ^nn++++=counsellor
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
heard ^vprf+++xvbnx+=heard
every ^at++++=every
lie ^nn++++=lie
and ^cc++++=and
means ^nn++++=means
to ^to++++=to
repeat ^vbi++++=repeat
none ^rb+cnj+++=none,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
lived ^vprf+++xvbn+=lived,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
reign ^nn++++=reign
of ^in++++=of
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
not ^xnot++not++=not
which ^whp+who+++=which
Louis ^np++++=Louis
for ^in++++=for
kings ^nns++++=kings
are ^vb+ber+aux++=are
changed ^vpsv++agls+xvbnx+=changed
more ^rbr++++=more
often ^rb++++=often
than ^in++++=than
rogues ^nns++++=rogues
a ^at++++=a
certain ^jj+atrb+++=certain
innkeeper ^nn+nom+++=innkeeper
named ^vbd+++xvbn+=named
Mathurin ^np+++??+=Mathurin
Caboche ^np+++??+=Caboche,
, ^zz++++=EXTRAWORD
master ^nn++++=master
of ^in++++=of
the ^ati++++=the
Golden ^jj+atrb+++=Golden
Peacock ^nn++++=Peacock,
, ^zz++++=EXTRAWORD
near ^in+pl+++=near
the ^ati++++=the
faubourg ^np++++=faubourg
of ^in++++=of
Saint ^nn++++=Saint-Symphorien.
- ^zz++++=EXTRAWORD
symphorien ^vb+++xvbn+=EXTRAWORD
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
Mathurin ^np+++??+=Mathurin
was ^vbd+bedz+vrb++=was
prosperous ^jj+pred+++=prosperous,
, ^zz++++=EXTRAWORD
married ^j+++xvbn+=married,
, ^zz++++=EXTRAWORD
broad ^jj++++=broad
in ^in++++=in
the ^ati++++=the
belt ^nn++++=belt,
, ^zz++++=EXTRAWORD
narrow ^jj++++=narrow
in ^in++++=in
the ^ati++++=the
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
so ^rb+emph+++=so
exact ^jj++++=exact
in ^in++++=in
accounts ^nns++++=accounts
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
