# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Breeches ^np+++??+=BREECHES
Of ^in++++=OF
Poissy ^np+++??+=POISSY
# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
A ^at++++=A
True ^jj+atrb+++=True
History ^nn++++=History
Drawn ^vwbn+++xvbn+=Drawn
from ^in++++=from
the ^ati++++=the
Lesser ^jjr++++=Lesser
Cartulary ^np+nom++??+=Cartulary
of ^in++++=of
Saint ^nn++++=Saint-Louis,
- ^zz++++=EXTRAWORD
louis ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
Certain ^jj+atrb+++=Certain
Necessary ^jj+atrb+++=Necessary
Additions ^nns+nom+++=Additions
Concerning ^in++++=Concerning
Fleas ^np+++??+=Fleas,
, ^zz++++=EXTRAWORD
Fasting ^nvbg+++xvbg+=Fasting,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
Sacrament ^nn+nom+++=Sacrament
of ^in++++=of
Matrimony ^nn++++=Matrimony
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
three ^cd++++=three
things ^nns++++=things,
, ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says
an ^at++++=an
ancient ^jj+atrb+++=ancient
proverb ^nn++++=proverb
of ^in++++=of
the ^ati++++=the
le ^&fw++++=le-de-France,
- ^zz++++=EXTRAWORD
de ^&fw++++=EXTRAWORD
- ^zz++++=EXTRAWORD
france ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
can ^md+pos+++=can
never ^rb++++=never
be ^vb+be+aux++=be
wholly ^rb++splt++=wholly
shut ^vpsv++agls+xvbnx+=shut
up ^rp++++=up:
: ^zz++++=EXTRAWORD
smoke ^nn++++=smoke
in ^in++++=in
a ^at++++=a
chimney ^nn++++=chimney,
, ^zz++++=EXTRAWORD
love ^nn++++=love
in ^in++++=in
a ^at++++=a
maiden ^jjb++++=maiden,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
news ^nn++++=news
in ^in++++=in
a ^at++++=a
convent ^nn++++=convent.
. ^zz++++=EXTRAWORD
Whether ^cs+who+++=Whether
this ^dt+dem+++=this
proverb ^nn++++=proverb
was ^vbd+bedz+aux++=was
first ^od++++=first
composed ^vpsv++by+xvbn+=composed
by ^in++++=by
King ^nn++++=King
Philippe ^np+++??+=Philippe
the ^ati++++=the
Long ^jj++++=Long,
, ^zz++++=EXTRAWORD
by ^in++++=by
a ^at++++=a
clerk ^nn++++=clerk
of ^in++++=of
the ^ati++++=the
Ch ^nn++++=Ch
telet ^nn++++=telet,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
by ^in++++=by
some ^dti++++=some
washerwoman ^jj++++=washerwoman
whose ^whp+who+++=whose
daughter ^nn+nom+++=daughter
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
placed ^vpsv++agls+xvbnx+=placed
among ^in++++=among
the ^ati++++=the
good ^jj+atrb+++=good
sisters ^nns+nom+++=sisters
of ^in++++=of
Poissy ^np+++??+=Poissy,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
will ^md+prd+++=will
not ^xnot++not++=not
determine ^vb++++=determine;
; ^zz++++=EXTRAWORD
for ^in++++=for
historians ^nns++++=historians
must ^md+nec+++=must
know ^vb+vprv+++=know
where ^wrb+who+whcl++=where
to ^to++++=to
stop ^vbi++++=stop,
, ^zz++++=EXTRAWORD
particularly ^rb++++=particularly
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
know ^vb+vprv+tht0++=know
nothing ^pn++++=nothing.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
certain ^jj+pred+++=certain
that ^tht+jcmp+++=that
the ^ati++++=the
abbey ^nn++++=abbey
of ^in++++=of
Poissy ^np+++??+=Poissy,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
built ^vwbn+++xvbn+=built
of ^in++++=of
honest ^jj+atrb+++=honest
stone ^nn++++=stone,
, ^zz++++=EXTRAWORD
enclosed ^xvbn+++xvbn+=enclosed
by ^in++++=by
thick ^jj+atrb+++=thick
walls ^nns++++=walls,
, ^zz++++=EXTRAWORD
defended ^xvbn+++xvbn+=defended
by ^in++++=by
a ^at++++=a
great ^jj+atrb+++=great
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
a ^rb++++=a
little ^rb"++++=little
gate ^nn++++=gate,
, ^zz++++=EXTRAWORD
a ^at++++=a
wicket ^nn++++=wicket,
, ^zz++++=EXTRAWORD
two ^cd++++=two
portresses ^nns+nom++??+=portresses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
saint ^nn++++=saint
of ^in++++=of
excellent ^jj+atrb+++=excellent
reputation ^nn+nom+++=reputation,
, ^zz++++=EXTRAWORD
permitted ^j+++xvbn+=permitted
many ^ap++++=many
rumours ^nns++++=rumours
to ^to++++=to
escape ^vbi++++=escape
through ^in++++=through
cracks ^nns++++=cracks
invisible ^jj++++=invisible
to ^in++++=to
the ^ati++++=the
mason ^np++++=mason.
. ^zz++++=EXTRAWORD
Certain ^jj+atrb+++=Certain
malicious ^jj+atrb+++=malicious
persons ^nns++++=persons
declared ^vbd+vpub++xvbn+=declared
that ^tht+vcmp+++=that
the ^ati++++=the
said ^vbd+vpub+tht0+xvbn+=said
rumours ^nns++++=rumours
