# ^zz++++=#
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Hours ^nns++++=Hours
Every ^at++++=Every
morning ^nn++++=morning
at ^in++++=at
eight ^cd++++=eight,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^npl++++=Vale
unlocked ^vbd+++xvbn+=unlocked
the ^ati++++=the
narrow ^jj+atrb+++=narrow
green ^nn++++=green
door ^nn++++=door
between ^in++++=between
the ^ati++++=the
bakery ^nn++++=bakery
and ^cc++++=and
the ^ati++++=the
watchmaker ^jjr+atrb+++=watchmaker's
's ^vbz+bez+vrb++0=EXTRAWORD
shop ^nn++++=shop
and ^cc++++=and
entered ^vbd+++xvbn+=entered
a ^at++++=a
room ^nn++++=room
that ^tht+rel+subj++=that
did ^vbd+dod+aux++=did
not ^xnot++not++=not
appear ^vb+seem+++=appear
on ^in++++=on
any ^dti++++=any
map ^nn++++=map.
. ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
the ^ati++++=the
door ^nn++++=door,
, ^zz++++=EXTRAWORD
a ^at++++=a
brass ^nn++++=brass
sign ^vb++++=sign
read ^vbd+vprv++xvbn+=read:
: ^zz++++=EXTRAWORD
**office ^nn+++??+=**OFFICE
Of ^in++++=OF
Misplaced ^jj+++xvbn+=MISPLACED
Time** ^np+++??+=TIME**
**hours ^vbz+++??+=**Hours
Returned ^vbd+++xvbn+=Returned
When ^wrb+who+++=When
Possible** ^np+++??+=Possible**
Most ^ql+emph+++=Most
people ^nns++++=people
hurried ^vbd+++xvbn+=hurried
past ^jjb++++=past
without ^in++++=without
noticing ^xvbg+++xvbg+=noticing
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
who ^whp+rel+subj++=who
did ^vbd+dod+aux++=did
notice ^vb+vprv+++=notice
assumed ^vbd+vprv+tht0+xvbn+=assumed
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
joke ^nn++++=joke
or ^cc++++=or
an ^at++++=an
eccentric ^jj+atrb+++=eccentric
repair ^nn++++=repair
business ^nns+nom+++=business.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
or ^cc+phrs+++=or
twice ^rb++++=twice
a ^at++++=a
week ^nn++++=week,
, ^zz++++=EXTRAWORD
however ^rb+cnj+++=however,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
stepped ^vbd+++xvbn+=stepped
inside ^jjb++++=inside
carrying ^jj+++xvbg+=carrying
the ^ati++++=the
peculiar ^jj+atrb+++=peculiar
expression ^nn++++=expression
of ^in++++=of
a ^at++++=a
person ^nn++++=person
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
looked ^vprf+++xvbnx+=looked
at ^rb++++=at
a ^at++++=a
clock ^nn++++=clock
and ^cc++++=and
discovered ^vbd+vprv++xvbn+=discovered
something ^pn++++=something
missing ^jj+++xvbg+=missing.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
always ^rb++++=always
knew ^vbd+vprv++xvbn+=knew
them ^pp3o+pp3+++=them
by ^in++++=by
that ^dt+dem+++=that
expression ^nn++++=expression.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
office ^nn++++=office
was ^vbd+bedz+vrb++=was
longer ^rbr++++=longer
than ^in++++=than
the ^ati++++=the
building ^jj+++xvbg+=building
that ^dt+dem+++=that
contained ^vwbn+++xvbn+=contained
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Cabinets ^nns++++=Cabinets
lined ^vbd+++xvbn+=lined
the ^ati++++=the
walls ^nns++++=walls,
, ^zz++++=EXTRAWORD
each ^dt++++=each
drawer ^nn++++=drawer
labeled ^vbd+++xvbn+=labeled
in ^in++++=in
his ^pp$+pp3+++=his
careful ^jj+atrb+++=careful
handwriting ^nn++++=handwriting:
: ^zz++++=EXTRAWORD
**mornings ^vbz+++??+=**MORNINGS
Lost ^vbd+++xvbn+=LOST
To ^in++++=TO
Worry** ^np+++??+=WORRY**
