The ^ati++++=The
Lighthouse ^nn++++=Lighthouse
That ^tht+rel+subj++=That
Remembered ^vbd+vprv++xvbn+=Remembered
On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
the ^ati++++=the
red ^jj+atrb+++=red
door ^nn++++=door,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Vale ^nn++++=Vale
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^ap+down+++=only
person ^nn++++=person
awake ^jj++++=awake
to ^to++++=to
see ^vbi+vprv+++=see
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
stood ^vbd+++xvbnx+=stood
on ^in++++=on
the ^ati++++=the
eastern ^jj+atrb+++=eastern
cliff ^nn++++=cliff
with ^in++++=with
a ^at++++=a
coil ^nn++++=coil
of ^in++++=of
rope ^nn++++=rope
over ^in++++=over
one ^cd1++++=one
shoulder ^nn+nom+++=shoulder,
, ^zz++++=EXTRAWORD
watching ^vbg+++xvbg+=watching
the ^ati++++=the
tide ^nn++++=tide
withdraw ^vb++++=withdraw
from ^in++++=from
the ^ati++++=the
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
Dawn ^nn++++=Dawn
spread ^vbd+++xvbn+=spread
slowly ^rb++++=slowly
across ^in+pl+++=across
the ^ati++++=the
water ^nn++++=water,
, ^zz++++=EXTRAWORD
pale ^nn++++=pale
as ^ql++++=as
milk ^nn++++=milk.
. ^zz++++=EXTRAWORD
Below ^in+pl+++=Below
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
the ^ati++++=the
waves ^nns++++=waves
dragged ^vbd+++xvbn+=dragged
silver ^nn++++=silver
threads ^nns++++=threads
through ^in++++=through
the ^ati++++=the
black ^jj+atrb+++=black
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
behind ^rb+phrv+++=behind
driftwood ^nn+++??+=driftwood,
, ^zz++++=EXTRAWORD
glass ^nn++++=glass
floats ^vbz++++=floats,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
ribbons ^nns++++=ribbons
of ^in++++=of
weed ^nn++++=weed.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
door ^nn++++=door
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
foam ^nn++++=foam.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
tumble ^nn++++=tumble
like ^in++++=like
wreckage ^nn+nom+++=wreckage.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
floated ^vbd+++xvbn+=floated
upright ^jj++++=upright,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
brass ^nn++++=brass
handle ^vb++++=handle
shining ^vbg+++xvbg+=shining,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
water ^nn++++=water
carried ^vbd+++xvbn+=carried
it ^pp3+it+++=it
gently ^rb++++=gently
into ^in++++=into
the ^ati++++=the
narrow ^jj+atrb+++=narrow
cove ^nn++++=cove
beneath ^in+pl+++=beneath
the ^ati++++=the
lighthouse ^nn++++=lighthouse.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
climbed ^vbd+++xvbn+=climbed
down ^rp++++=down
the ^ati++++=the
cliff ^nn++++=cliff
path ^nn++++=path
and ^cc++++=and
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
wet ^jj+atrb+++=wet
sand ^nn++++=sand.
. ^zz++++=EXTRAWORD
Up ^rp++++=Up
close ^rb+cnj+++=close,
, ^zz++++=EXTRAWORD
the ^ati++++=the
door ^nn++++=door
looked ^vbd+++xvbn+=looked
newly ^rb++++=newly
painted ^jj+++xvbn+=painted,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
barnacles ^nns+++??+=barnacles
crowded ^vbd+++xvbn+=crowded
its ^pp$+it+++=its
lower ^jjr+atrb+++=lower
edge ^nn++++=edge.
. ^zz++++=EXTRAWORD
On ^in++++=On
its ^pp$+it+++=its
center ^jjr+atrb+++=center
panel ^nn++++=panel
someone ^pn++++=someone
had ^vbd+hvd+aux++=had
carved ^vprf+++xvbnx+=carved
three ^cd++++=three
words ^nns++++=words:
: ^zz++++=EXTRAWORD
For ^in++++=FOR
Elias ^np+++??+=ELIAS
Vale ^nn++++=VALE.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father's
's ^$++++=EXTRAWORD
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
stared ^vbd+++xvbn+=stared
until ^cs+sub+++=until
a ^at++++=a
wave ^nn++++=wave
washed ^vwbn+++xvbn+=washed
around ^rp++++=around
her ^pp3o+pp3+++=her
boots ^nns++++=boots.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^npl++++=Vale
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
missing ^vbg+++xvbgx+=missing
for ^in++++=for
fifteen ^cd++++=fifteen
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
in ^in++++=in
Bellweather ^np+nom++??+=Bellweather
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
story ^nn++++=story.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
keeper ^nn++++=keeper
of ^in++++=of
Northlight ^np+++??+=Northlight,
, ^zz++++=EXTRAWORD
the ^ati++++=the
stone ^nn++++=stone
lighthouse ^nn++++=lighthouse
that ^tht+rel+subj++=that
stood ^vprf+++xvbn+=stood
above ^jjb++++=above
the ^ati++++=the
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
