# ^zz++++=#
The ^ati++++=The
Lighthouse ^nn++++=Lighthouse
at ^in++++=at
the ^ati++++=the
End ^nn++++=End
of ^in++++=of
the ^ati++++=the
Road ^nn++++=Road
Every ^at++++=Every
night ^nn++++=night,
, ^zz++++=EXTRAWORD
at ^rb++++=at
precisely ^rb++++=precisely
eleven ^cd++++=eleven
minutes ^nns++++=minutes
past ^jjb+atrb+++=past
midnight ^nn++++=midnight,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lighthouse ^nn++++=lighthouse
shone ^vbd+++xvbn+=shone
across ^in+pl+++=across
the ^ati++++=the
mountains ^nns++++=mountains.
. ^zz++++=EXTRAWORD
This ^dt+pdem+++=This
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible
for ^in++++=for
three ^cd++++=three
reasons ^nns++++=reasons.
. ^zz++++=EXTRAWORD
First ^rb+cnj+++=First,
, ^zz++++=EXTRAWORD
the ^ati++++=the
town ^nn++++=town
of ^in++++=of
Bellwether ^np+nom++??+=Bellwether
lay ^vbd+++xvbn+=lay
nearly ^rb+down+++=nearly
three ^cd++++=three
hundred ^cd++++=hundred
miles ^nns++++=miles
from ^in++++=from
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Second ^rb+cnj+++=Second,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lighthouse ^nn++++=lighthouse
stood ^vbd+++xvbn+=stood
in ^in++++=in
a ^at++++=a
wheat ^nn++++=wheat
field ^nn++++=field
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
an ^at++++=an
abandoned ^jj+++xvbn+=abandoned
road ^npl++++=road.
. ^zz++++=EXTRAWORD
Third ^rb+cnj+++=Third,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
lamp ^nn++++=lamp
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dark ^jj++++=dark
for ^in++++=for
forty ^cd++++=forty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
every ^at++++=every
night ^nn++++=night,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pale ^jj+atrb+++=pale
beam ^nn++++=beam
swept ^vwbn+++xvbn+=swept
over ^in++++=over
the ^ati++++=the
sleeping ^jj+atrb++xvbg+=sleeping
town ^nn++++=town,
, ^zz++++=EXTRAWORD
passed ^j+++xvbn+=passed
across ^in+pl+++=across
the ^ati++++=the
clock ^nn++++=clock
tower ^nn++++=tower,
, ^zz++++=EXTRAWORD
touched ^j+++xvbn+=touched
the ^ati++++=the
railway ^nn++++=railway
station ^nn+nom+++=station,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
vanished ^vpsv++agls+xvbn+=vanished
beyond ^in++++=beyond
the ^ati++++=the
northern ^jj+atrb+++=northern
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
Most ^ql+emph+++=Most
people ^nns++++=people
in ^in++++=in
Bellwether ^np+nom++??+=Bellwether
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned
not ^xnot++not++=not
to ^in++++=to
notice ^nn++++=notice.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Venn ^np+++??+=Venn
had ^vb+hv+vrb++=had
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
awake ^jj+pred+++=awake
when ^wrb+who+++=when
the ^ati++++=the
light ^nn++++=light
crossed ^vbd+++xvbn+=crossed
her ^pp$+pp3+++=her
bedroom ^nn++++=bedroom
window ^nn++++=window,
, ^zz++++=EXTRAWORD
illuminating ^jj+++xvbg+=illuminating
the ^ati++++=the
faded ^jj+atrb++xvbn+=faded
paper ^nn++++=paper
stars ^nns++++=stars
on ^in++++=on
the ^ati++++=the
ceiling ^nn+nom+++=ceiling.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
watched ^vbd+++xvbnx+=watched
it ^pp3+it+++=it
slide ^nn++++=slide
over ^in++++=over
the ^ati++++=the
wardrobe ^nn++++=wardrobe,
, ^zz++++=EXTRAWORD
across ^in+pl+++=across
the ^ati++++=the
old ^jj+atrb+++=old
rug ^nn++++=rug,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
onto ^in++++=onto
the ^ati++++=the
photograph ^nn++++=photograph
beside ^in+pl+++=beside
her ^pp$+pp3+++=her
bed ^nn++++=bed.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
