# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Lighthouse ^nn++++=Lighthouse
Keeper ^np++++=Keeper's
's ^$++++=EXTRAWORD
Last ^rb++++=Last
Guest ^nn++++=Guest
On ^in++++=On
the ^ati++++=the
northern ^jj+atrb+++=northern
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
island ^nn++++=island
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
black ^jj+atrb+++=black
cliffs ^nns++++=cliffs
rose ^vbd+++xvbn+=rose
from ^in++++=from
a ^at++++=a
restless ^jj+atrb+++=restless
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
stood ^j+++xvbn+=stood
a ^at++++=a
lighthouse ^nn++++=lighthouse
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
not ^xnot++not++=not
appeared ^vbd+seem++xvbn+=appeared
on ^in++++=on
any ^dti++++=any
map ^nn++++=map
for ^in++++=for
nearly ^rb+down+++=nearly
fifty ^cd++++=fifty
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
tower ^nn++++=tower
was ^vbd+bedz+vrb++=was
narrow ^jj+pred+++=narrow
and ^cc+phrs+++=and
white ^jj++++=white,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
salt ^jj++++=salt
and ^cc++++=and
weather ^nn++++=weather
had ^vbd+hvd+aux++=had
peeled ^vprf+++xvbnx+=peeled
the ^ati++++=the
paint ^nn++++=paint
away ^rp+pl+++=away
in ^in++++=in
long ^jj+atrb+++=long
strips ^nns++++=strips.
. ^zz++++=EXTRAWORD
At ^in++++=At
its ^pp$+it+++=its
top ^jjb++++=top,
, ^zz++++=EXTRAWORD
behind ^in+pl+++=behind
thick ^jj+atrb+++=thick
panes ^nns++++=panes
of ^in++++=of
glass ^nn++++=glass,
, ^zz++++=EXTRAWORD
a ^at++++=a
brass ^nn++++=brass
lamp ^nn++++=lamp
revolved ^vbd+++xvbn+=revolved
every ^at++++=every
night ^nn++++=night.
. ^zz++++=EXTRAWORD
Ships ^nns++++=Ships
passing ^vwbg+++xvbg+=passing
in ^in++++=in
the ^ati++++=the
distance ^nn+nom+++=distance
saw ^vbd+vprv++xvbn+=saw
its ^pp$+it+++=its
beam ^nn++++=beam
sweep ^nn++++=sweep
across ^in+pl+++=across
the ^ati++++=the
water ^nn++++=water
and ^cc++++=and
adjusted ^jj+++xvbn+=adjusted
their ^pp$+pp3+++=their
course ^nn++++=course,
, ^zz++++=EXTRAWORD
believing ^vbg+vprv++xvbg+=believing
it ^pp3+it+++=it
to ^to++++=to
be ^vbi++vrb++=be
one ^pn++++=one
of ^in++++=of
the ^ati++++=the
modern ^jj+atrb+++=modern
electric ^jj+atrb+++=electric
lights ^nns++++=lights
maintained ^vwbn+vpub++xvbn+=maintained
by ^in++++=by
the ^ati++++=the
mainland ^nn++++=mainland.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
the ^ati++++=the
lighthouse ^nn++++=lighthouse
had ^vb+hv+vrb++=had
no ^at++++=no
electricity ^nn+nom+++=electricity.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
its ^pp$+it+++=its
keeper ^nn++++=keeper,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^nn++++=Vale,
, ^zz++++=EXTRAWORD
climbed ^jj+atrb++xvbn+=climbed
one ^cd1++++=one
hundred ^cd++++=hundred
and ^cc++++=and
forty ^cd++++=forty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
iron ^nn++++=iron
steps ^nns++++=steps
each ^dt++++=each
evening ^nn++++=evening
to ^in++++=to
light ^nn++++=light
the ^ati++++=the
lamp ^nn++++=lamp
by ^in++++=by
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
they ^pp3a+pp3+++=they
certainly ^rb++++=certainly
did ^vbd+dod+aux++=did
not ^xnot++not++=not
know ^vb+vprv+++=know
that ^tht+vcmp+++=that
Elias ^np+++??+=Elias
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dead ^jj++++=dead
for ^in++++=for
nine ^cd++++=nine
years ^nns++++=years.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
remembered ^vbd+vprv++xvbnx+=remembered
dying ^vbg+++xvbg+=dying
only ^rb+down+++=only
vaguely ^rb++++=vaguely.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
winter ^nn++++=winter
storm ^nn++++=storm,
, ^zz++++=EXTRAWORD
a ^at++++=a
loose ^jj+atrb+++=loose
slate ^nn++++=slate
on ^in++++=on
the ^ati++++=the
roof ^nn++++=roof,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
