By ^in++++=By
the ^ati++++=the
time ^nn++++=time
the ^ati++++=the
sea ^nn++++=sea
began ^vbd+++xvbn+=began
returning ^vbg+++xvbg+=returning
the ^ati++++=the
letters ^nns+nom+++=letters,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Venn ^np+++??+=Venn
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
postmistress ^nns+nom+++=postmistress
of ^in++++=of
Bellwether ^np+nom++??+=Bellwether
Island ^nn++++=Island
for ^in++++=for
thirty ^cd++++=thirty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
first ^od++++=first
letter ^nn++++=letter
arrived ^vbd+++xvbn+=arrived
on ^in++++=on
a ^at++++=a
windless ^jj+atrb+++=windless
morning ^nn++++=morning
in ^in++++=in
October ^nr++++=October,
, ^zz++++=EXTRAWORD
sealed ^xvbn+++xvbn+=sealed
inside ^jjb++++=inside
a ^at++++=a
green ^jj+atrb+++=green
bottle ^nn++++=bottle
and ^cc++++=and
wedged ^vpsv++agls+xvbn+=wedged
between ^in++++=between
two ^cd++++=two
black ^jj+atrb+++=black
rocks ^nns++++=rocks
below ^in+pl+++=below
the ^ati++++=the
lighthouse ^nn++++=lighthouse.
. ^zz++++=EXTRAWORD
Niko ^np+++??+=Niko
Bell ^nn++++=Bell,
, ^zz++++=EXTRAWORD
the ^ati++++=the
baker ^nn++++=baker's
's ^vbz+bez+vrb++0=EXTRAWORD
youngest ^jjt+atrb+++=youngest
son ^nn++++=son,
, ^zz++++=EXTRAWORD
found ^j+++xvbn+=found
it ^pp3+it+++=it
while ^cs+sub+++=while
hunting ^nvbg+++xvbg+=hunting
for ^in++++=for
crabs ^nns+++??+=crabs.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
brought ^vbd+++xvbnx+=brought
it ^pp3+it+++=it
to ^in++++=to
the ^ati++++=the
post ^nn++++=post
office ^nn++++=office,
, ^zz++++=EXTRAWORD
dripping ^vbg+++xvbg+=dripping
seawater ^jjr++++=seawater
across ^in+pl+++=across
the ^ati++++=the
floorboards ^nns++++=floorboards.
. ^zz++++=EXTRAWORD
" ^zz++++="Miss
miss ^npt++++=EXTRAWORD
Venn ^np++++=Venn,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
breathless ^jj++++=breathless
with ^in++++=with
discovery ^nn+nom+++=discovery,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
ocean ^nn++++=ocean
sent ^vbd+++xvbn+=sent
you ^pp2+pp2+++=you
something ^pn++++=something."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
adjusted ^vwbn+++xvbn+=adjusted
her ^pp3o+pp3+++=her
spectacles ^nns++++=spectacles.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bottle ^nn++++=bottle
was ^vbd+bedz+vrb++=was
old ^jj+pred+++=old,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
glass ^nn++++=glass
clouded ^vbd+++xvbn+=clouded
and ^cc+phrs+++=and
scarred ^vbd+++xvbn+=scarred.
. ^zz++++=EXTRAWORD
A ^at++++=A
skin ^nn++++=skin
of ^in++++=of
salt ^nn++++=salt
covered ^vbd+++xvbn+=covered
the ^ati++++=the
cork ^nn++++=cork.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside,
, ^zz++++=EXTRAWORD
curled ^j+++xvbn+=curled
tightly ^rb++++=tightly
as ^in++++=as
a ^at++++=a
sleeping ^jj+atrb++xvbg+=sleeping
moth ^nn++++=moth,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
an ^at++++=an
envelope ^nn++++=envelope.
. ^zz++++=EXTRAWORD
" ^zz++++="Did
did ^vbd+dod+aux++=EXTRAWORD
you ^pp2+pp2+++=you
open ^vb++++=open
it ^pp3+it+++=it?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
Niko ^np+++??+=Niko
looked ^vbd+++xvbn+=looked
offended ^xvbn+++xvbn+=offended.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
on ^in++++=on
Bellwether ^np+nom++??+=Bellwether
knew ^vbd+vprv++xvbn+=knew
that ^tht+vcmp+++=that
Mara ^np+++??+=Mara
considered ^vwbn+vprv++xvbn+=considered
opening ^nvbg+++xvbg+=opening
another ^dt++++=another
person ^nn++++=person's
's ^$++++=EXTRAWORD
mail ^nn++++=mail
the ^ati++++=the
lowest ^jjt+atrb+++=lowest
form ^nn++++=form
of ^in++++=of
theft ^nn++++=theft.
. ^zz++++=EXTRAWORD
" ^zz++++="It
it ^pp3+it+++=EXTRAWORD
has ^vbz+hvz+vrb++=has
your ^pp$+pp2+++=your
name ^nn++++=name
on ^in++++=on
it ^pp3+it+++=it,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
true ^jj+pred+++=true.
. ^zz++++=EXTRAWORD
Written ^j+++xvbn+=Written
across ^in+pl+++=across
the ^ati++++=the
envelope ^nn++++=envelope,
, ^zz++++=EXTRAWORD
in ^in++++=in
faded ^jj+atrb++xvbn+=faded
blue ^jj+atrb+++=blue
ink ^nn++++=ink,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
the ^ati++++=the
words ^nns++++=words:
: ^zz++++=EXTRAWORD
Mara ^np+++??+=MARA
Venn ^np+++??+=VENN
Post ^nn++++=POST
Office ^nn++++=OFFICE
Bellwether ^np+nom++??+=BELLWETHER
Island ^nn++++=ISLAND
The ^ati++++=The
handwriting ^nn++++=handwriting
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
her ^pp$+pp3+++=her
husband ^nn++++=husband.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
knew ^vbd+vprv++xvbn+=knew
it ^pp3+it+++=it
at ^rb++++=at
once ^rb"+tm+++=once,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
Elias ^np+++??+=Elias
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dead ^jj++++=dead
for ^in++++=for
twenty ^cd++++=twenty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
sent ^vbd+++xvbnx+=sent
Niko ^np+++??+=Niko
home ^nr++++=home
with ^in++++=with
a ^at++++=a
cinnamon ^nn++++=cinnamon
sweet ^nn++++=sweet
and ^cc++++=and
locked ^vbd+++xvbn+=locked
the ^ati++++=the
post ^nn++++=post
office ^nn++++=office
door ^nn++++=door.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
behind ^in+pl+++=behind
the ^ati++++=the
counter ^nn++++=counter,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bottle ^nn++++=bottle
before ^in++++=before
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
listening ^jj+++xvbg+=listening
to ^in++++=to
the ^ati++++=the
clock ^nn++++=clock
above ^in+pl+++=above
the ^ati++++=the
pigeonholes ^nns+++??+=pigeonholes.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
had ^vbd+hvd+aux++=had
possessed ^vprf+++xvbnx+=possessed
an ^at++++=an
untidy ^jj+atrb+++=untidy
hand ^nn++++=hand.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
letters ^nns+nom+++=letters
leaned ^vbd+++xvbn+=leaned
forward ^rb++++=forward
as ^cs+sub+++=as
if ^cs+cnd+++=if
eager ^jj++++=eager
to ^to+jcmp+++=to
reach ^vbi++++=reach
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
every ^at++++=every
sentence ^nn+nom+++=sentence.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
never ^rb++++=never
closed ^vbd+++xvbn+=closed
an ^at++++=an
" ^zz++++="o"
o ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
completely ^rb+cnj+++=completely,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
capital ^nn++++=capital
E ^zz++++=E
resembled ^vbd+++xvbn+=resembled
a ^at++++=a
ladder ^nn++++=ladder
missing ^vwbg+++xvbg+=missing
a ^at++++=a
rung ^nn++++=rung.
. ^zz++++=EXTRAWORD
The ^ati++++=The
handwriting ^nn++++=handwriting
on ^in++++=on
