# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Rain ^nn++++=Rain
In ^in++++=In
the ^ati++++=the
town ^nn++++=town
of ^in++++=of
Bellwether ^np+nom++??+=Bellwether,
, ^zz++++=EXTRAWORD
rain ^nn++++=rain
was ^vbd+bedz+aux++=was
never ^rb++splt++=never
allowed ^vb++pmd"+xvbnx+=allowed
to ^to+vcmp+pmd++=to
fall ^vb++++=fall
without ^in++++=without
a ^at++++=a
name ^nn++++=name.
. ^zz++++=EXTRAWORD
A ^at++++=A
light ^nn++++=light
spring ^vb++++=spring
shower ^nn++++=shower
might ^md+pos+++=might
be ^vb+be+aux++=be
called ^vpsv++agls+xvbnx+=called
a ^at++++=a
Mercy ^nn++++=Mercy,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
a ^at++++=a
sudden ^jj+atrb+++=sudden
summer ^nn++++=summer
downpour ^nn++++=downpour
was ^vbd+bedz+aux++=was
often ^rb++splt++=often
recorded ^vpsv++agls+xvbnx+=recorded
as ^ql++++=as
a ^at++++=a
Quarrel ^nn++++=Quarrel.
. ^zz++++=EXTRAWORD
Drizzle ^vb++++=Drizzle
that ^dt+dem+++=that
lingered ^jj+++xvbn+=lingered
for ^in++++=for
days ^nns++++=days
was ^vbd+bedz+vrb++=was
a ^at++++=a
Grey ^np++++=Grey
Guest ^nn++++=Guest.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
rain ^nn++++=rain
came ^vbd+++xvbn+=came
while ^cs+sub+++=while
the ^ati++++=the
sun ^nn++++=sun
was ^vbd+bedz+aux++=was
shining ^vbg+++xvbgx+=shining,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
known ^vpsv++agls+xvbnx+=known
as ^ql++++=as
a ^at++++=a
Fox ^np++++=Fox's
's ^$++++=EXTRAWORD
Wedding ^nn++++=Wedding,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
one ^cd1++++=one
remembered ^vbd+vprv++xvbn+=remembered
why ^wrb+who+whcl++=why.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
kind ^rb++++=kind
of ^rb"++++=of
rain ^nn++++=rain
had ^vb+hv+vrb++=had
its ^pp$+it+++=its
own ^ap++++=own
symbol ^nn++++=symbol,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
every ^at++++=every
symbol ^nn++++=symbol
belonged ^vbd+++xvbn+=belonged
on ^in++++=on
a ^at++++=a
map ^nn++++=map.
. ^zz++++=EXTRAWORD
For ^in++++=For
forty ^cd++++=forty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
years ^nns++++=years,
, ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
Vale ^npl++++=Vale
had ^vbd+hvd+aux++=had
served ^vprf+++xvbnx+=served
as ^ql++++=as
Bellwether ^np+nom+++=Bellwether's
's ^$++++=EXTRAWORD
official ^jj+atrb+++=official
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Rain ^nn++++=Rain.
. ^zz++++=EXTRAWORD
From ^in++++=From
a ^at++++=a
narrow ^jj+atrb+++=narrow
office ^nn++++=office
above ^in+pl+++=above
the ^ati++++=the
clockmaker ^jjr+atrb+++=clockmaker's
's ^vbz+bez+vrb++0=EXTRAWORD
shop ^nn++++=shop,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
drew ^vbd+++xvbnx+=drew
each ^dt++++=each
storm ^nn++++=storm
in ^in++++=in
blue ^jj++++=blue-black
- ^zz++++=EXTRAWORD
black ^jj+atrb+++=EXTRAWORD
ink ^nn++++=ink
upon ^in++++=upon
sheets ^nns++++=sheets
of ^in++++=of
waxed ^vbd+++xvbn+=waxed
paper ^nn++++=paper.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
marked ^vbd+++xvbnx+=marked
where ^wrb+who+++=where
it ^pp3+it+++=it
began ^vbd+++xvbn+=began,
, ^zz++++=EXTRAWORD
