# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Forgotten ^vbn+vprv++xvbn+=Forgotten
Roads ^nns++++=Roads
Every ^at++++=Every
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
market ^nn++++=market
bells ^nns++++=bells
rang ^vbd+++xvbn+=rang,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^npl++++=Vale
unlocked ^vbd+++xvbn+=unlocked
the ^ati++++=the
blue ^jj+atrb+++=blue
door ^nn++++=door
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
Candle ^nn++++=Candle
Street ^nn++++=Street
and ^cc++++=and
waited ^vpsv++agls+xvbn+=waited
for ^in++++=for
the ^ati++++=the
roads ^nns++++=roads
to ^to++++=to
arrive ^vbi++++=arrive.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
came ^vbd+++xvbnx+=came
rolled ^vbd+++xvbn+=rolled
inside ^jjb+atrb+++=inside
brass ^nn++++=brass
tubes ^nns++++=tubes,
, ^zz++++=EXTRAWORD
folded ^j+++xvbn+=folded
into ^in++++=into
envelopes ^nns++++=envelopes,
, ^zz++++=EXTRAWORD
scratched ^xvbn+++xvbn+=scratched
on ^in++++=on
bark ^nn++++=bark,
, ^zz++++=EXTRAWORD
painted ^j+++xvbn+=painted
on ^in++++=on
silk ^nn++++=silk,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
simply ^rb++++=simply
remembered ^vbd+vprv++xvbn+=remembered
aloud ^rb++++=aloud
by ^in++++=by
travelers ^nns+nom+++=travelers
who ^whp+rel+subj++=who
had ^vb+hv+vrb++=had
nowhere ^rb+pl+++=nowhere
else ^rb+cnj+++=else
to ^to++++=to
take ^vbi++++=take
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished
beneath ^in+pl+++=beneath
reservoirs ^np++++=reservoirs.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
swallowed ^vpsv++by+xvbnx+=swallowed
by ^in++++=by
forests ^nns++++=forests,
, ^zz++++=EXTRAWORD
abandoned ^j+++xvbn+=abandoned
after ^in++++=after
wars ^nns++++=wars,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
erased ^vbd+++xvbn+=erased
when ^wrb+who+++=when
kings ^npt++++=kings
changed ^vbd+++xvbn+=changed
borders ^nns+nom+++=borders
with ^in++++=with
a ^at++++=a
stroke ^nn++++=stroke
of ^in++++=of
ink ^nn++++=ink.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
recorded ^vbd+++xvbn+=recorded
them ^pp3o+pp3+++=them
all ^rb++++=all.
. ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
his ^pp$+pp3+++=his
door ^nn++++=door
hung ^vbd+++xvbn+=hung
a ^at++++=a
sign ^nn++++=sign:
: ^zz++++=EXTRAWORD
**elias ^vbz+++??+=**ELIAS
Vale ^npl++++=VALE,
, ^zz++++=EXTRAWORD
Cartographer** ^np+++??+=CARTOGRAPHER**
**roads ^vbz+++??+=**ROADS
Found ^vbd+vprv++xvbn+=FOUND,
, ^zz++++=EXTRAWORD
Lost ^j+++xvbn+=LOST,
, ^zz++++=EXTRAWORD
And ^cc+cls+++=AND
Remembered** ^np+++??+=REMEMBERED**
Most ^ql+emph+++=Most
people ^nns++++=people
laughed ^vbd+++xvbn+=laughed
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
read ^vbd+vprv+tht0+xvbnx+=read
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
A ^at++++=A
road ^nn++++=road,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
