The ^ati++++=The
Last ^jj+atrb+++=Last
Lantern ^nn++++=Lantern
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather
Every ^at++++=Every
evening ^nn++++=evening
at ^in++++=at
six ^cd++++=six,
, ^zz++++=EXTRAWORD
whether ^cs+who+++=whether
the ^ati++++=the
sky ^nn++++=sky
was ^vbd+bedz+vrb++=was
clear ^jj+pred+++=clear
or ^cc+phrs+++=or
heavy ^jj++++=heavy
with ^in++++=with
rain ^nn++++=rain,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^npl++++=Vale
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
hill ^nn++++=hill
to ^in++++=to
light ^jj++++=light
the ^ati++++=the
lantern ^nn++++=lantern
in ^in++++=in
the ^ati++++=the
abandoned ^jj+atrb++xvbn+=abandoned
railway ^nn++++=railway
station ^nn+nom+++=station.
. ^zz++++=EXTRAWORD
Bellweather ^np+nom++??+=Bellweather
Station ^nn+nom+++=Station
had ^vb+hv+aux++=had
not ^xnot++not++=not
welcomed ^vbd+++xvbn+=welcomed
a ^at++++=a
train ^nn++++=train
in ^in++++=in
twenty ^cd++++=twenty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Weeds ^nns++++=Weeds
grew ^vbd+++xvbn+=grew
between ^in++++=between
the ^ati++++=the
tracks ^nns++++=tracks,
, ^zz++++=EXTRAWORD
the ^ati++++=the
ticket ^nn++++=ticket
office ^nn++++=office
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
dust ^nn++++=dust
and ^cc++++=and
damp ^jj+atrb+++=damp
timber ^nn++++=timber,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
family ^nn++++=family
of ^in++++=of
swallows ^nn++++=swallows
nested ^vbd+++xvbn+=nested
above ^jjb++++=above
the ^ati++++=the
faded ^jj+atrb++xvbn+=faded
timetable ^nn++++=timetable.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
the ^ati++++=the
brass ^nn++++=brass
clock ^nn++++=clock
over ^in++++=over
the ^ati++++=the
platform ^nn++++=platform
still ^rb++++=still
kept ^vbd+++xvbn+=kept
perfect ^jj+atrb+++=perfect
time ^nn++++=time,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
green ^nn++++=green
signal ^nn++++=signal
lamp ^nn++++=lamp
beside ^in+pl+++=beside
the ^ati++++=the
western ^jj+atrb+++=western
tunnel ^nn++++=tunnel
still ^rb+atrb+++=still
