By ^in++++=By
the ^ati++++=the
time ^nn++++=time
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
the ^ati++++=the
first ^rb++++=first
bell ^nn++++=bell,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Vale ^npl++++=Vale
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
keeper ^nn++++=keeper
of ^in++++=of
the ^ati++++=the
drowned ^jj+atrb++xvbn+=drowned
town ^nn++++=town
for ^in++++=for
eleven ^cd++++=eleven
years ^nns++++=years.
. ^zz++++=EXTRAWORD
The ^ati++++=The
bell ^nn++++=bell
appeared ^vbd+seem++xvbn+=appeared
at ^rb++++=at
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
hanging ^vbg+++xvbg+=hanging
from ^in++++=from
the ^ati++++=the
crooked ^jj+atrb+++=crooked
branch ^nn++++=branch
of ^in++++=of
an ^at++++=an
ash ^nn++++=ash
tree ^nn++++=tree
above ^jjb++++=above
the ^ati++++=the
northern ^jj+atrb+++=northern
beach ^npl++++=beach.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
no ^at++++=no
larger ^nn++++=larger
than ^in++++=than
a ^at++++=a
kettle ^nn++++=kettle,
, ^zz++++=EXTRAWORD
green ^nn++++=green
with ^in++++=with
age ^nn++++=age,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
filled ^vpsv++agls+xvbn+=filled
to ^in++++=to
its ^pp$+it+++=its
bronze ^jj+atrb+++=bronze
lip ^nn++++=lip
with ^in++++=with
seawater ^nn++++=seawater.
. ^zz++++=EXTRAWORD
No ^at++++=No
rope ^nn++++=rope
held ^vbd+vprv++xvbn+=held
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
No ^at++++=No
footprints ^nns++++=footprints
marked ^vbd+++xvbn+=marked
the ^ati++++=the
wet ^jj+atrb+++=wet
sand ^nn++++=sand
beneath ^in+pl+++=beneath
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
when ^wrb+who+++=when
the ^ati++++=the
wind ^nn++++=wind
moved ^vbd+++xvbn+=moved
through ^in++++=through
the ^ati++++=the
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bell ^nn++++=bell
rang ^vbd+++xvbn+=rang
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
softly ^rb+cnj+++=softly,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
silver ^nn++++=silver
fish ^nns++++=fish
leaped ^vbd+++xvbn+=leaped
from ^in++++=from
its ^pp$+it+++=its
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
watched ^vbd+++xvbn+=watched
the ^ati++++=the
fish ^nn++++=fish
disappear ^vb+seem+++=disappear
into ^in++++=into
the ^ati++++=the
grass ^nn++++=grass.
. ^zz++++=EXTRAWORD
" ^zz++++="Well,"
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said,
, ^zz++++=EXTRAWORD
because ^cs+cos+++=because
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
no ^at++++=no
one ^cd1++++=one
nearby ^jjb++++=nearby
to ^to++++=to
hear ^vbi+vprv+++=hear
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
is ^vbz+bez+vrb++=is
new ^jj+pred+++=new."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
took ^vbd+++xvbnx+=took
off ^rb+phrv+++=off
her ^pp3o+pp3+++=her
boots ^nns++++=boots,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
the ^ati++++=the
tree ^nn++++=tree,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
lifted ^vbd+++xvbn+=lifted
the ^ati++++=the
bell ^nn++++=bell
down ^rp++++=down.
. ^zz++++=EXTRAWORD
An ^at++++=An
inscription ^nn+nom+++=inscription
circled ^vbd+++xvbn+=circled
its ^pp$+it+++=its
rim ^nn++++=rim.
. ^zz++++=EXTRAWORD
For ^in++++=FOR
All ^abn++++=ALL
We ^pp1a+pp1+++=WE
Have ^vb+hv+aux++=HAVE
Forgotten ^vprf+++xvbnx+=FORGOTTEN.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
seen ^vprf+++xvbnx+=seen
it ^pp3+it+++=it
in ^in++++=in
a ^at++++=a
photograph ^nn++++=photograph
taken ^vwbn+++xvbn+=taken
before ^in++++=before
the ^ati++++=the
flood ^nn++++=flood,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
town ^nn++++=town
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather
had ^vb+hv+aux++=had
still ^rb++splt++=still
stood ^vprf+++xvbnx+=stood
in ^in++++=in
the ^ati++++=the
valley ^nn++++=valley
below ^rb++++=below
the ^ati++++=the
cliffs ^nns++++=cliffs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
photograph ^nn++++=photograph
showed ^vbd+vprv++xvbn+=showed
the ^ati++++=the
schoolhouse ^nn+++??+=schoolhouse,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
stone ^nn++++=stone
walls ^nns++++=walls
white ^jj++++=white
in ^in++++=in
summer ^nn++++=summer,
, ^zz++++=EXTRAWORD
with ^in++++=with
children ^nns++++=children
arranged ^vwbn+vsua++xvbn+=arranged
on ^in++++=on
the ^ati++++=the
steps ^nns++++=steps.
. ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
them ^pp3o+pp3+++=them
hung ^vbd+++xvbn+=hung
this ^dt+dem+++=this
same ^ap++++=same
bell ^nn++++=bell.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
children ^nns++++=children
in ^in++++=in
the ^ati++++=the
front ^jjb+atrb+++=front
row ^nn++++=row
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
Mara ^np++++=Mara's
's ^$++++=EXTRAWORD
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
The ^ati++++=The
sea ^nn++++=sea
had ^vbd+hvd+aux++=had
swallowed ^vprf+++xvbnx+=swallowed
Bellweather ^np+nom++??+=Bellweather
sixty ^cd++++=sixty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
years ^nns++++=years
ago ^rb+cnj+++=ago,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
maps ^nns++++=maps
insisted ^vbd+vpub+tht0+xvbn+=insisted
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
a ^at++++=a
reservoir ^nn++++=reservoir,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
a ^at++++=a
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Engineers ^nns+nom+++=Engineers
had ^vbd+hvd+aux++=had
dammed ^vprf+++xvbnx+=dammed
the ^ati++++=the
river ^nn++++=river
at ^rb++++=at
the ^ati++++=the
valley ^npl++++=valley's
's ^$++++=EXTRAWORD
mouth ^nn++++=mouth,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
water ^nn++++=water
had ^vbd+hvd+aux++=had
risen ^vwbn+++xvbn+=risen
over ^in++++=over
lanes ^nns++++=lanes,
, ^zz++++=EXTRAWORD
gardens ^nns++++=gardens,
, ^zz++++=EXTRAWORD
chimneys ^nns++++=chimneys,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
graves ^nns++++=graves.
. ^zz++++=EXTRAWORD
The ^ati++++=The
villagers ^nns+nom+++=villagers
were ^vbd+bed+aux++=were
moved ^vpsv++agls+xvbnx+=moved
to ^in++++=to
new ^jj+atrb+++=new
houses ^nns++++=houses
on ^in++++=on
higher ^jjr+atrb+++=higher
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
Bellweather ^np+nom++??+=Bellweather
became ^vbd+++xvbn+=became
Bellweather ^np+nom++??+=Bellweather
Lake ^nn++++=Lake,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
Lake ^nn++++=Lake
Orison ^np+++??+=Orison,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
the ^ati++++=the
old ^jj+atrb+++=old
dam ^nn++++=dam
cracked ^vbd+++xvbn+=cracked
and ^cc++++=and
saltwater ^jjr++++=saltwater
forced ^jj+++xvbn+=forced
its ^pp$+it+++=its
way ^nn++++=way
upriver ^jjr++++=upriver,
