The ^ati++++=The
first ^od++++=first
map ^vb++++=map
of ^in++++=of
rain ^nn++++=rain
arrived ^vbd+++xvbn+=arrived
folded ^vwbn+++xvbn+=folded
inside ^jjb++++=inside
a ^at++++=a
blue ^jj+atrb+++=blue
envelope ^nn++++=envelope.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
found ^vbd+vprv++xvbn+=found
it ^pp3+it+++=it
on ^in++++=on
the ^ati++++=the
counter ^nn++++=counter
of ^in++++=of
the ^ati++++=the
town ^nn++++=town's
's ^$++++=EXTRAWORD
only ^ap+down+++=only
post ^nn++++=post
office ^nn++++=office,
, ^zz++++=EXTRAWORD
beneath ^in+pl+++=beneath
a ^at++++=a
stack ^nn++++=stack
of ^in++++=of
unpaid ^jj+atrb+++=unpaid
electricity ^nn+nom+++=electricity
bills ^nns++++=bills
and ^cc++++=and
a ^at++++=a
parcel ^nn++++=parcel
addressed ^vbd+++xvbn+=addressed
to ^in++++=to
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
dead ^jj++++=dead
for ^in++++=for
eleven ^cd++++=eleven
years ^nns++++=years.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
no ^at++++=no
stamp ^nn++++=stamp,
, ^zz++++=EXTRAWORD
no ^at++++=no
return ^vb++++=return
address ^nns+nom+++=address,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
name ^nn++++=name
on ^in++++=on
the ^ati++++=the
envelope ^nn++++=envelope.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
a ^at++++=a
sentence ^nn+nom+++=sentence
written ^vbd+++xvbn+=written
in ^in++++=in
silver ^nn++++=silver
ink ^nn++++=ink:
: ^zz++++=EXTRAWORD
**for ^nn++++=**For
the ^ati++++=the
person ^nn++++=person
who ^whp+rel+subj++=who
still ^rb++++=still
remembers ^nns+nom+++=remembers
the ^ati++++=the
river.** ^nn+++??+=river.**
Mara ^np+++??+=Mara
remembered ^vwbn+vprv++xvbn+=remembered
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
Everyone ^pn++++=Everyone
in ^in++++=in
Bellwether ^np+nom++??+=Bellwether
remembered ^vwbn+vprv++xvbn+=remembered
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
technically ^rb++++=technically.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
remembered ^vbd+vprv++xvbnx+=remembered
where ^wrb+who+whcl++=where
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
run ^vprf+++xvbnx+=run,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
it ^pp3+it+++=it
had ^vb+hv+vrb++=had
curved ^jj++++=curved
through ^in++++=through
the ^ati++++=the
valley ^nn++++=valley
like ^in++++=like
a ^at++++=a
loosened ^jj+atrb++xvbn+=loosened
ribbon ^nn++++=ribbon,
, ^zz++++=EXTRAWORD
how ^wrb+who+++=how
the ^ati++++=the
old ^jj+atrb+++=old
bridge ^npl++++=bridge
had ^vb+hv+aux++=had
once ^cs+tm+++=once
joined ^vprf+++xvbn+=joined
the ^ati++++=the
market ^nn++++=market
square ^nn++++=square
to ^in++++=to
the ^ati++++=the
southern ^jj+atrb+++=southern
orchards ^nns++++=orchards.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Mara ^np+++??+=Mara
remembered ^vwbn+vprv++xvbn+=remembered
more ^rbr++++=more
than ^in++++=than
the ^ati++++=the
riverbed ^jj+++xvbn+=riverbed,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
choked ^jj+++xvbn+=choked
with ^in++++=with
thistles ^nns++++=thistles
and ^cc++++=and
pale ^jj+atrb+++=pale
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
water ^nn++++=water.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
kneeling ^vbg+nom++xvbg+=kneeling
at ^rb++++=at
the ^ati++++=the
bank ^nn++++=bank
as ^ql++++=as
a ^at++++=a
child ^nn++++=child,
, ^zz++++=EXTRAWORD
sleeves ^nns++++=sleeves
rolled ^vbd+++xvbn+=rolled
to ^in++++=to
her ^pp$+pp3+++=her
elbows ^nns++++=elbows,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
her ^pp3o+pp3+++=her
brother ^npt++++=brother
Tomas ^np+++??+=Tomas
tried ^vbd+++xvbn+=tried
to ^to+vcmp+++=to
catch ^vbi++++=catch
minnows ^nns++++=minnows
in ^in++++=in
a ^at++++=a
glass ^nn++++=glass
jar ^nn++++=jar.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv+tht0+xvbnx+=remembered
their ^pp$+pp3+++=their
mother ^nn++++=mother
calling ^vwbg+++xvbg+=calling
them ^pp3o+pp3+++=them
home ^nr++++=home
at ^in++++=at
dusk ^nn++++=dusk.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
remembered ^vbd+vprv++xvbnx+=remembered
the ^ati++++=the
river ^nn++++=river
making ^vwbg+++xvbg+=making
a ^at++++=a
low ^jj++++=low,
, ^zz++++=EXTRAWORD
patient ^nn++++=patient
sound ^jj++++=sound
in ^in++++=in
the ^ati++++=the
dark ^nn++++=dark.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+aux++=had
not ^xnot++not++=not
rained ^vprf+++xvbn+=rained
in ^in++++=in
Bellwether ^np+nom++??+=Bellwether
for ^in++++=for
twenty ^cd++++=twenty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
turned ^vbd+++xvbn+=turned
the ^ati++++=the
envelope ^nn++++=envelope
over ^in++++=over
and ^cc++++=and
listened ^vpsv++agls+xvbn+=listened
to ^in++++=to
the ^ati++++=the
quiet ^jj+atrb+++=quiet
post ^nn++++=post
office ^nn++++=office.
. ^zz++++=EXTRAWORD
Dust ^nn++++=Dust
floated ^vbd+++xvbn+=floated
in ^in++++=in
the ^ati++++=the
bars ^nns++++=bars
of ^in++++=of
morning ^nn++++=morning
light ^nn++++=light.
. ^zz++++=EXTRAWORD
Outside ^jjb++++=Outside,
, ^zz++++=EXTRAWORD
a ^at++++=a
cart ^np++++=cart
creaked ^vbd+++xvbn+=creaked
past ^jjb++++=past,
, ^zz++++=EXTRAWORD
carrying ^vbg+++xvbg+=carrying
six ^cd++++=six
barrels ^nns++++=barrels
from ^in++++=from
the ^ati++++=the
municipal ^jj++++=municipal
well ^rb++++=well.
. ^zz++++=EXTRAWORD
Two ^cd++++=Two
women ^nns++++=women
argued ^vwbn+vpub++xvbn+=argued
over ^in++++=over
their ^pp$+pp3+++=their
ration ^nn++++=ration
cards ^nns++++=cards.
. ^zz++++=EXTRAWORD
Somewhere ^rb++++=Somewhere
a ^at++++=a
dog ^nn++++=dog
barked ^vbd+++xvbn+=barked
once ^rb+cnj+++=once,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then
gave ^vbd+++xvbn+=gave
up ^rb+phrv+++=up.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
opened ^vbd+++xvbn+=opened
the ^ati++++=the
envelope ^nn++++=envelope.
. ^zz++++=EXTRAWORD
Inside ^jjb++++=Inside
was ^vbd+bedz+vrb++=was
a ^at++++=a
sheet ^nn++++=sheet
of ^in++++=of
thin ^jj+atrb+++=thin
paper ^nn++++=paper
covered ^vbd+++xvbn+=covered
in ^in++++=in
black ^jj+atrb+++=black
lines ^nns++++=lines.
. ^zz++++=EXTRAWORD
At ^rb++++=At
first ^rb"++++=first
she ^pp3a+pp3+++=she
took ^vbd+++xvbnx+=took
it ^pp3+it+++=it
for ^in++++=for
a ^at++++=a
map ^nn++++=map
of ^in++++=of
the ^ati++++=the
valley ^nn++++=valley,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
the ^ati++++=the
hills ^nns++++=hills
were ^vbd+bed+aux++=were
drawn ^vpsv++agls+xvbnx+=drawn
in ^in++++=in
the ^ati++++=the
wrong ^jj+atrb+++=wrong
places ^nns++++=places,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
roads ^npl++++=roads
moved ^vbd+++xvbn+=moved
in ^in++++=in
impossible ^jj+atrb+++=impossible
loops ^nns++++=loops.
. ^zz++++=EXTRAWORD
Small ^jj+atrb+++=Small
symbols ^nns++++=symbols
resembling ^vwbg+++xvbg+=resembling
teardrops ^nns+++??+=teardrops
clustered ^vbd+++xvbn+=clustered
around ^in++++=around
the ^ati++++=the
western ^jj+atrb+++=western
edge ^nn++++=edge.
. ^zz++++=EXTRAWORD
A ^at++++=A
red ^jj+atrb+++=red
line ^nn++++=line
ran ^vbd+++xvbn+=ran
from ^in++++=from
those ^dt+dem+++=those
symbols ^nns++++=symbols
to ^in++++=to
Bellwether ^np+nom++??+=Bellwether.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
bottom ^jjb+atrb+++=bottom
corner ^nn++++=corner,
, ^zz++++=EXTRAWORD
someone ^pn++++=someone
had ^vbd+hvd+aux++=had
written ^vprf+++xvbnx+=written:
: ^zz++++=EXTRAWORD
**rainfall ^vb+++??+=**Rainfall
expected ^vbd+vprv++xvbn+=expected
on ^in++++=on
the ^ati++++=the
seventh ^od++++=seventh
day ^nn++++=day,
, ^zz++++=EXTRAWORD
if ^cs+cnd+++=if
the ^ati++++=the
road ^npl++++=road
remains ^nns++++=remains
unbroken.** ^nn+++??+=unbroken.**
Beneath ^in+pl+++=Beneath
that ^dt+pdem+++=that
was ^vbd+bedz+vrb++=was
a ^at++++=a
signature ^nn++++=signature.
. ^zz++++=EXTRAWORD
**elias ^vbz+++??+=**Elias
Vale ^npl++++=Vale,
, ^zz++++=EXTRAWORD
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Weather** ^np+++??+=Weather**
Mara ^np+++??+=Mara
read ^vbd+vprv++xvbn+=read
it ^pp3+it+++=it
three ^cd++++=three
times ^nns++++=times.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
she ^pp3a+pp3+++=she
laughed ^vbd+++xvbnx+=laughed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
joyful ^jj+atrb+++=joyful
sound ^nn++++=sound.
. ^zz++++=EXTRAWORD
In ^in++++=In
Bellwether ^np+nom++??+=Bellwether,
, ^zz++++=EXTRAWORD
promises ^nns++++=promises
of ^in++++=of
rain ^nn++++=rain
were ^vbd+bed+vrb++=were
a ^at++++=a
familiar ^jj++++=familiar
kind ^rb++++=kind
of ^rb"++++=of
cruelty ^nn++++=cruelty.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
few ^ap++++=few
years ^nns++++=years
a ^at++++=a
wandering ^jj+atrb++xvbg+=wandering
preacher ^nn+nom+++=preacher
predicted ^vbd+vpub++xvbn+=predicted
a ^at++++=a
storm ^nn++++=storm.
. ^zz++++=EXTRAWORD
Merchants ^nns+nom+++=Merchants
sold ^vwbn+++xvbn+=sold
silver ^nn++++=silver
rods ^nns++++=rods
said ^vbd+vpub++xvbn+=said
to ^to+vcmp+++=to
attract ^vbi++++=attract
clouds ^nns++++=clouds.
. ^zz++++=EXTRAWORD
Once ^rb+cnj+++=Once,
, ^zz++++=EXTRAWORD
the ^ati++++=the
mayor ^npt++++=mayor
had ^vbd+hvd+aux++=had
paid ^vprf+++xvbnx+=paid
an ^at++++=an
engineer ^nn+nom+++=engineer
to ^in++++=to
fire ^nn++++=fire
cannonballs ^nns+++??+=cannonballs
into ^in++++=into
the ^ati++++=the
sky ^nn++++=sky.
. ^zz++++=EXTRAWORD
The ^ati++++=The
cannonballs ^nn++++=cannonballs
returned ^vbd+++xvbn+=returned.
. ^zz++++=EXTRAWORD
The ^ati++++=The
clouds ^nns++++=clouds
did ^vbd+dod+vrb++=did
not ^xnot++not++=not.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
almost ^rb+hdg+++=almost
tore ^vbd+++xvbn+=tore
the ^ati++++=the
map ^nn++++=map
in ^in++++=in
half ^nn++++=half.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
before ^cs+sub+++=before
she ^pp3a+pp3+++=she
could ^md+pos+++=could,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
noticed ^vbd+vprv+tht0+xvbnx+=noticed
something ^pn++++=something
else ^rb+cnj+++=else:
: ^zz++++=EXTRAWORD
a ^at++++=a
tiny ^jj++++=tiny
drawing ^jj+++xvbg+=drawing
near ^in+pl+++=near
the ^ati++++=the
northern ^jj+atrb+++=northern
ridge ^nn++++=ridge.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
showed ^vbd+vprv++xvbn+=showed
a ^at++++=a
stone ^nn++++=stone
watchtower ^jjr++++=watchtower
with ^in++++=with
a ^at++++=a
crack ^nn++++=crack
down ^in++++=down
the ^ati++++=the
middle ^nn++++=middle.
. ^zz++++=EXTRAWORD
The ^ati++++=The
tower ^npl++++=tower
existed ^vbd+++xvbn+=existed.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stood ^vbd+++xvbn+=stood
three ^cd++++=three
miles ^nns++++=miles
beyond ^in++++=beyond
town ^nn++++=town,
, ^zz++++=EXTRAWORD
abandoned ^j+++xvbn+=abandoned
since ^cs+sub+++=since
before ^cs+sub+++=before
Mara ^np+++??+=Mara
was ^vbd+bedz+aux++=was
born ^vpsv++agls+xvbnx+=born.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
appeared ^vbd+seem++xvbn+=appeared
on ^in++++=on
no ^at++++=no
official ^nn++++=official
map ^vb++++=map
because ^cs+cos+++=because
the ^ati++++=the
old ^jj+atrb+++=old
surveyors ^nns++++=surveyors
had ^vbd+hvd+aux++=had
considered ^vprf+++xvbnx+=considered
it ^pp3+it+++=it
useless ^jj++++=useless.
. ^zz++++=EXTRAWORD
Tomas ^np+++??+=Tomas
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
her ^pp$+pp3+++=her
there ^rn+pl+++=there
once ^cs+tm+++=once,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
