# ^zz++++=#
The ^ati++++=The
Keeper ^nn++++=Keeper
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Hours ^nns++++=Hours
Every ^at++++=Every
morning ^nn++++=morning
at ^in++++=at
six ^cd++++=six,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^npl++++=Vale
unlocked ^vbd+++xvbn+=unlocked
the ^ati++++=the
clock ^nn++++=clock
shop ^nn++++=shop
on ^in++++=on
Bellweather ^np+nom++??+=Bellweather
Street ^nn++++=Street
and ^cc++++=and
listened ^vpsv++agls+xvbn+=listened
to ^in++++=to
the ^ati++++=the
city ^nn++++=city
begin ^vb++++=begin.
. ^zz++++=EXTRAWORD
First ^rb++++=First
came ^vbd+++xvbn+=came
the ^ati++++=the
milk ^nn++++=milk
carts ^nns+++??+=carts,
, ^zz++++=EXTRAWORD
their ^pp$+pp3+++=their
wheels ^nns++++=wheels
whispering ^vwbg+++xvbg+=whispering
over ^in++++=over
wet ^jj+atrb+++=wet
stones ^nns++++=stones.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
bakers ^nns++++=bakers
opened ^vbd+++xvbn+=opened
their ^pp$+pp3+++=their
doors ^nns++++=doors,
, ^zz++++=EXTRAWORD
releasing ^jj+atrb++xvbg+=releasing
warm ^jj+atrb+++=warm
clouds ^nns++++=clouds
of ^in++++=of
yeast ^nn++++=yeast
and ^cc++++=and
cinnamon ^nn++++=cinnamon.
. ^zz++++=EXTRAWORD
At ^rb++++=At
seven ^cd++++=seven,
, ^zz++++=EXTRAWORD
the ^ati++++=the
factory ^nn++++=factory
whistles ^nns++++=whistles
called ^vbd+++xvbn+=called
people ^nns++++=people
east ^np+pl+++=east
toward ^in++++=toward
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
By ^in++++=By
eight ^cd++++=eight,
, ^zz++++=EXTRAWORD
the ^ati++++=the
streetcars ^nn++++=streetcars
rattled ^vwbn+++xvbn+=rattled
past ^jjb++++=past
his ^pp$+pp3+++=his
window ^nn++++=window,
, ^zz++++=EXTRAWORD
full ^jj++++=full
of ^in++++=of
clerks ^nns++++=clerks,
, ^zz++++=EXTRAWORD
teachers ^nns+nom+++=teachers,
, ^zz++++=EXTRAWORD
nurses ^nns++++=nurses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
children ^nns++++=children
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
forgotten ^vprf+++xvbnx+=forgotten
their ^pp$+pp3+++=their
homework ^nn++++=homework.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
knew ^vbd+vprv++xvbn+=knew
the ^ati++++=the
order ^nn++++=order
of ^in++++=of
these ^dt+dem+++=these
sounds ^nns++++=sounds
better ^jjr++++=better
than ^cs+sub+++=than
he ^pp3a+pp3+++=he
knew ^vbd+vprv++xvbnx+=knew
most ^ql+emph+++=most
faces ^nns++++=faces.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
repaired ^vprf+++xvbnx+=repaired
clocks ^nns++++=clocks
for ^in++++=for
forty ^cd++++=forty-two
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
time ^nn++++=time,
, ^zz++++=EXTRAWORD
to ^in++++=to
him ^pp3o+pp3+++=him,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
river ^nn++++=river
or ^cc++++=or
a ^at++++=a
