# ^zz++++=#
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Roads ^nns++++=Roads
Every ^at++++=Every
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
bells ^nns++++=bells
of ^in++++=of
Saint ^nn++++=Saint
Orra ^np+++??+=Orra
struck ^vbd+++xvbn+=struck
six ^cd++++=six,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^npl++++=Vale
walked ^vbd+++xvbn+=walked
to ^in++++=to
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
the ^ati++++=the
city ^nn++++=city
and ^cc++++=and
drew ^vbd+++xvbn+=drew
a ^at++++=a
road ^npl++++=road
that ^tht+rel+obj++=that
no ^at++++=no
longer ^rbr++++=longer
existed ^vbd+++xvbn+=existed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
kept ^vbd+++xvbnx+=kept
his ^pp$+pp3+++=his
maps ^nns++++=maps
in ^in++++=in
a ^at++++=a
narrow ^jj+atrb+++=narrow
shop ^nn++++=shop
between ^in++++=between
a ^at++++=a
bakery ^nn++++=bakery
and ^cc++++=and
a ^at++++=a
locksmith ^nn+++??+=locksmith's,
's, ^nn+++??+=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
buildings ^nns++++=buildings
leaned ^vbd+++xvbn+=leaned
together ^nn+nom+++=together
as ^cs+sub+++=as
though ^cs+sub+++=though
exchanging ^vbg+++xvbg+=exchanging
secrets ^nns++++=secrets.
. ^zz++++=EXTRAWORD
Above ^in+pl+++=Above
the ^ati++++=the
door ^nn++++=door
hung ^vbd+++xvbn+=hung
a ^at++++=a
wooden ^nn++++=wooden
sign ^vb++++=sign
painted ^vbd+++xvbn+=painted
with ^in++++=with
a ^at++++=a
compass ^nn++++=compass
rose ^vbd+++xvbn+=rose
and ^cc++++=and
the ^ati++++=the
words ^nns++++=words:
: ^zz++++=EXTRAWORD
**elias ^vbz+++??+=**ELIAS
Vale ^npl++++=VALE
Maps ^nns++++=MAPS
Of ^in++++=OF
Places ^nn++++=PLACES
Found ^vbd+vprv++xvbn+=FOUND
And ^cc++++=AND
Forgotten** ^np+++??+=FORGOTTEN**
Most ^ql+emph+++=Most
customers ^nns+nom+++=customers
came ^vbd+++xvbn+=came
for ^in+ppvb+++=for
ordinary ^jj+atrb+++=ordinary
reasons ^nns++++=reasons.
. ^zz++++=EXTRAWORD
Sailors ^nns++++=Sailors
wanted ^vbd+++xvbn+=wanted
charts ^nns++++=charts
of ^in++++=of
the ^ati++++=the
southern ^jj+atrb+++=southern
shoals ^nns++++=shoals.
. ^zz++++=EXTRAWORD
Merchants ^nns+nom+++=Merchants
wanted ^vbd+++xvbn+=wanted
the ^ati++++=the
shortest ^jjt+atrb+++=shortest
route ^nn++++=route
through ^in++++=through
the ^ati++++=the
copper ^nn++++=copper
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
Newly ^rb++++=Newly
married ^xvbn+++xvbn+=married
couples ^nns++++=couples
wanted ^vbd+++xvbn+=wanted
decorative ^jj+atrb+++=decorative
maps ^nns++++=maps
of ^in++++=of
the ^ati++++=the
city ^nn++++=city,
, ^zz++++=EXTRAWORD
with ^in++++=with
their ^pp$+pp3+++=their
first ^od++++=first
home ^nr++++=home
marked ^vwbn+++xvbn+=marked
by ^in++++=by
a ^at++++=a
red ^jj+atrb+++=red
heart ^nn++++=heart.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
accepted ^vbd+++xvbn+=accepted
each ^dt++++=each
commission ^nn++++=commission,
, ^zz++++=EXTRAWORD
sharpened ^j+++xvbn+=sharpened
his ^pp$+pp3+++=his
pencils ^nns++++=pencils,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
worked ^vpsv++agls+xvbn+=worked
with ^in++++=with
the ^ati++++=the
careful ^jj+atrb+++=careful
patience ^nn+nom+++=patience
of ^in++++=of
a ^at++++=a
man ^nn++++=man
