The ^ati++++=The
town ^nn++++=town
of ^in++++=of
Bellwether ^np+nom++??+=Bellwether
had ^vb+hv+aux++=had
not ^xnot++not++=not
heard ^vprf+++xvbn+=heard
its ^pp$+it+++=its
clock ^nn++++=clock
strike ^nn++++=strike
in ^in++++=in
forty ^cd++++=forty-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
years ^nns++++=years.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
stood ^vbd+++xvbn+=stood
above ^jjb++++=above
the ^ati++++=the
market ^nn++++=market
square ^nn++++=square,
, ^zz++++=EXTRAWORD
a ^at++++=a
stone ^nn++++=stone
tower ^nn++++=tower
blackened ^jj++++=blackened
by ^in++++=by
rain ^nn++++=rain
and ^cc++++=and
chimney ^nn++++=chimney
smoke ^nn++++=smoke.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
four ^cd++++=four
faces ^nns++++=faces
showed ^vbd+vprv++xvbn+=showed
four ^cd++++=four
different ^jj+atrb+++=different
times ^nns++++=times.
. ^zz++++=EXTRAWORD
Sparrows ^nns++++=Sparrows
nested ^vbd+++xvbn+=nested
behind ^in+pl+++=behind
the ^ati++++=the
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
ivy ^nn++++=ivy
covered ^vbd+++xvbn+=covered
the ^ati++++=the
western ^jj+atrb+++=western
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^rb+tm+++=once
each ^dt++++=each
summer ^nn++++=summer
the ^ati++++=the
mayor ^nn++++=mayor
hired ^vbd+++xvbn+=hired
boys ^nns++++=boys
to ^to++++=to
climb ^vbi++++=climb
halfway ^rb++++=halfway
up ^rp++++=up
and ^cc++++=and
pull ^vb++++=pull
out ^rp+pl+++=out
the ^ati++++=the
weeds ^nns++++=weeds.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
knew ^vbd+vprv++xvbn+=knew
why ^wrb+who+whcl++=why
the ^ati++++=the
bell ^nn++++=bell
had ^vbd+hvd+aux++=had
fallen ^vprf+++xvbn+=fallen
silent ^jj++++=silent.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
said ^vbd+vpub+tht0+xvbn+=said
lightning ^nn++++=lightning
had ^vbd+hvd+aux++=had
cracked ^vprf+++xvbnx+=cracked
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
blamed ^jj+++xvbn+=blamed
the ^ati++++=the
old ^jj++++=old
clockmaker ^jjr++++=clockmaker,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^nn++++=Vale,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
disappeared ^vprf+++xvbnx+=disappeared
the ^ati++++=the
same ^ap++++=same
night ^nn++++=night
the ^ati++++=the
final ^jj+atrb+++=final
chime ^nn++++=chime
rang ^vbd+++xvbn+=rang.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Vale ^npl++++=Vale
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
up ^rp++++=up
beneath ^in+pl+++=beneath
that ^dt+dem+++=that
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
lived ^vbd+++xvbnx+=lived
with ^in+ppvb+++=with
her ^pp3o+pp3+++=her
father ^npt++++=father
in ^in++++=in
a ^at++++=a
narrow ^jj+atrb+++=narrow
house ^npl++++=house
at ^rb++++=at
the ^ati++++=the
edge ^nn++++=edge
of ^in++++=of
town ^nn++++=town,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
road ^npl++++=road
bent ^vbd+++xvbn+=bent
toward ^in++++=toward
the ^ati++++=the
northern ^jj+atrb+++=northern
hills ^nns++++=hills.
. ^zz++++=EXTRAWORD
Their ^pp$+pp3+++=Their
workshop ^nn++++=workshop
occupied ^vbd+++xvbn+=occupied
the ^ati++++=the
ground ^nn++++=ground
floor ^nn++++=floor.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
smelled ^vbd+++xvbn+=smelled
of ^in++++=of
metal ^nn++++=metal
filings ^nns+nom+++=filings,
, ^zz++++=EXTRAWORD
lamp ^nn++++=lamp
oil ^nn++++=oil,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
cedar ^nn++++=cedar
boxes ^nns++++=boxes
in ^in++++=in
which ^whp+rel+pied++=which
her ^pp3o+pp3+++=her
father ^npt++++=father
delivered ^vwbn+++xvbn+=delivered
repaired ^vbd+++xvbn+=repaired
watches ^vbz++++=watches.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
Vale ^nn++++=Vale
was ^vbd+bedz+vrb++=was
the ^ati++++=the
finest ^jjt++++=finest
clockmaker ^jjr++++=clockmaker
in ^in++++=in
Bellwether ^np+nom++??+=Bellwether
and ^cc++++=and,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in++++=to
Jonas ^np+++??+=Jonas,
, ^zz++++=EXTRAWORD
the ^ati++++=the
second ^od++++=second
finest ^jjt++++=finest
in ^in++++=in
the ^ati++++=the
history ^nn++++=history
of ^in++++=of
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
finest ^jjt++++=finest
was ^vbd+bedz+vrb++=was
your ^pp$+pp2+++=your
grandfather ^nn+nom+++=grandfather,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
would ^md+prd+++=would
say ^vb+vpub+++=say
whenever ^nn+nom+++=whenever
a ^at++++=a
customer ^nn+nom+++=customer
praised ^vbd+++xvbn+=praised
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
" ^zz++++="Elias
elias ^nns+++??+=EXTRAWORD
could ^md+pos+++=could
hear ^vb+vprv+++=hear
a ^at++++=a
bent ^jj+atrb++xvbn+=bent
gear ^nn++++=gear
from ^in++++=from
across ^in+pl+++=across
a ^at++++=a
room ^nn++++=room."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vb+hv+aux++=had
never ^rb++splt++=never
met ^vprf+++xvbnx+=met
Elias ^np+++??+=Elias,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
his ^pp$+pp3+++=his
name ^nn++++=name
filled ^vbd+++xvbn+=filled
the ^ati++++=the
workshop ^nn++++=workshop
like ^in++++=like
the ^ati++++=the
steady ^jj++++=steady
ticking ^jj+++xvbg+=ticking
of ^in++++=of
the ^ati++++=the
clocks ^nns++++=clocks.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
tools ^nns++++=tools
remained ^vbd+++xvbn+=remained
in ^in++++=in
a ^at++++=a
locked ^jj+atrb++xvbn+=locked
cabinet ^nn++++=cabinet.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
notebooks ^nns++++=notebooks
occupied ^vbd+++xvbn+=occupied
the ^ati++++=the
highest ^jjt+atrb+++=highest
shelf ^nn++++=shelf.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
him ^pp3o+pp3+++=him
with ^in++++=with
pride ^nn++++=pride,
, ^zz++++=EXTRAWORD
anger ^nn++++=anger,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
longing ^nvbg+++xvbg+=longing,
, ^zz++++=EXTRAWORD
often ^rb++++=often
in ^in++++=in
the ^ati++++=the
same ^ap++++=same
sentence ^nn+nom+++=sentence.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
Mara ^np+++??+=Mara
turned ^vbd+++xvbn+=turned
seventeen ^cd++++=seventeen,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
found ^vbd+vprv++xvbnx+=found
a ^at++++=a
small ^jj+atrb+++=small
brass ^nn++++=brass
key ^jjb++++=key
beneath ^in+pl+++=beneath
her ^pp$+pp3+++=her
pillow ^nn++++=pillow.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
lay ^vbd+++xvbn+=lay
beside ^in+pl+++=beside
a ^at++++=a
folded ^jj+atrb++xvbn+=folded
piece ^nn++++=piece
of ^in++++=of
paper ^nn++++=paper
bearing ^vwbg+++xvbg+=bearing
three ^cd++++=three
words ^nns++++=words
in ^in++++=in
her ^pp3o+pp3+++=her
father ^npt++++=father's
's ^$++++=EXTRAWORD
handwriting ^nn++++=handwriting:
: ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
cabinet ^nn++++=cabinet.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
hurried ^vbd+++xvbn+=hurried
downstairs ^jjb++++=downstairs.
. ^zz++++=EXTRAWORD
Jonas ^np+++??+=Jonas
was ^vbd+bedz+vrb++=was
at ^rb++++=at
the ^ati++++=the
workbench ^nn+++??+=workbench,
, ^zz++++=EXTRAWORD
polishing ^vbg+++xvbg+=polishing
the ^ati++++=the
glass ^nn++++=glass
face ^nn++++=face
of ^in++++=of
a ^at++++=a
silver ^nn++++=silver
watch ^vb++++=watch.
. ^zz++++=EXTRAWORD
" ^zz++++="You're
you ^pp2+pp2+++=EXTRAWORD
're ^vb+ber+aux++0=EXTRAWORD
giving ^vbg+++xvbgx+=giving
me ^pp1o+pp1+++=me
Grandfather ^np+nom+++=Grandfather's
's ^$++++=EXTRAWORD
tools ^nns++++=tools?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="I'm
i ^pp1a+pp1+++=EXTRAWORD
'm ^vb+bem+aux++0=EXTRAWORD
giving ^vbg+++xvbgx+=giving
you ^pp2+pp2+++=you
permission ^nn++++=permission
to ^to+ncmp+++=to
open ^vbi++++=open
a ^at++++=a
door ^nn++++=door,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
replied ^vbd+vpub++xvbnx+=replied.
. ^zz++++=EXTRAWORD
" ^zz++++="What
what ^wdt+who+++=EXTRAWORD
you ^pp2+pp2+++=you
find ^vb+vprv+++=find
behind ^in+pl+++=behind
