On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
the ^ati++++=the
road ^nn++++=road,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Vale ^nn++++=Vale
was ^vbd+bedz+vrb++=was
the ^ati++++=the
first ^od++++=first
person ^nn++++=person
to ^to++++=to
walk ^vbi++++=walk
across ^in+pl+++=across
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
For ^in++++=For
seventy ^cd++++=seventy-three
- ^zz++++=EXTRAWORD
three ^cd++++=EXTRAWORD
years ^nns++++=years,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
coast ^nn++++=coast
road ^npl++++=road
had ^vbd+hvd+aux++=had
lain ^vprf+++xvbn+=lain
beneath ^in+pl+++=beneath
the ^ati++++=the
gray ^np++++=gray
water ^nn++++=water
of ^in++++=of
Bellwether ^np+nom++??+=Bellwether
Bay ^nn++++=Bay.
. ^zz++++=EXTRAWORD
At ^rb++++=At
low ^jj+atrb+++=low
tide ^nn++++=tide,
, ^zz++++=EXTRAWORD
fishermen ^nns++++=fishermen
sometimes ^rb++++=sometimes
claimed ^vwbn+vpub+tht0+xvbn+=claimed
they ^pp3a+pp3+++=they
could ^md+pos+++=could
see ^vb+vprv+++=see
the ^ati++++=the
white ^jj+atrb+++=white
center ^jjr+atrb+++=center
line ^nn++++=line
flickering ^jj++++=flickering
below ^rb++++=below
their ^pp$+pp3+++=their
boats ^nns++++=boats,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
one ^cd1++++=one
believed ^vbd+vprv++xvbn+=believed
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
The ^ati++++=The
maps ^nns++++=maps
showed ^vbd+vprv++xvbn+=showed
only ^rb+down+++=only
water ^nn++++=water.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
grew ^vbd+++xvbn+=grew
up ^rp++++=up
hearing ^vbg+vprv++xvbg+=hearing
that ^tht+vcmp+++=that
the ^ati++++=the
road ^npl++++=road
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
connected ^vprf+++xvbnx+=connected
the ^ati++++=the
village ^nn+nom+++=village
of ^in++++=of
Haven ^nn++++=Haven
with ^in++++=with
the ^ati++++=the
lighthouse ^nn++++=lighthouse
on ^in++++=on
Saint ^nn++++=Saint
Orison ^np++++=Orison's
's ^$++++=EXTRAWORD
Point ^nn++++=Point,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
flood ^nn++++=flood
swallowed ^vbd+++xvbn+=swallowed
the ^ati++++=the
salt ^jj+atrb+++=salt
marsh ^npl++++=marsh,
, ^zz++++=EXTRAWORD
the ^ati++++=the
orchards ^nns++++=orchards,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
twelve ^cd++++=twelve
miles ^nns++++=miles
of ^in++++=of
asphalt ^nn++++=asphalt
in ^in++++=in
a ^at++++=a
single ^jj+atrb+++=single
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
without ^in++++=without
warning ^nn++++=warning,
, ^zz++++=EXTRAWORD
the ^ati++++=the
sea ^nn++++=sea
withdrew ^vbd+++xvbn+=withdrew.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
did ^vbd+dod+vrb++=did
not ^xnot++not++=not
retreat ^nn++++=retreat
like ^in++++=like
a ^at++++=a
tide ^nn++++=tide.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
seemed ^vbd+seem++xvbn+=seemed
to ^to+vcmp+++=to
exhale ^vbi+++??+=exhale.
. ^zz++++=EXTRAWORD
By ^in++++=By
dawn ^nn++++=dawn,
, ^zz++++=EXTRAWORD
the ^ati++++=the
bay ^npl++++=bay
had ^vbd+hvd+aux++=had
emptied ^vprf+++xvbnx+=emptied
beyond ^in++++=beyond
the ^ati++++=the
horizon ^nn++++=horizon,
, ^zz++++=EXTRAWORD
leaving ^vbg+++xvbg+=leaving
boats ^nns++++=boats
tilted ^vbd+++xvbn+=tilted
in ^in++++=in
the ^ati++++=the
mud ^nn++++=mud
and ^cc++++=and
fish ^nns++++=fish
gasping ^vwbg+++xvbg+=gasping
in ^in++++=in
silver ^nn++++=silver
pools ^nns++++=pools.
. ^zz++++=EXTRAWORD
Far ^rb+pl+++=Far
out ^rp+pl+++=out
on ^in++++=on
the ^ati++++=the
dark ^nn++++=dark
seabed ^vbd+++xvbn+=seabed,
, ^zz++++=EXTRAWORD
the ^ati++++=the
old ^jj+atrb+++=old
road ^npl++++=road
emerged ^vbd+++xvbn+=emerged,
, ^zz++++=EXTRAWORD
cracked ^j+++xvbn+=cracked
but ^cc+phrs+++=but
unmistakable ^jj++++=unmistakable,
, ^zz++++=EXTRAWORD
stretching ^vbg+++xvbg+=stretching
toward ^in++++=toward
the ^ati++++=the
lighthouse ^nn++++=lighthouse.
. ^zz++++=EXTRAWORD
The ^ati++++=The
church ^npl++++=church
bell ^nn++++=bell
began ^vbd+++xvbn+=began
ringing ^vbg+++xvbg+=ringing
at ^rb++++=at
six ^cd++++=six.
. ^zz++++=EXTRAWORD
By ^in++++=By
six ^cd++++=six
fifteen ^cd++++=fifteen,
, ^zz++++=EXTRAWORD
nearly ^rb+down+++=nearly
everyone ^pn++++=everyone
in ^in++++=in
Haven ^npl++++=Haven
stood ^vbd+++xvbn+=stood
along ^in++++=along
the ^ati++++=the
harbor ^nn++++=harbor
wall ^nn++++=wall.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
stared ^vbd+++xvbnx+=stared
at ^rb++++=at
the ^ati++++=the
exposed ^jj+++xvbn+=exposed
bay ^npl++++=bay
and ^cc++++=and
murmured ^vpsv++agls+xvbn+=murmured
about ^in++++=about
earthquakes ^nns++++=earthquakes,
, ^zz++++=EXTRAWORD
punishment ^nn+nom+++=punishment,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
the ^ati++++=the
world ^nn++++=world.
. ^zz++++=EXTRAWORD
Some ^dti++++=Some
took ^vbd+++xvbn+=took
photographs ^nns++++=photographs.
. ^zz++++=EXTRAWORD
Others ^aps++++=Others
packed ^jj+++xvbn+=packed
their ^pp$+pp3+++=their
cars ^nns++++=cars.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
did ^vbd+dod+vrb++=did
neither ^dt++neg++=neither.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
put ^vbd+++xvbnx+=put
on ^rb+phrv+++=on
her ^pp$+pp3+++=her
red ^jj+atrb+++=red
coat ^nn++++=coat,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
over ^in++++=over
the ^ati++++=the
harbor ^nn++++=harbor
wall ^nn++++=wall,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
stepped ^vpsv++agls+xvbn+=stepped
onto ^in++++=onto
the ^ati++++=the
mud ^nn++++=mud.
. ^zz++++=EXTRAWORD
Her ^pp3o+pp3+++=Her
father ^npt++++=father
shouted ^vbd+vpub++xvbn+=shouted
after ^in++++=after
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
" ^zz++++="Mara!
mara ^nn+++??+=EXTRAWORD
! ^zz++++=EXTRAWORD
Come ^vb++++=Come
back ^jjb++++=back!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
pretended ^vbd+vprv++xvbnx+=pretended
not ^xnot++not++=not
to ^to++++=to
hear ^vbi+vprv+++=hear.
. ^zz++++=EXTRAWORD
The ^ati++++=The
mud ^nn++++=mud
dragged ^vbd+++xvbn+=dragged
at ^rb++++=at
her ^pp3o+pp3+++=her
boots ^nns++++=boots
until ^cs+sub+++=until
she ^pp3a+pp3+++=she
reached ^vbd+++xvbnx+=reached
the ^ati++++=the
road ^nn++++=road.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There,
, ^zz++++=EXTRAWORD
the ^ati++++=the
walking ^xvbg+++xvbg+=walking
became ^vbd+++xvbn+=became
easier ^jjr++++=easier.
. ^zz++++=EXTRAWORD
Barnacles ^np+++??+=Barnacles
covered ^vbd+++xvbn+=covered
the ^ati++++=the
faded ^jj+atrb++xvbn+=faded
asphalt ^nn++++=asphalt,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
strings ^nns++++=strings
of ^in++++=of
seaweed ^nn++++=seaweed
lay ^vbd+++xvbn+=lay
across ^in+pl+++=across
it ^pp3+it+++=it
like ^in++++=like
abandoned ^vbd+++xvbn+=abandoned
green ^npl++++=green
ribbons ^nns++++=ribbons.
. ^zz++++=EXTRAWORD
Crabs ^np+++??+=Crabs
hurried ^vbd+++xvbn+=hurried
into ^in++++=into
fractures ^nns++++=fractures
as ^ql++++=as
she ^pp3a+pp3+++=she
passed ^vbd+++xvbnx+=passed.
. ^zz++++=EXTRAWORD
Behind ^in+pl+++=Behind
her ^pp$+pp3+++=her,
, ^zz++++=EXTRAWORD
voices ^nns++++=voices
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
village ^nn+nom+++=village.
. ^zz++++=EXTRAWORD
Ahead ^rb+pl+++=Ahead
stood ^vbd+++xvbn+=stood
Saint ^nn++++=Saint
Orison ^np++++=Orison's
's ^$++++=EXTRAWORD
lighthouse ^nn++++=lighthouse,
, ^zz++++=EXTRAWORD
seven ^cd++++=seven
miles ^nns++++=miles
away ^rp+pl+++=away.
. ^zz++++=EXTRAWORD
Its ^pp$+it+++=Its
lamp ^nn++++=lamp
was ^vbd+bedz+aux++=was
burning ^vbg+++xvbgx+=burning.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
was ^vbd+bedz+vrb++=was
impossible ^jj+pred+++=impossible.
. ^zz++++=EXTRAWORD
No ^at++++=No
keeper ^nn++++=keeper
had ^vbd+hvd+aux++=had
lived ^vprf+++xvbnx+=lived
there ^rn+pl+++=there
since ^in++++=since
the ^ati++++=the
flood ^nn++++=flood.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
knew ^vbd+vprv++xvbn+=knew
because ^cs+cos+++=because
her ^pp3o+pp3+++=her
grandmother ^nn+nom+++=grandmother
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
the ^ati++++=the
last ^ap++++=last.
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
name ^nn++++=name
was ^vbd+bedz+vrb++=was
Elianor ^np+++??+=Elianor
Vale ^nn++++=Vale,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
everyone ^pn++++=everyone
had ^vbd+hvd+aux++=had
called ^vprf+++xvbnx+=called
her ^pp$+pp3+++=her
Nell ^np++++=Nell.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
night ^nn++++=night
the ^ati++++=the
water ^nn++++=water
rose ^vbd+++xvbn+=rose,
, ^zz++++=EXTRAWORD
Nell ^np++++=Nell
had ^vbd+hvd+aux++=had
remained ^vprf+++xvbnx+=remained
in ^in++++=in
the ^ati++++=the
lighthouse ^nn++++=lighthouse
while ^cs+sub+++=while
the ^ati++++=the
people ^nn++++=people
of ^in++++=of
Haven ^nn++++=Haven
fled ^vbd+++xvbn+=fled
to ^in++++=to
higher ^jjr+atrb+++=higher
ground ^nn++++=ground.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
kept ^vprf+++xvbnx+=kept
the ^ati++++=the
lamp ^nn++++=lamp
burning ^vwbg+++xvbg+=burning
until ^cs+sub+++=until
the ^ati++++=the
storm ^nn++++=storm
swallowed ^vbd+++xvbn+=swallowed
the ^ati++++=the
electric ^jj+atrb+++=electric
lines ^nns++++=lines.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lighthouse ^nn++++=lighthouse
still ^rb++++=still
stood ^vbd+++xvbn+=stood,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Nell ^np++++=Nell
was ^vbd+bedz+aux++=was
gone ^vpsv++agls+xvbnx+=gone.
