On ^in++++=On
the ^ati++++=the
morning ^nn++++=morning
the ^ati++++=the
sea ^npl++++=sea
returned ^vbd+++xvbn+=returned
the ^ati++++=the
church ^npl++++=church
bell ^nn++++=bell,
, ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Venn ^np+++??+=Venn
was ^vbd+bedz+aux++=was
repairing ^vbg+++xvbgx+=repairing
a ^at++++=a
clock ^nn++++=clock
that ^tht+rel+subj++=that
had ^vb+hv+aux++=had
never ^rb++splt++=never
told ^vprf+++xvbnx+=told
the ^ati++++=the
truth ^nn++++=truth.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
a ^at++++=a
wedding ^nn++++=wedding
clock ^nn++++=clock,
, ^zz++++=EXTRAWORD
all ^abn++++=all
white ^jj+atrb+++=white
enamel ^nn++++=enamel
and ^cc++++=and
painted ^xvbn+++xvbn+=painted
roses ^nns++++=roses,
, ^zz++++=EXTRAWORD
made ^j+++xvbn+=made
a ^at++++=a
century ^nn++++=century
ago ^rb++++=ago
for ^in++++=for
a ^at++++=a
bride ^nn++++=bride
who ^whp+rel+obj++=who
drowned ^jj+++xvbn+=drowned
before ^in++++=before
reaching ^xvbg+++xvbg+=reaching
the ^ati++++=the
island ^nn++++=island.
. ^zz++++=EXTRAWORD
Every ^at++++=Every
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
instead ^rb+cnj+++=instead
of ^in++++=of
chiming ^xvbg+++xvbg+=chiming
the ^ati++++=the
correct ^jj+atrb+++=correct
number ^nn++++=number,
, ^zz++++=EXTRAWORD
it ^pp3+it+++=it
struck ^vbd+++xvbn+=struck
thirteen ^cd++++=thirteen
times ^nns++++=times.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vbd+hvd+aux++=had
replaced ^vprf+++xvbnx+=replaced
its ^pp$+it+++=its
gears ^nns++++=gears,
, ^zz++++=EXTRAWORD
cleaned ^xvbn+++xvbn+=cleaned
its ^pp$+it+++=its
springs ^nns++++=springs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
even ^cs+sub+++=even
removed ^vprf+++xvbn+=removed
the ^ati++++=the
tiny ^jj+atrb+++=tiny
brass ^nn++++=brass
hammer ^nn++++=hammer,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
still ^rb+cnj+++=still,
, ^zz++++=EXTRAWORD
precisely ^rb++++=precisely
at ^in++++=at
seven ^cd++++=seven
minutes ^nns++++=minutes
past ^jjb++++=past
each ^dt++++=each
hour ^nn++++=hour,
, ^zz++++=EXTRAWORD
the ^ati++++=the
clock ^nn++++=clock
struck ^vbd+++xvbn+=struck
thirteen ^cd++++=thirteen.
. ^zz++++=EXTRAWORD
Tourists ^nns+nom+++=Tourists
loved ^vbd+++xvbn+=loved
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
" ^zz++++="Keep
keep ^vb++++=EXTRAWORD
your ^pp$+pp2+++=your
hands ^nns++++=hands
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
teeth ^nns++++=teeth,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
told ^vbd+vpub++xvbn+=told
the ^ati++++=the
boy ^nn++++=boy
watching ^vwbg+++xvbg+=watching
from ^in++++=from
the ^ati++++=the
other ^ap++++=other
side ^nn++++=side
of ^in++++=of
the ^ati++++=the
counter ^nn++++=counter.
. ^zz++++=EXTRAWORD
The ^ati++++=The
boy ^nn++++=boy,
, ^zz++++=EXTRAWORD
Lio ^np+++??+=Lio,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
twelve ^cd++++=twelve
and ^cc++++=and
narrow ^jj++++=narrow
as ^ql++++=as
a ^at++++=a
fishbone ^nn+++??+=fishbone.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
pulled ^vbd+++xvbnx+=pulled
his ^pp$+pp3+++=his
fingers ^nns+nom+++=fingers
back ^jjb++++=back
from ^in++++=from
the ^ati++++=the
open ^jj+atrb+++=open
clock ^nn++++=clock.
. ^zz++++=EXTRAWORD
" ^zz++++="Why
why ^wrb+who+whq++=EXTRAWORD
does ^vbz+doz+vrb++=does
it ^pp3+it+++=it
lie ^vb++++=lie?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Clocks
clocks ^nns++++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
lie ^vb++++=lie.
. ^zz++++=EXTRAWORD
People ^nns++++=People
lie ^vb++++=lie.
. ^zz++++=EXTRAWORD
Clocks ^nns++++=Clocks
are ^vb+ber+aux++=are
merely ^rb+down+splt++=merely
mistaken ^vpsv++agls+xvbnx+=mistaken."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+dem+++=EXTRAWORD
one ^cd1++++=one
sounds ^nns++++=sounds
certain ^jj++++=certain."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
looked ^vbd+++xvbn+=looked
into ^in+ppvb+++=into
the ^ati++++=the
clock ^nn++++=clock's
's ^$++++=EXTRAWORD
exposed ^vpsv++agls+xvbnx+=exposed
mechanism ^nn+nom+++=mechanism.
. ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
worst ^jjt+atrb+++=worst
mistakes ^nns++++=mistakes
usually ^rb+down+++=usually
do ^vb+do+vrb++=do."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Beyond ^in++++=Beyond
the ^ati++++=the
windows ^nns++++=windows
of ^in++++=of
her ^pp$+pp3+++=her
shop ^nn++++=shop,
, ^zz++++=EXTRAWORD
the ^ati++++=the
town ^nn++++=town
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather
climbed ^vbd+++xvbn+=climbed
the ^ati++++=the
black ^jj+atrb+++=black
cliffs ^nns++++=cliffs
in ^in++++=in
crooked ^jj+atrb+++=crooked
terraces ^nns++++=terraces.
. ^zz++++=EXTRAWORD
Houses ^nns++++=Houses
leaned ^vbd+++xvbn+=leaned
into ^in++++=into
one ^cd1++++=one
another ^dt++++=another
against ^in++++=against
the ^ati++++=the
wind ^nn++++=wind.
. ^zz++++=EXTRAWORD
Nets ^nns++++=Nets
hung ^vbd+++xvbn+=hung
from ^in++++=from
iron ^nn++++=iron
balconies ^nns++++=balconies.
. ^zz++++=EXTRAWORD
Gulls ^nns++++=Gulls
wheeled ^vbd+++xvbn+=wheeled
above ^jjb+atrb+++=above
chimneys ^nns++++=chimneys,
, ^zz++++=EXTRAWORD
complaining ^vbg+vpub++xvbg+=complaining
about ^in++++=about
the ^ati++++=the
cold ^nn++++=cold.
. ^zz++++=EXTRAWORD
The ^ati++++=The
island ^nn++++=island
had ^vb+hv+aux++=had
once ^cs+tm+++=once
possessed ^vprf+++xvbn+=possessed
thirteen ^cd++++=thirteen
church ^nn++++=church
bells ^nns++++=bells,
, ^zz++++=EXTRAWORD
one ^pn++++=one
for ^in++++=for
each ^dt++++=each
village ^nn+nom+++=village
and ^cc++++=and
one ^pn++++=one
for ^in++++=for
the ^ati++++=the
lighthouse ^nn++++=lighthouse.
. ^zz++++=EXTRAWORD
Over ^in++++=Over
many ^ap++++=many
years ^nns++++=years,
, ^zz++++=EXTRAWORD
storms ^nns++++=storms
and ^cc++++=and
war ^nn++++=war
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
twelve ^cd++++=twelve.
. ^zz++++=EXTRAWORD
The ^ati++++=The
final ^jj+atrb+++=final
bell ^nn++++=bell,
, ^zz++++=EXTRAWORD
the ^ati++++=the
great ^jj+atrb+++=great
bell ^nn++++=bell
of ^in++++=of
Saint ^nn++++=Saint
Orra ^np+++??+=Orra's,
's, ^nn+++??+=EXTRAWORD
'd ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished
during ^in++++=during
the ^ati++++=the
flood ^nn++++=flood
that ^tht+rel+subj++=that
split ^vbd+++xvbn+=split
the ^ati++++=the
island ^nn++++=island
in ^in++++=in
two ^cd++++=two.
. ^zz++++=EXTRAWORD
Old ^jj+atrb+++=Old
songs ^nns++++=songs
claimed ^vbd+vpub+tht0+xvbn+=claimed
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
continued ^vprf+++xvbnx+=continued
ringing ^vbg+++xvbg+=ringing
beneath ^in+pl+++=beneath
the ^ati++++=the
waves ^nns++++=waves,
, ^zz++++=EXTRAWORD
warning ^nn++++=warning
drowned ^vbd+++xvbn+=drowned
sailors ^nns++++=sailors
away ^in+pl+++=away
from ^in"++++=from
the ^ati++++=the
reefs ^nns++++=reefs.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
had ^vb+hv+aux++=had
never ^rb++splt++=never
heard ^vprf+++xvbnx+=heard
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
did ^vbd+dod+aux++=did
not ^xnot++not++=not
believe ^vb+vprv+++=believe
in ^in++++=in
drowned ^jj+atrb++xvbn+=drowned
bells ^nns++++=bells,
, ^zz++++=EXTRAWORD
prophetic ^jj+atrb+++=prophetic
gulls ^nns++++=gulls,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
clocks ^nns++++=clocks
that ^tht+rel+subj++=that
remembered ^vbd+vprv++xvbn+=remembered
grief ^nn++++=grief.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
believed ^vbd+vprv++xvbnx+=believed
in ^in++++=in
springs ^nns++++=springs,
, ^zz++++=EXTRAWORD
balance ^nn+nom+++=balance
wheels ^nns++++=wheels,
, ^zz++++=EXTRAWORD
pendulums ^nns+++??+=pendulums,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
steady ^jj+atrb+++=steady
mercy ^nn++++=mercy
of ^in++++=of
repair ^nn++++=repair.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then
the ^ati++++=the
harbor ^nn++++=harbor
erupted ^vbd+++xvbn+=erupted.
. ^zz++++=EXTRAWORD
A ^at++++=A
boom ^nn++++=boom
rolled ^vbd+++xvbn+=rolled
through ^in++++=through
the ^ati++++=the
town ^nn++++=town.
. ^zz++++=EXTRAWORD
Cups ^nns++++=Cups
jumped ^vbd+++xvbn+=jumped
from ^in++++=from
tables ^nns++++=tables.
. ^zz++++=EXTRAWORD
The ^ati++++=The
wedding ^nn++++=wedding
clock ^nn++++=clock
struck ^vbd+++xvbn+=struck
thirteen ^cd++++=thirteen
though ^cs+sub+++=though
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
nowhere ^rb+pl+++=nowhere
near ^in+pl+++=near
seven ^cd++++=seven
minutes ^nns++++=minutes
past ^jjb++++=past
the ^ati++++=the
hour ^nn++++=hour.
. ^zz++++=EXTRAWORD
Lio ^np+++??+=Lio
ran ^vbd+++xvbn+=ran
to ^in+ppvb+++=to
the ^ati++++=the
window ^nn++++=window.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
harbor ^nn++++=harbor,
, ^zz++++=EXTRAWORD
fishing ^nvbg+++xvbg+=fishing
boats ^nns++++=boats
pitched ^vbd+++xvbn+=pitched
on ^in++++=on
a ^at++++=a
sudden ^jj+atrb+++=sudden
swell ^nn++++=swell.
. ^zz++++=EXTRAWORD
A ^at++++=A
column ^nn++++=column
of ^in++++=of
water ^nn++++=water
rose ^vbd+++xvbn+=rose
between ^in++++=between
the ^ati++++=the
piers ^nns++++=piers,
, ^zz++++=EXTRAWORD
white ^jj++++=white
with ^in++++=with
foam ^nn++++=foam,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
something ^pn++++=something
dark ^jj++++=dark
broke ^vbd+++xvbn+=broke
the ^ati++++=the
surface ^nn++++=surface.
. ^zz++++=EXTRAWORD
The ^ati++++=The
church ^npl++++=church
bell ^nn++++=bell
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
of ^in+ppvb+++=of
the ^ati++++=the
sea ^nn++++=sea
upside ^nn++++=upside
down ^in+strn+++=down.
. ^zz++++=EXTRAWORD
