prompt,source,filename,f3
human,human,4000_story_3809.txt,-24.78730257
human,human,4000_story_3173.txt,-23.5830342
human,human,4000_story_2654.txt,-23.42191334
human,human,4000_story_3166.txt,-23.18409599
human,human,4000_story_3758.txt,-22.86708763
human,human,4000_story_1856.txt,-22.68782273
human,human,4000_story_1844.txt,-22.37210473
human,human,4000_story_0190.txt,-21.7217814
human,human,4000_story_1846.txt,-21.61747057
human,human,4000_story_1843.txt,-21.44343062
human,human,4000_story_1434.txt,-21.41389144
human,human,4000_story_0924.txt,-20.66594885
human,human,4000_story_1855.txt,-20.35554687
human,human,4000_story_3859.txt,-20.24705218
human,human,4000_story_3878.txt,-20.15757569
human,human,4000_story_3189.txt,-19.99969969
human,human,4000_story_3510.txt,-19.61339948
human,human,4000_story_0935.txt,-19.42774826
human,human,4000_story_0931.txt,-19.22775351
human,human,4000_story_2639.txt,-19.22468351
human,human,4000_story_1386.txt,-19.21095603
human,human,4000_story_2613.txt,-19.17158363
human,human,4000_story_2944.txt,-19.16387498
human,human,4000_story_1854.txt,-19.07173211
human,human,4000_story_1342.txt,-18.95006045
human,human,4000_story_2644.txt,-18.92611714
human,human,4000_story_1515.txt,-18.61941036
human,human,4000_story_2400.txt,-18.61115981
human,human,4000_story_3054.txt,-18.59696843
llm,ai,4000_story_0728_llm.txt,-18.50939819
human,human,4000_story_0945.txt,-18.33639804
human,human,4000_story_3162.txt,-18.12543724
human,human,4000_story_2397.txt,-18.0610187
human,human,4000_story_1860.txt,-18.03428484
human,human,4000_story_0733.txt,-18.01481404
human,human,4000_story_4006.txt,-17.96911698
human,human,4000_story_1841.txt,-17.92985818
human,human,4000_story_2895.txt,-17.84450047
human,human,4000_story_2630.txt,-17.67521886
human,human,4000_story_2616.txt,-17.62379983
human,human,4000_story_2648.txt,-17.52632007
human,human,4000_story_1864.txt,-17.48823868
human,human,4000_story_1337.txt,-17.35180363
human,human,4000_story_0278.txt,-17.23694002
human,human,4000_story_2900.txt,-17.23417512
human,human,4000_story_3493.txt,-17.20662984
human,human,4000_story_2937.txt,-17.19259523
human,human,4000_story_4047.txt,-17.13554885
human,human,4000_story_2887.txt,-17.06208718
human,human,4000_story_1533.txt,-17.04209995
human,human,4000_story_0817.txt,-16.98190656
human,human,4000_story_2070.txt,-16.86007069
human,human,4000_story_1474.txt,-16.85285943
human,human,4000_story_1418.txt,-16.6961691
llm,ai,4000_story_1844_llm.txt,-16.69066181
human,human,4000_story_3498.txt,-16.63994349
human,human,4000_story_1161.txt,-16.5933774
human,human,4000_story_3944.txt,-16.5827024
human,human,4000_story_0926.txt,-16.40342745
human,human,4000_story_3476.txt,-16.37859978
human,human,4000_story_2291.txt,-16.36956185
human,human,4000_story_1055.txt,-16.28210812
human,human,4000_story_0487.txt,-16.22064161
human,human,4000_story_1116.txt,-16.07416301
human,human,4000_story_2075.txt,-16.06026082
human,human,4000_story_1030.txt,-15.92170465
human,human,4000_story_2410.txt,-15.89821931
llm,ai,4000_story_3453_llm.txt,-15.89228212
human,human,4000_story_0932.txt,-15.65514009
human,human,4000_story_2076.txt,-15.52756977
human,human,4000_story_2599.txt,-15.44342342
human,human,4000_story_1659.txt,-15.39026129
human,human,4000_story_1345.txt,-15.37799526
llm,ai,4000_story_2616_llm.txt,-15.32539731
human,human,4000_story_4064.txt,-15.29096928
human,human,4000_story_3123.txt,-15.29044941
human,human,4000_story_2890.txt,-15.28427086
human,human,4000_story_1121.txt,-15.25190396
human,human,4000_story_3749.txt,-15.21719553
llm,ai,4000_story_1860_llm.txt,-15.21129225
human,human,4000_story_1847.txt,-15.19472109
human,human,4000_story_3120.txt,-15.1386462
human,human,4000_story_2611.txt,-15.1334325
human,human,4000_story_2897.txt,-15.10463181
human,human,4000_story_1112.txt,-15.03211189
human,human,4000_story_3557.txt,-15.03096288
human,human,4000_story_3397.txt,-15.02602041
human,human,4000_story_1111.txt,-15.00389958
llm,ai,4000_story_2594_llm.txt,-14.97768141
llm,ai,4000_story_2611_llm.txt,-14.97392923
human,human,4000_story_1399.txt,-14.89977696
human,human,4000_story_4045.txt,-14.85427979
llm,ai,4000_story_3162_llm.txt,-14.78148514
llm,ai,4000_story_3878_llm.txt,-14.76663392
human,human,4000_story_3475.txt,-14.71886352
human,human,4000_story_0575.txt,-14.71324848
human,human,4000_story_3760.txt,-14.7035068
human,human,4000_story_0586.txt,-14.69747818
llm,ai,4000_story_4033_llm.txt,-14.69021152
human,human,4000_story_4046.txt,-14.64709263
human,human,4000_story_1483.txt,-14.64363048
human,human,4000_story_2903.txt,-14.53720511
human,human,4000_story_2373.txt,-14.39238175
llm,ai,4000_story_1843_llm.txt,-14.33658873
human,human,4000_story_0872.txt,-14.2504345
human,human,4000_story_0888.txt,-14.20971347
human,human,4000_story_4036.txt,-14.14039338
human,human,4000_story_3190.txt,-14.12780737
llm,ai,4000_story_3166_llm.txt,-14.09988987
human,human,4000_story_0007.txt,-13.99855752
human,human,4000_story_3196.txt,-13.99665044
human,human,4000_story_0783.txt,-13.99098857
llm,ai,4000_story_0945_llm.txt,-13.97660396
human,human,4000_story_0731.txt,-13.91939727
human,human,4000_story_4033.txt,-13.89043902
human,human,4000_story_3520.txt,-13.85741506
human,human,4000_story_2633.txt,-13.79134395
llm,ai,4000_story_3397_llm.txt,-13.78545175
llm,ai,4000_story_2639_llm.txt,-13.71238261
human,human,4000_story_0587.txt,-13.67281517
human,human,4000_story_2878.txt,-13.64607372
llm,ai,4000_story_1841_llm.txt,-13.61798323
human,human,4000_story_1857.txt,-13.58486913
human,human,4000_story_4056.txt,-13.54369722
human,human,4000_story_3415.txt,-13.53179565
human,human,4000_story_1808.txt,-13.53106362
human,human,4000_story_1343.txt,-13.50788337
human,human,4000_story_0464.txt,-13.47163051
human,human,4000_story_3453.txt,-13.41123824
human,human,4000_story_0440.txt,-13.37820304
human,human,4000_story_2064.txt,-13.36016528
llm,ai,4000_story_1864_llm.txt,-13.28565884
human,human,4000_story_1052.txt,-13.25938438
human,human,4000_story_1369.txt,-13.25087182
human,human,4000_story_2396.txt,-13.22807586
llm,ai,4000_story_3760_llm.txt,-13.14981252
human,human,4000_story_0728.txt,-13.14891425
human,human,4000_story_1480.txt,-13.13757403
human,human,4000_story_3919.txt,-13.12176717
human,human,4000_story_3344.txt,-13.10773101
human,human,4000_story_4021.txt,-13.1028721
human,human,4000_story_0767.txt,-13.09669858
human,human,4000_story_2330.txt,-13.09377872
human,human,4000_story_1402.txt,-13.08012683
human,human,4000_story_2632.txt,-13.05692853
human,human,4000_story_2609.txt,-13.04497367
human,human,4000_story_0986.txt,13.627797569
llm_free,ai,4000_story_2297_llm_free.txt,13.657677571
llm,ai,cont_story_0006_llm.txt,13.658996756
llm,ai,4000_story_0973_llm.txt,13.711827485
llm,ai,4000_story_2063_llm.txt,13.854153509
llm_free,ai,4000_story_3136_llm_free.txt,13.900525281
llm_free,ai,4000_story_3343_llm_free.txt,13.909672487
llm_free,ai,4000_story_1292_llm_free.txt,13.963113818
