prompt,source,filename,f1
human,human,cont_story_0010.txt,25.384327732
human,human,4000_story_1312.txt,25.401239036
human,human,4000_story_1280.txt,25.407057864
human,human,4000_story_2912.txt,25.408757953
human,human,4000_story_1064.txt,25.55627324
human,human,4000_story_3319.txt,25.611171803
human,human,4000_story_2682.txt,25.640633008
human,human,4000_story_3416.txt,25.664431169
human,human,4000_story_3152.txt,25.789351977
human,human,4000_story_1070.txt,25.992110872
human,human,4000_story_3719.txt,26.162997398
human,human,4000_story_2667.txt,26.220508674
human,human,4000_story_0954.txt,26.256623394
human,human,4000_story_3459.txt,26.257377053
human,human,4000_story_3737.txt,26.465529926
human,human,4000_story_2016.txt,26.612101718
human,human,4000_story_1796.txt,26.727248133
human,human,4000_story_3321.txt,26.845982069
human,human,4000_story_3385.txt,26.898306789
human,human,4000_story_1279.txt,26.992210704
human,human,4000_story_0230.txt,27.003771455
human,human,4000_story_3365.txt,27.072321708
human,human,4000_story_0201.txt,27.117509966
human,human,4000_story_2069.txt,27.234490564
human,human,4000_story_2094.txt,27.420863188
human,human,4000_story_3912.txt,27.449804694
human,human,4000_story_0226.txt,27.472829825
human,human,4000_story_2670.txt,27.655194279
human,human,4000_story_2860.txt,27.766644183
human,human,4000_story_1952.txt,28.052423387
human,human,4000_story_2259.txt,28.06874347
human,human,4000_story_2655.txt,28.075937222
human,human,4000_story_2305.txt,28.172711036
human,human,4000_story_2073.txt,28.182925111
human,human,4000_story_0980.txt,28.784966911
human,human,4000_story_1757.txt,28.813827495
human,human,4000_story_0218.txt,28.896100279
human,human,4000_story_1271.txt,28.959770893
human,human,4000_story_1764.txt,29.174445464
human,human,4000_story_3940.txt,29.42463155
human,human,4000_story_3323.txt,29.47818094
human,human,4000_story_0475.txt,29.759234657
human,human,4000_story_3460.txt,29.78807167
human,human,cont_story_0011.txt,29.814128566
human,human,4000_story_3419.txt,29.866723747
human,human,4000_story_2920.txt,29.915271906
human,human,4000_story_2320.txt,30.02673643
human,human,4000_story_2911.txt,30.279742149
human,human,4000_story_0209.txt,30.285348197
human,human,4000_story_2029.txt,30.364058957
human,human,4000_story_3451.txt,30.407876609
human,human,4000_story_0479.txt,30.476613983
human,human,4000_story_1302.txt,30.593566559
human,human,4000_story_0314.txt,30.600896553
human,human,4000_story_3441.txt,30.708799989
human,human,4000_story_2074.txt,30.876830196
human,human,4000_story_3409.txt,31.063466634
human,human,4000_story_0466.txt,31.298045799
human,human,4000_story_0256.txt,31.600905628
human,human,4000_story_1915.txt,31.900497116
human,human,4000_story_3583.txt,31.955163365
human,human,4000_story_1770.txt,33.413862457
human,human,4000_story_3440.txt,34.616012607
human,human,4000_story_1186.txt,34.640838667
human,human,4000_story_0462.txt,35.532689064
human,human,4000_story_1819.txt,36.009036564
human,human,4000_story_3934.txt,41.798680857
human,human,4000_story_1818.txt,45.063873466
human,human,4000_story_2678.txt,45.065268346
human,human,4000_story_3098.txt,59.735858375
