prompt,source,filename,ttr,wrlengh,wcount,that_del,contrac,pres,pro2,pro_do,pdem,gen_emph,pro1,it,be_state,sub_cos,prtcle,pany,gen_hdg,amplifr,wh_ques,pos_mod,o_and,wh_cl,finlprep,n,prep,adj_attr,pasttnse,pro3,perfects,rel_obj,rel_subj,rel_pipe,p_and,n_nom,tm_adv,pl_adv,advs,inf,prd_mod,sua_vb,sub_cnd,nec_mod,spl_aux,conjncts,agls_psv,by_pasv,whiz_vbn,sub_othr,vcmp,downtone,pred_adj,allmodal,allconj,allpasv,allwh,allwhrel,alladj,allpro,have,allverb,vprogrsv,that_rel,jcmp,nonf_vth,att_vth,fact_vth,lkly_vth,att_jth,fact_jth,lkly_jth,nfct_nth,att_nth,fct_nth,lkly_nth,spch_vto,mntl_vto,dsre_vto,efrt_vto,prob_vto,x1_jto,x2_jto,x3_jto,x4_jto,x5_jto,all_nto,nonfadvl,atadvl,fctadvl,lklydvl,all_vth,all_jth,all_nth,all_th,all_vto,all_jto,all_to,all_advl,act_ipv,act_tpv,mentalpv,commpv,occurpv,copulapv,aspectpv,humann,prcessn,cognitn,abstrcn,concrtn,tccncrt,quann,placen,groupn,sizej,timej,colorj,evalj,relatnj,topicj,actv,commv,mentalv,causev,occurv,existv,aspectv,f1,f2,f3,f4
human,human,4000_story_0004.txt,-0.448135063,-0.229956614,1.185516875,-1.925020186,-0.762849441,0.2101506437,0.6749450868,-0.347523276,0.5927014813,-1.071554514,-0.132268588,-1.908293138,0.584514015,0.6732733117,-1.016310153,-1.275676001,-1.000771421,-0.791673054,-1.253695414,-0.455597656,-0.126660714,-1.07978494,-1.111919464,1.3512984732,2.5223326022,1.7346119602,-2.091716103,-0.839289758,-0.90399741,1.0762332501,2.4192971119,0.2458092494,0.670873953,0.516153159,-1.836076372,-0.922532162,-1.832739522,-1.972841276,0.8362853858,-0.17256348,-1.123558898,-1.068558746,-0.724163046,-0.100661021,-0.849763026,0.596246308,-0.794470408,-0.617624125,-0.093623072,-1.661875717,-1.343419187,0.1408198634,-0.204582847,-1.09316402,-1.536158861,1.7376568174,1.9050593094,-0.485650817,-1.43010709,-2.806396674,-0.277256478,1.5007009597,-0.60217915,-1.109240702,-0.920579065,-1.488975295,-1.296820374,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,0.8055697264,-0.405595771,-0.967537087,-0.957669306,-1.239315506,-0.78428062,-0.682743245,-0.33345673,-0.27301049,-0.475839257,-0.478595003,-0.417845591,-0.842728741,-0.535253036,-0.532794219,1.3136899397,1.1859444881,-1.936058203,-0.760387041,0.1597567163,-1.880029679,-1.670976521,-0.62358739,-1.569135373,1.4144459634,-0.7206068,-0.707085234,-0.322361049,-0.188007178,-0.276801185,-0.227359292,0.1350103052,0.8325111758,0.86955853,0.3336061659,0.6128006597,-0.004649277,-0.604097221,-0.681113392,-0.493269988,-0.303921727,-0.253668452,0.40777766,1.1636950404,-0.506114877,-1.067194204,-0.627016552,-2.207899935,-1.409021558,-2.27783504,-0.680508982,-1.330238778,-2.293466802,-1.500945603,-7.701417859,0.7083650618,-14.13246823,-5.36252594
llm_free,ai,4000_story_0004_llm_free.txt,1.6652765708,1.1580039642,-0.133359327,-0.761094573,-0.258416536,0.0045933559,-0.092930497,0.2491565179,0.9758826674,-0.842856882,-0.741546685,1.2610048117,0.584514015,0.1205221296,-0.379360977,1.2941836955,-0.445325462,-0.282627568,-0.801055851,1.6295849896,-0.641555119,0.4081048026,-1.196970577,1.3954567496,-0.686790051,0.1927796788,0.6496400741,-0.826582702,0.6555161753,-0.744769588,-0.730089876,-0.742304916,0.0263412193,0.1565896356,-0.392127903,-0.381690583,-1.01347778,-0.997235826,-0.628789444,1.8006277571,-0.513241765,-1.414320379,-0.549657625,-1.130184429,0.3182287588,-1.001161153,-0.384421165,-0.282392884,-0.92269732,-0.249136916,-0.300171783,-0.118037867,-0.640404407,-0.18514868,-0.362828851,-0.854779647,0.163562722,-1.193711719,-0.844877819,0.7287199595,-0.158891312,0.6388550091,-0.60217915,-0.114254941,-0.299657488,-1.576850384,-0.893897692,-0.640172914,-0.500619024,-0.324160474,-0.149287935,3.3372992197,-0.369860065,-0.405595771,-0.967537087,-0.957669306,-0.38266139,0.4007310599,-0.509231226,-0.33345673,0.6692710307,-0.475839257,-0.478595003,-0.417845591,0.5918337255,-0.535253036,-0.532794219,-0.730919159,-1.249351124,-1.142936816,-0.760387041,0.5146548602,-1.120888745,-0.686601069,-0.052306335,-0.439820556,-1.197002707,-0.7206068,-0.489040381,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.733706843,0.1770315887,-0.773043187,-0.049262605,1.393869582,1.1649931853,-0.871642073,0.8229771082,-0.639843941,-1.072466567,-0.07429822,0.3220650204,-0.381915659,0.4506264049,0.0292614923,-0.505751105,0.6889729992,-1.099508771,0.1285260069,0.2892611204,-0.366820553,1.1075686901,-16.05274934,-7.588154743,4.6597781467,-3.2787826
human,human,4000_story_0005.txt,1.2810199101,0.695350438,0.0043596369,-0.895393682,0.196562163,-0.394063202,-0.343966745,0.1298205592,-0.020388417,0.7580265416,-0.657701075,-0.864512376,0.4899801766,-1.12316803,-0.379360977,-0.341181566,-0.445325462,0.9536257576,-1.140535523,-2.113050528,-0.181436715,-0.03826212,-0.261408333,-0.04410306,0.622370864,2.6330897645,-1.030319224,-0.426310438,7.1035050383,1.8855678447,2.4192971119,-0.318827416,0.7353272263,-0.125924561,-1.044233663,-1.094618119,-0.069243909,-1.260912975,1.1352802491,-1.338540121,-0.589531406,-0.204154666,-0.375152203,2.4263509823,-0.724621049,0.9512257438,-0.99949503,0.1087102295,2.2751604933,-0.955506317,-1.082607336,-0.078213601,-0.17676445,-1.059533822,-0.949493856,1.9176871274,2.8655754684,-0.926518925,-0.259648549,-1.782714251,0.1962041873,1.0697779844,0.4066535053,-0.52395496,-0.765348671,2.3775286432,-0.39024434,0.2757807044,0.7179482279,-0.324160474,-0.149287935,-0.248365383,1.3932846223,-0.405595771,-0.967537087,-0.104942373,-1.116936347,-0.4880277,0.5318408872,-0.33345673,-0.03744011,-0.475839257,-0.478595003,-0.417845591,-0.125447508,2.2838699746,-0.532794219,-1.003533706,-1.249351124,0.3712040124,0.4669751777,0.5146548602,0.4303992522,-0.949101189,-0.480767126,-0.863313612,-1.083461461,-0.206600447,0.1650941779,0.7333019128,-0.188007178,-0.276801185,-0.227359292,1.3840097496,-1.479524946,1.058429514,0.4027717505,1.0100386184,-1.218070052,0.3246752421,-0.649358611,-0.651219639,-0.695830977,0.6333628397,-0.79741204,-0.39933214,-0.009318006,1.2095367095,2.4356143201,-1.594010193,-1.678488749,-0.278888691,-0.333779701,-0.394527726,-1.414645706,-0.728052479,1.9619430539,14.96441577,-12.44004973,0.5318695624
llm_free,ai,4000_story_0005_llm_free.txt,0.3972295904,0.2326969118,0.3219817514,0.0894664516,-0.426560837,-0.350460141,0.2319399425,0.3684924766,0.5160652441,-0.728508066,-0.573855465,0.4829136983,-0.833493562,-0.017665666,0.6822209834,0.0676597495,-0.075028156,-0.573510703,0.8963425107,0.9345241077,-0.696331119,0.5568937769,-0.346459446,-0.041159175,-1.351440977,-0.339651613,0.8253680342,0.6029610958,0.3856003625,-0.238935466,-0.598865418,-0.318827416,-0.811551334,-1.243139795,2.2628741204,-0.873364746,0.4584161962,0.0047373387,-0.778286876,0.99341316,-0.055503915,-0.549916298,0.4973749047,0.1333215722,-0.849763026,-0.468691999,1.6658250495,0.332197723,-0.152842661,0.0535928272,-0.365374746,-0.297247065,-0.649677206,0.3193042863,1.0619290193,-0.494719027,-0.159601593,0.0353751301,-0.332802208,0.8652109492,0.1962041873,-0.912467702,0.4066535053,-0.114254941,-0.454887883,0.9715272111,-0.39024434,-0.640172914,0.7179482279,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,1.10431403,-0.957669306,0.4739927268,0.5488575199,-0.162207188,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,-0.842728741,-0.535253036,1.0461054705,0.0869244803,-0.031703318,0.0827962356,-0.146705931,-0.550039571,-0.031686534,0.4946494748,-0.909227917,-0.110437067,0.0519510047,-0.206600447,-0.489040381,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.976097726,-0.137753385,0.2644405814,-0.843738522,1.1882050439,-1.223278864,1.700495129,0.2087284635,-0.863792084,-0.731300686,-0.5563741,0.2018321604,-0.381915659,0.298844344,-0.627016552,0.4708916658,0.1692862739,0.5206898489,2.0933252652,1.692827699,1.4922240734,1.5906268926,-6.366413157,-7.201679076,9.5701716626,1.5496998174
human,human,4000_story_0007.txt,0.3972295904,-0.229956614,-0.628403169,-1.029692791,-0.545250933,-1.328414511,-1.318578063,-0.347523276,-1.936294347,-0.785682474,-1.071339416,-1.187135521,1.0571832074,1.2260244937,-0.379360977,-1.50929961,-1.000771421,-0.718952271,-0.348416288,-0.990259873,0.2348608889,-0.930995966,0.2488983465,0.5741128089,0.3538250353,1.5349502259,-0.492591667,1.4225662064,-0.754044181,-0.036601817,1.0414403047,-0.742304916,2.6689254272,-0.832210054,0.7723466686,0.6016577407,0.5972741185,-0.285307525,-0.180297149,-1.607611653,-0.360662481,0.0551665586,-1.247679311,0.9756589065,-1.266902949,-0.468691999,-0.691958097,1.3937633173,0.0840356953,-1.359145974,0.286654881,-0.476456263,0.852516254,-1.563986788,-0.781875283,0.3694264614,2.75785403,-0.258536942,-0.991185137,-1.314095186,2.8002378458,-0.481544727,-0.60217915,-0.348369238,-0.765348671,-0.082973863,-0.188782999,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.967537087,-0.957669306,-0.627419709,0.5488575199,1.2258889629,-0.33345673,0.9048414109,-0.475839257,-0.478595003,-0.417845591,-0.842728741,0.8743084692,3.1513050564,-1.071687343,-1.249351124,-0.457968346,-0.760387041,-0.550039571,-0.592790703,-0.095975797,0.0905139281,-0.204546635,-0.913149591,0.4787413559,1.03727359,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,0.2545021452,-1.396893278,-0.703877602,0.5796974965,-0.169180908,-0.382960921,-0.585849051,-0.124720801,-0.751818013,0.7698291923,-1.339747405,-0.21898285,0.8600765166,-0.915412143,-0.627016552,-0.924312293,-1.755479375,-1.4782565,-0.449356128,0.0013500273,-1.651251385,-0.728052479,-2.389299397,-9.704505135,-12.50139341,-0.038469685
llm_free,ai,4000_story_0007_llm_free.txt,0.9736145815,0.2326969118,-0.464629266,-0.761094573,-0.238634853,-0.418979237,-0.06339682,0.3684924766,0.5160652441,-0.099589578,-0.596214295,2.001140261,-1.117095077,1.5024000847,-0.379360977,0.3012833582,-0.445325462,-0.937114622,1.0095024015,0.9879903294,-0.510092717,-0.484629043,0.1638472333,0.3739286227,-1.210454417,-0.139989878,1.0362415863,0.1073859126,0.3556097166,-0.441269115,-0.730089876,-0.318827416,0.2197010394,-1.166090468,1.4710314116,1.2408341514,-0.694104559,-0.970868111,-0.927784307,0.99341316,-0.894689973,-1.154999155,0.6718803263,-0.334643614,0.4016567434,0.0637771543,0.0768842331,0.4998133432,-0.92269732,-0.753686488,0.9386845083,-0.496368396,-0.325129236,0.4201948796,0.5590733005,-0.602737213,-0.123694447,-0.414399405,-0.991185137,0.9198073451,0.4329345199,0.0355628438,-0.60217915,-0.758069257,-0.299657488,-1.225350026,0.7177930352,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.967537087,-0.957669306,0.4739927268,-0.4880277,0.7053529061,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,-0.842728741,-0.535253036,-0.532794219,-0.662765523,-0.336115269,-0.782427095,-0.760387041,-0.550039571,-0.889845852,-0.161600827,-0.909227917,-0.580984908,-0.799608344,-0.7206068,-1.14317494,-0.322361049,-0.188007178,2.8329910529,-0.227359292,-0.489489417,-0.864225011,0.8066015353,-0.98053994,-1.274079644,0.7563095138,0.1035389413,-0.649358611,-0.142270762,0.1439745588,-0.185435276,-0.375595645,0.0815993003,-0.381915659,0.1470622831,-0.627016552,0.7917885762,0.2077815869,0.1629836601,-0.796085409,0.3612388936,0.2077932408,-0.180586517,-8.51414137,-11.1869833,8.9633755011,-2.637127943
human,human,4000_story_0008.txt,-0.063878402,-0.692610141,0.7922113661,-0.313430876,-0.011145504,-0.499956351,-0.211065202,0.2491565179,-0.097024654,0.7580265416,3.16006902,-1.168157689,-0.644425885,0.5350855162,0.4699045913,-1.275676001,0.29526915,-0.064465216,-0.348416288,0.1325307825,1.1331872965,0.7056827512,1.1844605912,-0.859559231,0.2799749324,1.1467190759,-1.170901593,-2.154470052,-1.41383839,-0.238935466,-0.205192045,-0.742304916,0.9931403198,-0.549695857,-0.392127903,0.0608161624,0.9721905088,0.0311050536,0.0887982277,-1.428230631,2.0043164085,0.2280473747,-1.247679311,3.8770430581,-1.308616942,0.2412668722,-1.10200734,1.2261476972,1.8606233694,0.3563225704,-0.104562895,0.1408198634,1.5850673856,-1.732137777,0.1400268681,-0.386700841,2.2820843438,0.943830627,-0.479109525,-1.746316654,0.7880300188,1.0697779844,-0.60217915,0.353973652,-0.454887883,1.4987777481,-0.088052328,-0.640172914,-0.500619024,-0.324160474,-0.149287935,2.1420776855,0.8055697264,-0.405595771,-0.967537087,-0.957669306,0.2292344078,0.1044781399,0.7053529061,-0.33345673,1.6115525514,-0.475839257,-0.478595003,-0.417845591,0.3527399812,-0.535253036,-0.532794219,0.0869244803,-0.183909293,0.6956627614,-0.760387041,1.2244511479,0.6284360178,-0.030350767,0.5189747188,0.1718916372,-0.118360865,0.9927477084,-0.052950675,1.4370772209,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-1.21848861,0.114074594,0.2644405814,0.8776259655,-0.847873884,-0.736779002,0.3667943574,-0.440620104,1.375689345,-0.185435276,-0.91793101,-0.09874999,0.4874788638,0.7541905268,0.4667801882,-0.910360253,-2.159680161,0.5627729299,0.0129495799,-0.754416592,-1.718853008,-1.404333963,17.912344143,-2.314012953,-6.003180767,-0.615149527
llm_free,ai,4000_story_0008_llm_free.txt,1.5499995726,1.1580039642,-0.947265995,-0.134365397,-0.149617282,-0.338002124,-0.270132554,0.1298205592,1.2057913791,-0.957205698,-0.775084929,-0.105399095,-0.455358208,-0.155853461,-1.016310153,1.0021541845,-0.260176809,-0.646231487,0.5568628385,-0.829861208,-0.532003118,1.8959945456,-0.771715011,1.0922365851,-0.579371719,-0.683513488,1.1241055663,-0.419956911,0.8354600506,-0.744769588,0.5821547023,-0.742304916,-0.682644788,1.0169737809,0.4928727713,0.9212459461,-1.124564118,-0.970868111,-0.927784307,1.3521752032,-0.818400331,-0.377035482,0.6718803263,-0.100661021,0.9856526359,0.2412668722,2.7934604676,0.2204539762,-1.041136498,-2.368245118,0.5474667319,-1.03399599,-0.621858808,2.6734181296,1.4809754517,-0.134658407,-0.653324852,-0.993317124,-1.210646113,1.2200875224,-0.237801422,-0.050621751,-0.60217915,-0.699540683,1.097416059,-1.137474937,0.012678342,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,0.8453326404,-0.957669306,-0.994557187,0.2526045999,0.8788649251,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,0.1136462368,1.3441623043,-0.532794219,-0.253843703,-0.183909293,-0.674274179,-0.760387041,-0.550039571,-0.790827469,-0.095975797,-0.909227917,-0.392765772,-0.175131488,-0.7206068,-0.270995528,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.137052359,-0.893237321,-0.634712018,-1.042357501,0.2627146223,0.9880841446,-0.681113392,0.3491281537,0.1439745588,-0.731300686,0.6488156,-0.57968143,-0.754513312,1.3613187704,0.2480208402,0.0383784386,1.4396316023,-0.615553339,-1.14281469,1.2249721728,0.3429964863,1.1397725702,-17.03335173,-3.470405344,7.5246516253,-2.391337927
human,human,4000_story_0009.txt,0.5125065886,0.695350438,1.1036299237,-0.895393682,-0.673831869,-1.160231275,-1.126609167,-0.944203069,-1.323204449,-0.04241517,-0.965134977,-1.035312864,-0.455358208,-0.846792439,2.8053849042,-0.98364649,-0.630474115,1.5353920282,-0.914215741,0.1859970042,0.0267120871,-0.633418017,-0.941817238,-0.064710256,1.5085720988,1.4683963145,-0.489077107,0.4187087841,-0.874006764,1.2785668988,1.1070525336,2.0808784137,0.2841543128,1.9415656982,0.3065568399,-0.55377654,-0.38861713,1.2967553669,-0.299895095,-0.979778077,0.0970753682,-1.068558746,3.2894616501,-0.475033169,1.653076513,1.8386743332,-0.896982719,0.7233008367,0.4985728193,-0.35004683,0.8082785828,-0.376895598,0.1292379216,1.0927988349,-1.117112429,1.6296386314,0.5495645429,-0.819641808,0.9108099916,-1.154855698,0.1172940764,-0.222990941,0.0703759536,0.2369165037,1.8735680298,-0.346599131,-0.39024434,2.7183236863,0.3117591439,-0.324160474,-0.149287935,-0.248365383,0.8055697264,-0.405595771,1.3632954196,1.0320268705,1.5754051622,0.9932368999,-1.029767283,-0.33345673,2.5538340721,0.4114597162,-0.478595003,3.7348426858,2.9827711688,2.7537238098,-0.532794219,-0.526458249,-0.944939172,0.3712040124,2.1034581354,0.1597567163,0.6944482729,1.4790249276,2.3756381449,2.4305212725,-0.515755228,-0.7206068,-0.052950675,-0.322361049,2.6024876395,-0.276801185,1.9403109437,-0.489489417,1.2613565855,0.7436445407,1.3019243496,3.3603632071,-1.187220372,-0.957915303,0.208020456,-0.194920646,0.3679227018,-0.867767039,3.8425683044,-0.94038001,0.9842757341,3.1827035014,1.3418175802,-0.617367422,-0.716105925,-0.615553339,-0.680508982,-1.222272118,-1.786454631,-1.146702922,2.3429037474,34.151348496,-8.529448552,-0.586367526
llm_free,ai,4000_story_0009_llm_free.txt,0.704634919,1.1580039642,0.0378588443,-0.268664506,-0.426560837,-1.048109118,-1.0232413,-0.82486711,-0.020388417,-0.556984842,-0.95954527,-0.181310423,-0.36082437,-0.708604643,-0.379360977,0.7685305758,0.480417803,-0.718952271,-1.140535523,-0.188266548,-0.619644718,0.7056827512,-0.516561672,1.1658337124,-0.304112245,0.9803342974,0.6918147845,-0.61056275,-0.094249972,-0.441269115,-0.926926563,-0.742304916,-1.133817701,-0.15160767,0.9120836172,1.7570920216,-1.055135157,-0.970868111,-0.150397663,0.1861985629,-0.589531406,-0.722797114,0.1483640615,-0.241050576,-0.265767134,-0.468691999,1.2045196512,-0.729367871,-0.804258142,0.1545027416,-1.669434001,-0.317159198,-0.92786118,0.4538250774,-0.446638137,-0.854779647,0.5854716891,-1.505436644,-0.259648549,0.1327093045,-0.829627254,-0.136806346,-0.60217915,-0.699540683,0.0108032999,-0.6102244,-0.692436351,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.967537087,-0.957669306,-0.505040549,-0.93240708,0.0113048305,-0.33345673,-0.03744011,-0.475839257,-0.478595003,-0.417845591,-0.842728741,-0.535253036,-0.532794219,-0.799072796,1.3381504638,-0.890580011,-0.760387041,-0.550039571,-0.988864234,-1.14597628,-0.480767126,-1.145642317,-0.288672735,-0.7206068,-0.489040381,-0.322361049,-0.188007178,2.8329910529,-0.227359292,-0.489489417,0.310438503,-0.07479639,-0.634712018,-0.148572094,0.4272462528,0.1919934616,0.2397752363,1.1213264499,-0.52786987,0.4286633108,1.7334863298,-0.03863356,-0.754513312,-0.460065961,0.0292614923,0.4848437053,-0.542877016,-1.036384149,0.0129495799,0.3972277803,1.1542159595,0.6245104876,-14.62939207,-10.92890551,-1.031182268,-2.188992339
