prompt,source,filename,ttr,wrlengh,wcount,that_del,contrac,pres,pro2,pro_do,pdem,gen_emph,pro1,it,be_state,sub_cos,prtcle,pany,gen_hdg,amplifr,wh_ques,pos_mod,o_and,wh_cl,finlprep,n,prep,adj_attr,pasttnse,pro3,perfects,rel_obj,rel_subj,rel_pipe,p_and,n_nom,tm_adv,pl_adv,advs,inf,prd_mod,sua_vb,sub_cnd,nec_mod,spl_aux,conjncts,agls_psv,by_pasv,whiz_vbn,sub_othr,vcmp,downtone,pred_adj,allmodal,allconj,allpasv,allwh,allwhrel,alladj,allpro,have,allverb,vprogrsv,that_rel,jcmp,nonf_vth,att_vth,fact_vth,lkly_vth,att_jth,fact_jth,lkly_jth,nfct_nth,att_nth,fct_nth,lkly_nth,spch_vto,mntl_vto,dsre_vto,efrt_vto,prob_vto,x1_jto,x2_jto,x3_jto,x4_jto,x5_jto,all_nto,nonfadvl,atadvl,fctadvl,lklydvl,all_vth,all_jth,all_nth,all_th,all_vto,all_jto,all_to,all_advl,act_ipv,act_tpv,mentalpv,commpv,occurpv,copulapv,aspectpv,humann,prcessn,cognitn,abstrcn,concrtn,tccncrt,quann,placen,groupn,sizej,timej,colorj,evalj,relatnj,topicj,actv,commv,mentalv,causev,occurv,existv,aspectv,f1,f2,f3,f4
llm,ai,4000_story_0004_llm.txt,2.0495332315,1.6206574905,2.4398760849,-0.044832658,-0.782631123,0.9887767339,0.9112144971,0.1298205592,0.8992464302,-0.671333658,0.1136785343,-0.826556712,-0.738959723,3.9897804039,-0.591677369,-1.918140925,-1.000771421,-0.428069135,-0.68789596,-0.134800326,-0.192391915,-0.335840069,-1.111919464,1.0421905385,-0.727071925,-0.306374657,0.0170194177,0.5267187599,-0.54410966,0.1657318312,0.3197057867,2.0808784137,-1.069364428,3.4055029007,0.0736619255,-1.438790032,-0.624675598,-0.786294107,0.1485972003,0.8140321384,0.3259442931,1.0060110474,-1.07317389,0.9288623879,0.0679448049,0.2412668722,0.3331650099,-1.120470985,-0.626599374,0.3563225704,1.003887471,0.2802047952,-0.195310048,0.3529344841,-0.61425671,0.7654931434,-0.680255212,0.7389828189,-0.405955867,0.496685277,-1.894913751,-0.653913917,-0.60217915,0.5880879486,0.7869552707,-0.698099489,-0.591705681,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,1.3632954196,1.0320268705,-0.38266139,-1.08053354,-0.335719207,-0.33345673,-0.27301049,-0.475839257,-0.478595003,-0.417845591,0.3527399812,0.404454634,-0.532794219,0.2232317536,0.120502658,0.0467452634,-0.760387041,-0.550039571,-0.130704917,-0.227225857,-0.62358739,-0.298656204,0.2222628746,-0.7206068,-1.14317494,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.323506885,0.9325155247,0.6102685041,-0.115468931,-0.333712538,-0.11759736,-1.411473338,-0.510819949,-1.031753192,-1.20893292,-1.03844998,0.3821814504,-0.506114877,-1.370758326,0.4667801882,-0.142998076,0.9006972206,-0.447221015,-0.218203274,1.6208499257,-1.009035969,-0.88907188,-6.075384675,4.0296537549,5.3125716274,1.069974051
llm,ai,4000_story_0005_llm.txt,1.3578712422,1.6206574905,-0.148247863,-0.716328203,-0.258416536,-0.761574717,-0.092930497,0.2491565179,-0.786750789,-1.18590333,-0.540317221,-0.390066575,-0.549892047,1.3642122892,-0.379360977,-1.801329121,1.2210124149,-0.937114622,-1.140535523,-0.990259873,-0.926390321,-1.377362889,-1.196970577,1.1834970229,-0.330966828,1.4905809517,0.4774266732,-0.254765183,0.5955348836,0.1657318312,-0.139579816,0.5281275824,-0.102565327,0.3620545061,1.0052415829,0.2820695353,-0.596904013,-1.524590123,0.2681951456,-1.069468588,-0.742110689,0.4009281909,-0.811415757,-0.709015762,0.1930867818,-1.001161153,0.6919580975,-1.120470985,-0.21206225,-0.249136916,-0.104562895,-0.118037867,-0.992770774,0.4201948796,-1.619968148,0.0813779654,1.8781289498,-0.632606853,-0.405955867,-0.021980484,-0.632351977,-0.309175536,-0.60217915,0.0613307813,-0.765348671,-1.313225116,0.3148703534,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.967537087,-0.104942373,-0.749798868,-0.4880277,0.5318408872,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,-0.842728741,-0.535253036,-0.532794219,-0.935380069,-0.792733196,-0.602172235,-0.760387041,-0.550039571,-0.724815214,-0.686601069,-0.909227917,-0.95742318,-1.197002707,-0.7206068,-0.489040381,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-1.349006778,0.1770315887,-0.150552926,-0.810635359,0.2215817146,-0.515642701,-0.871642073,0.366678115,-1.143727263,0.1557306057,-0.79741204,0.8631128904,-0.754513312,-0.460065961,0.6855395362,-0.854552095,0.0730479915,-0.762844123,-0.564932555,0.2892611204,-0.738629478,-0.695848599,-13.58898036,-7.336246339,-7.372271324,-0.909762605
llm,ai,4000_story_0007_llm.txt,1.1657429118,0.695350438,-0.474554958,-1.20875827,-0.555141774,-0.873696874,-0.476868288,-1.182874986,-1.399840687,-0.842856882,-0.702418733,-1.319980345,-0.171756693,-0.708604643,-1.016310153,-0.399587468,-0.445325462,-0.937114622,-0.801055851,-0.348665213,-0.192391915,-0.484629043,-1.196970577,0.7801847654,0.1322747266,0.6142877845,0.5863780084,1.2383138947,0.4755723001,-0.441269115,-0.073967587,-0.318827416,-0.231471874,-0.38275565,1.5176103945,0.5524903245,-0.333073961,-1.392751549,-0.240096122,-0.710706545,1.0125510676,-1.414320379,-1.334932022,-0.334643614,-1.183474965,-1.001161153,0.4356773206,0.6674289633,-0.330501429,-0.450956745,-0.69138956,-0.615841195,-0.000581266,-0.857752635,-0.781875283,-0.278682655,0.5226341834,0.1645183135,-0.991185137,0.2555511952,-0.198346367,0.0355628438,-0.60217915,-0.758069257,-0.299657488,-0.434474221,-1.196089703,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.967537087,-0.957669306,-0.749798868,-0.4880277,-0.509231226,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,-0.842728741,0.8743084692,-0.532794219,-1.753223709,0.2727086337,-1.142936816,-0.760387041,-0.550039571,-1.219907128,-1.21160131,-0.909227917,-1.333861453,-1.310543954,-0.7206068,-0.489040381,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.267570528,-0.452538358,-0.98053994,-1.274079644,-0.714191934,-0.604097221,-0.45882993,-0.52836991,-1.143727263,-0.185435276,-0.978190495,0.0815993003,0.4874788638,-0.915412143,0.0292614923,-0.449942947,-1.081811398,-1.983253473,-0.796085409,-0.214583292,-0.637227044,-0.470421438,-9.039732832,-14.42867103,-6.396552942,-0.728513632
llm,ai,4000_story_0008_llm.txt,0.7814862511,-0.229956614,0.6172710609,0.9847938459,-0.179289805,-0.381605185,-0.06339682,-0.944203069,0.5160652441,-0.499810434,2.2936643865,0.6916698506,-0.9280274,1.2260244937,0.4699045913,1.6446191086,-0.075028156,-0.573510703,-1.253695414,-0.883327429,-0.104750314,-1.07978494,-0.856766125,0.1825760917,-0.740499217,0.0374872188,0.0486504506,-2.351429419,0.5355535918,-0.238935466,-0.46764096,-0.459986583,-1.004911154,0.0923818635,1.7039263259,0.5279066164,-0.13867287,-0.548984673,-0.628789444,-1.428230631,-0.131793557,-0.377035482,-0.811415757,-0.241050576,-1.80918485,1.1287154617,-0.179396544,-0.058905391,0.2024748736,-1.359145974,1.1342933965,-0.814962526,-0.167491651,-1.328575404,-1.452349575,-0.458712965,0.414912745,0.1600651003,-0.113341231,-0.244915767,0.1962041873,-0.567729322,-0.60217915,0.5295593745,-0.144427094,0.7079019426,1.2214463874,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,0.8055697264,-0.405595771,0.8453326404,-0.957669306,-0.627419709,0.1044781399,0.7053529061,-0.33345673,-0.74415125,-0.475839257,-0.478595003,-0.417845591,2.0263961915,-0.535253036,-0.532794219,-0.594611886,-0.183909293,1.0922234547,-0.760387041,0.1597567163,0.8924850385,0.0352742635,-0.909227917,0.1248368531,-0.629296475,-0.377935898,-1.14317494,-0.322361049,-0.188007178,-0.276801185,-0.227359292,0.1350103052,-0.398088696,-0.263667374,-0.35804968,-0.578913216,0.0262004034,-0.692551742,-1.062170755,0.4895278439,1.0397671306,-0.117202099,-1.03844998,0.2619485904,-0.754513312,0.4506264049,-0.189497856,-0.394134789,-1.024068428,0.3944406058,-1.14281469,-0.538483272,-0.400621364,-0.019567116,-2.639273414,-3.839222829,3.7125612257,-0.837076199
llm,ai,4000_story_0009_llm.txt,0.704634919,2.0833110167,1.750040555,-1.20875827,-0.812303647,-0.973361013,-0.993707623,-0.944203069,-1.399840687,-0.957205698,-0.965134977,-1.244069017,-0.171756693,-1.12316803,-0.591677369,-1.918140925,-1.000771421,-0.500789919,-1.253695414,0.3463956692,0.8154864938,0.4081048026,-1.196970577,1.1893847931,0.6626527383,0.8250418374,-0.165737661,-0.273825767,0.3556097166,2.593735615,0.7133791602,1.5162417478,-1.133817701,3.4183444551,-1.044233663,-0.283355751,-0.805190897,-0.127101236,-0.867985335,1.5315562248,-1.352427822,-0.636356706,0.0611113507,-1.036591392,1.4027925591,0.7737360259,1.1020073404,0.2763258496,2.0975017259,-0.551866659,1.5907141355,-0.576016929,0.3332395025,2.0008141744,-0.698065997,1.7016507554,0.6752395544,-1.26496313,-1.43010709,-0.645289337,-1.38199803,-1.429575272,-0.60217915,0.4710308003,0.3212640882,-0.170848952,0.5163316943,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,0.8625169328,-0.449574308,-0.389184684,-0.015523911,0.6969839799,-0.682743245,-0.33345673,-0.27301049,-0.475839257,0.5367280088,-0.417845591,-0.364541252,2.2838699746,-0.532794219,-1.071687343,-0.336115269,0.4793569288,-0.760387041,0.1597567163,0.3313808694,-0.095975797,-0.337946863,-0.251601419,-0.799608344,-0.377935898,-0.707085234,0.3814142588,-0.188007178,-0.276801185,-0.227359292,-0.489489417,0.3663748608,0.7436445407,0.1261094123,1.6721018828,-0.724475161,-0.515642701,-0.046017786,0.1209786571,0.8718060234,-0.253668452,-0.134557705,-0.63979786,-0.506114877,1.0577546486,-0.627016552,-0.966168412,0.2847722129,0.2471498221,1.2842902765,0.5771722134,0.6472037888,-1.017887401,-13.10545569,16.677295272,-6.856296433,-1.011553237
llm,ai,4000_story_0010_llm.txt,0.704634919,1.6206574905,-1.41749561,-0.582029094,-0.456233361,-0.524872385,-0.875572918,-0.705531152,0.4394290068,-1.18590333,-0.898058489,-0.655756224,0.1118448227,1.7787756758,-1.016310153,-1.859735023,-1.000771421,0.0082555678,-1.480015195,1.6830512113,0.6402032923,-0.782206992,-1.026868351,0.0294940669,-0.364535057,0.3702567759,-0.116533832,-0.591502166,2.3050016984,0.5703991285,1.3695014493,2.2220375802,-0.553738241,2.6478511906,-2.022392304,-0.750446205,0.1112713904,1.1385490778,0.2980946319,1.0831036708,0.6311028595,-0.982118338,1.8061655666,0.2269146093,3.4884921751,-0.291202281,0.6919580975,0.5556852165,3.2226739195,0.1545027416,1.3299022846,0.6187110581,0.7412426644,3.2115012938,-1.536158861,1.5216204454,0.6393324083,-1.398559527,1.3497319444,-0.381406757,-0.356166589,-1.257206082,0.742931057,1.1148451159,0.7869552707,1.2351524796,0.2141396829,0.5810985771,1.1241373119,3.0308797316,-0.149287935,-0.248365383,1.9809995181,2.1306296366,-0.967537087,-0.957669306,0.1068552483,0.5488575199,-0.335719207,2.4044696536,1.1404117911,-0.475839257,-0.478595003,1.9551191386,2.2654899358,-0.535253036,-0.532794219,-0.867226433,0.7293265609,1.4527331758,1.8988977657,2.2891455795,1.8496627388,-0.292850887,1.5187165636,0.6894942619,-0.629296475,-0.035264997,-0.270995528,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.509961411,1.3732144873,1.855249026,-0.016159441,-1.752797852,-0.648324482,-0.839887293,0.2964782698,-0.13596062,-0.594834333,-0.07429822,-1.24096216,-0.257716442,-0.763630082,8.5608760639,-0.156950116,0.2077815869,-0.762844123,2.9023602539,-0.970349912,-0.637227044,0.4312872066,-4.935726247,40.636639236,1.8314365635,-0.058686144
llm,ai,4000_story_0013_llm.txt,0.8967632493,1.6206574905,0.8232291507,-1.1639919,-0.584814298,-1.303498476,-0.757438213,-0.586195193,-0.863387026,-0.90003129,-0.79185405,-1.187135521,-1.117095077,-0.846792439,-1.016310153,-0.866834686,-1.000771421,-0.791673054,-0.68789596,-1.311057203,0.2786816892,-0.633418017,-0.686663898,1.2276552993,0.2732612867,-0.350743931,0.5020285876,-1.824086596,-0.274193847,-0.036601817,-0.46764096,-0.459986583,0.2197010394,0.6702518119,-1.183970612,1.2900015676,-1.31896521,-0.364410669,-0.299895095,0.3655795845,-0.742110689,-1.241439563,-0.636910336,-1.083387911,1.5696485284,-0.113712564,2.2296427586,0.3880695964,-0.271281839,0.7599622279,-1.865042889,-0.974259591,0.1848747164,2.7070483274,-0.86568457,-0.386700841,-0.042903368,-2.142246135,-0.332802208,0.0417153114,-0.079981201,0.2941166289,-0.60217915,-0.52395496,-0.454887883,-0.170848952,-0.994628362,1.4970521953,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,-0.449574308,-0.957669306,-0.872178028,-0.33990124,-0.162207188,1.0355064617,0.4337006506,-0.475839257,-0.478595003,0.7686367738,0.3527399812,0.404454634,-0.532794219,-1.412455526,-0.488321245,-0.854529039,0.6715355474,-0.550039571,-0.724815214,-1.014726219,0.5189747188,-0.48687534,-1.367314577,0.4787413559,-0.707085234,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.155697812,0.5547735567,-1.257202279,-0.578913216,-1.351752002,0.1035389413,-0.49058471,-0.142270762,-0.639843941,0.6333628397,-1.03844998,-0.94038001,0.1148812111,-1.067194204,0.9042988842,-0.463894986,-0.408143421,-1.646588824,0.2441024338,0.1093166872,-0.096414062,-0.309402037,-13.38172692,-3.359181785,-8.242956008,-3.512033457
llm,ai,4000_story_0014_llm.txt,-0.063878402,0.2326969118,0.5850125649,0.6714292579,0.4932874012,1.0012347514,0.5863440579,0.3684924766,0.3627927696,-0.61415925,0.4881889243,-0.940423704,-0.644425885,1.3642122892,-0.379360977,0.242877456,-1.000771421,-0.937114622,-0.574736069,1.0414565511,0.4101440904,-0.187051095,0.2488983465,-0.132419613,-1.277590874,-0.572590303,-0.088417358,-0.216644015,-1.173913223,-0.441269115,-0.139579816,-0.742304916,-1.004911154,-0.408438758,0.5394517542,0.429571784,-1.360622586,0.2156790576,1.3445766534,1.0831036708,1.2414199924,-0.377035482,-1.1604266,-0.334643614,-0.849763026,-0.113712564,0.3331650099,0.8350445835,-0.981916909,-0.35004683,0.0258430301,1.1961629185,0.57433228,-0.48782046,-0.61425671,-0.422706903,1.5190574885,0.4138982538,1.5691929207,0.6377259664,0.8274850742,-0.050621751,-0.60217915,0.5880879486,-0.765348671,-0.346599131,0.3148703534,-0.640172914,-0.500619024,-0.324160474,-0.149287935,-0.248365383,-0.369860065,-0.405595771,1.10431403,-0.957669306,0.3516135673,0.8451104399,-0.162207188,3.0889512495,-0.74415125,0.8551092026,-0.478595003,-0.417845591,0.3527399812,4.1632853152,-0.532794219,0.1550781169,-0.792733196,0.1188472077,-0.760387041,-0.550039571,-0.064692662,0.560274505,0.2333341917,0.5012751256,0.2222628746,0.1360704543,1.691408149,-0.322361049,-0.188007178,-0.276801185,-0.227359292,0.4472601663,-0.71506139,0.2399885833,-0.35804968,-0.645119543,-0.755324842,-0.559869961,0.0492465546,0.2789283086,0.6478578804,-0.458367981,-0.5563741,-0.33921571,0.8600765166,0.1470622831,-0.627016552,0.8615487742,1.9978136406,-0.047431745,1.8621724113,-1.582160984,-0.873832724,-0.631440839,2.5594923614,-5.053824623,6.4264090395,1.0428731917
llm,ai,4000_story_0016_llm.txt,-0.563412061,-0.229956614,3.4001866966,0.2237655608,-0.238634853,-0.487498333,-0.949407109,-0.944203069,0.4394290068,-0.385461618,0.1248579489,-1.357936009,-0.9280274,0.8114611072,-0.591677369,1.1773718911,-1.000771421,-0.937114622,-0.801055851,1.7899836546,0.1581744882,1.3008386484,-0.601612785,0.800791961,-0.364535057,-0.561497984,0.5371741796,-0.788461534,0.4755723001,0.5703991285,0.3197057867,-0.318827416,-0.489284968,-0.58822052,-1.044233663,-0.03751867,-0.791305105,0.4793562062,-0.808186362,0.99341316,1.0125510676,-0.982118338,-0.02614136,-1.083387911,-0.182339149,-0.113712564,0.4356773206,2.5670726584,-0.508160196,-0.148227002,-1.017404373,-0.118037867,0.6670602713,0.083892902,0.1400268681,0.2974143374,-0.985465954,-0.73948397,0.9839636504,0.5148840756,-0.119436256,0.466485819,-0.60217915,0.353973652,-0.454887883,-0.698099489,0.4156010238,-0.640172914,-0.500619024,2.1921196802,-0.149287935,-0.248365383,-0.369860065,0.8625169328,2.399220978,-0.104942373,0.2292344078,0.9932368999,0.8788649251,1.7199880576,0.4337006506,-0.475839257,-0.478595003,-0.417845591,-0.364541252,3.2235776449,-0.532794219,0.0869244803,-0.944939172,-0.025356681,-0.146705931,0.1597567163,-0.031686534,1.5446499578,0.2333341917,1.0659325345,0.0519510047,-0.206600447,-0.707085234,-0.322361049,-0.188007178,1.7963936404,-0.227359292,0.4472601663,-0.267570528,0.1770315887,-0.634712018,0.2155627011,-0.220597042,-1.002142563,-0.141282127,0.1736285409,-0.13596062,-0.526601157,0.709075085,-0.27909928,-0.133517224,-1.067194204,0.0292614923,0.8894528533,0.8622019076,-0.194722529,1.7465959843,-0.538483272,0.1063908066,0.7533260082,-3.037346337,1.905061126,5.1996793494,-0.210722321
llm,ai,4000_story_0018_llm.txt,0.8967632493,2.5459645429,4.4671984873,-0.358197246,-0.248525694,0.9451736729,-0.240598878,0.8458363113,0.7459739557,-0.442636026,-0.176986246,-1.187135521,0.1118448227,0.6732733117,-1.016310153,-0.399587468,-0.445325462,-0.718952271,-0.68789596,1.3087876595,-0.148571114,-0.484629043,-1.367072804,1.1010682404,-1.089608794,0.2260566345,-0.460960634,-1.029895597,0.1456751955,0.3680654798,0.844603618,0.1046500829,-0.811551334,4.4071441445,-1.277128578,-1.389622616,-1.041249365,-0.047998091,0.3877930909,1.5315562248,0.4785235763,1.0924514555,0.4973749047,-0.521829688,1.3610785668,1.4836948975,1.1020073404,-1.176342858,0.5577924084,0.0535928272,-0.039359933,1.0169537204,-0.343674834,2.1017047677,-0.781875283,0.5854628334,0.4687734642,-0.935425352,0.2524270625,0.1099608062,-0.356166589,-0.653913917,-0.265901598,1.1148451159,-1.075809459,-0.961724758,-1.095359033,-0.640172914,-0.09442994,-0.324160474,-0.149287935,-0.248365383,1.3932846223,0.2284605809,0.0683884716,-0.673426995,-0.749798868,1.2894898198,-0.335719207,-0.33345673,0.6692710307,-0.475839257,1.0443895148,-0.417845591,0.5918337255,0.8743084692,-0.532794219,0.1550781169,-0.336115269,-0.313764458,-0.555826671,0.869553004,-0.295735555,-0.030350767,0.2333341917,0.1718916372,0.0519510047,-0.549271349,-0.489040381,-0.322361049,-0.188007178,-0.276801185,-0.227359292,-0.489489417,-0.360797791,1.6879994607,0.2644405814,1.2417607609,-0.683342253,0.0593116811,-0.744622952,0.5948276116,1.7675985951,-0.253668452,-0.91793101,-0.63979786,-0.009318006,0.1470622831,5.935763888,0.2058029136,1.9400706711,-0.804927204,1.1687138495,-0.682438819,-0.53582461,-0.341605917,-7.942828858,20.116441864,0.743293143,-0.273247727
