# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Hidden ^jj+atrb++xvbn+=HIDDEN
Jewel ^nn++++=JEWEL
" ^zz++++="Anna
anna ^np++++=EXTRAWORD
May ^md+pos+++=May
is ^vbz+bez+aux++=is
dying ^vbg+++xvbgx+=dying."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell
spoke ^vbd+++xvbn+=spoke
these ^dt+dem+++=these
words ^nns++++=words
with ^in++++=with
a ^at++++=a
grave ^jj+atrb+++=grave
tenderness ^nns+nom+++=tenderness;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
her ^pp$+pp3+++=her
friend ^nn++++=friend,
, ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Ellis ^np++++=Ellis,
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
stood ^vbd+++xvbn+=stood
before ^in++++=before
the ^ati++++=the
mirror ^nn++++=mirror
arranging ^vwbg+++xvbg+=arranging
a ^at++++=a
cluster ^nn+nom+++=cluster
of ^in++++=of
pale ^nn++++=pale
roses ^nns++++=roses
in ^in++++=in
her ^pp$+pp3+++=her
new ^jj+atrb+++=new
bonnet ^nn++++=bonnet,
, ^zz++++=EXTRAWORD
only ^rb+down+++=only
lifted ^vbd+++xvbn+=lifted
her ^pp$+pp3+++=her
eyebrows ^nns++++=eyebrows
and ^cc++++=and
answered ^vbd+vpub++xvbn+=answered
" ^zz++++="Anna
anna ^np++++=EXTRAWORD
May ^md+pos+++=May!
! ^zz++++=EXTRAWORD
who ^whp+who+whq++=who
is ^vbz+bez+aux++=is
Anna ^np++++=Anna
May ^md+pos+++=May?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
young ^jj+atrb+++=young
seamstress ^nns+nom+++=seamstress
who ^whp+rel+subj++=who
worked ^vbd+++xvbn+=worked
for ^in++++=for
you ^pp2+pp2+++=you
last ^jj+atrb+++=last
winter ^nn++++=winter.
. ^zz++++=EXTRAWORD
Surely ^rb++++=Surely
you ^pp2+pp2+++=you
remember ^nn+nom+++=remember
her ^pp$+pp3+++=her?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh!
oh ^uh++++=EXTRAWORD
! ^zz++++=EXTRAWORD
the ^ati++++=the
pale ^jj+atrb+++=pale
girl ^nn++++=girl
who ^whp+rel+subj++=who
altered ^vbd+++xvbn+=altered
my ^pp$+pp1+++=my
blue ^jj+atrb+++=blue
silk ^nn++++=silk?
? ^zz++++=EXTRAWORD
Yes ^uh++++=Yes,
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
recollect ^vb+vprv+tht0++=recollect
her ^pp$+pp3+++=her
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
dying ^nvbg+++xvbg+=dying,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
say ^vb+vpub+++=say?
? ^zz++++=EXTRAWORD
How ^wrb+who+++=How
very ^ql+amp+++=very
shocking ^nvbg+++xvbg+=shocking!
! ^zz++++=EXTRAWORD
Does ^vbz+doz+vrb++=Does
this ^dt+dem+++=this
rose ^nn+++xvbn+=rose
sit ^vb++++=sit
too ^ql++++=too
high ^np++++=high,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^nn++++=dear?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Bell ^np++++=Bell
looked ^vbd+++xvbn+=looked
sorrowfully ^rb++++=sorrowfully
at ^in++++=at
the ^ati++++=the
fair ^nn++++=fair,
, ^zz++++=EXTRAWORD
