# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Bashful ^np+nom++??+=Bashful
Scout ^nn++++=Scout
Alfred ^nn++++=Alfred
Pomeroy ^np+++??+=Pomeroy
was ^vbd+bedz+vrb++=was
a ^at++++=a
very ^ql+amp+++=very
little ^ap++++=little
man ^nn++++=man
and ^cc++++=and
very ^ql+amp+++=very
bashful ^jj++++=bashful.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
little ^ap++++=little
men ^nns++++=men
who ^whp+rel+subj++=who
are ^vb+ber+vrb++=are
noisy ^jj+pred+++=noisy
because ^cs+cos+++=because
Nature ^nn++++=Nature
has ^vbz+hvz+aux++=has
cheated ^vprf+++xvbnx+=cheated
them ^pp3o+pp3+++=them
in ^in++++=in
inches ^nns++++=inches,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
bashful ^jj+atrb+++=bashful
men ^nns++++=men
whose ^whp+rel+obj++=whose
humility ^nn+nom+++=humility
is ^vbz+bez+vrb++=is
merely ^rb+down+++=merely
a ^at++++=a
screen ^nn++++=screen
behind ^in+pl+++=behind
which ^whp+rel+pied++=which
they ^pp3a+pp3+++=they
wait ^vb++++=wait
to ^to+vcmp+++=to
hear ^vbi+vprv+tht0++=hear
themselves ^ppls+pp3+++=themselves
praised ^vbd+++xvbn+=praised.
. ^zz++++=EXTRAWORD
Alfred ^nn++++=Alfred
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
neither ^dtx++neg++=neither
class ^nn++++=class.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
little ^ap++++=little
without ^in++++=without
resentment ^nn+nom+++=resentment
and ^cc++++=and
bashful ^nn+nom+++=bashful
without ^in++++=without
calculation ^nn+nom+++=calculation.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
shoulders ^nns+nom+++=shoulders
were ^vbd+bed+vrb++=were
narrow ^jj+pred+++=narrow,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
hands ^nns++++=hands
almost ^rb+hdg+++=almost
delicate ^jj++++=delicate,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
pale ^nn++++=pale
mustache ^nn+++??+=mustache
appeared ^vbd+seem++xvbn+=appeared
to ^to+vcmp+++=to
have ^vbi++++=have
been ^vprf+ben+aux+xvbn+=been
put ^vpsv++agls+xvbnx+=put
on ^rb+phrv+++=on
by ^in++++=by
somebody ^pn++++=somebody
who ^whp+who+++=who
had ^vb+hv+aux++=had
afterward ^rb++splt++=afterward
regretted ^vprf+++xvbnx+=regretted
the ^ati++++=the
liberty ^nn++++=liberty.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
addressed ^xvbn+++xvbn+=addressed
suddenly ^rb++++=suddenly
by ^in++++=by
a ^at++++=a
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
blushed ^vbd+++xvbnx+=blushed
to ^in++++=to
the ^ati++++=the
roots ^nns++++=roots
of ^in++++=of
his ^pp$+pp3+++=his
sandy ^jj+atrb+++=sandy
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
obliged ^jj+++xvbn+=obliged
to ^to+jcmp+++=to
pass ^vbi++++=pass
between ^in++++=between
two ^cd++++=two
persons ^nns++++=persons,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
went ^vbd+++xvbnx+=went
sideways ^jjb++++=sideways,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
perpetual ^nn++++=perpetual
sidling ^vwbg+++xvbg+=sidling
apology ^nn++++=apology,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
trespassed ^vprf+++xvbnx+=trespassed
upon ^in++++=upon
their ^pp$+pp3+++=their
continent ^nn++++=continent.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
Alfred ^np++++=Alfred
could ^md+pos+++=could
read ^vb+vprv++xvbn+=read
the ^ati++++=the
prairie ^nn++++=prairie
like ^in++++=like
a ^at++++=a
book ^nn++++=book.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
tell ^vb++++=tell
by ^in++++=by
the ^ati++++=the
bend ^nn++++=bend
of ^in++++=of
a ^at++++=a
crushed ^jj+atrb++xvbn+=crushed
grama ^nn+++??+=grama
stalk ^vb++++=stalk
whether ^cs+who+++=whether
a ^at++++=a
horse ^nn++++=horse
had ^vbd+hvd+aux++=had
passed ^vprf+++xvbnx+=passed
before ^in++++=before
or ^cc++++=or
after ^in++++=after
sunrise ^nn++++=sunrise.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
find ^vb+vprv+++=find
water ^nn++++=water
where ^wrb+who+++=where
a ^at++++=a
plainsman ^nn+nom+++=plainsman
of ^in++++=of
ten ^cd++++=ten
years ^nns++++=years
saw ^vbd+vprv++xvbn+=saw
only ^rb+down+++=only
dust ^nn++++=dust,
, ^zz++++=EXTRAWORD
alkali ^nn++++=alkali,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
discouragement ^nn+nom+++=discouragement.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
rode ^vbd+++xvbnx+=rode
as ^cs+sub+++=as
if ^cs+cnd+++=if
horse ^nn++++=horse
and ^cc++++=and
rider ^nn++++=rider
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
fitted ^vpsv++agls+xvbnx+=fitted
together ^nn+nom+++=together
at ^in++++=at
the ^ati++++=the
factory ^nn++++=factory;
; ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
shot ^vbd+++xvbnx+=shot
with ^in++++=with
either ^dtx++++=either
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
it ^pp3+it+++=it
was ^vbd+bedz+aux++=was
said ^vpsv++agls+xvbnx+=said
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
killed ^vprf+++xvbnx+=killed
five ^cd++++=five
men ^nns++++=men,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
he ^pp3a+pp3+++=he
never ^rb++++=never
mentioned ^vbd+vpub++xvbn+=mentioned
the ^ati++++=the
circumstance ^nn+nom+++=circumstance
unless ^cs+cnd+++=unless
some ^dti++++=some
practical ^jj+atrb+++=practical
question ^nn+nom+++=question
made ^vbd+++xvbn+=made
it ^pp3+it+++=it
necessary ^jj++++=necessary.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
then ^rn+tm+++=then
he ^pp3a+pp3+++=he
spoke ^vbd+++xvbnx+=spoke
of ^in++++=of
the ^ati++++=the
dead ^nn++++=dead
in ^in++++=in
the ^ati++++=the
embarrassed ^jj+atrb++xvbn+=embarrassed
tone ^nn++++=tone
of ^in++++=of
one ^cd1++++=one
confessing ^vbg+++xvbg+=confessing
to ^to++++=to
having ^vbg+++xvbg+=having
broken ^jj+++xvbn+=broken
five ^cd++++=five
cups ^nns++++=cups
at ^in++++=at
a ^at++++=a
tea ^nn++++=tea
party ^nn++++=party.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Josiah ^np++++=Josiah
Caldwell ^np+++??+=Caldwell
of ^in++++=of
Philadelphia ^np++++=Philadelphia
engaged ^vwbn+++xvbn+=engaged
Alfred ^np++++=Alfred
at ^rb++++=at
Fort ^nn++++=Fort
Kearny ^np+++??+=Kearny
to ^to++++=to
guide ^vbi++++=guide
his ^pp$+pp3+++=his
party ^nn++++=party
to ^in++++=to
Deadwood ^np+++??+=Deadwood.
. ^zz++++=EXTRAWORD
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Caldwell ^np++++=Caldwell
had ^vbd+hvd+aux++=had
made ^vprf+++xvbnx+=made
his ^pp$+pp3+++=his
money ^nn++++=money
in ^in++++=in
iron ^nn++++=iron,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
is ^vbz+bez+vrb++=is
a ^at++++=a
heavy ^jj+atrb+++=heavy
substance ^nn+nom+++=substance
and ^cc++++=and
gives ^vbz++++=gives
the ^ati++++=the
successful ^jj+atrb+++=successful
dealer ^nn++++=dealer
in ^in++++=in
it ^pp3+it+++=it
a ^at++++=a
corresponding ^jj+atrb++xvbg+=corresponding
solidity ^nn+nom+++=solidity
of ^in++++=of
opinion ^nn++++=opinion.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
broad ^jj+atrb+++=broad
man ^nn++++=man,
, ^zz++++=EXTRAWORD
well ^rb+dspt+++=well
fed ^vbd+++xvbn+=fed,
, ^zz++++=EXTRAWORD
clean ^jj++++=clean-shaven,
- ^zz++++=EXTRAWORD
shaven ^jj++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
accustomed ^vbd+++xvbn+=accustomed
to ^to++++=to
seeing ^vbi+vprv+tht0++=seeing
opposition ^nn+nom+++=opposition
removed ^vwbn+++xvbn+=removed
by ^in++++=by
clerks ^nns++++=clerks.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Virginia ^np++++=Virginia
Caldwell ^np+++??+=Caldwell,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
handsome ^jj+pred+++=handsome,
, ^zz++++=EXTRAWORD
spirited ^jj++++=spirited,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
twenty ^cd++++=twenty-two.
- ^zz++++=EXTRAWORD
two ^cd++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Her ^pp$+pp3+++=Her
fianc ^nn+++??+=fianc
, ^zz++++=,
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Allen ^np++++=Allen
Pembroke ^np+++??+=Pembroke,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+vrb++=was
also ^rb++++=also
handsome ^jj+pred+++=handsome
and ^cc+phrs+++=and
spirited ^jj++++=spirited,
, ^zz++++=EXTRAWORD
although ^cs+con+++=although
in ^in++++=in
a ^at++++=a
somewhat ^rb+down+++=somewhat
more ^rbr++++=more
polished ^jj+atrb+++=polished
manner ^nn++++=manner.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
studied ^vprf+++xvbnx+=studied
law ^nn++++=law,
, ^zz++++=EXTRAWORD
ridden ^j+++xvbn+=ridden
after ^in++++=after
foxes ^nns++++=foxes,
, ^zz++++=EXTRAWORD
fenced ^xvbn+++xvbn+=fenced
at ^in++++=at
a ^at++++=a
club ^nn++++=club,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
once ^cs+tm+++=once
slept ^vprf+++xvbn+=slept
all ^abn++++=all
night ^nn++++=night
in ^in++++=in
a ^at++++=a
fishing ^jj+atrb++xvbg+=fishing
hut ^nn++++=hut
without ^in++++=without
a ^at++++=a
servant ^nn+nom+++=servant.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
consequently ^rb+cnj+++=consequently
believed ^vbd+vprv+tht0+xvbn+=believed
himself ^ppl+pp3+++=himself
fitted ^vbd+++xvbn+=fitted
for ^in++++=for
the ^ati++++=the
frontier ^nn+nom+++=frontier.
. ^zz++++=EXTRAWORD
The ^ati++++=The
Caldwells ^np+++??+=Caldwells
had ^vb+hv+vrb++=had
three ^cd++++=three
wagons ^nns++++=wagons,
, ^zz++++=EXTRAWORD
two ^cd++++=two
servants ^nns+nom+++=servants,
, ^zz++++=EXTRAWORD
six ^cd++++=six
riding ^nvbg+++xvbg+=riding
horses ^nns++++=horses,
, ^zz++++=EXTRAWORD
a ^at++++=a
folding ^jj+atrb+++=folding
bathtub ^nn+++??+=bathtub,
, ^zz++++=EXTRAWORD
cases ^nns++++=cases
of ^in++++=of
preserves ^nns++++=preserves,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
enough ^qlp++++=enough
blankets ^nns++++=blankets
to ^to++++=to
relieve ^vbi++++=relieve
a ^at++++=a
small ^jj+atrb+++=small
military ^jj+atrb+++=military
post ^nn++++=post.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+aux++=were
attached ^vpsv++agls+xvbnx+=attached
to ^in++++=to
a ^at++++=a
larger ^jjr+atrb+++=larger
train ^nn++++=train
of ^in++++=of
twenty ^cd++++=twenty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
wagons ^nns++++=wagons
bound ^vwbn+++xvbn+=bound
northwest ^nr++++=northwest,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Caldwell ^np++++=Caldwell
had ^vb+hv+vrb++=had
no ^at++++=no
intention ^nn+nom+++=intention
of ^in++++=of
suffering ^xvbg+++xvbg+=suffering
merely ^rb+down+++=merely
because ^cs+cos+++=because
the ^ati++++=the
country ^nn++++=country
was ^vbd+bedz+aux++=was
called ^vpsv++agls+xvbnx+=called
wild ^jj++++=wild.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
held ^vbd+vprv++xvbnx+=held
that ^tht+vcmp+++=that
hardships ^nns+nom+++=hardships,
, ^zz++++=EXTRAWORD
like ^in++++=like
beggars ^nns++++=beggars,
, ^zz++++=EXTRAWORD
should ^md+nec+++=should
be ^vb+be+aux++=be
discouraged ^vpsv++by+xvbnx+=discouraged
by ^in++++=by
firm ^jj+atrb+++=firm
treatment ^nn+nom+++=treatment.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
second ^od++++=second
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
as ^ql++++=as
Alfred ^np++++=Alfred
sat ^vwbn+++xvbn+=sat
by ^in++++=by
the ^ati++++=the
fire ^nn++++=fire
repairing ^vwbg+++xvbg+=repairing
a ^at++++=a
bridle ^nn++++=bridle,
, ^zz++++=EXTRAWORD
Allen ^np++++=Allen
asked ^vbd+vsua++xvbn+=asked
how ^wrb+who+whcl++=how
many ^ap++++=many
Indians ^nn++++=Indians
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
killed ^vprf+++xvbnx+=killed.
. ^zz++++=EXTRAWORD
Alfred ^nn++++=Alfred
lowered ^vbd+++xvbn+=lowered
his ^pp$+pp3+++=his
eyes ^nns++++=eyes.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
rightly ^rb++++=rightly
recollect ^vb+vprv+++=recollect,
, ^zz++++=EXTRAWORD
sir ^npt++++=sir."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Oh,
oh ^uh++++=EXTRAWORD
, ^zz++++=EXTRAWORD
come ^vprf+++xvbn+=come,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Allen ^np++++=Allen.
. ^zz++++=EXTRAWORD
" ^zz++++="Surely
surely ^rb++++=EXTRAWORD
that ^dt+pdem+++=that
is ^vbz+bez+vrb++=is
not ^xnot++not++=not
a ^at++++=a
number ^nn++++=number
one ^cd1++++=one
forgets ^vbz++++=forgets."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Well,
well ^rb+cnj+++=EXTRAWORD
, ^zz++++=EXTRAWORD
sir ^npt++++=sir,
, ^zz++++=EXTRAWORD
some ^dti++++=some
was ^vbd+bedz+aux++=was
mixed ^vpsv++agls+xvbnx+=mixed
up ^rp++++=up
in ^in++++=in
fights ^nns++++=fights,
, ^zz++++=EXTRAWORD
and ^cc+cls+++0=an'
some ^dti++++=some
fell ^nn+++xvbn+=fell
where ^wrb+who+++=where
I ^pp1a+pp1+++=I
could ^md+pos+++=couldn't
n't ^xnot++not++0=EXTRAWORD
go ^vb++++=go
to ^to++++=to
count ^vbi++++=count
' ^zz++++='em.
em ^nn+++??+=EXTRAWORD
. ^zz++++=EXTRAWORD
A ^at++++=A
body ^nn++++=body
might ^md+pos+++=might
make ^vb++++=make
a ^at++++=a
mistake ^nn++++=mistake."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Virginia ^np++++=Virginia
laughed ^vbd+++xvbn+=laughed.
. ^zz++++=EXTRAWORD
" ^zz++++="Mr.
mr ^npt++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Pomeroy ^np++++=Pomeroy
is ^vbz+bez+vrb++=is
afraid ^jj+pred+++=afraid
of ^in++++=of
boasting ^nn++++=boasting."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Alfred ^nn++++=Alfred
turned ^vbd+++xvbn+=turned
red ^jj++++=red.
. ^zz++++=EXTRAWORD
" ^zz++++="Yes'm."
yes ^uh++++=EXTRAWORD
'm." ^nn++be+??+0=EXTRAWORD
" ^zz++++="Have
have ^vb+hv+aux++=EXTRAWORD
you ^pp2+pp2+++=you
ever ^rb++++=ever
been ^vprf+ben+vrb+xvbn+=been
afraid ^jj++++=afraid
of ^in++++=of
anything ^pn++++=anything
else ^rb+cnj+++=else?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Yes'm,"
yes ^uh++++=EXTRAWORD
'm," ^nn++be+??+0=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Alfred ^np++++=Alfred.
. ^zz++++=EXTRAWORD
" ^zz++++="Plenty
plenty ^nn++++=EXTRAWORD
things ^nns++++=things."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
This ^dt+dem+++=This
answer ^nn++++=answer
delighted ^vbd+++xvbn+=delighted
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
For ^in++++=For
the ^ati++++=the
next ^ap++++=next
week ^nn++++=week
they ^pp3a+pp3+++=they
made ^vbd+++xvbnx+=made
a ^at++++=a
mild ^jj+atrb+++=mild
game ^nn++++=game
of ^in++++=of
Alfred ^np++++=Alfred's
's ^$++++=EXTRAWORD
timidity ^nn+nom+++=timidity.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
a ^at++++=a
coyote ^nn+++??+=coyote
cried ^vbd+++xvbn+=cried
after ^in++++=after
dark ^jj++++=dark,
, ^zz++++=EXTRAWORD
Allen ^np++++=Allen
would ^md+prd+++=would
ask ^vb++++=ask
whether ^cs+who+++=whether
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
safe ^jj+pred+++=safe
to ^to+jcmp+++=to
remain ^vbi++++=remain
in ^in++++=in
camp ^nn++++=camp.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
Alfred ^np++++=Alfred
hesitated ^vbd+++xvbn+=hesitated
before ^in++++=before
entering ^xvbg+++xvbg+=entering
the ^ati++++=the
Caldwell ^np+++??+=Caldwell
tent ^nn++++=tent
to ^in++++=to
report ^nn++++=report
the ^ati++++=the
next ^ap++++=next
day ^nn++++=day's
's ^$++++=EXTRAWORD
march ^nn++++=march,
, ^zz++++=EXTRAWORD
Virginia ^np++++=Virginia
would ^md+prd+++=would
assure ^vb++++=assure
him ^pp3o+pp3+++=him
that ^cs+sub+++=that
nobody ^pn++++=nobody
inside ^in+pl+++=inside
intended ^vb++++=intended
to ^to+vcmp+++=to
scalp ^vb++++=scalp
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Alfred ^nn++++=Alfred
accepted ^vbd+vprv++xvbn+=accepted
these ^dt+dem+++=these
pleasantries ^nns++++=pleasantries
with ^in++++=with
a ^at++++=a
troubled ^jj+atrb++xvbn+=troubled
smile ^nn++++=smile.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
seemed ^vbd+seem++xvbnx+=seemed
grateful ^jj++++=grateful
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
ended ^vbd+++xvbnx+=ended.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
the ^ati++++=the
wagon ^nn++++=wagon
master ^nn++++=master,
, ^zz++++=EXTRAWORD
Hiram ^np+++??+=Hiram
Blunt ^np++++=Blunt,
, ^zz++++=EXTRAWORD
did ^vbd+dod+aux++=did
not ^xnot++not++=not
laugh ^vb++++=laugh.
. ^zz++++=EXTRAWORD
Blunt ^np++++=Blunt
was ^vbd+bedz+aux++=was
built ^vpsv++agls+xvbnx+=built
like ^in++++=like
a ^at++++=a
stump ^nn++++=stump
and ^cc++++=and
had ^vb+hv+vrb++=had
the ^ati++++=the
emotional ^jj+atrb+++=emotional
resources ^nns++++=resources
of ^in++++=of
one ^pn++++=one.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
third ^nn++++=third
occasion ^nn++++=occasion
he ^pp3a+pp3+++=he
removed ^vbd+++xvbnx+=removed
his ^pp$+pp3+++=his
pipe ^nn++++=pipe
and ^cc++++=and
said ^vbd+vpub++xvbn+=said:
: ^zz++++=EXTRAWORD
" ^zz++++="If
if ^cs+cnd+++=EXTRAWORD
Alfred ^np++++=Alfred
tells ^vbz++++=tells
you ^pp2+pp2+++=you
to ^to++++=to
crawl ^vbi++++=crawl
under ^in++++=under
a ^at++++=a
wagon ^nn++++=wagon,
, ^zz++++=EXTRAWORD
you ^pp2+pp2+++=you
crawl ^vb++++=crawl.
. ^zz++++=EXTRAWORD
Do ^vb+do+aux++=Don't
n't ^xnot++not++0=EXTRAWORD
stop ^vb++++=stop
to ^to++++=to
inquire ^vbi++++=inquire
if ^cs+cnd+++=if
your ^pp$+pp2+++=your
clothes ^nns++++=clothes'll
'll ^md+prd+++0=EXTRAWORD
get ^vb++++=get
dusty ^jj++++=dusty."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Allen ^np++++=Allen
smiled ^vbd+++xvbn+=smiled.
. ^zz++++=EXTRAWORD
" ^zz++++="We
we ^pp1a+pp1+++=EXTRAWORD
are ^vb+ber+vrb++=are
in ^in++++=in
capable ^jj+atrb+++=capable
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
then ^rn+tm+++=then."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
are ^vb+ber+vrb++=are,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Blunt ^np++++=Blunt.
