# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Last ^jj+atrb+++=Last
Egg ^nn++++=Egg
I ^pp1a+pp1+++=I
first ^od++++=first
met ^vprf+++xvbn+=met
Butcher ^nn++++=Butcher
in ^in++++=in
the ^ati++++=the
smoking ^jj+++xvbg+=smoking-room
- ^zz++++=EXTRAWORD
room ^nn++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
little ^ap++++=little
hotel ^npl++++=hotel
at ^rb++++=at
Tamatave ^np+++??+=Tamatave,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
we ^pp1a+pp1+++=we
had ^vb+hv+aux++=had
both ^abx++++=both
been ^jj+jj+aux+xvbn+=been
detained ^vpsv++by+xvbnx+=detained
by ^in++++=by
the ^ati++++=the
same ^ap++++=same
unreasonable ^jj+atrb+++=unreasonable
rain ^nn++++=rain
and ^cc++++=and
the ^ati++++=the
same ^ap++++=same
still ^rb++++=still
more ^rbr++++=more
unreasonable ^jj+atrb+++=unreasonable
harbour ^nn++++=harbour-master.
- ^zz++++=EXTRAWORD
master ^nn++++=EXTRAWORD
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
from ^in+ppvb+++=from
R ^zz++++=R
union ^nn++++=union
in ^in++++=in
pursuit ^nn++++=pursuit
of ^in++++=of
a ^at++++=a
certain ^jj+atrb+++=certain
pale ^nn++++=pale
green ^nn++++=green
*angraecum* ^nn+++??+=*Angraecum*,
, ^zz++++=EXTRAWORD
reported ^vpbn+vpub++xvbn+=reported
by ^in++++=by
a ^at++++=a
missionary ^nn+nom+++=missionary
to ^in++++=to
flower ^nn++++=flower
only ^rb+down+++=only
upon ^in++++=upon
trees ^nns++++=trees
struck ^vwbn+++xvbn+=struck
by ^in++++=by
lightning ^nn++++=lightning;
; ^zz++++=EXTRAWORD
Butcher ^nn++++=Butcher,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
afterwards ^rb+tm+++=afterwards
learned ^jj+++xvbn+=learned,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
from ^in+ppvb+++=from
nowhere ^rb+pl+++=nowhere
in ^rb++++=in
particular ^rb"++++=particular
and ^cc++++=and
was ^vbd+bedz+aux++=was
waiting ^vbg+++xvbgx+=waiting
for ^in++++=for
money ^nn++++=money.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
sat ^vbd+++xvbnx+=sat
by ^in++++=by
the ^ati++++=the
open ^jj+atrb+++=open
shutter ^nn++++=shutter
with ^in++++=with
his ^pp$+pp3+++=his
boots ^nns++++=boots
upon ^in++++=upon
a ^at++++=a
cane ^nn++++=cane
chair ^nn++++=chair,
, ^zz++++=EXTRAWORD
smoking ^vbg+++xvbg+=smoking
a ^at++++=a
black ^jj+atrb+++=black
cigar ^nn++++=cigar
that ^tht+rel+subj++=that
appeared ^vprf+++xvbn+=appeared
to ^to+vcmp+++=to
