# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Brotherhood ^nn+nom+++=Brotherhood
of ^in++++=of
the ^ati++++=the
Bleachers ^nns+nom++??+=Bleachers
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
moments ^nns+nom+++=moments
in ^in++++=in
the ^ati++++=the
life ^nn++++=life
of ^in++++=of
a ^at++++=a
married ^jj+atrb++xvbn+=married
man ^nn++++=man
when ^wrb+who+++=when
liberty ^nn++++=liberty,
, ^zz++++=EXTRAWORD
after ^cs+sub+++=after
having ^nn+nn+aux++=having
vanished ^vbd+++xvbn+=vanished
for ^in++++=for
years ^nns++++=years
like ^in++++=like
a ^at++++=a
dishonest ^jj+atrb+++=dishonest
cashier ^nn++++=cashier,
, ^zz++++=EXTRAWORD
suddenly ^rb++++=suddenly
reappears ^vbz+seem+++=reappears
at ^in++++=at
the ^ati++++=the
window ^nn++++=window
and ^cc++++=and
whistles ^nns++++=whistles.
. ^zz++++=EXTRAWORD
Such ^abl++++=Such
a ^at++++=a
moment ^nn++++=moment
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
to ^in++++=to
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Wilmot ^np++++=Wilmot
Birdsey ^np+++??+=Birdsey.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
stood ^vbd+++xvbnx+=stood
beneath ^in+pl+++=beneath
the ^ati++++=the
gray ^np++++=gray
London ^np++++=London
sky ^nn++++=sky
with ^in++++=with
his ^pp$+pp3+++=his
hat ^nn++++=hat
pushed ^vwbn+++xvbn+=pushed
back ^jjb++++=back,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
cheeks ^nns++++=cheeks
glowing ^vwbg+++xvbg+=glowing,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
soul ^nn++++=soul
performing ^vwbg+++xvbg+=performing
cartwheels ^nns+++??+=cartwheels.
. ^zz++++=EXTRAWORD
Around ^rp++++=Around
him ^pp3o+pp3+++=him
flowed ^vbd+++xvbn+=flowed
the ^ati++++=the
dispersing ^jj+atrb++xvbg+=dispersing
crowd ^nn++++=crowd
from ^in++++=from
the ^ati++++=the
exhibition ^nn+nom+++=exhibition
game ^nn++++=game
between ^in++++=between
the ^ati++++=the
New ^jj+atrb+++=New
York ^np++++=York
Giants ^np+++??+=Giants
and ^cc++++=and
the ^ati++++=the
Chicago ^np++++=Chicago
White ^np++++=White
Sox ^np+++??+=Sox.
. ^zz++++=EXTRAWORD
Englishmen ^nn++++=Englishmen
in ^in++++=in
reserved ^xvbn+++xvbn+=reserved
coats ^nns++++=coats
discussed ^vwbn+++xvbn+=discussed
the ^ati++++=the
spectacle ^nn++++=spectacle
with ^in++++=with
the ^ati++++=the
tolerant ^jj+atrb+++=tolerant
curiosity ^nn+nom+++=curiosity
of ^in++++=of
persons ^nns++++=persons
who ^whp+rel+subj++=who
had ^vbd+hvd+aux++=had
witnessed ^vprf+++xvbnx+=witnessed
an ^at++++=an
obscure ^jj+atrb+++=obscure
tribal ^jj+atrb+++=tribal
ceremony ^nn++++=ceremony;
; ^zz++++=EXTRAWORD
Americans ^nns+nom+++=Americans
shouted ^vbd+vpub++xvbn+=shouted
across ^in+pl+++=across
the ^ati++++=the
pavement ^nn+nom+++=pavement,
, ^zz++++=EXTRAWORD
collided ^j+++xvbn+=collided
affectionately ^rb+cnj+++=affectionately,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
explained ^vpsv++agls+xvbn+=explained
to ^in++++=to
policemen ^nns++++=policemen
that ^tht+rel+++=that
what ^wdt+who+++=what
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
just ^rb+emph+splt++=just
seen ^vprf+++xvbnx+=seen
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
merely ^rb+down+++=merely
a ^at++++=a
game ^nn++++=game
but ^cc++++=but
civilization ^nn+nom+++=civilization
at ^in++++=at
its ^pp$+it+++=its
highest ^jjt+atrb+++=highest
pitch ^nn++++=pitch.
. ^zz++++=EXTRAWORD
Birdsey ^np+++??+=Birdsey
belonged ^vbd+++xvbn+=belonged
to ^in++++=to
the ^ati++++=the
latter ^ap++++=latter
school ^nn++++=school.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
small ^jj++++=small,
, ^zz++++=EXTRAWORD
stout ^jj++++=stout,
, ^zz++++=EXTRAWORD
red ^jj++++=red-faced
- ^zz++++=EXTRAWORD
faced ^vbd+++xvbn+=EXTRAWORD
man ^nn++++=man
whose ^whp+rel+obj++=whose
figure ^nn++++=figure
suggested ^vbd+vpub++xvbn+=suggested
that ^tht+vcmp+++=that
Nature ^nn++++=Nature,
, ^zz++++=EXTRAWORD
having ^xvbg+++xvbg+=having
begun ^vprf+++xvbn+=begun
to ^to++++=to
construct ^vbi++++=construct
a ^at++++=a
senator ^nn++++=senator,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
changed ^vprf+++xvbnx+=changed
her ^pp$+pp3+++=her
mind ^nn++++=mind
and ^cc++++=and
completed ^vbd+++xvbn+=completed
a ^at++++=a
cherub ^nn+++??+=cherub.
. ^zz++++=EXTRAWORD
In ^in++++=In
repose ^nn++++=repose
he ^pp3a+pp3+++=he
looked ^vbd+++xvbnx+=looked
mild ^jj++++=mild.
. ^zz++++=EXTRAWORD
In ^in++++=In
enthusiasm ^nn++++=enthusiasm
he ^pp3a+pp3+++=he
expanded ^vbd+++xvbnx+=expanded.
. ^zz++++=EXTRAWORD
At ^rb++++=At
this ^dt+dem+++=this
moment ^nn++++=moment
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
expanded ^vprf+++xvbnx+=expanded
until ^cs+sub+++=until
he ^pp3a+pp3+++=he
seemed ^vbd+seem++xvbnx+=seemed
to ^to+vcmp+++=to
occupy ^vbi++++=occupy
most ^ap+emph+++=most
of ^in++++=of
West ^np+pl+++=West
London ^np++++=London.
. ^zz++++=EXTRAWORD
" ^zz++++="Baseball!"
baseball ^nn++++=EXTRAWORD
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
murmured ^vbd+++xvbnx+=murmured.
. ^zz++++=EXTRAWORD
" ^zz++++="Real
real ^jj+atrb+++=EXTRAWORD
baseball ^nn++++=baseball!
! ^zz++++=EXTRAWORD
In ^in++++=In
England ^np++++=England!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
words ^nns++++=words
were ^vbd+bed+vrb++=were
inadequate ^jj+pred+++=inadequate,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
no ^at++++=no
others ^aps++++=others
presented ^jj+++xvbn+=presented
themselves ^ppls+pp3+++=themselves.
. ^zz++++=EXTRAWORD
For ^in++++=For
eight ^cd++++=eight
months ^nns++++=months
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
lived ^vprf+++xvbnx+=lived
among ^in++++=among
people ^nns++++=people
who ^whp+rel+subj++=who
spoke ^vbd+++xvbn+=spoke
of ^in++++=of
a ^at++++=a
" ^zz++++="match"
match ^nn++++=EXTRAWORD
" ^zz++++=EXTRAWORD
when ^wrb+who+++=when
they ^pp3a+pp3+++=they
meant ^vbd+vprv++xvbnx+=meant
cricket ^nn++++=cricket,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
who ^whp+rel+obj++=who,
, ^zz++++=EXTRAWORD
on ^in++++=on
being ^nn+nn+aux++=being
informed ^vbd+vpub++xvbn+=informed
that ^tht+vcmp+++=that
the ^ati++++=the
Giants ^np+++??+=Giants
had ^vbd+hvd+aux++=had
taken ^vprf+++xvbnx+=taken
two ^cd++++=two
straight ^jj++++=straight
from ^in++++=from
Pittsburgh ^np+++??+=Pittsburgh,
, ^zz++++=EXTRAWORD
replied ^vb+++xvbn+=replied
that ^tht+vcmp+++=that
the ^ati++++=the
weather ^nn++++=weather
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
unusually ^rb++++=unusually
damp ^jj++++=damp.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned
to ^to+vcmp+++=to
bear ^vbi+vprv+++=bear
much ^rb++++=much
in ^in++++=in
silence ^nn+nom+++=silence.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
endured ^vprf+++xvbnx+=endured
castles ^nns++++=castles,
, ^zz++++=EXTRAWORD
cathedrals ^nns+nom+++=cathedrals,
, ^zz++++=EXTRAWORD
garden ^nn++++=garden
parties ^nns++++=parties,
, ^zz++++=EXTRAWORD
portrait ^nn++++=portrait
galleries ^nns+nom+++=galleries,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
conversations ^nns+nom+++=conversations
about ^in++++=about
the ^ati++++=the
fox ^nn++++=fox.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
even ^rb++splt++=even
sat ^vprf+++xvbnx+=sat
through ^in++++=through
an ^at++++=an
amateur ^nn++++=amateur
production ^nn+nom+++=production
of ^in++++=of
*the ^nn+++??+=*The
Importance ^nn+nom+++=Importance
of ^in++++=of
Being ^xvbg+++xvbg+=Being
Earnest* ^np+++??+=Earnest*
in ^in++++=in
which ^whp+rel+pied++=which
his ^pp$+pp3+++=his
son ^nn++++=son-in-law
- ^zz++++=EXTRAWORD
in ^in++++=EXTRAWORD
- ^zz++++=EXTRAWORD
law ^nn++++=EXTRAWORD
played ^vbd+++xvbn+=played
Algernon ^np+++??+=Algernon
with ^in++++=with
a ^at++++=a
yellow ^jj+atrb+++=yellow
mustache ^nn+++??+=mustache
and ^cc++++=and
the ^ati++++=the
deliberate ^jj+atrb+++=deliberate
manner ^nn++++=manner
of ^in++++=of
a ^at++++=a
man ^nn++++=man
crossing ^vwbg+++xvbg+=crossing
a ^at++++=a
frozen ^jj+++xvbn+=frozen
lake ^npl++++=lake.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
today ^nr+tm+++=today
exile ^nn++++=exile
had ^vbd+hvd+aux++=had
lifted ^vprf+++xvbnx+=lifted
its ^pp$+it+++=its
boot ^nn++++=boot
from ^in++++=from
his ^pp$+pp3+++=his
neck ^nn++++=neck.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
seen ^vprf++tht0+xvbnx+=seen
a ^at++++=a
runner ^nn++++=runner
steal ^vb++++=steal
second ^od++++=second.
. ^zz++++=EXTRAWORD
Birdsey ^np+++??+=Birdsey
breathed ^vbd+++xvbn+=breathed
deeply ^rb++++=deeply.
. ^zz++++=EXTRAWORD
The ^ati++++=The
air ^nn++++=air
of ^in++++=of
London ^np++++=London,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
composed ^vprf+++xvbn+=composed
principally ^rb+down+++=principally
of ^in++++=of
smoke ^nn++++=smoke,
, ^zz++++=EXTRAWORD
petrol ^nn++++=petrol,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
history ^nn++++=history,
, ^zz++++=EXTRAWORD
tasted ^vprf+++xvbn+=tasted
to ^in++++=to
him ^pp3o+pp3+++=him
like ^in++++=like
that ^dt+dem+++=that
of ^in++++=of
the ^ati++++=the
Polo ^np+++??+=Polo
Grounds ^nns++++=Grounds.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
attendance ^nn+nom+++=attendance
at ^in++++=at
the ^ati++++=the
game ^nn++++=game
had ^vbd+hvd+aux++=had
involved ^vprf+++xvbnx+=involved
strategy ^nn++++=strategy.
. ^zz++++=EXTRAWORD
Mrs ^npt++++=Mrs
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Wilmot ^np++++=Wilmot
Birdsey ^np+++??+=Birdsey
did ^vbd+dod+aux++=did
not ^xnot++not++=not
approve ^vb++++=approve
of ^in++++=of
strategy ^nn++++=strategy
unless ^cs+cnd+++=unless
she ^pp3a+pp3+++=she
had ^vbd+hvd+aux++=had
devised ^vprf+++xvbnx+=devised
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
a ^at++++=a
tall ^jj+atrb+++=tall,
, ^zz++++=EXTRAWORD
handsome ^jj+atrb+++=handsome
woman ^nn++++=woman
with ^in++++=with
a ^at++++=a
gaze ^nn++++=gaze
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
stopped ^vprf+++xvbnx+=stopped
hotel ^npl++++=hotel
clerks ^nns++++=clerks
in ^in++++=in
mid ^jjb++++=mid-deception
- ^zz++++=EXTRAWORD
deception ^nn+nom+++=EXTRAWORD
and ^cc++++=and
caused ^xvbn+++xvbn+=caused
waiters ^nns+nom+++=waiters
to ^to+vcmp+++=to
confess ^nns+nom+++=confess
errors ^nns++++=errors
not ^xnot++not++=not
yet ^rb++++=yet
committed ^vbd+++xvbn+=committed.
. ^zz++++=EXTRAWORD
Five ^cd++++=Five
years ^nns++++=years
earlier ^jjr++++=earlier
their ^pp$+pp3+++=their
daughter ^nn+nom+++=daughter,
, ^zz++++=EXTRAWORD
Eulalie ^np+++??+=Eulalie,
, ^zz++++=EXTRAWORD
had ^vbd+hvd+aux++=had
married ^vprf+++xvbnx+=married
Percy ^np++++=Percy,
, ^zz++++=EXTRAWORD
Earl ^npt++++=Earl
of ^in++++=of
Thanet ^np+++??+=Thanet,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
that ^dt+dem+++=that
hour ^nn++++=hour
Mrs ^npt++++=Mrs
Birdsey ^np++++=Birdsey
had ^vbd+hvd+aux++=had
regarded ^vprf+++xvbnx+=regarded
America ^np++++=America
as ^in++++=as
a ^at++++=a
regrettable ^jj++++=regrettable
preliminary ^in+cmpx+++=preliminary
to ^in++++=to
life ^nn++++=life.
. ^zz++++=EXTRAWORD
Birdsey ^np++++=Birdsey's
's ^$++++=EXTRAWORD
own ^ap++++=own
opinion ^nn++++=opinion
had ^vb+hv+aux++=had
not ^xnot++not++=not
been ^vprf+ben+aux+xvbn+=been
requested ^vpsv++agls+xvbnx+=requested.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
gathered ^vpsv++agls+xvbnx+=gathered
from ^in++++=from
his ^pp$+pp3+++=his
favorite ^jj+atrb+++=favorite
chair ^nn++++=chair
in ^in++++=in
his ^pp$+pp3+++=his
New ^jj+atrb+++=New
York ^np++++=York
club ^nn++++=club
as ^in++++=as
neatly ^rb++++=neatly
as ^in++++=as
an ^at++++=an
oyster ^nn++++=oyster
from ^in++++=from
its ^pp$+it+++=its
shell ^nn++++=shell,
, ^zz++++=EXTRAWORD
packed ^j+++xvbn+=packed,
, ^zz++++=EXTRAWORD
ticketed ^j+++xvbn+=ticketed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
conveyed ^vpsv++agls+xvbn+=conveyed
to ^in++++=to
England ^np++++=England.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
retained ^vbd+++xvbnx+=retained
a ^at++++=a
vague ^jj+atrb+++=vague
recollection ^nn+nom+++=recollection
of ^in++++=of
protesting ^xvbg+++xvbg+=protesting
somewhere ^rb++++=somewhere
in ^in++++=in
the ^ati++++=the
Atlantic ^np++++=Atlantic,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
Mrs ^npt++++=Mrs
Birdsey ^np++++=Birdsey
had ^vbd+hvd+aux++=had
been ^vprf+ben+vrb+xvbnx+=been
seasick ^jj++++=seasick
at ^in++++=at
the ^ati++++=the
time ^nn++++=time
and ^cc++++=and
had ^vbd+hvd+aux++=had
told ^vprf+++xvbnx+=told
him ^pp3o+pp3+++=him
not ^xnot++not++=not
to ^to++++=to
be ^vbi++vrb++=be
foolish ^jj+pred+++=foolish.
. ^zz++++=EXTRAWORD
Since ^cs+sub+++=Since
then ^rn+tm+++=then
his ^pp$+pp3+++=his
existence ^nn+nom+++=existence
had ^vbd+hvd+aux++=had
consisted ^vprf+++xvbnx+=consisted
largely ^rb++++=largely
of ^in++++=of
entering ^xvbg+++xvbg+=entering
drawing ^nvbg+++xvbg+=drawing
rooms ^nns++++=rooms
when ^wrb+who+++=when
summoned ^vbd+++xvbn+=summoned
and ^cc+phrs+++=and
withdrawing ^vbg+++xvbg+=withdrawing
when ^wrb+who+++=when
his ^pp$+pp3+++=his
presence ^nn+nom+++=presence
ceased ^vbd+++xvbn+=ceased
to ^in++++=to
ornament ^nn+nom+++=ornament
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Tonight ^nr+tm+++=Tonight,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
domestic ^jj+atrb+++=domestic
program ^nn+++??+=program,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
have ^vbi+vbi+aux++=have
dined ^vprf+++xvbnx+=dined
at ^rb++++=at
Thanet ^np+++??+=Thanet
House ^nn++++=House
with ^in++++=with
a ^at++++=a
duchess ^nns+nom+++=duchess
and ^cc++++=and
two ^cd++++=two
men ^nns++++=men
connected ^vbd+++xvbn+=connected
with ^in++++=with
museums ^nns++++=museums.
. ^zz++++=EXTRAWORD
Instead ^rb+cnj+++=Instead,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
sent ^vprf+++xvbnx+=sent
a ^at++++=a
message ^nn+nom+++=message
announcing ^nvbg+++xvbg+=announcing
that ^tht+ncmp+++=that
a ^at++++=a
sudden ^jj+atrb+++=sudden
headache ^nn++++=headache
required ^vbd+++xvbn+=required
solitude ^nn++++=solitude,
, ^zz++++=EXTRAWORD
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
temporary ^jj+atrb+++=temporary
inaccessibility ^nn+nom+++=inaccessibility
of ^in++++=of
his ^pp$+pp3+++=his
person ^nn++++=person.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+aux++=had
then ^rn+tm+splt++=then
put ^vprf+++xvbnx+=put
on ^rb+phrv+++=on
a ^at++++=a
soft ^jj+atrb+++=soft
hat ^nn++++=hat,
, ^zz++++=EXTRAWORD
slipped ^j+++xvbn+=slipped
down ^rp++++=down
a ^at++++=a
service ^nn++++=service
staircase ^nn++++=staircase,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
taken ^vbd+++xvbn+=taken
a ^at++++=a
cab ^nn++++=cab
to ^in++++=to
the ^ati++++=the
game ^nn++++=game.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
now ^rn+tm+++=now,
, ^zz++++=EXTRAWORD
beneath ^in+pl+++=beneath
his ^pp$+pp3+++=his
happiness ^nns+nom+++=happiness,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
stirred ^vbd+++xvbn+=stirred
the ^ati++++=the
cold ^jj++++=cold
little ^ap++++=little
worm ^nn++++=worm
of ^in++++=of
tomorrow ^nr+tm+++=tomorrow's
's ^$++++=EXTRAWORD
explanation ^nn+nom+++=explanation.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
Birdsey ^np+++??+=Birdsey
was ^vbd+bedz+vrb++=was
an ^at++++=an
American ^jj+atrb+++=American
optimist ^nn+nom+++=optimist.
. ^zz++++=EXTRAWORD
Tomorrow ^nr+tm+++=Tomorrow,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
felt ^vbd+vprv++xvbnx+=felt,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
fail ^vb++++=fail
to ^to+vcmp+++=to
arrive ^vbi++++=arrive.
. ^zz++++=EXTRAWORD
" ^zz++++="Some
some ^dti++++=EXTRAWORD
finish ^nn++++=finish,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
a ^at++++=a
voice ^nn++++=voice
beside ^in+pl+++=beside
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
Birdsey ^np+++??+=Birdsey
wheeled ^vbd+++xvbn+=wheeled.
. ^zz++++=EXTRAWORD
The ^ati++++=The
speaker ^nn++++=speaker
was ^vbd+bedz+vrb++=was
a ^at++++=a
lean ^jj+atrb+++=lean
young ^jj+atrb+++=young
man ^nn++++=man
of ^in++++=of
about ^in++++=about
thirty ^cd++++=thirty-five,
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
with ^in++++=with
alert ^jj+atrb+++=alert
eyes ^nns++++=eyes
and ^cc++++=and
a ^at++++=a
sharp ^jj++++=sharp,
, ^zz++++=EXTRAWORD
vulturine ^nn+++??+=vulturine
face ^nn++++=face.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
the ^ati++++=the
air ^nn++++=air
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
found ^vbd+vprv++xvbn+=found
the ^ati++++=the
world ^nn++++=world
badly ^rb++++=badly
organized ^jj+++xvbn+=organized
and ^cc++++=and
had ^vbd+hvd+aux++=had
appointed ^vprf+++xvbnx+=appointed
himself ^ppl+pp3+++=himself
to ^to++++=to
collect ^vbi++++=collect
evidence ^nn+nom+++=evidence.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
clothes ^nns++++=clothes
were ^vbd+bed+vrb++=were
English ^jj+pred+++=English,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
his ^pp$+pp3+++=his
accent ^nn++++=accent
came ^vbd+++xvbn+=came
cleanly ^rb++++=cleanly
from ^in++++=from
Manhattan ^np+nom++??+=Manhattan.
. ^zz++++=EXTRAWORD
Birdsey ^np+++??+=Birdsey
gripped ^vbd+++xvbn+=gripped
his ^pp$+pp3+++=his
arm ^nn++++=arm.
. ^zz++++=EXTRAWORD
" ^zz++++="American?"
american ^jj++++=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="New
new ^jj+atrb+++=EXTRAWORD
York ^np++++=York."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="My
my ^pp$+pp1+++=EXTRAWORD
boy ^nn++++=boy!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
The ^ati++++=The
young ^jj+atrb+++=young
man ^nn++++=man,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
surprised ^jj+++xvbn+=surprised
to ^to+jcmp+++=to
find ^vbi+vprv+tht0++=find
himself ^ppl+pp3+++=himself
adopted ^vbd+++xvbn+=adopted
in ^in++++=in
the ^ati++++=the
street ^nn++++=street,
, ^zz++++=EXTRAWORD
endured ^xvbn+++xvbn+=endured
the ^ati++++=the
embrace ^nn++++=embrace.
. ^zz++++=EXTRAWORD
" ^zz++++="Name's
name ^nn++++=EXTRAWORD
's ^$++++=EXTRAWORD
Waterall ^np+++??+=Waterall,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Charles
charles ^np++++=EXTRAWORD
Waterall ^np+++??+=Waterall.
. ^zz++++=EXTRAWORD
*new ^nn+++??+=*New
York ^np++++=York
Sentinel* ^np+++??+=Sentinel*."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
newspaper ^nn+nom+++=newspaper
man ^nn++++=man!
! ^zz++++=EXTRAWORD
Shake ^vb++++=Shake
again ^rb+tm+++=again.
. ^zz++++=EXTRAWORD
Birdsey ^np++++=Birdsey's
's ^$++++=EXTRAWORD
my ^pp$+pp1+++=my
name ^nn++++=name.
. ^zz++++=EXTRAWORD
J ^zz++++=J.
. ^zz++++=EXTRAWORD
Wilmot ^np++++=Wilmot
Birdsey ^np+++??+=Birdsey.
. ^zz++++=EXTRAWORD
West ^np+pl+++=West
Seventy ^cd++++=Seventy-Third
- ^zz++++=EXTRAWORD
third ^od++++=EXTRAWORD
Street ^npl++++=Street
before ^cs+sub+++=before
they ^pp3a+pp3+++=they
kidnapped ^vbd+++xvbnx+=kidnapped
me ^pp1o+pp1+++=me."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Kidnapped?"
kidnapped ^vbd+++xvbn+=EXTRAWORD
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="By
by ^in++++=EXTRAWORD
marriage ^nn+nom+++=marriage.
. ^zz++++=EXTRAWORD
Legalized ^np+++??+=Legalized
abduction ^nn+nom+++=abduction.
. ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
daughter ^nn+nom+++=daughter
married ^vbd+++xvbn+=married
an ^at++++=an
