# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Measure ^nn++++=Measure
of ^in++++=of
Friendship ^nn+nom+++=Friendship
One ^cd1++++=One
morning ^nn++++=morning
the ^ati++++=the
old ^jj+atrb+++=old
Water ^nn++++=Water-rat
- ^zz++++=EXTRAWORD
rat ^nn++++=EXTRAWORD
put ^vbd+++xvbn+=put
his ^pp$+pp3+++=his
head ^jjb++++=head
out ^rp+pl+++=out
of ^in++++=of
his ^pp$+pp3+++=his
hole ^nn++++=hole.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
round ^in+strn+++=round,
, ^zz++++=EXTRAWORD
beady ^jj+atrb+++=beady
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
stiff ^jj+atrb+++=stiff
grey ^jj+atrb+++=grey
whiskers ^nns+nom+++=whiskers,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
long ^rb++++=long
black ^jj+atrb+++=black
tail ^nn++++=tail
that ^tht+rel+subj++=that
looked ^vbd+++xvbn+=looked
as ^cs+sub+++=as
if ^cs+cnd+++=if
it ^pp3+it+++=it
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
made ^vpsv++agls+xvbnx+=made
of ^in++++=of
India ^np++++=India
rubber ^nn++++=rubber.
. ^zz++++=EXTRAWORD
In ^in++++=In
the ^ati++++=the
pond ^nn++++=pond
the ^ati++++=the
little ^jj+atrb+++=little
ducks ^nns++++=ducks
were ^vbd+bed+aux++=were
swimming ^vbg+++xvbgx+=swimming
after ^in++++=after
their ^pp$+pp3+++=their
mother ^nn++++=mother.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
were ^vbd+bed+vrb++=were
like ^in++++=like
six ^cd++++=six
yellow ^jj+atrb+++=yellow
balls ^nns++++=balls
of ^in++++=of
thistledown ^nn++++=thistledown,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
mother ^nn++++=mother-duck,
- ^zz++++=EXTRAWORD
duck ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
who ^whp+rel+subj++=who
was ^vbd+bedz+vrb++=was
very ^ql+amp+++=very
white ^np++++=white
and ^cc++++=and
had ^vb+hv+vrb++=had
remarkably ^rb++++=remarkably
red ^jj+atrb+++=red
legs ^nns++++=legs,
, ^zz++++=EXTRAWORD
was ^vbd+bedz+aux++=was
trying ^vbg+++xvbgx+=trying
to ^to+vcmp+++=to
teach ^vbi+vsua+++=teach
them ^pp3o+pp3+++=them
how ^wrb+who+++=how
to ^to++++=to
stand ^vbi++++=stand
upon ^in++++=upon
their ^pp$+pp3+++=their
heads ^nns++++=heads
in ^in++++=in
the ^ati++++=the
water ^nn++++=water.
. ^zz++++=EXTRAWORD
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
will ^md+prd+++=will
never ^rb++++=never
be ^vb+be+aux++=be
admitted ^vpsv++agls+xvbnx+=admitted
into ^in++++=into
good ^jj+atrb+++=good
society ^nn++++=society
unless ^cs+cnd+++=unless
you ^pp2+pp2+++=you
can ^md+pos+++=can
stand ^vb++++=stand
upon ^in++++=upon
your ^pp$+pp2+++=your
heads ^nns++++=heads,"
