# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Garland ^nn++++=Garland
of ^in++++=of
Victory ^nn++++=Victory
She ^pp3a+pp3+++=She
was ^vbd+bedz+vrb++=was
the ^ati++++=the
Princess ^nns+nom+++=Princess
Ajita ^np+++??+=Ajita.
. ^zz++++=EXTRAWORD
Shekhar ^np+++??+=Shekhar,
, ^zz++++=EXTRAWORD
the ^ati++++=the
King ^np++++=King's
's ^$++++=EXTRAWORD
poet ^nn++++=poet,
, ^zz++++=EXTRAWORD
had ^vb+hv+vrb++=had
never ^rb++++=never
beheld ^nn+++??+=beheld
her ^pp3o+pp3+++=her
face ^nn++++=face.
. ^zz++++=EXTRAWORD
Yet ^rb+cnj+++=Yet,
, ^zz++++=EXTRAWORD
in ^in++++=in
his ^pp$+pp3+++=his
secret ^jj+atrb+++=secret
heart ^nn++++=heart,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
fashioned ^vprf+++xvbnx+=fashioned
it ^pp3+it+++=it
from ^in++++=from
moonlight ^nn++++=moonlight,
, ^zz++++=EXTRAWORD
music ^nn++++=music,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
dreams ^nps++++=dreams
which ^whp+rel+subj++=which
visit ^vb++++=visit
a ^at++++=a
lonely ^jj+atrb+++=lonely
man ^nn++++=man
before ^in++++=before
dawn ^nn++++=dawn.
. ^zz++++=EXTRAWORD
During ^in++++=During
the ^ati++++=the
hours ^nns++++=hours
of ^in++++=of
recitation ^nn+nom+++=recitation
she ^pp3a+pp3+++=she
sat ^vbd+++xvbnx+=sat
behind ^in+pl+++=behind
the ^ati++++=the
latticed ^jj+atrb++xvbn+=latticed
screen ^nn++++=screen
above ^in+pl+++=above
the ^ati++++=the
royal ^jj+atrb+++=royal
hall ^nn++++=hall.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
the ^ati++++=the
lamps ^nns++++=lamps
cast ^vbd+++xvbn+=cast
upon ^in++++=upon
the ^ati++++=the
silk ^nn++++=silk
curtain ^nn++++=curtain
the ^ati++++=the
shadow ^nn++++=shadow
of ^in++++=of
a ^at++++=a
slender ^jj+atrb+++=slender
head ^nn++++=head;
; ^zz++++=EXTRAWORD
sometimes ^rb+cnj+++=sometimes,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
his ^pp$+pp3+++=his
song ^nn++++=song
ended ^vbd+++xvbn+=ended,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
came ^vbd+++xvbn+=came
from ^in+ppvb+++=from
that ^dt+pdem+++=that
hidden ^vbd+++xvbn+=hidden
place ^nn++++=place
the ^ati++++=the
faint ^jj+atrb+++=faint
tinkle ^nn++++=tinkle
of ^in++++=of
golden ^jj+atrb+++=golden
anklets ^nns+nom+++=anklets.
. ^zz++++=EXTRAWORD
That ^tht+vcmp+++=That
shadow ^nn++++=shadow
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
heaven ^nn++++=heaven,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+dem+++=those
anklets ^nns+nom+++=anklets
its ^pp$+it+++=its
answer ^nn++++=answer.
. ^zz++++=EXTRAWORD
King ^npt++++=King
Narayan ^np+++??+=Narayan
would ^md+prd+++=would
sit ^vb++++=sit
upon ^in++++=upon
his ^pp$+pp3+++=his
ivory ^nn++++=ivory
throne ^nn++++=throne,
, ^zz++++=EXTRAWORD
grave ^jj++++=grave
and ^cc+phrs+++=and
magnificent ^jj++++=magnificent,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
courtiers ^nns+nom+++=courtiers,
, ^zz++++=EXTRAWORD
captains ^nns++++=captains,
, ^zz++++=EXTRAWORD
pandits ^nns+++??+=pandits,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
merchants ^nns+nom+++=merchants
gathered ^vbd+++xvbn+=gathered
in ^in++++=in
their ^pp$+pp3+++=their
appointed ^xvbn+++xvbn+=appointed
ranks ^nns++++=ranks.
. ^zz++++=EXTRAWORD
Shekhar ^np+++??+=Shekhar
stood ^vbd+++xvbn+=stood
below ^rb++++=below
them ^pp3o+pp3+++=them
with ^in++++=with
no ^at++++=no
jewelled ^jj+atrb++xvbn+=jewelled
robe ^nn++++=robe
and ^cc++++=and
no ^at++++=no
scholar ^nn++++=scholar's
's ^$++++=EXTRAWORD
chain ^nn++++=chain.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
slight ^jj+pred+++=slight,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
his ^pp$+pp3+++=his
eyes ^nns++++=eyes
had ^vb+hv+vrb++=had
the ^ati++++=the
distant ^jj+atrb+++=distant
look ^nn++++=look
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
sees ^vbz+vprv+++=sees
another ^dt++++=another
world ^nn++++=world
through ^in++++=through
this ^dt+dem+++=this
one ^pn++++=one.
. ^zz++++=EXTRAWORD
When ^wrb+who+++=When
he ^pp3a+pp3+++=he
began ^vbd+++xvbnx+=began
to ^to++++=to
sing ^vbi++++=sing,
, ^zz++++=EXTRAWORD
his ^pp$+pp3+++=his
voice ^nn++++=voice
at ^rb++++=at
first ^rb"++++=first
was ^vbd+bedz+vrb++=was
low ^jj+pred+++=low,
, ^zz++++=EXTRAWORD
as ^cs+sub+++=as
though ^cs+sub+++=though
asking ^xvbg+++xvbg+=asking
leave ^vb++++=leave
of ^in++++=of
silence ^nn+nom+++=silence;
; ^zz++++=EXTRAWORD
then ^rn+tm+++=then
it ^pp3+it+++=it
rose ^vbd+++xvbn+=rose
like ^in++++=like
a ^at++++=a
quivering ^jj+atrb++xvbg+=quivering
flame ^nn++++=flame
of ^in++++=of
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
songs ^nns++++=songs
told ^vbd+vpub++xvbn+=told
of ^in++++=of
the ^ati++++=the
old ^jj+atrb+++=old
kings ^nns++++=kings
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
guarded ^vprf+++xvbnx+=guarded
the ^ati++++=the
land ^nn++++=land,
, ^zz++++=EXTRAWORD
of ^in++++=of
mothers ^nns+nom+++=mothers
waiting ^vwbg+++xvbg+=waiting
at ^rb++++=at
twilight ^nn++++=twilight
for ^in++++=for
sons ^nns++++=sons
returning ^vwbg+++xvbg+=returning
from ^in++++=from
battle ^nn++++=battle,
, ^zz++++=EXTRAWORD
of ^in++++=of
the ^ati++++=the
river ^nn++++=river
carrying ^vwbg+++xvbg+=carrying
the ^ati++++=the
prayers ^nns+nom+++=prayers
of ^in++++=of
villages ^nns+nom+++=villages
to ^in++++=to
the ^ati++++=the
sea ^nn++++=sea.
. ^zz++++=EXTRAWORD
Yet ^rb++++=Yet
beneath ^rb++++=beneath
them ^pp3o+pp3+++=them
all ^rb++++=all
ran ^vbd+++xvbn+=ran
another ^ppls++++=another
song ^np++++=song,
, ^zz++++=EXTRAWORD
unnamed ^jj++++=unnamed
and ^cc+phrs+++=and
unheard ^jj++++=unheard
by ^in++++=by
none ^pn++++=none
save ^vb++++=save
one ^pn++++=one.
. ^zz++++=EXTRAWORD
" ^zz++++="O
o ^zz++++=EXTRAWORD
thou ^pp2+pp2+++=thou
who ^whp+who+++=who
dwellest ^jjt++++=dwellest
behind ^in+pl+++=behind
the ^ati++++=the
veil ^nn++++=veil,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
sang ^vbd+++xvbnx+=sang,
, ^zz++++=EXTRAWORD
" ^zz++++="thy
thy ^pp$+pp2+++=EXTRAWORD
mercy ^nn++++=mercy
falls ^vbz++++=falls
unseen ^jj++++=unseen,
, ^zz++++=EXTRAWORD
like ^in++++=like
dew ^nn++++=dew
upon ^in++++=upon
a ^at++++=a
sleeping ^jj+atrb++xvbg+=sleeping
flower ^nn++++=flower.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
know ^vb+vprv+++=know
not ^xnot++not++=not
thy ^pp$+pp2+++=thy
face ^nn++++=face;
; ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore
the ^ati++++=the
whole ^jj+atrb+++=whole
sky ^nn++++=sky
becomes ^vbz++++=becomes
thy ^pp$+pp2+++=thy
countenance ^nn+nom+++=countenance.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
touch ^nn++++=touch
not ^xnot++not++=not
thy ^pp$+pp2+++=thy
feet ^nns++++=feet;
; ^zz++++=EXTRAWORD
therefore ^rb+cnj+++=therefore
the ^ati++++=the
earth ^nn++++=earth
beneath ^in+pl+++=beneath
me ^pp1o+pp1+++=me
is ^vbz+bez+vrb++=is
sacred ^jj+pred+++=sacred."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
At ^rb++++=At
such ^abl++++=such
times ^nns++++=times
the ^ati++++=the
royal ^jj+atrb+++=royal
hall ^nn++++=hall
grew ^vbd+++xvbn+=grew
still ^jj+pred+++=still.
. ^zz++++=EXTRAWORD
The ^ati++++=The
old ^nn++++=old
guards ^vbz++++=guards
stared ^vprf+++xvbn+=stared
before ^in++++=before
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
remembering ^xvbg+++xvbg+=remembering
vanished ^vprf+++xvbn+=vanished
springs ^vbz++++=springs.
. ^zz++++=EXTRAWORD
The ^ati++++=The
King ^np++++=King's
's ^$++++=EXTRAWORD
stern ^jj+atrb+++=stern
mouth ^nn++++=mouth
softened ^vbd+++xvbn+=softened.
. ^zz++++=EXTRAWORD
From ^in++++=From
behind ^in+pl+++=behind
the ^ati++++=the
screen ^nn++++=screen
came ^vbd+++xvbn+=came
the ^ati++++=the
anklets ^nns+nom+++=anklets,
, ^zz++++=EXTRAWORD
once ^rb+tm+++=once
only ^rb+down+++=only
once ^rb+tm+++=once
and ^cc++++=and
Shekhar ^np++++=Shekhar's
's ^$++++=EXTRAWORD
heart ^nn++++=heart
received ^vbd+++xvbn+=received
the ^ati++++=the
sound ^jj++++=sound
as ^ql++++=as
a ^at++++=a
kingdom ^nn+nom+++=kingdom
receives ^vbz++++=receives
the ^ati++++=the
trumpet ^nn++++=trumpet
of ^in++++=of
deliverance ^nn+nom+++=deliverance.
. ^zz++++=EXTRAWORD
Afterward ^rb++++=Afterward
Manjari ^np+++??+=Manjari,
, ^zz++++=EXTRAWORD
the ^ati++++=the
Princess ^nns+nom+++=Princess's
's ^$++++=EXTRAWORD
maid ^np++++=maid,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
visit ^vb++++=visit
him ^pp3o+pp3+++=him.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
came ^vbd+++xvbnx+=came
without ^in++++=without
solemnity ^nn+nom+++=solemnity,
, ^zz++++=EXTRAWORD
laughing ^vbg+++xvbg+=laughing
through ^in++++=through
the ^ati++++=the
garden ^nn++++=garden
as ^cs+sub+++=as
if ^cs+cnd+++=if
all ^rb++++=all
the ^ati++++=the
birds ^nns++++=birds
were ^vbd+bed+vrb++=were
her ^pp$+pp3+++=her
cousins ^nns++++=cousins.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
wore ^vbd+++xvbnx+=wore
no ^at++++=no
heavy ^jj+atrb+++=heavy
jewels ^nns++++=jewels,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
wound ^nn+++xvbn+=wound
fresh ^jj+atrb+++=fresh
jasmine ^np++++=jasmine
in ^in++++=in
her ^pp$+pp3+++=her
hair ^nn++++=hair.
. ^zz++++=EXTRAWORD
Because ^cs+cos+++=Because
she ^pp3a+pp3+++=she
passed ^vbd+++xvbnx+=passed
freely ^rb++++=freely
between ^in++++=between
the ^ati++++=the
women ^nns++++=women's
's ^$++++=EXTRAWORD
chambers ^nns+nom+++=chambers
and ^cc++++=and
the ^ati++++=the
outer ^jjb+atrb+++=outer
courts ^nns++++=courts,
, ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
knew ^vbd+vprv++xvbnx+=knew
every ^at++++=every
secret ^nn++++=secret
except ^in++++=except
those ^dt+pdem+++=those
which ^whp+rel+subj++=which
mattered ^vbd+++xvbn+=mattered;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
those ^dt+dem+++=those
she ^pp3a+pp3+++=she
pretended ^vbd+vprv++xvbnx+=pretended
not ^xnot++not++=not
to ^to++++=to
know ^vbi+vprv+++=know.
. ^zz++++=EXTRAWORD
" ^zz++++="Poet,"
poet ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said
one ^cd1++++=one
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
leaning ^vbg+++xvbg+=leaning
against ^in++++=against
his ^pp$+pp3+++=his
doorway ^nn++++=doorway,
, ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
bees ^nns++++=bees
accuse ^vb++++=accuse
thee ^pp2+pp2+++=thee."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Of
of ^in++++=EXTRAWORD
what ^wdt+who+++=what
crime ^nn++++=crime?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Thou
thou ^pp2+pp2+++=EXTRAWORD
stealest ^jjt++++=stealest
the ^ati++++=the
honey ^nn++++=honey
from ^in++++=from
the ^ati++++=the
flowers ^nns+nom+++=flowers
and ^cc++++=and
hidest ^jjt++++=hidest
it ^pp3+it+++=it
in ^in++++=in
thy ^pp$+pp2+++=thy
songs ^nns++++=songs."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Tell
tell ^vb++++=EXTRAWORD
the ^ati++++=the
bees ^nns++++=bees,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
answered ^vbd+vpub++xvbn+=answered
Shekhar ^np+++??+=Shekhar,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
the ^ati++++=the
flowers ^nns+nom+++=flowers
gave ^vbd+++xvbn+=gave
it ^pp3+it+++=it
willingly ^rb++++=willingly."
. ^zz++++=EXTRAWORD
