# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Little ^jj+atrb+++=LITTLE
Hands ^nns++++=HANDS
At ^in++++=AT
Tresillack ^np+++??+=TRESILLACK
" ^zz++++="You
you ^pp2+pp2+++=EXTRAWORD
have ^vb+hv+aux++=have
never ^rb++splt++=never
told ^vprf+++xvbnx+=told
us ^pp1o+pp1+++=us,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Clara ^np++++=Clara,
, ^zz++++=EXTRAWORD
leaning ^vbg+++xvbg+=leaning
forward ^rb+phrv+++=forward
to ^in+ppvb+++=to
rescue ^nn++++=rescue
a ^at++++=a
chestnut ^nn++++=chestnut
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
rolled ^vprf+++xvbnx+=rolled
dangerously ^rb++++=dangerously
near ^in+pl+++=near
the ^ati++++=the
fender ^nn++++=fender,
, ^zz++++=EXTRAWORD
" ^zz++++="whether
whether ^cs+who+++=EXTRAWORD
you ^pp2+pp2+++=you
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
a ^at++++=a
ghost ^nn++++=ghost."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Miss ^npt++++=Miss
Emily ^np++++=Emily
Le ^&fw++++=Le
Petyt ^np+++??+=Petyt
looked ^vbd+++xvbn+=looked
across ^in+pl+++=across
the ^ati++++=the
fire ^nn++++=fire
at ^rb++++=at
her ^pp$+pp3+++=her
with ^in++++=with
that ^dt+dem+++=that
expression ^nn++++=expression
of ^in++++=of
courteous ^jj+atrb+++=courteous
surprise ^nn++++=surprise
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
in ^in++++=in
another ^dt++++=another
woman ^nn++++=woman,
, ^zz++++=EXTRAWORD
might ^md+pos+++=might
have ^vb+hv+aux++=have
meant ^vprf+++xvbnx+=meant
that ^tht+vcmp+++=that
the ^ati++++=the
question ^nn+nom+++=question
was ^vbd+bedz+vrb++=was
impertinent ^jj+pred+++=impertinent,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
in ^in++++=in
Miss ^npt++++=Miss
Le ^np++++=Le
Petyt ^np+++??+=Petyt
meant ^vbd+vprv++xvbn+=meant
only ^rb+down+++=only
that ^dt+dem+++=that
the ^ati++++=the
answer ^nn++++=answer
required ^vbd+++xvbn+=required
arranging ^vbg+vsua++xvbg+=arranging.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
have ^vb+hv+aux++=have
seen ^vprf+++xvbnx+=seen
part ^nn++++=part
of ^in++++=of
one ^pn++++=one,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
she ^pp3a+pp3+++=she
said ^vbd+vpub++xvbnx+=said.
. ^zz++++=EXTRAWORD
" ^zz++++="Part
part ^nn++++=EXTRAWORD
of ^in++++=of
one ^pn++++=one?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="The
the ^ati++++=EXTRAWORD
most ^ql+emph+++=most
important ^jj+atrb+++=important
part ^nn++++=part,
, ^zz++++=EXTRAWORD
as ^ql++++=as
I ^pp1a+pp1+++=I
came ^vbd+++xvbnx+=came
to ^to++++=to
think ^vbi+vprv+++=think."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="A
a ^at++++=EXTRAWORD
head ^nn++++=head?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
dear ^nn++++=dear."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
the ^ati++++=the
most ^ql+emph+++=most
important ^jj+atrb+++=important
part ^nn++++=part."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="That
that ^dt+pdem+++=EXTRAWORD
depends ^vbz++++=depends
upon ^in++++=upon
the ^ati++++=the
use ^nn++++=use
to ^to++++=to
which ^whp+who+++=which
a ^at++++=a
head ^nn++++=head
is ^vbz+bez+aux++=is
put ^vpsv++agls+xvbnx+=put.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
have ^vb+hv+aux++=have
known ^vprf+++xvbnx+=known
several ^ap++++=several
that ^dt+pdem+++=that
were ^vbd+bed+vrb++=were
no ^at++++=no
great ^jj+atrb+++=great
addition ^nn+nom+++=addition
to ^in++++=to
their ^pp$+pp3+++=their
owners ^nns++++=owners."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
murmur ^nn++++=murmur
at ^rb++++=at
this ^dt+pdem+++=this,
, ^zz++++=EXTRAWORD
for ^in++++=for
we ^pp1a+pp1+++=we
were ^vbd+bed+vrb++=were
all ^abn++++=all
intimate ^jj++++=intimate
enough ^qlp++++=enough
with ^in++++=with
Miss ^npt++++=Miss
Le ^np++++=Le
Petyt ^np+++??+=Petyt
to ^to++++=to
laugh ^vbi++++=laugh,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
not ^xnot++not++=not
so ^ql+emph+++=so
