# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Third ^od++++=THIRD
Signal ^vb++++=SIGNAL
Uncle ^nn++++=Uncle
Peter ^np++++=Peter
had ^vbd+hvd+aux++=had
followed ^vprf+++xvbnx+=followed
the ^ati++++=the
controversy ^nn++++=controversy
among ^in++++=among
the ^ati++++=the
nature ^nn++++=nature
writers ^nns+nom+++=writers
with ^in++++=with
an ^at++++=an
attention ^nn+nom+++=attention
which ^whp+rel+obj++=which
he ^pp3a+pp3+++=he
described ^vbd+++xvbnx+=described,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
company ^nn++++=company
in ^in++++=in
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
found ^vbd+vprv+tht0+xvbnx+=found
himself ^ppl+pp3+++=himself,
, ^zz++++=EXTRAWORD
as ^ql++++=as
philosophical ^jj++++=philosophical,
, ^zz++++=EXTRAWORD
philological ^jj++++=philological,
, ^zz++++=EXTRAWORD
patriotic ^jj++++=patriotic,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
merely ^rb+down+++=merely
humane ^jj++++=humane.
. ^zz++++=EXTRAWORD
Philosophically ^np+++??+=Philosophically,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
wished ^vbd+vprv++xvbnx+=wished
to ^to+vcmp+++=to
determine ^vbi++++=determine
where ^wrb+who+++=where
observation ^nn+nom+++=observation
ended ^vbd+++xvbn+=ended
and ^cc++++=and
imagination ^nn+nom+++=imagination
began ^vbd+++xvbn+=began.
. ^zz++++=EXTRAWORD
Philologically ^np+++??+=Philologically,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
interested ^jj+pred+++=interested
in ^in++++=in
the ^ati++++=the
precise ^jj++++=precise
meaning ^jj+++xvbg+=meaning
of ^in++++=of
such ^abl++++=such
expressions ^nns++++=expressions
as ^in++++=as
" ^zz++++="the
the ^ati++++=EXTRAWORD
fox ^nn++++=fox
reflected ^vbd+vprv++xvbn+=reflected,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="the
the ^ati++++=EXTRAWORD
oak ^nn++++=oak
remembered ^vwbn+vprv++xvbn+=remembered,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
and ^cc++++=and
" ^zz++++="the
the ^ati++++=EXTRAWORD
humble ^jj+atrb+++=humble
beetle ^nn++++=beetle
smiled ^vbd+++xvbn+=smiled."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Patriotically ^np+++??+=Patriotically,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
considered ^vbd+vprv+tht0+xvbnx+=considered
it ^pp3+it+++=it
intolerable ^jj+atrb+++=intolerable
that ^cs+sub+++=that
foreign ^jj+atrb+++=foreign
naturalists ^nns+nom+++=naturalists
should ^md+nec+++=should
possess ^nns+nom+++=possess
rabbits ^nns++++=rabbits
with ^in++++=with
deeper ^jjr+atrb+++=deeper
emotions ^nns+nom+++=emotions
than ^in++++=than
our ^pp$+pp1+++=our
own ^ap++++=own.
. ^zz++++=EXTRAWORD
Humanely ^np+++??+=Humanely,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
desired ^vbd+vsua++xvbnx+=desired
peace ^nn++++=peace
between ^in++++=between
two ^cd++++=two
distinguished ^jj+atrb++xvbn+=distinguished
authors ^nns++++=authors,
, ^zz++++=EXTRAWORD
one ^pn++++=one
of ^in++++=of
whom ^whp+rel+pied++=whom
had ^vbd+hvd+aux++=had
accused ^vprf+++xvbnx+=accused
the ^ati++++=the
other ^ap++++=other
of ^in++++=of
attributing ^vbg+++xvbg+=attributing
Presbyterian ^jj+atrb+++=Presbyterian
scruples ^nns+++??+=scruples
to ^in++++=to
a ^at++++=a
woodchuck ^nn+++??+=woodchuck,
, ^zz++++=EXTRAWORD
while ^cs+sub+++=while
the ^ati++++=the
other ^ap++++=other
had ^vbd+hvd+aux++=had
replied ^vprf+++xvbnx+=replied
by ^in++++=by
charging ^xvbg+++xvbg+=charging
his ^pp$+pp3+++=his
opponent ^nn++++=opponent
with ^in++++=with
spiritual ^jj+atrb+++=spiritual
blindness ^nns+nom+++=blindness
toward ^in++++=toward
field ^nn++++=field-mice.
- ^zz++++=EXTRAWORD
mice ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
the ^ati++++=the
deepest ^jjt+atrb+++=deepest
reason ^nn++++=reason
was ^vbd+bedz+vrb++=was
personal ^jj+pred+++=personal.
. ^zz++++=EXTRAWORD
One ^pn++++=One
of ^in++++=of
the ^ati++++=the
