# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Judicial ^jj+atrb+++=Judicial
Courtship ^nn+nom+++=Courtship
of ^in++++=of
Mr ^npt++++=Mr.
. ^zz++++=EXTRAWORD
Scofield ^np++++=Scofield
Herbert ^np++++=Herbert
Scofield ^np+++??+=Scofield
had ^vbd+hvd+aux++=had
reached ^vprf+++xvbnx+=reached
that ^dt+dem+++=that
period ^nn++++=period
of ^in++++=of
life ^nn++++=life
when ^wrb+who+++=when
a ^at++++=a
man ^nn++++=man
who ^whp+rel+subj++=who
has ^vbz+hvz+aux++=has
successfully ^rb++splt++=successfully
avoided ^vprf+++xvbnx+=avoided
matrimony ^nn++++=matrimony
begins ^vbz++++=begins
to ^to++++=to
regard ^vbi++++=regard
his ^pp$+pp3+++=his
escape ^nn++++=escape
with ^in++++=with
less ^rbr++++=less
complacency ^nn++++=complacency
than ^in++++=than
formerly ^rb+tm+++=formerly.
. ^zz++++=EXTRAWORD
At ^rb++++=At
twenty ^cd++++=twenty-five
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
considered ^vprf+++xvbnx+=considered
marriage ^nn+nom+++=marriage
an ^at++++=an
interruption ^nn+nom+++=interruption;
; ^zz++++=EXTRAWORD
at ^rb++++=at
thirty ^cd++++=thirty,
, ^zz++++=EXTRAWORD
a ^at++++=a
possibility ^nn+nom+++=possibility;
; ^zz++++=EXTRAWORD
at ^rb++++=at
thirty ^cd++++=thirty-five,
- ^zz++++=EXTRAWORD
five ^cd++++=EXTRAWORD
, ^zz++++=EXTRAWORD
an ^at++++=an
investment ^nn+nom+++=investment
which ^whp+rel+obj++=which
no ^at++++=no
prudent ^jj+atrb+++=prudent
person ^nn++++=person
should ^md+nec+++=should
make ^vb++++=make
without ^in++++=without
the ^ati++++=the
fullest ^jjt+atrb+++=fullest
knowledge ^nn++++=knowledge
of ^in++++=of
the ^ati++++=the
property ^nn++++=property
concerned ^vwbn+++xvbn+=concerned.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
last ^jj+atrb+++=last
comparison ^nn++++=comparison
was ^vbd+bedz+vrb++=was
his ^pp$+pp3+++=his
own ^ap++++=own,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and,
, ^zz++++=EXTRAWORD
since ^cs+sub+++=since
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
a ^at++++=a
lawyer ^nn++++=lawyer
with ^in++++=with
a ^at++++=a
modest ^jj+atrb+++=modest
fortune ^nn++++=fortune
and ^cc++++=and
a ^at++++=a
constitutional ^jj+atrb+++=constitutional
respect ^nn++++=respect
for ^in++++=for
evidence ^nn+nom+++=evidence,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
thought ^vbd+++xvbnx+=thought
it ^pp3+it+++=it
singularly ^rb++++=singularly
apt ^jj++++=apt.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
followed ^vbd+vprv++xvbn+=followed
that ^tht+vcmp+++=that
when ^wrb+who+++=when
Miss ^npt++++=Miss
Minnie ^np++++=Minnie
Madison ^np+++??+=Madison
began ^vbd+++xvbn+=began
to ^to++++=to
occupy ^vbi++++=occupy
an ^at++++=an
undue ^jj+atrb+++=undue
portion ^nn+nom+++=portion
of ^in++++=of
his ^pp$+pp3+++=his
reflections ^nns+nom+++=reflections,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
did ^vbd+dod+aux++=did
not ^xnot++not++=not
admit ^vb+vpub+++=admit
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
was ^vbd+bedz+vrb++=was
in ^in++++=in
love ^nn++++=love
with ^in++++=with
her ^pp$+pp3+++=her.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
merely ^rb+down+++=merely
conceded ^vbn+vsua+tht0+xvbn+=conceded
that ^tht+vcmp+++=that,
