# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Chimney ^nn++++=CHIMNEY
At ^in++++=AT
Sparrock ^np++++=SPARROCK'S
's ^$++++=EXTRAWORD
Mill ^nn++++=MILL
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
no ^at++++=no
illustrated ^jj+atrb++xvbn+=illustrated
weeklies ^nns++++=weeklies
in ^in++++=in
Oldtown ^np+++??+=Oldtown
when ^wrb+who+++=when
I ^pp1a+pp1+++=I
was ^vbd+bedz+vrb++=was
a ^at++++=a
boy ^nn++++=boy;
; ^zz++++=EXTRAWORD
no ^at++++=no
railway ^nn++++=railway
brought ^vbd+++xvbn+=brought
us ^pp1o+pp1+++=us
the ^ati++++=the
morning ^nn++++=morning's
's ^$++++=EXTRAWORD
gossip ^nn++++=gossip
while ^cs+sub+++=while
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
yet ^rb++++=yet
warm ^jj+pred+++=warm
from ^in++++=from
the ^ati++++=the
press ^nn++++=press;
; ^zz++++=EXTRAWORD
no ^at++++=no
lecturer ^nn+nom+++=lecturer
came ^vbd+++xvbn+=came
twice ^rb++++=twice
a ^at++++=a
month ^nn++++=month
to ^to++++=to
explain ^vbi+vpub+++=explain
the ^ati++++=the
stars ^nns++++=stars,
, ^zz++++=EXTRAWORD
the ^ati++++=the
pyramids ^nns+++??+=pyramids,
, ^zz++++=EXTRAWORD
the ^ati++++=the
constitution ^nn+nom+++=constitution,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
domestic ^jj+atrb+++=domestic
habits ^nns++++=habits
of ^in++++=of
the ^ati++++=the
Patagonians ^np+++??+=Patagonians;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
travelling ^jj+atrb++xvbg+=travelling
company ^nn++++=company
transformed ^vwbn+++xvbn+=transformed
the ^ati++++=the
upper ^jjb+atrb+++=upper
room ^nn++++=room
of ^in++++=of
the ^ati++++=the
tavern ^nn++++=tavern
into ^in++++=into
a ^at++++=a
palace ^nn++++=palace,
, ^zz++++=EXTRAWORD
a ^at++++=a
prison ^nn++++=prison,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
the ^ati++++=the
blasted ^jj+atrb++xvbn+=blasted
heath ^nn++++=heath
of ^in++++=of
Macbeth ^np++++=Macbeth.
. ^zz++++=EXTRAWORD
Even ^rb++++=Even
books ^nns++++=books,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
held ^vwbn+vprv++xvbn+=held
in ^in++++=in
reverence ^nn+nom+++=reverence,
, ^zz++++=EXTRAWORD
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
so ^rb+emph+++=so
abundant ^jj++++=abundant
that ^cs+sub+++=that
a ^at++++=a
child ^nn++++=child
might ^md+pos+++=might
bury ^vb++++=bury
himself ^ppl+pp3+++=himself
among ^in++++=among
them ^pp3o+pp3+++=them
and ^cc++++=and
forget ^vb+vprv+++=forget
his ^pp$+pp3+++=his
neighbours ^nns++++=neighbours.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
