The ^ati++++=The
upper ^jjb++++=upper
bay ^npl++++=bay
of ^in++++=of
Grandfather ^np+nom+++=Grandfather's
's ^$++++=EXTRAWORD
barn ^nn++++=barn
was ^vbd+bedz+vrb++=was
our ^pp$+pp1+++=our
chosen ^jj+atrb++xvbn+=chosen
country ^nn++++=country
on ^in++++=on
those ^dt+dem+++=those
long ^jj+atrb+++=long,
, ^zz++++=EXTRAWORD
mellow ^jj+atrb+++=mellow
afternoons ^nns++++=afternoons
when ^wrb+who+++=when
September ^nr+nom+++=September
had ^vbd+hvd+aux++=had
begun ^vprf+++xvbnx+=begun
to ^to++++=to
lay ^vbi++++=lay
a ^at++++=a
yellow ^jj+atrb+++=yellow
finger ^nn++++=finger
here ^rn+pl+++=here
and ^cc+phrs+++=and
there ^rn+pl+++=there
upon ^in++++=upon
the ^ati++++=the
maples ^nns+++??+=maples,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
summer ^nn++++=summer
still ^rb++++=still
lingered ^vbd+++xvbn+=lingered
in ^in++++=in
the ^ati++++=the
hollows ^nns++++=hollows
and ^cc++++=and
along ^in++++=along
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
the ^ati++++=the
hay ^nn++++=hay,
, ^zz++++=EXTRAWORD
sweetened ^vwbn+++xvbn+=sweetened
by ^in++++=by
months ^nns++++=months
of ^in++++=of
darkness ^nns+nom+++=darkness
and ^cc++++=and
warm ^jj+atrb+++=warm
weather ^nn++++=weather,
, ^zz++++=EXTRAWORD
rose ^j+++xvbn+=rose
in ^in++++=in
fragrant ^jj+atrb+++=fragrant
cliffs ^nns++++=cliffs
on ^in++++=on
either ^dtx++++=either
hand ^nn++++=hand;
; ^zz++++=EXTRAWORD
through ^in++++=through
the ^ati++++=the
broad ^jj+atrb+++=broad
door ^nn++++=door
we ^pp1a+pp1+++=we
saw ^vbd+vprv++xvbn+=saw
the ^ati++++=the
low ^jj+atrb+++=low
meadow ^nn++++=meadow,
, ^zz++++=EXTRAWORD
with ^in++++=with
its ^pp$+it+++=its
silver ^nn++++=silver
threads ^nns++++=threads
of ^in++++=of
water ^nn++++=water,
, ^zz++++=EXTRAWORD
its ^pp$+it+++=its
clumps ^nns++++=clumps
of ^in++++=of
purple ^jj+atrb+++=purple
aster ^nn++++=aster,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
its ^pp$+it+++=its
ranks ^nns++++=ranks
of ^in++++=of
elms ^nns++++=elms
standing ^vwbg+++xvbg+=standing
as ^ql++++=as
grave ^jj++++=grave
and ^cc+phrs+++=and
peaceful ^jj++++=peaceful
as ^in++++=as
a ^at++++=a
congregation ^nn+nom+++=congregation
at ^in++++=at
prayer ^nn++++=prayer.
. ^zz++++=EXTRAWORD
Below ^rb++++=Below
us ^pp1o+pp1+++=us
the ^ati++++=the
hens ^nns++++=hens
went ^vbd+++xvbn+=went
murmuring ^vbg+++xvbg+=murmuring
among ^in++++=among
the ^ati++++=the
chaff ^nn+++??+=chaff,
, ^zz++++=EXTRAWORD
now ^rn+dspt+++=now
and ^cc+phrs+++=and
then ^rn+tm+++=then
breaking ^nvbg+++xvbg+=breaking
into ^in++++=into
a ^at++++=a
confidential ^jj++++=confidential
" ^zz++++="craw,
craw ^nn+++??+=EXTRAWORD
, ^zz++++=EXTRAWORD
craw ^nn+++??+=craw,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
as ^cs+sub+++=as
if ^cs+cnd+++=if
some ^dti++++=some
matter ^nn++++=matter
of ^in++++=of
importance ^nn+nom+++=importance
had ^vbd+hvd+aux++=had
been ^vprf+ben+aux+xvbnx+=been
settled ^vpsv++agls+xvbnx+=settled;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
from ^in++++=from
the ^ati++++=the
orchard ^nn++++=orchard
came ^vbd+++xvbn+=came
the ^ati++++=the
lazy ^nn++++=lazy
dropping ^vwbg+++xvbg+=dropping
of ^in++++=of
apples ^nns++++=apples,
, ^zz++++=EXTRAWORD
each ^dt++++=each
with ^in++++=with
a ^at++++=a
soft ^nn++++=soft
thud ^vb++++=thud
that ^dt+dem+++=that
made ^vwbn+++xvbn+=made
the ^ati++++=the
silence ^nn+nom+++=silence
seem ^vb+seem+++=seem
deeper ^jjr++++=deeper.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
there ^rn+pl+++=there
that ^cs+sub+++=that
Sam ^nn++++=Sam
Lawson ^np++++=Lawson
found ^vbd+vprv++xvbn+=found
us ^pp1o+pp1+++=us
one ^cd1++++=one
afternoon ^nn++++=afternoon,
, ^zz++++=EXTRAWORD
my ^pp$+pp1+++=my
brother ^nn++++=brother
and ^cc++++=and
me ^pp1o+pp1+++=me,
, ^zz++++=EXTRAWORD
lying ^vbg+++xvbg+=lying
upon ^in++++=upon
the ^ati++++=the
hay ^nn++++=hay
and ^cc++++=and
watching ^vbg+++xvbg+=watching
motes ^nns+++??+=motes
turn ^nn++++=turn
slowly ^rb++++=slowly
in ^in++++=in
the ^ati++++=the
bars ^nns++++=bars
of ^in++++=of
sunlight ^nn++++=sunlight.
. ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
had ^vbd+hvd+aux++=had
come ^vprf+++xvbn+=come
ostensibly ^rb++++=ostensibly
to ^to++++=to
mend ^vbi++++=mend
a ^at++++=a
rake ^nn++++=rake-handle,
- ^zz++++=EXTRAWORD
handle ^vb++++=EXTRAWORD
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
as ^ql++++=as
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
brought ^vprf+++xvbnx+=brought
neither ^dt++neg++=neither
knife ^nn++++=knife,
, ^zz++++=EXTRAWORD
wedge ^nn++++=wedge,
, ^zz++++=EXTRAWORD
nor ^cc+cls+neg++=nor
hammer ^nn++++=hammer,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
as ^ql++++=as
he ^pp3a+pp3+++=he
sat ^vbd+++xvbnx+=sat
down ^rb+phrv+++=down
at ^rb++++=at
once ^rb"+tm+++=once
with ^in++++=with
his ^pp$+pp3+++=his
back ^jjb++++=back
against ^in++++=against
a ^at++++=a
beam ^nn++++=beam,
, ^zz++++=EXTRAWORD
we ^pp1a+pp1+++=we
understood ^vbd+vprv++xvbn+=understood
that ^tht+vcmp+++=that
Providence ^np+nom++??+=Providence
had ^vbd+hvd+aux++=had
designed ^vprf+++xvbnx+=designed
him ^pp3o+pp3+++=him
for ^in++++=for
other ^ap++++=other
employment ^nn+nom+++=employment.
. ^zz++++=EXTRAWORD
" ^zz++++="Sam,"
sam ^np++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
my ^pp$+pp1+++=my
brother ^nn++++=brother,
, ^zz++++=EXTRAWORD
" ^zz++++="did
did ^vbd+dod+vrb++=EXTRAWORD
Captain ^npt++++=Captain
Kidd ^np+++??+=Kidd
ever ^rb++++=ever
bury ^vb++++=bury
any ^dti++++=any
money ^nn++++=money
along ^in++++=along
our ^pp$+pp1+++=our
river ^nn++++=river?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
Sam ^nn++++=Sam
looked ^vbd+++xvbn+=looked
at ^rb++++=at
us ^pp1o+pp1+++=us
for ^in++++=for
some ^dti++++=some
moments ^nns+nom+++=moments
with ^in++++=with
the ^ati++++=the
deliberate ^jj+atrb+++=deliberate
pity ^nn++++=pity
which ^whp+rel+obj++=which
age ^nn++++=age
bestows ^vbz++++=bestows
upon ^in++++=upon
youth ^nn++++=youth
when ^wrb+who+++=when
youth ^nn++++=youth
happens ^vbz+vsua+++=happens
by ^in++++=by
accident ^nn++++=accident
to ^in++++=to
approach ^nn++++=approach
an ^at++++=an
interesting ^jj+atrb+++=interesting
subject ^nn++++=subject
too ^ql++++=too
directly ^rb++++=directly.
. ^zz++++=EXTRAWORD
" ^zz++++="Wal,
wal ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
boys ^nns++++=boys,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub+tht0+xvbn+=said
he ^pp3a+pp3+++=he,
, ^zz++++=EXTRAWORD
" ^zz++++="there's
there ^ex+pex+++=EXTRAWORD
's ^vbz+bez+vrb++0=EXTRAWORD
them ^pp3o+pp3+++=them
that ^dt+pdem+++=that
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=did,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there's
's ^vbz+bez+vrb++0=EXTRAWORD
them ^pp3o+pp3+++=them
that ^dt+pdem+++=that
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=didn't;
n't ^xnot++not++0=EXTRAWORD
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
them ^pp3o+pp3+++=them
that ^dt+pdem+++=that
says ^vbz+vpub+tht0++=says
he ^pp3a+pp3+++=he
did ^vbd+dod+vrb++=didn't
n't ^xnot++not++0=EXTRAWORD
mostly ^rb++++=mostly
never ^rb++++=never
went ^vbd+++xvbn+=went
arter ^jjr++++=arter
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
so ^ql++++=so
their ^pp$+pp3+++=their
testimony ^nn++++=testimony
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
wuth ^nn+++??+=wuth
so ^ql++++=so
much ^ap++++=much
as ^ql++++=as
t ^zz++++=t'
' ^zz++++=EXTRAWORD
other ^ap++++=other
sort ^nn++++=sort.
. ^zz++++=EXTRAWORD
A ^at++++=A
man ^nn++++=man
can ^md+pos+++=can
set ^vpsv++by+xvbn+=set
by ^in++++=by
his ^pp$+pp3+++=his
kitchen ^nn++++=kitchen
fire ^nn++++=fire
and ^cc++++=and
say ^vb+vpub+++=say
there ^ex+pex+++=there
ai ^vb+be+++=ain't
n't ^xnot++not++0=EXTRAWORD
no ^at++++=no
bears ^nn++++=bears
in ^in++++=in
the ^ati++++=the
North ^nr+pl+++=North
Woods ^nns++++=Woods;
; ^zz++++=EXTRAWORD
but ^cs+sub+++=but
that ^cs"++++=that
do ^vb+do+aux++=don't
n't ^xnot++not++0=EXTRAWORD
alter ^vb++++=alter
the ^ati++++=the
tracks ^nns++++=tracks
in ^in++++=in
the ^ati++++=the
snow ^nn++++=snow."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Were
were ^vbd+bed+aux++=EXTRAWORD
there ^ex+pex+++=there
tracks ^vbz++++=tracks?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
asked ^vbd+vsua++xvbnx+=asked.
. ^zz++++=EXTRAWORD
" ^zz++++="Not
not ^xnot++not++=EXTRAWORD
bear ^vb+vprv+++=bear-tracks,"
- ^zz++++=EXTRAWORD
tracks ^nns++++=EXTRAWORD
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sam ^nn++++=Sam.
. ^zz++++=EXTRAWORD
" ^zz++++="Money-tracks.
money ^nn++++=EXTRAWORD
- ^zz++++=EXTRAWORD
tracks ^nns++++=EXTRAWORD
. ^zz++++=EXTRAWORD
Signs ^nns++++=Signs.
. ^zz++++=EXTRAWORD
Marks ^nns++++=Marks
on ^in++++=on
rocks ^nns++++=rocks.
. ^zz++++=EXTRAWORD
Dreams ^nns++++=Dreams.
. ^zz++++=EXTRAWORD
Divinin ^np+++??+=Divinin'-rods
'-rods ^nns+++??+0=EXTRAWORD
that ^tht+rel+subj++=that
would ^md+prd+++=would
turn ^vb++++=turn
in ^rb+phrv+++=in
a ^at++++=a
man ^nn++++=man's
's ^$++++=EXTRAWORD
hand ^nn++++=hand
like ^in++++=like
a ^at++++=a
trout ^nns++++=trout
on ^in++++=on
a ^at++++=a
line ^nn++++=line.
. ^zz++++=EXTRAWORD
And ^cc+cls+++=And
there ^ex+pex+++=there
was ^vbd+bedz+vrb++=was
old ^jj+atrb+++=old
Aunt ^nn++++=Aunt
Nabby ^np+++??+=Nabby
Pease ^np+++??+=Pease,
, ^zz++++=EXTRAWORD
that ^dt+pdem+++=that
woke ^vbd+++xvbn+=woke
up ^rp++++=up
three ^cd++++=three
nights ^nns++++=nights
runnin ^nn+++??+=runnin'
' ^zz++++=EXTRAWORD
with ^in++++=with
the ^ati++++=the
taste ^nn++++=taste
of ^in++++0=o'
silver ^nn++++=silver
dollars ^nns++++=dollars
in ^in++++=in
her ^pp$+pp3+++=her
mouth ^nn++++=mouth.
. ^zz++++=EXTRAWORD
That ^dt+pdem+++=That's
's ^vbz+bez+vrb++0=EXTRAWORD
a ^at++++=a
cur ^nn++++=cur'ous
'ous ^jj+atrb+++0=EXTRAWORD
circumstance ^nn+nom+++=circumstance,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
Nabby ^np+++??+=Nabby
did ^vbd+dod+aux++=did
take ^vb++++=take
calomel ^jj+++??+=calomel
frequent ^jj++++=frequent,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
calomel ^nn+++??+=calomel
will ^md+prd+++=will
do ^vb+do+aux++=do
sing ^vb++++=sing'lar
'lar ^jj+atrb++??+=EXTRAWORD
things ^nns++++=things
to ^in++++=to
folks ^nns++++=folks."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="But
but ^cc++++=EXTRAWORD
did ^vbd+dod+aux++=did
you ^pp2+pp2+++=you
ever ^rb++++=ever
dig ^vb++++=dig
for ^in++++=for
Kidd ^np++++=Kidd's
's ^$++++=EXTRAWORD
treasure ^nn++++=treasure?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Me?
me ^pp1o+pp1+++=EXTRAWORD
? ^zz++++=EXTRAWORD
Lordy ^np+++??+=Lordy
massy ^nn+++??+=massy,
, ^zz++++=EXTRAWORD
no ^at++++=no!"
! ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sam ^nn++++=Sam,
, ^zz++++=EXTRAWORD
with ^in++++=with
virtuous ^jj+atrb+++=virtuous
warmth ^nn++++=warmth.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
never ^rb++++=never
dug ^vbd+++xvbn+=dug
for ^in++++=for
no ^at++++=no
treasure ^nn++++=treasure.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
was ^vbd+bedz+aux++=was
present ^vb++++=present
when ^wrb+who+++=when
some ^dti++++=some
misguided ^jj+atrb+++=misguided
critturs ^nns+++??+=critturs
undertook ^vbd+vsua++xvbn+=undertook
suthin ^nn+++??+=suthin'
' ^zz++++=EXTRAWORD
of ^in++++0=o'
that ^dt+dem+++=that
natur ^&fw++++=natur';
'; ^nn+++??+=EXTRAWORD
but ^cc++++=but
I ^pp1a+pp1+++=I
did ^vbd+dod+aux++=didn't
n't ^xnot++not++0=EXTRAWORD
have ^vb+hv+vrb++=have
no ^at++++=no
share ^nn++++=share
in ^in++++=in
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Would ^md+prd+++=Wouldn't.
n't ^xnot++not++0=EXTRAWORD
. ^zz++++=EXTRAWORD
Not ^xnot++not++=Not
for ^in++++=for
kingdoms ^nns+nom+++=kingdoms.
. ^zz++++=EXTRAWORD
' ^zz++++='Hastin'
hastin ^nn+++??+=EXTRAWORD
' ^zz++++=EXTRAWORD
to ^to++++=to
be ^vbi++vrb++=be
rich ^jj+pred+++=rich,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
Scriptur ^np+++??+=Scriptur'
' ^zz++++=EXTRAWORD
says ^vbz+vpub+++=says,
, ^zz++++=EXTRAWORD
' ^zz++++='pierces
pierces ^vbz++++=EXTRAWORD
a ^at++++=a
man ^nn++++=man
through ^in++++=through
with ^in++++=with
many ^ap++++=many
sorrers ^nns+nom+++=sorrers,'
, ^zz++++=EXTRAWORD
' ^zz++++=EXTRAWORD
or ^cc++++=or
words ^nns++++=words
to ^in++++=to
that ^dt+dem+++=that
amount ^nn++++=amount.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
allers ^nn++++=allers
held ^vbd+vprv++xvbn+=held
that ^tht+vcmp+++=that
money ^nn++++=money
come ^vb++++=come
by ^in++++=by
honest ^jj+atrb+++=honest
labor ^nn++++=labor
was ^vbd+bedz+vrb++=was
the ^ati++++=the
only ^ap+down+++=only
money ^nn++++=money
a ^at++++=a
man ^nn++++=man
could ^md+pos+++=could
lay ^jjb+++xvbn+=lay
his ^pp$+pp3+++=his
head ^jjb++++=head
down ^rp++++=down
alongside ^rb++++=alongside
of ^in++++=of
and ^cc++++=and
sleep ^nn++++=sleep
peaceful ^jj++++=peaceful."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
My ^pp$+pp1+++=My
brother ^nn++++=brother
glanced ^vbd+++xvbn+=glanced
at ^in++++=at
Sam ^np++++=Sam's
's ^$++++=EXTRAWORD
hands ^nns++++=hands,
, ^zz++++=EXTRAWORD
which ^whp+rel+subj++=which
bore ^vbd+++xvbn+=bore
no ^at++++=no
signs ^nns++++=signs
of ^in++++=of
recent ^jj+atrb+++=recent
conflict ^nn++++=conflict
with ^in++++=with
honest ^jj+atrb+++=honest
labor ^nn++++=labor,
, ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
prudently ^rb++++=prudently
asked ^vbd+vsua++xvbn+=asked
only ^rb+cnj+++=only,
, ^zz++++=EXTRAWORD
" ^zz++++="Who
who ^whp+who+whq++=EXTRAWORD
did ^vbd+dod+aux++=did
dig ^vb++++=dig?"
? ^zz++++=EXTRAWORD
