# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Morning ^nn++++=Morning
After ^cs+sub+++=After
" ^zz++++="So
so ^ql++++=EXTRAWORD
you ^pp2+pp2+++=you
still ^rb++++=still
maintain ^vb+vpub+++=maintain,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sergei ^np+++??+=Sergei
Nikolaevich ^np+++??+=Nikolaevich,
, ^zz++++=EXTRAWORD
" ^zz++++="that
that ^dt+dem+++=EXTRAWORD
a ^at++++=a
man ^nn++++=man's
's ^vbz+bez+vrb++0=EXTRAWORD
whole ^jj+atrb+++=whole
life ^nn++++=life
may ^md+pos+++=may
be ^vb+be+aux++=be
altered ^vpsv++by+xvbnx+=altered
by ^in++++=by
his ^pp$+pp3+++=his
surroundings ^nns++++=surroundings
that ^tht+rel+obj++=that
he ^pp3a+pp3+++=he
is ^vbz+bez+vrb++=is
kind ^nn++++=kind
or ^cc++++=or
cruel ^jj++++=cruel,
, ^zz++++=EXTRAWORD
useful ^jj++++=useful
or ^cc+phrs+++=or
useless ^jj++++=useless,
, ^zz++++=EXTRAWORD
according ^in+cmpx+++=according
to ^in"++++=to
the ^ati++++=the
conditions ^nns+nom+++=conditions
into ^in++++=into
which ^whp+rel+pied++=which
he ^pp3a+pp3+++=he
is ^vbz+bez+aux++=is
put ^vpsv++agls+xvbnx+=put?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="No,
no ^at++++=EXTRAWORD
, ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
maintain ^vb+vpub+tht0++=maintain
nothing ^pn++++=nothing
of ^in++++=of
the ^ati++++=the
sort ^nn++++=sort,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
replied ^vbd+vpub++xvbn+=replied
Ivan ^np++++=Ivan
Vasilievich ^np+++??+=Vasilievich.
. ^zz++++=EXTRAWORD
" ^zz++++="I
i ^pp1a+pp1+++=EXTRAWORD
say ^vb+vpub+++=say
only ^rb+down+++=only
that ^dt+dem+++=that
you ^pp2+pp2+++=you
cannot ^md+pos+not++=cannot
judge ^vb++++=judge
a ^at++++=a
life ^nn++++=life
by ^in++++=by
theories ^nns++++=theories.
. ^zz++++=EXTRAWORD
You ^pp2+pp2+++=You
speak ^vb++++=speak
of ^in++++=of
surroundings ^nns++++=surroundings,
, ^zz++++=EXTRAWORD
education ^nn+nom+++=education,
, ^zz++++=EXTRAWORD
convictions ^nns+nom+++=convictions.
. ^zz++++=EXTRAWORD
Very ^ql+amp+++=Very
good ^jj++++=good.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
sometimes ^rb++++=sometimes
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
neither ^dt++neg++=neither
surroundings ^nns++++=surroundings
nor ^cc++neg++=nor
convictions ^nns+nom+++=convictions.
. ^zz++++=EXTRAWORD
Sometimes ^rb++++=Sometimes
it ^pp3+it+++=it
is ^vbz+bez+vrb++=is
chance ^nn++++=chance."
. ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Chance
chance ^nn++++=EXTRAWORD
is ^vbz+bez+vrb++=is
only ^rb+down+++=only
a ^at++++=a
name ^nn++++=name
for ^in++++=for
conditions ^nns+nom+++=conditions
we ^pp1a+pp1+++=we
have ^vb+hv+aux++=have
failed ^vprf+++xvbnx+=failed
to ^to+vcmp+++=to
examine ^vbi++++=examine,"
, ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
said ^vbd+vpub++xvbn+=said
Sergei ^np+++??+=Sergei
Nikolaevich ^np+++??+=Nikolaevich.
. ^zz++++=EXTRAWORD
" ^zz++++="There!
there ^rn+pl+++=EXTRAWORD
! ^zz++++=EXTRAWORD
That ^dt+pdem+++=That
is ^vbz+bez+vrb++=is
exactly ^rb++++=exactly
the ^ati++++=the
sort ^nn++++=sort
of ^in++++=of
thing ^nn++++=thing
young ^jj+atrb+++=young
men ^nns++++=men
say ^vb+vpub+++=say
now ^rn+tm+++=now.
. ^zz++++=EXTRAWORD
Everything ^pn++++=Everything
must ^md+nec+++=must
be ^vb+be+aux++=be
examined ^vpsv++agls+xvbnx+=examined,
, ^zz++++=EXTRAWORD
labelled ^xvbn+++xvbn+=labelled,
, ^zz++++=EXTRAWORD
accounted ^j+++xvbn+=accounted
for ^in+strn+++=for.
. ^zz++++=EXTRAWORD
But ^cc+cls+++=But
suppose ^vb+vprv+tht0++=suppose
a ^at++++=a
man ^nn++++=man's
's ^vbz+bez+vrb++0=EXTRAWORD
whole ^jj+atrb+++=whole
course ^nn++++=course
is ^vbz+bez+aux++=is
changed ^vpsv++agls+xvbnx+=changed
in ^in++++=in
one ^cd1++++=one
night ^nn++++=night
by ^in++++=by
something ^pn++++=something
he ^pp3a+pp3+++=he
sees ^vbz+vprv+++=sees
accidentally ^rb++++=accidentally?"
? ^zz++++=EXTRAWORD
" ^zz++++=EXTRAWORD
" ^zz++++="Then
then ^rn+tm+++=EXTRAWORD
the ^ati++++=the
thing ^nn++++=thing
