# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Education ^nn+nom+++=EDUCATION
Of ^in++++=OF
Bobbie ^np++++=BOBBIE
Cardew ^np+++??+=CARDEW
There ^ex+pex+++=There
are ^vb+ber+vrb++=are
men ^nns++++=men
who ^whp+rel+subj++=who
forget ^vb+vprv+++=forget
an ^at++++=an
umbrella ^nn++++=umbrella,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
there ^ex+pex+++=there
are ^vb+ber+vrb++=are
men ^nns++++=men
who ^whp+rel+subj++=who
forget ^vb+vprv+++=forget
a ^at++++=a
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Bobbie ^np++++=Bobbie
Cardew ^np+++??+=Cardew
forgot ^vbd+vprv++xvbn+=forgot
everything ^pn++++=everything.
. ^zz++++=EXTRAWORD
I ^pp1a+pp1+++=I
do ^vb+do+vrb++=don't
n't ^xnot++not++0=EXTRAWORD
mean ^vb++++=mean
that ^tht+vcmp+++=that
he ^pp3a+pp3+++=he
occasionally ^rb++++=occasionally
left ^vbd+++xvbn+=left
his ^pp$+pp3+++=his
gloves ^nns++++=gloves
in ^in++++=in
a ^at++++=a
taxi ^nn++++=taxi
or ^cc++++=or
posted ^vbd+++xvbn+=posted
a ^at++++=a
letter ^nn++++=letter
without ^in++++=without
the ^ati++++=the
stamp ^nn++++=stamp.
. ^zz++++=EXTRAWORD
We ^pp1a+pp1+++=We
all ^rb++++=all
do ^vb+do+vrb++=do
that ^dt+dem+++=that
sort ^nn++++=sort
of ^in++++=of
thing ^nn++++=thing.
. ^zz++++=EXTRAWORD
Only ^rb+down+++=Only
last ^rb++++=last
Thursday ^nr++++=Thursday
I ^pp1a+pp1+++=I
went ^vbd+++xvbnx+=went
into ^in++++=into
the ^ati++++=the
club ^nn++++=club
library ^nn+nom+++=library
to ^to++++=to
fetch ^vbi++++=fetch
a ^at++++=a
book ^nn++++=book
and ^cc++++=and
came ^vbd+++xvbn+=came
out ^rb+phrv+++=out
with ^in+ppvb+++=with
a ^at++++=a
siphon ^nn++++=siphon
of ^in++++=of
soda ^nn++++=soda-water,
- ^zz++++=EXTRAWORD
water ^nn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
nobody ^pn++++=nobody
thought ^vbd+++xvbn+=thought
the ^ati++++=the
worse ^nn++++=worse
of ^in++++=of
me ^pp1o+pp1+++=me
except ^in++++=except
the ^ati++++=the
committee ^nn+nom+++=committee.
. ^zz++++=EXTRAWORD
Bobbie ^np++++=Bobbie's
's ^$++++=EXTRAWORD
forgetfulness ^nns+nom+++=forgetfulness
was ^vbd+bedz+vrb++=was
on ^in++++=on
a ^at++++=a
larger ^jjr++++=larger,
, ^zz++++=EXTRAWORD
almost ^rb+hdg+++=almost
