# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=THE
Seven ^cd++++=SEVEN
Undismissed ^np+++??+=UNDISMISSED
Spirits ^nns++++=SPIRITS
In ^in++++=In
the ^ati++++=the
settlement ^nn+nom+++=settlement
of ^in++++=of
Little ^jj+atrb+++=Little
Cedar ^nn++++=Cedar,
, ^zz++++=EXTRAWORD
which ^whp+rel+obj++=which
lay ^jjb+++xvbn+=lay
between ^in++++=between
two ^cd++++=two
low ^jj+atrb+++=low
Virginia ^np++++=Virginia
ridges ^nns++++=ridges
and ^cc++++=and
consisted ^vpsv++agls+xvbn+=consisted
of ^in++++=of
a ^at++++=a
store ^nn++++=store,
, ^zz++++=EXTRAWORD
a ^at++++=a
mill ^nn++++=mill,
, ^zz++++=EXTRAWORD
thirty ^cd++++=thirty-seven
- ^zz++++=EXTRAWORD
seven ^cd++++=EXTRAWORD
cabins ^nns++++=cabins,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
church ^nn++++=church
with ^in++++=with
one ^cd1++++=one
shutter ^nn++++=shutter
missing ^vwbg+++xvbg+=missing,
, ^zz++++=EXTRAWORD
Brother ^nn++++=Brother
Peter ^np++++=Peter
Jasper ^np+++??+=Jasper
enjoyed ^vbd+++xvbn+=enjoyed
a ^at++++=a
reputation ^nn+nom+++=reputation
considerably ^rb++++=considerably
larger ^jjr++++=larger
than ^in++++=than
his ^pp$+pp3+++=his
education ^nn+nom+++=education.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
could ^md+pos+++=could
neither ^dt++neg++=neither
read ^vb+vprv++xvbn+=read
nor ^cc+phrs+neg++=nor
write ^vb++++=write,
, ^zz++++=EXTRAWORD
except ^cs+sub+++=except
that ^cs"++++=that
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
learned ^vprf+++xvbnx+=learned
to ^to+vcmp+++=to
recognize ^vbi+vprv+++=recognize
his ^pp$+pp3+++=his
own ^ap++++=own
name ^nn++++=name
when ^wrb+who+++=when
somebody ^pn++++=somebody
pointed ^vbd+++xvbn+=pointed
it ^pp3+it+++=it
out ^rp+pl+++=out
to ^in++++=to
him ^pp3o+pp3+++=him;
; ^zz++++=EXTRAWORD
but ^cc+cls+++=but
he ^pp3a+pp3+++=he
possessed ^vbd+++xvbnx+=possessed
a ^at++++=a
deep ^jj+atrb+++=deep
voice ^nn++++=voice,
, ^zz++++=EXTRAWORD
a ^at++++=a
grave ^jj+atrb+++=grave
manner ^nn++++=manner,
, ^zz++++=EXTRAWORD
an ^at++++=an
excellent ^jj+atrb+++=excellent
memory ^nn++++=memory,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
that ^dt+dem+++=that
confidence ^nn+nom+++=confidence
which ^whp+rel+obj++=which,
, ^zz++++=EXTRAWORD
in ^in++++=in
public ^jj+atrb+++=public
affairs ^nns++++=affairs,
, ^zz++++=EXTRAWORD
is ^vbz+bez+aux++=is
often ^rb++splt++=often
accepted ^vpsv++agls+xvbnx+=accepted
as ^ql++++=as
a ^at++++=a
substitute ^nn++++=substitute
for ^in++++=for
every ^at++++=every
other ^ap++++=other
qualification ^nn+nom+++=qualification.
. ^zz++++=EXTRAWORD
For ^in++++=For
nearly ^rb+down+++=nearly
fourteen ^cd++++=fourteen
years ^nns++++=years
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
occupied ^vprf+++xvbnx+=occupied
the ^ati++++=the
pulpit ^nn++++=pulpit
of ^in++++=of
Mount ^nn++++=Mount
Moriah ^np+++??+=Moriah
Church ^nn++++=Church.
. ^zz++++=EXTRAWORD
During ^in++++=During
this ^dt+dem+++=this
period ^nn++++=period
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
baptized ^vprf+++xvbnx+=baptized
the ^ati++++=the
doubtful ^jj++++=doubtful,
, ^zz++++=EXTRAWORD
married ^j+++xvbn+=married
the ^ati++++=the
willing ^jj++++=willing,
, ^zz++++=EXTRAWORD
buried ^xvbn+++xvbn+=buried
the ^ati++++=the
inevitable ^jj++++=inevitable,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
preached ^vpsv++agls+xvbn+=preached
upon ^in++++=upon
every ^at++++=every
important ^jj+atrb+++=important
subject ^nn++++=subject
from ^in++++=from
Pharaoh ^np++++=Pharaoh's
's ^$++++=EXTRAWORD
hardness ^nns+nom+++=hardness
of ^in++++=of
heart ^nn++++=heart
to ^in++++=to
the ^ati++++=the
proper ^jj+atrb+++=proper
conduct ^nn++++=conduct
of ^in++++=of
hogs ^nns+++??+=hogs
on ^in++++=on
