# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Seventeenth ^od++++=Seventeenth
of ^in++++=of
August ^nr++++=August
In ^in++++=In
the ^ati++++=the
latter ^ap++++=latter
years ^nns++++=years
of ^in++++=of
his ^pp$+pp3+++=his
ministry ^nn++++=ministry,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
Reverend ^npt++++=Reverend
Murdoch ^np++++=Murdoch
Soulis ^np+++??+=Soulis
had ^vbd+hvd+aux++=had
grown ^vprf+++xvbnx+=grown
grey ^np++++=grey
in ^in++++=in
Balweary ^np+nom++??+=Balweary
and ^cc++++=and
the ^ati++++=the
children ^nns++++=children
of ^in++++=of
those ^dt+dem+++=those
he ^pp3a+pp3+++=he
had ^vbd+hvd+aux++=had
baptized ^vprf+++xvbnx+=baptized
were ^vbd+bed+vrb++=were
themselves ^ppls+pp3+++=themselves
bringing ^jj+atrb++xvbg+=bringing
infants ^nns+nom+++=infants
to ^in++++=to
the ^ati++++=the
font ^jj+++xvbn+=font,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
remained ^vprf+++xvbn+=remained
about ^rb++++=about
him ^pp3o+pp3+++=him
a ^at++++=a
terror ^nn++++=terror
which ^whp+rel+obj++=which
neither ^dt++neg++=neither
time ^nn++++=time
nor ^cc++neg++=nor
prayer ^nn++++=prayer
had ^vb+hv+vrb++=had
wholly ^rb++++=wholly
subdued ^jj++++=subdued.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
was ^vbd+bedz+vrb++=was
a ^at++++=a
tall ^jj++++=tall,
, ^zz++++=EXTRAWORD
spare ^vb++++=spare
man ^nn++++=man,
, ^zz++++=EXTRAWORD
still ^rb+atrb+++=still
upright ^jj++++=upright
despite ^in++++=despite
his ^pp$+pp3+++=his
age ^nn++++=age,
, ^zz++++=EXTRAWORD
with ^in++++=with
a ^at++++=a
face ^nn++++=face
that ^tht+rel+++=that
seemed ^jj+++xvbn+=seemed
less ^rbr++++=less
worn ^vpsv++by+xvbn+=worn
by ^in++++=by
years ^nns++++=years
than ^in++++=than
scorched ^nn++++=scorched
by ^in++++=by
some ^dti++++=some
inward ^jjb+atrb+++=inward
fire ^nn++++=fire.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
eyes ^nns++++=eyes,
, ^zz++++=EXTRAWORD
ordinarily ^rb++++=ordinarily
lowered ^jj+++xvbn+=lowered
and ^cc+phrs+++=and
mild ^jj++++=mild,
, ^zz++++=EXTRAWORD
would ^md+prd+++=would
at ^in++++=at
moments ^nns+nom+++=moments
lift ^nn++++=lift
suddenly ^rb++++=suddenly
to ^in++++=to
an ^at++++=an
empty ^jj+atrb+++=empty
doorway ^nn++++=doorway
or ^cc++++=or
a ^at++++=a
darkened ^jj+atrb++xvbn+=darkened
pane ^nn+++??+=pane,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
then ^rn+tm+++=then
the ^ati++++=the
nearest ^jjt+atrb+++=nearest
observer ^nn+nom+++=observer
might ^md+pos+++=might
see ^vb+vprv+++=see
in ^in++++=in
them ^pp3o+pp3+++=them
the ^ati++++=the
fixed ^jj+atrb++xvbn+=fixed
attention ^nn+nom+++=attention
of ^in++++=of
one ^cd1++++=one
who ^whp+rel+subj++=who
watches ^vbz++++=watches
an ^at++++=an
old ^jj+atrb+++=old
enemy ^nn++++=enemy.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
lived ^vbd+++xvbnx+=lived
alone ^rb+cnj+++=alone,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
the ^ati++++=the
parish ^nn++++=parish
would ^md+prd+++=would
gladly ^rb++++=gladly
have ^vb+hv+aux++=have
supplied ^vprf+++xvbnx+=supplied
him ^pp3o+pp3+++=him
with ^in++++=with
a ^at++++=a
housekeeper ^nn+nom+++=housekeeper;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
after ^cs+sub+++=after
sunset ^nn++++=sunset
no ^at++++=no
persuasion ^nn++++=persuasion
could ^md+pos+++=could
induce ^vb++++=induce
him ^pp3o+pp3+++=him
to ^to++++=to
cross ^vbi++++=cross
the ^ati++++=the
threshold ^nn++++=threshold
of ^in++++=of
the ^ati++++=the
manse ^nn+++??+=manse.
. ^zz++++=EXTRAWORD
If ^cs+cnd+++=If
duty ^nn++++=duty
called ^vbd+++xvbn+=called
him ^pp3o+pp3+++=him
late ^jj++++=late
to ^in++++=to
a ^at++++=a
deathbed ^nn++++=deathbed,
, ^zz++++=EXTRAWORD
he ^pp3a+pp3+++=he
remained ^vbd+++xvbnx+=remained
in ^cs+sub+++=in
that ^cs"++++=that
house ^npl++++=house
until ^in++++=until
daylight ^nn++++=daylight.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
would ^md+prd+++=would
not ^xnot++not++=not
travel ^vb++++=travel
the ^ati++++=the
moor ^npl++++=moor
in ^in++++=in
darkness ^nns+nom+++=darkness,
, ^zz++++=EXTRAWORD
not ^xnot++not++=not
even ^rb++++=even
with ^in++++=with
company ^nn++++=company.
. ^zz++++=EXTRAWORD
Once ^rb+tm+++=Once
in ^in++++=in
every ^at++++=every
year ^nn++++=year,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
