# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Crown ^nn++++=Crown
of ^in++++=of
Briars ^np+++??+=Briars
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
in ^in++++=in
the ^ati++++=the
last ^rb++++=last
violet ^jj+atrb+++=violet
hour ^nn++++=hour
of ^in++++=of
evening ^nn++++=evening,
, ^zz++++=EXTRAWORD
when ^wrb+who+++=when
the ^ati++++=the
peacocks ^nns++++=peacocks
had ^vbd+hvd+aux++=had
folded ^vprf+++xvbnx+=folded
their ^pp$+pp3+++=their
painted ^xvbn+++xvbn+=painted
fans ^nns++++=fans
and ^cc++++=and
the ^ati++++=the
fountains ^nns++++=fountains
in ^in++++=in
the ^ati++++=the
lower ^jjr+atrb+++=lower
gardens ^nns++++=gardens
whispered ^vbd+++xvbn+=whispered
more ^rbr++++=more
softly ^rb++++=softly
among ^in++++=among
the ^ati++++=the
myrtles ^nns+++??+=myrtles,
, ^zz++++=EXTRAWORD
that ^tht+vcmp+++=that
Prince ^npt++++=Prince
Lucian ^np+++??+=Lucian
looked ^vbd+++xvbn+=looked
for ^in++++=for
the ^ati++++=the
first ^od++++=first
time ^nn++++=time
upon ^in++++=upon
the ^ati++++=the
ornaments ^nns+nom+++=ornaments
of ^in++++=of
his ^pp$+pp3+++=his
kingship ^nn+nom+++=kingship.
. ^zz++++=EXTRAWORD
On ^in++++=On
the ^ati++++=the
morrow ^nn++++=morrow
he ^pp3a+pp3+++=he
was ^vbd+bedz+aux++=was
to ^to++++=to
be ^vbi+vbi+aux++=be
crowned ^vpsv++agls+xvbnx+=crowned.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
had ^vb+hv+vrb++=had
but ^cc++++=but
sixteen ^cd++++=sixteen
years ^nns++++=years,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
until ^cs+sub+++=until
six ^cd++++=six
months ^nns++++=months
before ^cs+sub+++=before
had ^vbd+hvd+aux++=had
known ^vprf+++xvbnx+=known
no ^at++++=no
roof ^nn++++=roof
more ^rbr++++=more
splendid ^jj++++=splendid
than ^in++++=than
the ^ati++++=the
mossy ^jj+atrb+++=mossy
thatch ^nn++++=thatch
of ^in++++=of
a ^at++++=a
goatherd ^nn+++??+=goatherd's
