# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Minister ^np+nom+++=Minister's
's ^$++++=EXTRAWORD
Night ^nn++++=Night
Voyage ^nn++++=Voyage
When ^wrb+who+++=When
the ^ati++++=the
Reverend ^npt++++=Reverend
Samuel ^np++++=Samuel
Bax ^np+++??+=Bax
died ^vbd+++xvbn+=died,
, ^zz++++=EXTRAWORD
in ^in++++=in
the ^ati++++=the
winter ^nn++++=winter
of ^in++++=of
1889 ^cd+date+++=1889,
, ^zz++++=EXTRAWORD
at ^rb++++=at
the ^ati++++=the
age ^nn++++=age
of ^in++++=of
seventy ^cd++++=seventy-one,
- ^zz++++=EXTRAWORD
one ^pn++++=EXTRAWORD
, ^zz++++=EXTRAWORD
the ^ati++++=the
people ^nn++++=people
of ^in++++=of
Troy ^np+++??+=Troy
discovered ^vbd+vprv++xvbn+=discovered
that ^tht+vcmp+++=that
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
loved ^vprf+++xvbnx+=loved
him ^pp3o+pp3+++=him
more ^ql++++=more
than ^cs+sub+++=than
they ^pp3a+pp3+++=they
had ^vb+hv+aux++=had
commonly ^rb++splt++=commonly
allowed ^vprf+++xvbnx+=allowed.
. ^zz++++=EXTRAWORD
This ^dt+dem+++=This
discovery ^nn+nom+++=discovery,
, ^zz++++=EXTRAWORD
as ^ql++++=as
often ^rb++++=often
happens ^vbz+vsua+++=happens
in ^in++++=in
small ^jj+atrb+++=small
towns ^nns++++=towns,
, ^zz++++=EXTRAWORD
expressed ^j+++xvbn+=expressed
itself ^ppl++++=itself
in ^in++++=in
wreaths ^nns++++=wreaths,
, ^zz++++=EXTRAWORD
lowered ^jj+atrb++xvbn+=lowered
blinds ^nns++++=blinds,
, ^zz++++=EXTRAWORD
minute ^nn++++=minute
recollections ^nns+nom+++=recollections
of ^in++++=of
his ^pp$+pp3+++=his
virtues ^nns++++=virtues,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
a ^at++++=a
complete ^jj+atrb+++=complete
suspension ^nn++++=suspension
of ^in++++=of
those ^dt+dem+++=those
criticisms ^nns+nom+++=criticisms
which ^whp+rel+subj++=which
had ^vbd+hvd+aux++=had
accompanied ^vprf+++xvbnx+=accompanied
him ^pp3o+pp3+++=him
through ^in++++=through
fifty ^cd++++=fifty
years ^nns++++=years
of ^in++++=of
useful ^jj+atrb+++=useful
labour ^nn++++=labour.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
widow ^nn++++=widow,
, ^zz++++=EXTRAWORD
Nance ^np++++=Nance,
, ^zz++++=EXTRAWORD
survived ^j+++xvbn+=survived
him ^pp3o+pp3+++=him
by ^in++++=by
six ^cd++++=six
days ^nns++++=days.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
sat ^vprf+++xvbnx+=sat
beside ^in+pl+++=beside
the ^ati++++=the
dead ^jj+atrb+++=dead
man ^nn++++=man
for ^in++++=for
one ^cd1++++=one
night ^nn++++=night,
, ^zz++++=EXTRAWORD
declining ^jj+++xvbg+=declining
alike ^rb++++=alike
the ^ati++++=the
attentions ^nns+nom+++=attentions
of ^in++++=of
her ^pp$+pp3+++=her
daughters ^nns+nom+++=daughters,
, ^zz++++=EXTRAWORD
the ^ati++++=the
consolation ^nn+nom+++=consolation
of ^in++++=of
elders ^nns++++=elders,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
beef ^nn++++=beef
tea ^nn++++=tea
of ^in++++=of
Mrs ^npt++++=Mrs.
. ^zz++++=EXTRAWORD
Penberthy ^np++++=Penberthy;
; ^zz++++=EXTRAWORD
and ^cc+cls+++=and
towards ^in++++=towards
morning ^nn++++=morning
