# ^zz++++=#
The ^ati++++=The
Lighthouse ^nn++++=Lighthouse
at ^in++++=at
the ^ati++++=the
End ^nn++++=End
of ^in++++=of
the ^ati++++=the
Street ^nn++++=Street
Every ^at++++=Every
evening ^nn++++=evening
at ^in++++=at
six ^cd++++=six,
, ^zz++++=EXTRAWORD
the ^ati++++=the
lighthouse ^nn++++=lighthouse
at ^in++++=at
the ^ati++++=the
end ^nn++++=end
of ^in++++=of
Bellwether ^np+nom++??+=Bellwether
Street ^npl++++=Street
turned ^vbd+++xvbn+=turned
on ^rb+phrv+++=on
its ^pp$+it+++=its
lamp ^nn++++=lamp.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
had ^vb+hv+vrb++=had
no ^at++++=no
sea ^nn++++=sea
to ^to++++=to
watch ^vbi++++=watch
over ^rb++++=over.
. ^zz++++=EXTRAWORD
No ^at++++=No
cliffs ^nns++++=cliffs
stood ^vbd+++xvbn+=stood
beneath ^in+pl+++=beneath
it ^pp3+it+++=it,
, ^zz++++=EXTRAWORD
no ^at++++=no
black ^jj+atrb+++=black
rocks ^nns++++=rocks
waited ^vbd+++xvbn+=waited
for ^in++++=for
careless ^jj+atrb+++=careless
ships ^nns++++=ships,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
no ^at++++=no
gulls ^nns++++=gulls
circled ^vbd+++xvbn+=circled
its ^pp$+it+++=its
iron ^nn++++=iron
gallery ^nn+nom+++=gallery.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
rose ^vbd+++xvbn+=rose
from ^in++++=from
the ^ati++++=the
center ^nn++++=center
of ^in++++=of
a ^at++++=a
small ^jj+atrb+++=small,
, ^zz++++=EXTRAWORD
landlocked ^jj+atrb+++=landlocked
town ^nn++++=town
surrounded ^vwbn+++xvbn+=surrounded
by ^in++++=by
wheat ^nn++++=wheat
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
three ^cd++++=three
hundred ^cd++++=hundred
miles ^nns++++=miles
from ^in++++=from
the ^ati++++=the
nearest ^jjt+atrb+++=nearest
coast ^nn++++=coast.
. ^zz++++=EXTRAWORD
Still ^rb+cnj+++=Still,
, ^zz++++=EXTRAWORD
at ^rb++++=at
six ^cd++++=six
o ^zz++++=o'clock,
'clock, ^nn+++??+=EXTRAWORD
its ^pp$+it+++=its
great ^jj+atrb+++=great
glass ^nn++++=glass
eye ^nn++++=eye
opened ^vbd+++xvbn+=opened.
. ^zz++++=EXTRAWORD
A ^at++++=A
white ^jj+atrb+++=white
beam ^nn++++=beam
swept ^vwbn+++xvbn+=swept
across ^in+pl+++=across
chimneys ^nns++++=chimneys,
, ^zz++++=EXTRAWORD
gardens ^nns++++=gardens,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
the ^ati++++=the
clock ^nn++++=clock
tower ^nn++++=tower
in ^in++++=in
the ^ati++++=the
square ^nn++++=square.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
crossed ^vbd+++xvbn+=crossed
the ^ati++++=the
fields ^nns++++=fields,
, ^zz++++=EXTRAWORD
touched ^j+++xvbn+=touched
the ^ati++++=the
woods ^nns++++=woods
in ^in++++=in
the ^ati++++=the
east ^np+pl+++=east,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
returned ^vbd+++xvbn+=returned
a ^at++++=a
minute ^nn++++=minute
later ^rbr+tm+++=later.
. ^zz++++=EXTRAWORD
People ^nns++++=People
paused ^vbd+++xvbn+=paused
when ^wrb+who+++=when
it ^pp3+it+++=it
passed ^vbd+++xvbn+=passed.
. ^zz++++=EXTRAWORD
Shopkeepers ^nns+nom+++=Shopkeepers
looked ^vbd+++xvbn+=looked
up ^rp++++=up
from ^in++++=from
their ^pp$+pp3+++=their
ledgers ^nns+nom+++=ledgers.
. ^zz++++=EXTRAWORD
Children ^nns++++=Children
lifted ^vbd+++xvbn+=lifted
their ^pp$+pp3+++=their
hands ^nns++++=hands
and ^cc++++=and
let ^vb+++xvbn+=let
the ^ati++++=the
light ^jj+atrb+++=light
slide ^nn++++=slide
over ^in++++=over
their ^pp$+pp3+++=their
palms ^nns++++=palms.
. ^zz++++=EXTRAWORD
No ^at++++=No
one ^cd1++++=one
knew ^vbd+vprv++xvbn+=knew
who ^whp+who+++=who
had ^vbd+hvd+aux++=had
built ^vprf+++xvbnx+=built
the ^ati++++=the
lighthouse ^nn++++=lighthouse.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
were ^vbd+bed+vrb++=were
records ^nns++++=records
of ^in++++=of
the ^ati++++=the
church ^nn++++=church,
, ^zz++++=EXTRAWORD
