# ^zz++++=#
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Roads ^nns++++=Roads
Every ^at++++=Every
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
the ^ati++++=the
fog ^nn++++=fog
lifted ^vbd+++xvbn+=lifted
from ^in++++=from
the ^ati++++=the
harbor ^nn++++=harbor,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^npl++++=Vale
unlocked ^vbd+++xvbn+=unlocked
the ^ati++++=the
narrow ^jj+atrb+++=narrow
blue ^jj+atrb+++=blue
door ^nn++++=door
of ^in++++=of
his ^pp$+pp3+++=his
shop ^nn++++=shop
and ^cc++++=and
swept ^vbd+++xvbn+=swept
away ^rp+pl+++=away
the ^ati++++=the
roads ^nns++++=roads
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
appeared ^vprf+++xvbnx+=appeared
overnight ^jjb++++=overnight.
. ^zz++++=EXTRAWORD
They ^pp3a+pp3+++=They
arrived ^vbd+++xvbnx+=arrived
as ^ql++++=as
fine ^jj+atrb+++=fine
gray ^np++++=gray
lines ^nns++++=lines
across ^in+pl+++=across
the ^ati++++=the
floorboards ^nns++++=floorboards:
: ^zz++++=EXTRAWORD
paths ^nns++++=paths
no ^at++++=no
wider ^nn++++=wider
than ^in++++=than
threads ^nns++++=threads,
, ^zz++++=EXTRAWORD
curling ^vbg+nom++xvbg+=curling
beneath ^in+pl+++=beneath
shelves ^nns++++=shelves,
, ^zz++++=EXTRAWORD
vanishing ^vbg+++xvbg+=vanishing
under ^in++++=under
cabinets ^nns++++=cabinets,
, ^zz++++=EXTRAWORD
sometimes ^rb++++=sometimes
climbing ^vbg+++xvbg+=climbing
the ^ati++++=the
walls ^nns++++=walls
as ^cs+sub+++=as
if ^cs+cnd+++=if
gravity ^nn+nom+++=gravity
were ^vbd+bed+vrb++=were
merely ^rb+down+++=merely
a ^at++++=a
local ^jj+atrb+++=local
custom ^nn++++=custom.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
used ^vwbn+++xvbn+=used
a ^at++++=a
soft ^jj+atrb+++=soft
horsehair ^nn+++??+=horsehair
broom ^nn++++=broom.
. ^zz++++=EXTRAWORD
A ^at++++=A
harder ^jjr+atrb+++=harder
brush ^nn++++=brush
might ^md+pos+++=might
damage ^vb++++=damage
them ^pp3o+pp3+++=them,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
though ^cs+sub+++=though
the ^ati++++=the
roads ^nns++++=roads
were ^vbd+bed+aux++=were
lost ^vpsv++agls+xvbnx+=lost,
, ^zz++++=EXTRAWORD
they ^pp3a+pp3+++=they
were ^vbd+bed+vrb++=were
not ^xnot++not++=not
worthless ^jj++++=worthless.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
swept ^vbd+++xvbnx+=swept
them ^pp3o+pp3+++=them
into ^in++++=into
a ^at++++=a
brass ^nn++++=brass
dustpan ^nn++++=dustpan
and ^cc++++=and
poured ^vwbn+++xvbn+=poured
them ^pp3o+pp3+++=them
onto ^in++++=onto
his ^pp$+pp3+++=his
worktable ^jj++++=worktable.
. ^zz++++=EXTRAWORD
There ^rn+pl+++=There
they ^pp3a+pp3+++=they
trembled ^vbd+++xvbnx+=trembled.
. ^zz++++=EXTRAWORD
By ^in++++=By
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
each ^dt++++=each
line ^nn++++=line
would ^md+prd+++=would
fade ^vb++++=fade
unless ^cs+cnd+++=unless
he ^pp3a+pp3+++=he
gave ^vbd+++xvbnx+=gave
it ^pp3+it+++=it
a ^at++++=a
name ^nn++++=name.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
was ^vbd+bedz+vrb++=was
a ^at++++=a
cartographer ^nn+nom+++=cartographer,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
his ^pp$+pp3+++=his
maps ^nns++++=maps
showed ^vbd+vprv++xvbn+=showed
no ^at++++=no
country ^nn++++=country
