# ^zz++++=##
# ^zz++++=EXTRAWORD
The ^ati++++=The
Keeper ^nn++++=Keeper
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Hours ^nns++++=Hours
At ^in++++=At
the ^ati++++=the
far ^rb+pl+++=far
end ^nn++++=end
of ^in++++=of
Bellweather ^np+nom++??+=Bellweather
Street ^nn++++=Street,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
the ^ati++++=the
cobbles ^nns++++=cobbles
descended ^vbd+++xvbn+=descended
toward ^in++++=toward
the ^ati++++=the
sea ^nn++++=sea,
, ^zz++++=EXTRAWORD
there ^ex+pex+++=there
stood ^vprf+++xvbn+=stood
a ^at++++=a
shop ^nn++++=shop
with ^in++++=with
no ^at++++=no
sign ^vb++++=sign
above ^rb++++=above
its ^pp$+it+++=its
door ^nn++++=door.
. ^zz++++=EXTRAWORD
It ^pp3+it+++=It
was ^vbd+bedz+vrb++=was
narrow ^jj+pred+++=narrow
and ^cc+phrs+++=and
crooked ^jj++++=crooked,
, ^zz++++=EXTRAWORD
squeezed ^xvbn+++xvbn+=squeezed
between ^in++++=between
a ^at++++=a
bakery ^nn++++=bakery
and ^cc++++=and
a ^at++++=a
boarded ^jj+++xvbn+=boarded-up
- ^zz++++=EXTRAWORD
up ^rp++++=EXTRAWORD
tailor ^nn++++=tailor's.
's. ^nn+++??+=EXTRAWORD
Its ^pp$+it+++=Its
windows ^nns++++=windows
were ^vbd+bed+vrb++=were
always ^rb++++=always
dark ^jj+pred+++=dark,
, ^zz++++=EXTRAWORD
even ^rb++++=even
at ^rb++++=at
noon ^nn++++=noon,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
filled ^vpsv++agls+xvbn+=filled
with ^in++++=with
objects ^nns++++=objects
no ^at++++=no
sensible ^jj+atrb+++=sensible
shopkeeper ^nn+nom+++=shopkeeper
would ^md+prd+++=would
expect ^vb+vprv+++=expect
to ^to+vcmp+++=to
sell ^vbi++++=sell:
: ^zz++++=EXTRAWORD
cracked ^jj+atrb++xvbn+=cracked
sundials ^nns+nom+++=sundials,
, ^zz++++=EXTRAWORD
stopped ^j+++xvbn+=stopped
watches ^vbz++++=watches,
, ^zz++++=EXTRAWORD
hourglasses ^nns+++??+=hourglasses
without ^in++++=without
sand ^nn++++=sand,
, ^zz++++=EXTRAWORD
calendars ^nns++++=calendars
opened ^vbd+++xvbn+=opened
to ^to++++=to
vanished ^vbi++++=vanished
years ^nns++++=years.
. ^zz++++=EXTRAWORD
Mara ^np+++??+=Mara
Vale ^npl++++=Vale
passed ^vbd+++xvbn+=passed
the ^ati++++=the
shop ^nn++++=shop
every ^at++++=every
morning ^nn++++=morning
on ^rp++++=on
her ^pp3o+pp3+++=her
way ^nn++++=way
to ^in++++=to
the ^ati++++=the
post ^nn++++=post
office ^nn++++=office.
. ^zz++++=EXTRAWORD
She ^pp3a+pp3+++=She
had ^vbd+hvd+aux++=had
lived ^vprf+++xvbnx+=lived
in ^in++++=in
Bellweather ^np+nom++??+=Bellweather
all ^abn++++=all
her ^pp3o+pp3+++=her
life ^nn++++=life,
, ^zz++++=EXTRAWORD
yet ^rb++++=yet
she ^pp3a+pp3+++=she
had ^vb+hv+aux++=had
never ^rb++splt++=never
seen ^vprf++tht0+xvbnx+=seen
anyone ^pn++++=anyone
enter ^vb++++=enter
or ^cc+phrs+++=or
leave ^vb++++=leave
it ^pp3+it+++=it.
. ^zz++++=EXTRAWORD
Then ^rn+tm+++=Then,
, ^zz++++=EXTRAWORD
on ^in++++=on
the ^ati++++=the
first ^od++++=first
Tuesday ^nr++++=Tuesday
