# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Roads ^nns++++=Roads
Every ^at++++=Every
morning ^nn++++=morning,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^nn++++=Vale
drew ^vbd+++xvbn+=drew
roads ^nns++++=roads
that ^tht+rel+obj++=that
no ^at++++=no
longer ^rbr++++=longer
existed ^vbd+++xvbn+=existed.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
worked ^vbd+++xvbnx+=worked
in ^in++++=in
a ^at++++=a
narrow ^jj+atrb+++=narrow
room ^nn++++=room
above ^in+pl+++=above
the ^ati++++=the
post ^nn++++=post
office ^nn++++=office,
, ^zz++++=EXTRAWORD
where ^wrb+who+++=where
dust ^nn++++=dust
lay ^vbd+++xvbn+=lay
thick ^jj++++=thick
on ^in++++=on
the ^ati++++=the
shelves ^nns++++=shelves
and ^cc++++=and
winter ^nn++++=winter
light ^jj++++=light
pressed ^jj+++xvbn+=pressed
weakly ^rb++++=weakly
against ^in++++=against
the ^ati++++=the
windows ^nns++++=windows.
. ^zz++++=EXTRAWORD
On ^in++++=On
his ^pp$+pp3+++=his
desk ^nn++++=desk
stood ^vbd+++xvbn+=stood
three ^cd++++=three
bottles ^nns++++=bottles
of ^in++++=of
ink ^nn++++=ink:
: ^zz++++=EXTRAWORD
black ^jj++++=black
for ^in++++=for
roads ^nns++++=roads
still ^rb++++=still
in ^in++++=in
use ^nn++++=use,
, ^zz++++=EXTRAWORD
red ^jj++++=red
for ^in++++=for
roads ^nns++++=roads
officially ^rb++++=officially
closed ^jj+++xvbn+=closed,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
blue ^nn++++=blue
for ^in++++=for
roads ^nns++++=roads
that ^tht+rel+subj++=that
had ^vbd+hvd+aux++=had
vanished ^vprf+++xvbnx+=vanished
so ^ql++++=so
completely ^rb+amp+++=completely
that ^dt+dem+++=that
only ^rb+down+++=only
memory ^nn++++=memory
could ^md+pos+++=could
reach ^vb++++=reach
them ^pp3o+pp3+++=them.
. ^zz++++=EXTRAWORD
Most ^ap+emph+++=Most
of ^in++++=of
his ^pp$+pp3+++=his
maps ^nns++++=maps
were ^vbd+bed+vrb++=were
blue ^jj+pred+++=blue.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
the ^ati++++=the
shepherd ^nn++++=shepherd's
's ^$++++=EXTRAWORD
path ^nn++++=path
that ^tht+rel+subj++=that
once ^rb+tm+++=once
climbed ^vprf+++xvbn+=climbed
Foxglove ^np+++??+=Foxglove
Hill ^nn++++=Hill
before ^cs+sub+++=before
the ^ati++++=the
landslide ^nn+++??+=landslide
took ^vbd+++xvbn+=took
half ^nn++++=half
the ^ati++++=the
slope ^nn++++=slope
into ^in++++=into
the ^ati++++=the
river ^nn++++=river.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
the ^ati++++=the
lane ^nn++++=lane
to ^in++++=to
Saint ^nn++++=Saint
Orra ^np++++=Orra's
's ^$++++=EXTRAWORD
Chapel ^nn++++=Chapel,
, ^zz++++=EXTRAWORD
buried ^xvbn+++xvbn+=buried
beneath ^in+pl+++=beneath
a ^at++++=a
pine ^nn++++=pine
forest ^npl++++=forest
planted ^vwbn+++xvbn+=planted
after ^in++++=after
the ^ati++++=the
war ^nn++++=war.
. ^zz++++=EXTRAWORD
There ^ex+pex+++=There
was ^vbd+bedz+vrb++=was
a ^at++++=a
bridge ^nn++++=bridge
where ^wrb+who+++=where
old ^jj+atrb+++=old
women ^nns++++=women
swore ^vbd+vpub+tht0+xvbn+=swore
they ^pp3a+pp3+++=they
had ^vbd+hvd+aux++=had
danced ^vprf+++xvbnx+=danced
as ^ql++++=as
girls ^nns++++=girls,
, ^zz++++=EXTRAWORD
though ^cs+sub+++=though
no ^at++++=no
stone ^nn++++=stone
or ^cc++++=or
