# ^zz++++=###
# ^zz++++=EXTRAWORD
# ^zz++++=EXTRAWORD
The ^ati++++=The
Cartographer ^np+nom++??+=Cartographer
of ^in++++=of
Lost ^xvbn+++xvbn+=Lost
Hours ^nns++++=Hours
Every ^at++++=Every
morning ^nn++++=morning
at ^in++++=at
precisely ^rb++++=precisely
eight ^cd++++=eight,
, ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
Vale ^npl++++=Vale
unlocked ^vbd+++xvbn+=unlocked
the ^ati++++=the
narrow ^jj+atrb+++=narrow
blue ^jj+atrb+++=blue
door ^nn++++=door
between ^in++++=between
the ^ati++++=the
bakery ^nn++++=bakery
and ^cc++++=and
the ^ati++++=the
watchmaker ^jjr+atrb+++=watchmaker's
's ^vbz+bez+vrb++0=EXTRAWORD
shop ^nn++++=shop,
, ^zz++++=EXTRAWORD
climbed ^j+++xvbn+=climbed
three ^cd++++=three
flights ^nns++++=flights
of ^in++++=of
crooked ^jj+atrb+++=crooked
stairs ^nns++++=stairs,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
entered ^vbd+++xvbn+=entered
the ^ati++++=the
smallest ^jjt+atrb+++=smallest
office ^nn++++=office
in ^in++++=in
Bellweather ^np+nom++??+=Bellweather.
. ^zz++++=EXTRAWORD
Gold ^nn++++=Gold
letters ^nns+nom+++=letters
on ^in++++=on
the ^ati++++=the
frosted ^jj+atrb+++=frosted
glass ^nn++++=glass
announced ^vbd+vpub++xvbn+=announced:
: ^zz++++=EXTRAWORD
**elias ^vbz+++??+=**ELIAS
Vale ^npl++++=VALE
Cartographer ^np+nom++??+=CARTOGRAPHER
Of ^in++++=OF
Lost ^xvbn+++xvbn+=LOST
Hours** ^np+++??+=HOURS**
Most ^ql+emph+++=Most
people ^nns++++=people
passed ^vbd+++xvbn+=passed
without ^in++++=without
looking ^xvbg+++xvbg+=looking
up ^rp++++=up.
. ^zz++++=EXTRAWORD
Those ^dt+pdem+++=Those
who ^whp+rel+subj++=who
noticed ^vbd+vprv+tht0+xvbn+=noticed
the ^ati++++=the
sign ^nn++++=sign
assumed ^vwbn+vprv+tht0+xvbn+=assumed
it ^pp3+it+++=it
was ^vbd+bedz+vrb++=was
a ^at++++=a
joke ^nn++++=joke,
, ^zz++++=EXTRAWORD
or ^cc+cls+++=or
perhaps ^rb++++=perhaps
the ^ati++++=the
advertisement ^nn+nom+++=advertisement
of ^in++++=of
a ^at++++=a
poet ^nn++++=poet.
. ^zz++++=EXTRAWORD
Bellweather ^np+nom++??+=Bellweather
had ^vb+hv+aux++=had
once ^rb+tm+splt++=once
been ^vprf+ben+vrb+xvbnx+=been
famous ^jj++++=famous
for ^in++++=for
poets ^nns++++=poets,
, ^zz++++=EXTRAWORD
before ^cs+sub+++=before
poetry ^nn++++=poetry
became ^vbd+++xvbn+=became
unprofitable ^jj++++=unprofitable
and ^cc++++=and
the ^ati++++=the
poets ^nns++++=poets
moved ^vbd+++xvbn+=moved
somewhere ^rb++++=somewhere
cheaper ^jjr++++=cheaper.
. ^zz++++=EXTRAWORD
Elias ^np+++??+=Elias
was ^vbd+bedz+vrb++=was
not ^xnot++not++=not
a ^at++++=a
poet ^nn++++=poet.
. ^zz++++=EXTRAWORD
He ^pp3a+pp3+++=He
made ^vbd+++xvbnx+=made
maps ^nns++++=maps.
. ^zz++++=EXTRAWORD
His ^pp$+pp3+++=His
office ^nn++++=office
contained ^vbd+++xvbn+=contained
a ^at++++=a
drawing ^jj+atrb++xvbg+=drawing
table ^nn++++=table,
, ^zz++++=EXTRAWORD
a ^at++++=a
cabinet ^nn++++=cabinet
of ^in++++=of
black ^jj+atrb+++=black
ink ^nn++++=ink,
, ^zz++++=EXTRAWORD
a ^at++++=a
collection ^nn+nom+++=collection
of ^in++++=of
compasses ^nns+++??+=compasses,
, ^zz++++=EXTRAWORD
and ^cc+cls+++=and
hundreds ^cds++++=hundreds
of ^in++++=of
rolled ^jj+atrb++xvbn+=rolled
charts ^nns++++=charts
tied ^vbd+++xvbn+=tied
with ^in++++=with
